lane,candidate_id,source_stage,start_name,config_chain,consolidated_exact,initial_partition_sha256,partition_sha256
A1,COARSE_e49c1eb6eba29668,coarse_primary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}]",False,9bcf8dbf19dded510dbe24ecb034809a899c553db7b1cd446d64948af2e4d69a,9bcf8dbf19dded510dbe24ecb034809a899c553db7b1cd446d64948af2e4d69a
D1,REFINE_709aa511c3fd0ee0,refine2_d1,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":4,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}]",True,e0ea6a38f83d5814e6d58f7746bc0b47f3657de1d700b00393259a457c29581f,62787ef341fd01198c121b8a43c1359d8191674253ead3ce355323fe2ab39426
tonsil_s1,COARSE_0388234583f93edf,coarse_primary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}]",False,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da
tonsil_s2,COARSE_894b53b16bf2fab1,coarse_primary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}]",False,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196
tonsil_s3,COARSE_6f0fe04e060b0169,coarse_primary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}]",False,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43
P22,COARSE_37bb46957925373f,coarse_primary,night15f_authority,"[{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular_coord_w0.3"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}]",False,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26
MISAR_E15_5_S1,COARSE_70f0dc1c240066ff,coarse_primary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}]",False,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416
P22_3DOT_K18,REFINE_aa5c94e91a7dd7b1,refine_secondary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35},{""boundary_refine_beta"":0.002,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}]",False,46b19a74b8f4733a3b87e3df1dc7ea6ce0e0fcbde11db81c1dbe0301e71fc118,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735
MISAR_E15_5_S1_K12,REFINE_0f97866c2a7b9050,refine_secondary,parent_frontier,"[{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35},{""boundary_refine_beta"":0.0005,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}]",False,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9
