lane,stage,candidate_id,parent_candidate_id,start_name,start_partition_sha256,config_json,complexity,status,failure,partition_key,exact_k,finite,min_cluster_size,cluster_sizes,normalized_cluster_entropy,graph_same_fraction,partition_sha256,repair_enabled,repair_threshold,repair_merged_clusters,repair_split_clusters,repair_boundary_moves,wall_seconds,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,evaluated_observations,source_stage,source_directory,parameter__boundary_refine_beta,parameter__boundary_refine_sweeps,parameter__enabled,parameter__feature_mode,parameter__merge_boundary_weight,parameter__merge_mode,parameter__min_cluster_fraction_of_equal,parameter__seed,parameter__split_cluster_score,parameter__split_mode,parameter__split_quantile,delta_ari_vs_headline,delta_nmi_vs_headline
D1,refine,REFINE_a5c5549bf83caedd,REFINE_1e9e7bd1ede5214a,coarse::REFINE_1e9e7bd1ede5214a,7221dca58da9646b3ec027de9203e019b058c08b7758f0800c645154953cd46e,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":2,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}",2,PASS,,p_b499f161429f75f5b350ccc50f188eac2aa20e44dffd5b9c4587a6eb3df97f4f,1,1,54,"[1030,88,1112,132,209,345,92,208,54,89]",0.777817658518746,0.6646932646932647,b499f161429f75f5b350ccc50f188eac2aa20e44dffd5b9c4587a6eb3df97f4f,1,51,0,0,263,0.2637583999894559,0.364994205143565,0.4471587180802874,0.4431808674545093,0.5070301681814353,0.5924852064317473,0.4108804653794957,3359,refine2_d1,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine2_d1,0.0,2,True,molecular,0.75,clusterwise,0.15,4,mean,pca_quantile,0.65,-0.0001793386143567055,0.0025812750658432138
D1,refine,REFINE_709aa511c3fd0ee0,REFINE_1e9e7bd1ede5214a,coarse::REFINE_1e9e7bd1ede5214a,7221dca58da9646b3ec027de9203e019b058c08b7758f0800c645154953cd46e,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":3,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}",2,PASS,,p_62787ef341fd01198c121b8a43c1359d8191674253ead3ce355323fe2ab39426,1,1,55,"[998,90,1082,133,212,370,93,209,55,117]",0.7921774665872469,0.6640926640926641,62787ef341fd01198c121b8a43c1359d8191674253ead3ce355323fe2ab39426,1,51,0,0,365,0.3969854000024497,0.3651735437579217,0.4445774430144442,0.4406181160034202,0.5042383351628853,0.6047180132381064,0.3982150049956685,3359,refine2_d1,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine2_d1,0.0,3,True,molecular,0.75,clusterwise,0.15,4,mean,pca_quantile,0.65,0.0,0.0
D1,refine,REFINE_866bc8b055856b6a,REFINE_1e9e7bd1ede5214a,coarse::REFINE_1e9e7bd1ede5214a,7221dca58da9646b3ec027de9203e019b058c08b7758f0800c645154953cd46e,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":5,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}",2,PASS,,p_02326a8681786f210ae7475491573ed0f20c7ea13908151db7cb5dbc78a223d8,1,1,59,"[959,96,1025,132,215,393,97,213,59,170]",0.8143437806052628,0.6604032604032604,02326a8681786f210ae7475491573ed0f20c7ea13908151db7cb5dbc78a223d8,1,51,0,0,523,0.6550762000260875,0.3553061546022626,0.4386686420323791,0.434723783813391,0.4922129198143464,0.6125457873751531,0.3897282636880822,3359,refine2_d1,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine2_d1,0.0,5,True,molecular,0.75,clusterwise,0.15,4,mean,pca_quantile,0.65,-0.009867389155659101,-0.005908800982065088
tonsil_s1,coarse,COARSE_0388234583f93edf,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,0,0,0,0,0,0.001035099994624,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,False,retained,0.0,pointwise,0.0,0,mean,pca_quantile,0.5,0.0,0.0
tonsil_s1,coarse,COARSE_2531046b7a1115ed,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,33,0,0,0,0.0015050999936647,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.0,pointwise,0.03,0,mean,pca_quantile,0.35,0.0,0.0
tonsil_s1,coarse,COARSE_242d3e4fdb5ed7b8,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.05,""seed"":1,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,55,0,0,0,0.0014067000010982,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.25,pointwise,0.05,1,mean,pca_quantile,0.5,0.0,0.0
tonsil_s1,coarse,COARSE_95cdcc70692f15a5,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.075,""seed"":2,""split_cluster_score"":""mean"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,82,0,0,0,0.0014200000150594,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,pointwise,0.075,2,mean,kmeans2,0.5,0.0,0.0
tonsil_s1,coarse,COARSE_81b413cccb177d95,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.1,""seed"":3,""split_cluster_score"":""sse"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,109,0,0,0,0.0011903999838978,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.25,clusterwise,0.1,3,sse,pca_quantile,0.35,0.0,0.0
tonsil_s1,coarse,COARSE_448e851038bf7d03,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,163,0,0,0,0.0011034999915864,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,clusterwise,0.15,4,mean,pca_quantile,0.65,0.0,0.0
tonsil_s1,coarse,COARSE_9f8dd2f46dff0cee,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.2,""seed"":5,""split_cluster_score"":""boundary"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",1,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,217,0,0,0,0.0010953999881166,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,pointwise,0.2,5,boundary,kmeans2,0.5,0.0,0.0
tonsil_s1,coarse,COARSE_1e61fa8565657d91,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.02,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.05,""seed"":6,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",2,PASS,,p_c4f39fa5fc005c769a98b46c9bb1bab5679717d846d0922d45c9efdf3e8f9e64,1,1,483,"[483,1305,1148,1390]",0.9544546841658964,0.7923530199544663,c4f39fa5fc005c769a98b46c9bb1bab5679717d846d0922d45c9efdf3e8f9e64,1,55,0,0,61,0.1552592999942135,0.2310984290267136,0.3113490921242823,0.3107457137355295,0.499297906681011,0.7161375774076377,0.2838792495027298,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,1,True,retained,0.25,pointwise,0.05,6,mean,pca_quantile,0.5,-0.005437072917110014,-0.00576883709858822
tonsil_s1,coarse,COARSE_770e3b8bf738e5ad,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.05,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.075,""seed"":7,""split_cluster_score"":""sse"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",2,PASS,,p_c169279551dc5024f153d7d01790f025076b924ab03965b2c16fdd55bd2f2f29,1,1,485,"[485,1310,1140,1391]",0.9545976410541188,0.7954332395875184,c169279551dc5024f153d7d01790f025076b924ab03965b2c16fdd55bd2f2f29,1,82,0,0,47,0.1554118000203743,0.2330408549535747,0.3126390369279516,0.3120368414049481,0.500608817697732,0.7203430554914279,0.2796602498976288,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,1,True,retained,0.75,clusterwise,0.075,7,sse,kmeans2,0.5,-0.003494646990248901,-0.004478892294918935
tonsil_s1,coarse,COARSE_2f8275203af4fa75,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.05,""boundary_refine_sweeps"":2,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.1,""seed"":8,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.4}",2,PASS,,p_393186d3723cb52de52bd203340af1f3767a09fe8710a3089bc2015194f17351,1,1,487,"[487,1309,1142,1388]",0.9550037969801326,0.7948975492165529,393186d3723cb52de52bd203340af1f3767a09fe8710a3089bc2015194f17351,1,109,0,0,57,0.3031814999994822,0.2317811694857958,0.3115848393160714,0.3109818661322081,0.4996602097734477,0.7197020693699365,0.2802032925036944,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,2,True,retained,0.75,pointwise,0.1,8,boundary,pca_quantile,0.4,-0.00475433245802781,-0.005533089906799127
tonsil_s1,coarse,COARSE_495902a696b2aec4,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}",2,PASS,,p_519684a269d0308a5cbc4021fef20b814807fe402c060c057da4cab0e2303980,1,1,481,"[481,1312,1141,1392]",0.9539449274059628,0.7983125753314584,519684a269d0308a5cbc4021fef20b814807fe402c060c057da4cab0e2303980,1,163,0,0,43,0.1537780000071507,0.2347606437891686,0.3147924159732461,0.3141918725749453,0.5019105527596762,0.7242261558196823,0.2757228307643068,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.1,1,True,retained,0.25,clusterwise,0.15,9,boundary,pca_quantile,0.6,-0.0017748581546550013,-0.0023255132496244335
tonsil_s2,coarse,COARSE_894b53b16bf2fab1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0,0,0,0,0,0.0009459000139031,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,False,retained,0.0,pointwise,0.0,0,mean,pca_quantile,0.5,0.0,0.0
tonsil_s2,coarse,COARSE_8edc8749c4139a8d,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,34,0,0,0,0.0013469999830704,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.0,pointwise,0.03,0,mean,pca_quantile,0.35,0.0,0.0
tonsil_s2,coarse,COARSE_a0e4f1f48e1dea17,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.05,""seed"":1,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,57,0,0,0,0.0012847000034525,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.25,pointwise,0.05,1,mean,pca_quantile,0.5,0.0,0.0
tonsil_s2,coarse,COARSE_22f78c9d851f5041,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.075,""seed"":2,""split_cluster_score"":""mean"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,85,0,0,0,0.0011488999880384,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,pointwise,0.075,2,mean,kmeans2,0.5,0.0,0.0
tonsil_s2,coarse,COARSE_38082d5637571d7e,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.1,""seed"":3,""split_cluster_score"":""sse"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,113,0,0,0,0.0011234999983571,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.25,clusterwise,0.1,3,sse,pca_quantile,0.35,0.0,0.0
tonsil_s2,coarse,COARSE_d23428fd956a4c06,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":4,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.65}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,170,0,0,0,0.0010902999783866,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,clusterwise,0.15,4,mean,pca_quantile,0.65,0.0,0.0
tonsil_s2,coarse,COARSE_14c86406e0a6adc1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.2,""seed"":5,""split_cluster_score"":""boundary"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",1,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,226,0,0,0,0.0010904000082518,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0,True,retained,0.75,pointwise,0.2,5,boundary,kmeans2,0.5,0.0,0.0
tonsil_s2,coarse,COARSE_7cb6cd4d7105e8b7,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.02,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.25,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.05,""seed"":6,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",2,PASS,,p_6f1453a534577dcc8dbf69396e5a2577b897af55ad3e2f8d7a14278914a24b94,1,1,446,"[1059,1410,446,1604]",0.9374840633858988,0.8123122163267915,6f1453a534577dcc8dbf69396e5a2577b897af55ad3e2f8d7a14278914a24b94,1,57,0,0,293,0.1640249000047333,0.2477787381043594,0.2982453097200446,0.2976586870987869,0.5070765055653746,0.7372591448520395,0.2621324856933061,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,1,True,retained,0.25,pointwise,0.05,6,mean,pca_quantile,0.5,-0.010485506904419795,-0.01607877127846591
tonsil_s2,coarse,COARSE_74e6c5521c3d28eb,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.05,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.075,""seed"":7,""split_cluster_score"":""sse"",""split_mode"":""kmeans2"",""split_quantile"":0.5}",2,PASS,,p_d1686a35f2cbdf55005d27e18ceec04795cb01628199e6325cd6f8013f5fa804,1,1,439,"[1049,1417,439,1614]",0.935511096122651,0.8222847279933516,d1686a35f2cbdf55005d27e18ceec04795cb01628199e6325cd6f8013f5fa804,1,85,0,0,247,0.1629999999713618,0.2489650533241964,0.3009210971761183,0.3003360275707106,0.5083249959848359,0.7504754814696184,0.2488668017121186,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,1,True,retained,0.75,clusterwise,0.075,7,sse,kmeans2,0.5,-0.009299191684582792,-0.01340298382239219
tonsil_s2,coarse,COARSE_6d4465318388fb8b,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.05,""boundary_refine_sweeps"":2,""enabled"":true,""feature_mode"":""retained"",""merge_boundary_weight"":0.75,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.1,""seed"":8,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.4}",2,PASS,,p_14621b73b81a91e48b6e69ac371aef5973176dc141531f7c381c9e98cd93555c,1,1,432,"[1064,1427,432,1596]",0.9352480835362472,0.8196637473630378,14621b73b81a91e48b6e69ac371aef5973176dc141531f7c381c9e98cd93555c,1,113,0,0,322,0.3209143000131007,0.238674332577684,0.2890868082741017,0.2884917338021747,0.5013313962632353,0.7457216613502847,0.2537246449587128,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,2,True,retained,0.75,pointwise,0.1,8,boundary,pca_quantile,0.4,-0.019589912431095202,-0.025237272724408788
