stage,family,lane,candidate_or_variant,status,failure,partition_sha256,absolute_ari,absolute_nmi,wall_seconds,notes
stage0_superseded,RNA_PROTEIN,D1,CMBF_3bb348efbe255f2e,SUPERSEDED,,43962675aa48fd3dc517cd43f73ecd19608734fbabcb6646e07a9b045f39d2d5,0.33837115291502134,0.4294850577872697,0.1712802000110969,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_bd42a3d8f5f49c11,SUPERSEDED,,889bac21ff73d22430d9dd7ee5c6147abdad9b9957fe7dbe038d85abe3e271d6,0.35395217145256136,0.43609281598219357,0.12539050000486895,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_7000b3f8ef0b5b9c,SUPERSEDED,,51f54e8bdd7a79f792e2f56ad4bd196cc9b6d748ac7b746cc22ae3cd151f26cd,0.3140226800636725,0.41712058626260995,0.21605610000551678,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_508c221034beb345,SUPERSEDED,,42acdf22baf95a10517cebd5576ca4d45763d396717e317790cc9737891e4116,0.352075654618857,0.4278559643823606,0.1143867000064347,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_4ad54dd1a03673b1,SUPERSEDED,,e08cb864a7716ef62d3d314558d198ddca039066742aa6b0ee5f39715413fe8e,0.3502339947153041,0.4316893933138172,0.12992500001564622,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_2ce21274a74e09fa,SUPERSEDED,,e1c10869d18a82f30fe1381b0e5fd9726ba99aa93ea84f3c0658ed01c21b4f0e,0.3445790485655445,0.4293742017170705,0.08280179998837411,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_b23bccaed0bfdca6,SUPERSEDED,,9fe587dc428d40726fe0f2061655e3c87945fb1700a65afeb10a5cd80fac4d1f,0.3359419911972461,0.41890989180350097,0.06427370000164956,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_9afb19e777ac6d08,SUPERSEDED,,ced54bc9737fa2d17c002625a3b46ca608c56d5ecff335c82d686be85a7f5fec,0.33177685625356296,0.4207603188879572,0.06519250001292676,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_4dd6bea78d813ccc,SUPERSEDED,,8f00a04424da2b2840e321922347d956a4f017a24f94531ce974e5d5e470e36a,0.31363037893104934,0.41373059330115847,0.22060650002094917,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_eefe4260f00a3887,SUPERSEDED,,519a5b2ecc4927e3331fc800e74f2448780c45de77721d6d2d00ea343c66a017,0.3450919247342635,0.42451182079493494,0.0818859999999404,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_92e84d882864a745,SUPERSEDED,,5a03873af8d5cdc2a5c2313a8733360b0b1d6e905f20b1d6bddc3891989fe801,0.34352432121175425,0.43054689628488513,0.04264770000008866,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_503b0a3a965145de,SUPERSEDED,,7772d48ccc882eac5c0c4b4a64a7d34c19db89e8096f501f32b9ef841c7a0535,0.34768745667745055,0.4346744108299388,0.12044090000563301,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_f42c9da8286a25cd,SUPERSEDED,,7635c626d0ed6f8c06213bf9a7b2d127c4849ce220fd5cf6688607b63e16ea91,0.33337327363407787,0.4285749594525542,0.17064160000882111,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_6c7331cd25ceba09,SUPERSEDED,,d8b715ca13984634a892f7b2f9408e30808da2587a4050ef2b52ba1f8231e024,0.33776612600532174,0.4288318940514481,0.061496099981013685,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_5fb57a26473d7456,SUPERSEDED,,6e3ac444d69a23aa6eee6b23948308b83b2e71aa4660a86c2ff4cf7c55eeada3,0.3436029548582773,0.4316661550860367,0.061758499999996275,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_d5b6b03ee1610378,SUPERSEDED,,e42d5204f2de0697fd9f59b0948ed7ce1a00623f6dab340589f48500bd8bad41,0.34365245211076306,0.42540932550649785,0.06196530000306666,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_7ad6f62d358cbe63,SUPERSEDED,,6c29f7f0815ad8d30eda6e20bd7482a59bc2ee622a6d144a6fb80688dd6f227a,0.33283716118215473,0.4306254479571562,0.16690029998426326,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_f756fa0a1253641c,SUPERSEDED,,fff8b31edac8bcf0163e0feeeef0fbb53c66be6191a879fc4eb525b505214b5c,0.3152312583452115,0.4176845236974719,0.17080650001298636,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_d66f45277f66d31e,SUPERSEDED,,ad7a9ed2933c66b5d71af41082607d93b86149be872d3cccea765bbaced38fbf,0.3477357195084185,0.4365589082441163,0.09465430001728237,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_5d15ee6783ed020a,SUPERSEDED,,260f9e1797c18b2093e54e26116be57914ba17a65f9c51e8c908ea70a433d286,0.3538679504882581,0.4367893888569749,0.12308499999926426,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
stage0_superseded,RNA_PROTEIN,D1,CMBF_48610f9ad4bc6af2,SUPERSEDED,,16212f8108438f0f6f73d42be52c493f631e5e69cc10625c301da99762708178,0.34304519080437446,0.4313551254509546,0.17038299998966977,"v0 trust gate used averaged evidence; retained, then superseded by explicit conjunctive TPR"
