dataset,graph_id,head_id,seed,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement,training_runtime_seconds,head_runtime_seconds,effective_runtime_seconds,peak_gpu_allocated_mib,process_peak_rss_mib,checkpoint_file_sha256,cluster_file_sha256
d1,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,8,0.27536686400752935,0.38734927671153596,0.3313580703595327,0.6563285834031852,0.5891072296542113,0.42047885900478443,0.34367141659681477,24.03880866803229,3.470323346555233,27.50913201458752,741.4765625,1219.2734375,8f0d529fe1365fcb99bfbebdf3aa8d0912455ef3aba7a1dc8b37bee22c83feb0,935d6b785e3728e024880c87356f63254b536795bcbb6d44af134b1e98387249
d1,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,9,0.26081624875067827,0.3856242852946701,0.32322026702267415,0.6477068614537181,0.582723770043712,0.42656060250400885,0.35229313854628186,21.242768396623433,4.3030607756227255,25.545829172246158,741.4765625,1219.2734375,a3d59a08e16612cc619fdf831f88b0ad1a6715d18d433100e2edff5ecdb9e3be,649a5afabbfae929a279f614f8e84dee1b2484dbe557da3a65ea7cb78583504c
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,0,0.2151989253737441,0.3513185021792409,0.2832587137764925,0.6285774158783379,0.5658627010575304,0.4375384563855239,0.37142258412166207,25.502931511960924,7.789058326743543,33.29198983870447,737.611328125,1219.2734375,95bdb7be49e7ac9ec5fa8e489a215cbd458c808da7f8da606cdf6ec6154a561d,bb79dc298b56fd1bb7ea90b4400bb0bd56ade570d9047148830ca61b60cfc96a
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,1,0.23463396987895854,0.36912983363670654,0.3018819017578325,0.577625434079751,0.4907139999619908,0.5143094724126349,0.422374565920249,19.65761197824031,5.448575591668487,25.106187569908798,737.611328125,1219.2734375,1d9579c012bd1d2664cf182d98d7398e179c8b74697d5686d048debc7c2ceb7a,1ba5d9a24d4becc5d40294319724eebd56892b1b42decb262b00457e2b780989
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,2,0.21935767327480854,0.35933135160195523,0.2893445124383819,0.5631660878936654,0.5192151973783222,0.4870451318560927,0.4368339121063346,19.008245896548033,5.050907388329506,24.05915328487754,737.611328125,1219.2734375,5dda7974c2e5f94d156c89c9f5d14cd8c0d4fabeeace358aa803b4d69355a750,82e349cae02944b9d4064f7a97df239e9ae7c8352d7817add7be2f277364dde2
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,3,0.23009500099607005,0.3590793349221276,0.29458716795909884,0.610286193270267,0.5516530502080564,0.4534981520707994,0.389713806729733,23.24822446424514,5.511202399618924,28.759426863864064,737.611328125,1219.2734375,b57f3c722b2709d0d60bfcb31d18b5659e48de9570729f65bf065f7875325532,94ae3a368c9fc2d07befb3b5c8f201a03aa3bcdecdafe5d5fb18b9ef2d464d47
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,4,0.2297623341593587,0.3691612890707975,0.2994618116150781,0.6056759669500659,0.5418682526876222,0.4646906311413411,0.39432403304993413,20.614589378237724,4.980894695036113,25.595484073273838,737.611328125,1219.2734375,25dcdb25f19cb29b431a7c5432a06d64696990b7433a60532c8b891e0592761b,ef13521a18a012e010ad6602fa1650dfd30ca20fe9999125ccf5d3dd357abc55
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,5,0.19606786953860716,0.3597649033529012,0.27791638644575417,0.5796012453598371,0.5195393980303347,0.4815047346504798,0.42039875464016285,22.03804948925972,5.923518122173846,27.961567611433566,737.611328125,1219.2734375,9d7f6f91d915b954f4ddf361f6515ec5c16d55840538d2ffe2910160a8b9e2b6,d0454ba6ce204874413e86807ba755101dd67953ad5fd62786c254c707503c8f
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,6,0.21605761462567472,0.3515720859018866,0.28381485026378067,0.605526284277332,0.5337413502718925,0.47077983327261563,0.394473715722668,28.276948084123433,8.068295111879706,36.34524319600314,737.611328125,1219.2734375,0a2ecb46726f5edfdc9f798c31ba5848c5beb28e629d2d22087a50616387df72,5b2275f96cc36ab2ca6a99247270ce34a08381972efc1dd13034ebf861131c35
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,7,0.22777118118496947,0.36370176794047404,0.2957364745627218,0.600766375284397,0.542364688066175,0.4623908090224684,0.399233624715603,23.094368770718575,5.462265172973275,28.55663394369185,737.611328125,1219.2734375,7bcc47967ca8d9aa6d42df062c5b6bd33c83b3d0bc2904371bb432cfbe28cd0d,ae46e15f62fa74c0a6af2cfd2266cd30579e205eadbf3be3c46d0a88ec5f81c5
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,8,0.22565939049811903,0.36848732969040415,0.2970733600942616,0.5939408454077356,0.5203790755783163,0.48538740017726517,0.4060591545922644,26.265247436240315,6.7301684226840734,32.99541585892439,737.611328125,1219.2734375,217c997ca600e174b070b5116bad44171b782b24f07c22d04896df537de70dcc,78280fdebd03c87960bbaf7e6c611a80152f867beae58e490bff49c712d3f7ec
d1,G04_SP10_F10_EUC_UNION,H00_FUSED_PCA20_MCLUST_EEE,9,0.22113655759168732,0.36339117755009065,0.29226386757088896,0.5971141180696923,0.5322722809606167,0.470374249304142,0.4028858819303077,24.287288196384907,6.304560818709433,30.59184901509434,737.611328125,1219.2734375,f070f99cbb7e0c1d6ccb8cffb9c2ca6e5cdaacfb151750ce40a50c7a783df41f,d8ebb8dd320674cf04ae783790ef42229401f6eac46bd6eb55dded84cc0bc9db
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,0,0.2375418648455073,0.37711150488672485,0.3073266848661161,0.6296551311220213,0.5688539164925241,0.44075212547790177,0.3703448688779787,25.502931511960924,4.23171120043844,29.734642712399364,737.611328125,1219.2734375,95bdb7be49e7ac9ec5fa8e489a215cbd458c808da7f8da606cdf6ec6154a561d,452bf538eb78ce557fce8002be02639eab594aadb059daf424c47c9b3defd43e
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,1,0.2520413210974017,0.37951951966063835,0.31578042037902,0.6273200814273739,0.5633469149507649,0.44567541454874215,0.37267991857262606,19.65761197824031,3.342678098939359,23.00029007717967,737.611328125,1219.2734375,1d9579c012bd1d2664cf182d98d7398e179c8b74697d5686d048debc7c2ceb7a,ebe037639a9f3fa8f08143c38a91f40dcaf56d88c2d05dc9a7aa39ddd7536b45
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,2,0.23102745409241648,0.3793379883028963,0.3051827211976564,0.6353430726859058,0.5700139695195519,0.43949800138599626,0.36465692731409416,19.008245896548033,3.7653479976579547,22.773593894205987,737.611328125,1219.2734375,5dda7974c2e5f94d156c89c9f5d14cd8c0d4fabeeace358aa803b4d69355a750,13cfe58fdd0d62ef1fbf077fccb3ce17afe91d068fc3b7ac9f9638ac7baa11e9
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,3,0.24633014423947824,0.3830384319499561,0.31468428809471716,0.6229493473835469,0.5569241627176806,0.4519851370451858,0.3770506526164531,23.24822446424514,3.81845158431679,27.06667604856193,737.611328125,1219.2734375,b57f3c722b2709d0d60bfcb31d18b5659e48de9570729f65bf065f7875325532,be6b025bf8137a8108294e5cde1b65d7912d47fcfd10c362e7d68de4b0b5e9d4
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,4,0.2398593533697784,0.37385720262273353,0.306858277996256,0.6273200814273739,0.5634393585894928,0.445606379655975,0.37267991857262606,20.614589378237724,3.594815233722329,24.209404611960053,737.611328125,1219.2734375,25dcdb25f19cb29b431a7c5432a06d64696990b7433a60532c8b891e0592761b,63baa1b90512bfee3e270a5637f8a6b8dd682d1a41e8efc2142a77fee9b9b99e
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,5,0.24525913546086692,0.3796687724445877,0.3124639539527273,0.6261226200455036,0.5531740193290868,0.45540588995698145,0.37387737995449644,22.03804948925972,3.7064228020608425,25.744472291320562,737.611328125,1219.2734375,9d7f6f91d915b954f4ddf361f6515ec5c16d55840538d2ffe2910160a8b9e2b6,9b751198e09077cd545367367d53377702de9860b31f439b52ab01c293676c3b
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,6,0.23346023355809783,0.373043345986814,0.3032517897724559,0.621931505208957,0.5630148921258498,0.4468569406267603,0.378068494791043,28.276948084123433,4.047359152697027,32.32430723682046,737.611328125,1219.2734375,0a2ecb46726f5edfdc9f798c31ba5848c5beb28e629d2d22087a50616387df72,3897c73a9f9364fe3812a558e98008a5e39e3874ac114c171091f9062dc11b3b
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,7,0.23851991147994456,0.37601025785252845,0.3072650846662365,0.6353430726859058,0.5772678459003938,0.4326198582438443,0.36465692731409416,23.094368770718575,3.6218318417668343,26.71620061248541,737.611328125,1219.2734375,7bcc47967ca8d9aa6d42df062c5b6bd33c83b3d0bc2904371bb432cfbe28cd0d,2d3f885815b432bccdebd38ce692964ad076c6538b385fbfc2c116d575d8b1e5
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,8,0.23613413319484772,0.37434535725388773,0.3052397452243677,0.6259729373727697,0.5606046065343,0.4483041558615602,0.3740270626272303,26.265247436240315,3.4717681892216206,29.737015625461936,737.611328125,1219.2734375,217c997ca600e174b070b5116bad44171b782b24f07c22d04896df537de70dcc,c901e8918262bd67b4a0f78d1a83afdb321c4d27876df05b155d3e43b7cdd2e0
d1,G04_SP10_F10_EUC_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,9,0.2518324143016672,0.3806280943870261,0.31623025434434665,0.6342354209076757,0.5709398620355636,0.4394423089802927,0.3657645790923243,24.287288196384907,6.078050860203803,30.36533905658871,737.611328125,1219.2734375,f070f99cbb7e0c1d6ccb8cffb9c2ca6e5cdaacfb151750ce40a50c7a783df41f,c9128ae00cc5982c594057db6e4a54e96e98e0a857e93e8134e795bacfe4f909
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,0,0.40403985585343904,0.5409416302532721,0.4724907430533556,0.8045849367784497,0.7665802804075369,0.23957418603991065,0.19541506322155033,62.26358701009303,6.017876788042486,68.28146379813552,1620.66796875,1300.13671875,62210c7bc786cda91531d30196e4b1ad8106a9f699ad3c62f784076b8f1d9149,8cfe8169e136ab86a93b82bde9995c341200969ab8d837288d1916359fa3eef8
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,1,0.3843921379945207,0.544754340665941,0.46457323933023087,0.8260362836723475,0.7592886616628364,0.24320882483130188,0.1739637163276525,63.98132716678083,7.954918195493519,71.93624536227435,1620.66796875,1300.13671875,8b9f24e64d6fe894cfb7e4ef4a0eb1c226a7edc2aa2e8f8259c81e729c171409,a035e36013c3ca116e39d525889cc30bea915e0a61d43354fdcca5c9760823b8
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,2,0.4074083773073522,0.5459783328246152,0.47669335506598365,0.8235404068169324,0.7838131168051845,0.2223867631649876,0.1764595931830676,63.6499882042408,5.886387795209885,69.53637599945068,1620.66796875,1300.13671875,26c95a782b34a4b975458d10c8028b8044e968efe14ec8ee052bf00a589a8be7,5a8d900c4a791ef9148a72c754496d0767015187d3497535385da12de23da26f
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,3,0.4322762031281098,0.5679853965767001,0.5001307998524049,0.8249917537108301,0.7741837613090086,0.226313748558519,0.1750082462891699,65.02067557815462,6.328191479668021,71.34886705782264,1620.66796875,1300.13671875,73ef540e10599e51eac155c523737dd480cd7a5ca34d4c78f19cee294a1465f5,ae29e7bd63b72bc4093b39decc4ea981c3813abeb53d767f389a875483f5112f
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,4,0.4217132346582532,0.552389523979953,0.48705137931910314,0.8162616822429907,0.7622927779580954,0.23935322792006078,0.18373831775700933,61.82953023258597,6.421369428746402,68.25089966133237,1620.66796875,1300.13671875,fb508c1e71cfeb2cfc1a17d3afc7c7d7e84559ad4cfc67744f4b7be096f42cbc,b3f64f41056d75904a583da05e1dbcd89a2b3cf3ab694656023549735aff36e4
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,5,0.39554738136346096,0.5359725333067215,0.46575995733509123,0.8041011544804838,0.7665046918314125,0.23945385791559362,0.1958988455195162,62.94298846554011,6.142992011271417,69.08598047681153,1620.66796875,1305.4609375,1c03fab6f651e1550c5cece91246dbcf3e58b26c1190dabd09a085a881c62b96,68caee84b2899bfd9c5e6f59c48c745f3d90035d08e5ce46d93a0f9a78c8ec85
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,6,0.39275121944678315,0.5329896992971136,0.4628704593719484,0.8033644859813084,0.7656925139658823,0.24036309671061,0.19663551401869162,59.881098539568484,5.794475879520178,65.67557441908866,1620.66796875,1305.4609375,f2a409df8518f7fda9ca58e67d15697bc5e508618e65c778f078052bbb6257c2,c9691aa15677645adab1f546e4a0a955d3c91132ff3a3c3124a486ae302a9e4f
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,7,0.3996390159697861,0.536349713049568,0.4679943645096771,0.7900384826827928,0.7479736586711214,0.2581889385631551,0.20996151731720725,64.02602979820222,6.8886877205222845,70.9147175187245,1620.66796875,1305.4609375,21ff129242e68742d34881706cecee2808622e15fcd7b479f0cd8a812a0fd9e1,da723e537d3dc0325b43fe498f708e1c740dbfc09f1123277f0123872b4a0994
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,8,0.39871896087532255,0.5387530362590747,0.4687359985671986,0.8072457394172622,0.7679705393806221,0.2376308212823784,0.1927542605827378,63.88052217569202,6.499224359169602,70.37974653486162,1620.66796875,1305.4609375,d7e31d7cad9cc614c3cbefa84513c260ba5b5a4013ca20ff452e2d77ea1ee276,7c7cea60a75622cdad87e6d82728e7d7e1f7f75b102af92a2476861ad5e868b1
p22,G00_SP18_F20_CORR_UNION,H00_FUSED_PCA20_MCLUST_EEE,9,0.4026354873447909,0.5422001904608634,0.4724178389028272,0.8092798240791643,0.7749547174206683,0.23067834693210484,0.19072017592083568,63.95610625483096,7.13490626681596,71.09101252164692,1620.66796875,1305.4609375,a581c30c2a7a1044f038404d5e21dd644b5d1ff2914631d99d3f830c9c442eda,c4f6e710c14fc0f81caba6a27d5f8e978c1cb8d52900b71c7638a7dead455d11
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,0,0.45603613037020874,0.6152796289947393,0.535657879682474,0.9134359538207807,0.8733184357662666,0.128056564741145,0.08656404617921931,62.26358701009303,21.086669016629457,83.35025602672249,1620.66796875,1300.13671875,62210c7bc786cda91531d30196e4b1ad8106a9f699ad3c62f784076b8f1d9149,e6a948f48c96cecef9bfa6042d1bf94423b58082313c09f1167d69845e0c47be
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,1,0.40640926980167563,0.5915170069456939,0.4989631383736848,0.9107531610775151,0.8659800514927863,0.13555230413462077,0.08924683892248486,63.98132716678083,25.193193309940398,89.17452047672123,1620.66796875,1300.13671875,8b9f24e64d6fe894cfb7e4ef4a0eb1c226a7edc2aa2e8f8259c81e729c171409,94e6e5075842ec3217ff86d915cd2163eb2b1549a689cb67cf68720a0f175154
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,2,0.48707413110468956,0.6361440249000393,0.5616090780023644,0.9105882352941177,0.870475665057693,0.13042295684585736,0.0894117647058823,63.6499882042408,19.432859585620463,83.08284778986126,1620.66796875,1300.13671875,26c95a782b34a4b975458d10c8028b8044e968efe14ec8ee052bf00a589a8be7,408557dc2347e56f3d2ee7b99e8733c501a5b3e85540abf4fe866f97cbe7c4b8
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,3,0.46575922013626986,0.6292632877058619,0.5475112539210659,0.9215612974161628,0.8876344007008554,0.11442827489019239,0.07843870258383723,65.02067557815462,19.00430911593139,84.02498469408602,1620.66796875,1300.13671875,73ef540e10599e51eac155c523737dd480cd7a5ca34d4c78f19cee294a1465f5,4ed6c266e9a5bc09b89a6d22e852bc4c56f9d30c6251867c5888f6069e6f747d
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,4,0.46256425262798656,0.6278567802977477,0.5452105164628671,0.9183397471137988,0.8775031827690102,0.12454149125631332,0.08166025288620116,61.82953023258597,18.60418999288231,80.43372022546828,1620.66796875,1300.13671875,fb508c1e71cfeb2cfc1a17d3afc7c7d7e84559ad4cfc67744f4b7be096f42cbc,8d9700f15a0e5e8c5bbd63113512f05f53c93e9eb49e3d7556edba373471ff9b
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,5,0.3980443974167639,0.5807516559262688,0.48939802667151633,0.9102363936228697,0.8685946479897074,0.13484478078467962,0.08976360637713032,62.94298846554011,18.240379971452057,81.18336843699217,1620.66796875,1305.4609375,1c03fab6f651e1550c5cece91246dbcf3e58b26c1190dabd09a085a881c62b96,2c50ce70bb9192c238df8c653861a23259a65592a816ed95af944435f66f1f69
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,6,0.406200904024301,0.5917090038048526,0.4989549539145768,0.9159318306761957,0.876879615827569,0.1257746394017777,0.08406816932380434,59.881098539568484,24.005894386209548,83.88699292577803,1620.66796875,1305.4609375,f2a409df8518f7fda9ca58e67d15697bc5e508618e65c778f078052bbb6257c2,386f092387f8f8b900a02a94378b1d67b6358c9887123f1c89bbd1eb3748ef9c
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,7,0.45004429325840345,0.6169969348150883,0.5335206140367459,0.9207916437603079,0.8863118770986742,0.1158838385352826,0.07920835623969213,64.02602979820222,26.68470926117152,90.71073905937374,1620.66796875,1305.4609375,21ff129242e68742d34881706cecee2808622e15fcd7b479f0cd8a812a0fd9e1,e7029b3384c6fb6f514801b97582b61e717ae36ce6d572d497d02f95348bcc5a
p22,G00_SP18_F20_CORR_UNION,H05_EQUAL3_AFFINITY_SPECTRAL,8,0.46530826165548955,0.6244254586975257,0.5448668601765077,0.9212864211105003,0.8853681816057389,0.11661572708602974,0.0787135788894997,63.88052217569202,18.012031000107527,81.89255317579955,1620.66796875,1305.4609375,d7e31d7cad9cc614c3cbefa84513c260ba5b5a4013ca20ff452e2d77ea1ee276,d364f5730baa09feced630017e1a42de14bc34a32a72a2e4b2125c482f41c3e0
