dataset,has_gradient,l2_norm,loss,loss_non_none_numel,loss_rms_gradient,loss_sq_sum,numel,parameter,rms,seed
a1,True,0.01354433037340641,L_mod2_recon_raw,208320,0.0018350134088361792,0.7014705635539783,4096,attention2.w_omega,0.00021163015877037058,1
a1,True,0.009327389299869537,L_mod2_recon_raw,208320,0.0018350134088361792,0.7014705635539783,64,attention2.u_omega,0.0011659237048839558,1
a1,True,0.13375866413116455,L_mod2_recon_raw,208320,0.0018350134088361792,0.7014705635539783,4096,cross_attention.w_omega,0.0020899792282418807,1
a1,True,0.0757279023528099,L_mod2_recon_raw,208320,0.0018350134088361792,0.7014705635539783,64,cross_attention.u_omega,0.009465988146774486,1
a1,True,0.7166488170623779,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,192000,encoder1.weight,0.0016355197029962096,1
a1,False,0.0,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,192000,decoder1.weight,0.0,1
a1,True,0.04265643656253815,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,1920,encoder2.weight,0.0009734954841523453,1
a1,True,0.06741073727607727,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,1920,decoder2.weight,0.001538432520361768,1
a1,True,0.007677616085857153,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,4096,attention1.w_omega,0.00011996274852356384,1
a1,True,0.006730939727276564,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,64,attention1.u_omega,0.000841367454364612,1
a1,False,0.0,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,4096,attention2.w_omega,0.0,1
a1,False,0.0,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,64,attention2.u_omega,0.0,1
a1,False,0.0,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,4096,cross_attention.w_omega,0.0,1
a1,False,0.0,L_corr1_raw,200000,0.0016125346077364767,0.5200535722295665,64,cross_attention.u_omega,0.0,1
a1,True,0.2688550651073456,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,192000,encoder1.weight,0.0006135749526933672,1
a1,True,0.2645453214645386,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,192000,decoder1.weight,0.0006037393488629183,1
a1,True,0.20484526455402374,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,1920,encoder2.weight,0.004674931993661299,1
a1,False,0.0,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,1920,decoder2.weight,0.0,1
a1,False,0.0,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,4096,attention1.w_omega,0.0,1
a1,False,0.0,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,64,attention1.u_omega,0.0,1
a1,True,0.07654892653226852,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,4096,attention2.w_omega,0.0011960770141420938,1
a1,True,0.05338587984442711,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,64,attention2.u_omega,0.006673234620258112,1
a1,False,0.0,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,4096,cross_attention.w_omega,0.0,1
a1,False,0.0,L_corr2_raw,390080,0.0007032873029443861,0.1929386509307262,64,cross_attention.u_omega,0.0,1
a1,True,0.010415145196020603,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,192000,encoder1.weight,2.37692075525756e-05,2
a1,True,0.006699983961880207,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,192000,decoder1.weight,1.529055094336857e-05,2
a1,True,0.003969626035541296,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,1920,encoder2.weight,9.059390322617692e-05,2
a1,False,0.0,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,1920,decoder2.weight,0.0,2
a1,True,6.369080801960081e-05,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,4096,attention1.w_omega,9.951688557477363e-07,2
a1,True,4.221388007863425e-05,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,64,attention1.u_omega,5.276734922224323e-06,2
a1,True,0.0009870249778032303,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,4096,attention2.w_omega,1.5422265852947078e-05,2
a1,True,0.0005276871961541474,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,64,attention2.u_omega,6.596090216835395e-05,2
a1,True,0.003189713228493929,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,4096,cross_attention.w_omega,4.9839265401817854e-05,2
a1,True,0.002157523762434721,L_rna_recon_raw,398400,2.1561218777012317e-05,0.00018521064421183513,64,cross_attention.u_omega,0.0002696904658807495,2
a1,True,0.7898333072662354,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,192000,encoder1.weight,0.0018025396591031682,2
a1,False,0.0,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,192000,decoder1.weight,0.0,2
a1,True,0.34171706438064575,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,1920,encoder2.weight,0.007798589292460927,2
a1,True,0.2584104537963867,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,1920,decoder2.weight,0.005897385165405485,2
a1,True,0.0034851962700486183,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,4096,attention1.w_omega,5.4456192496677074e-05,2
a1,True,0.0025993906892836094,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,64,attention1.u_omega,0.00032492382831618064,2
a1,True,0.043529074639081955,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,4096,attention2.w_omega,0.0006801417672332832,2
a1,True,0.023955462500452995,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,64,attention2.u_omega,0.0029944327531094177,2
a1,True,0.16331607103347778,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,4096,cross_attention.w_omega,0.0025518136369866275,2
a1,True,0.11002704501152039,L_mod2_recon_raw,208320,0.0020183594861836783,0.8486488112222192,64,cross_attention.u_omega,0.013753381014049444,2
a1,True,0.8675277829170227,L_corr1_raw,200000,0.0019525214237462209,0.7624679820375938,192000,encoder1.weight,0.0019798522196453703,2
a1,False,0.0,L_corr1_raw,200000,0.0019525214237462209,0.7624679820375938,192000,decoder1.weight,0.0,2
a1,True,0.060053858906030655,L_corr1_raw,200000,0.0019525214237462209,0.7624679820375938,1920,encoder2.weight,0.0013705356286186114,2
a1,True,0.07837031781673431,L_corr1_raw,200000,0.0019525214237462209,0.7624679820375938,1920,decoder2.weight,0.0017885495565787993,2
a1,True,0.00831547286361456,L_corr1_raw,200000,0.0019525214237462209,0.7624679820375938,4096,attention1.w_omega,0.00012992926634852175,2
