bootstrap_ci_high,bootstrap_ci_low,bootstrap_replicates,ci_is_descriptive_only,dataset,max,mean,median,metric,min,n,sd,variant
0.7758416300757246,0.7717766845003772,10000,True,placenta,0.7777213660236605,0.773717653639784,0.7735887667900535,homogeneity,0.771234083077564,5,0.002662639556761811,C1
0.7402265314190621,0.7272411817502382,10000,True,placenta,0.7433854416549731,0.7337338565846502,0.7294869887224119,v_measure,0.7260938336175303,5,0.008472727891403329,C1
0.6328875157811676,0.6225470956733608,10000,True,placenta,0.6366758211779151,0.6275493101960974,0.6264113979228877,hungarian_macro_f1,0.6202492165075909,5,0.0066136786174632485,C1
0.8217209897013298,0.7989413667480122,10000,True,placenta,0.8240990575123338,0.8103311782246709,0.8131037417534738,hungarian_weighted_f1,0.7951366763245237,5,0.014323471099082665,C1
0.6776437561819294,0.6589894264266887,10000,True,placenta,0.6832386793954308,0.6680132775361345,0.6623811419210308,hungarian_balanced_accuracy,0.6552640633279238,5,0.012021081601830134,C1
0.4324909747292419,0.42912154031287597,10000,True,placenta,0.4332129963898917,0.430806257521059,0.43080625752105894,spatial_neighbor_agreement,0.427797833935018,5,0.0022107308147862703,C1
0.3819525948982644,0.3687587915241147,10000,True,placenta,0.3871954693192244,0.3753178435509921,0.3719168528163557,spatial_cluster_moran_mean,0.3666382233163772,5,0.008701804923724094,C1
0.17081529796123504,0.14787780344486237,10000,True,placenta,0.18399633467197418,0.15725497901439667,0.15282292664051056,embedding_silhouette,0.14591489732265472,5,0.015510171185680538,C1
2.3579518482914152,2.157576739497784,10000,True,placenta,2.4027541526290674,2.2577642938946,2.2775526119193774,embedding_davies_bouldin,2.1042022366132587,5,0.1280018165092243,C1
7.4290103983134035,6.925715743377805,10000,True,placenta,7.635726703330874,7.183501110225916,7.247004687786102,runtime_seconds,6.7969022784382105,5,0.32872780632539617,C1
