dataset,family,n_total,n_evaluated,K,input_strong_start_ari,input_strong_start_nmi,headline_status,headline_ari,headline_nmi,delta_ari_vs_input,delta_nmi_vs_input,min_cluster_size_full,cluster_sizes_full,min_cluster_size_eval,cluster_sizes_eval,ami,fmi,morans_i_macro,gearys_c_macro,neighbor_agreement,screen_balanced_full_ari,screen_balanced_full_nmi,screen_delta_ari_vs_input,screen_delta_nmi_vs_input,screen_candidate_id,screen_conclusion
A1,RNA_PROTEIN,3484,3484,10,0.2760037787216815,0.4216898282359678,BOUNDED_SCREEN_ONLY,0.2760037787216815,0.4216898282359678,0.0,0.0,114,"[274,773,569,182,307,790,168,114,121,186]",114,"[274,773,569,182,307,790,168,114,121,186]",0.41791929249969256,0.41628023289323707,0.5613222025437378,0.44184537481372066,0.6077425758954421,0.27611905601831266,0.4215873270402989,0.00011527729663113329,-0.00010250119566890259,RL_5999be6e0744_t0_e0,TRADEOFF_OR_NO_GAIN
D1,RNA_PROTEIN,3359,3359,10,0.36647786249458353,0.44815822911795844,NOT_RUN_EARLY_STOP_NO_REPRESENTATION_SIGNAL,0.36647786249458353,0.44815822911795844,0.0,0.0,58,"[996,92,1081,133,212,369,92,209,58,117]",58,"[996,92,1081,133,212,369,92,209,58,117]",0.44422690581631946,0.505082035057397,0.6088644557435975,0.39512998717545506,0.6655512655512655,,,,,,
tonsil_s1,RNA_PROTEIN,4326,4326,4,0.23668286718251594,0.31736524060791066,BOUNDED_SCREEN_ONLY,0.23668286718251594,0.31736524060791066,0.0,0.0,478,"[478,1304,1141,1403]",478,"[478,1304,1141,1403]",0.31676672973492404,0.5033588064073908,0.7257346262282802,0.27423958443726065,0.7997187625552431,0.23668286718251594,0.31736524060791066,0.0,0.0,RL_d36ef37aadc2_t0_e0,TRADEOFF_OR_NO_GAIN
tonsil_s2,RNA_PROTEIN,4519,4518,4,0.2587853670379758,0.3165462386288244,NOT_RUN_EARLY_STOP_NO_REPRESENTATION_SIGNAL,0.2587853670379758,0.3165462386288244,0.0,0.0,445,"[1001,1403,445,1670]",445,"[1001,1402,445,1670]",0.315973348592331,0.5158460787106333,0.765499038036564,0.23369025680720185,0.8332800613693025,,,,,,
tonsil_s3,RNA_PROTEIN,4521,4460,4,0.35128336225091983,0.31024922882536404,NOT_RUN_EARLY_STOP_NO_REPRESENTATION_SIGNAL,0.35128336225091983,0.31024922882536404,0.0,0.0,294,"[2471,574,1182,294]",294,"[2469,517,1180,294]",0.30960724202931394,0.615016726276322,0.700635345151646,0.306232030236825,0.7935857586888951,,,,,,
P22,RNA_CHROMATIN,9196,9196,9,0.5959576919633218,0.718005775236186,BOUNDED_SCREEN_ONLY,0.5959576919633218,0.718005775236186,0.0,0.0,163,"[1153,624,1481,803,1018,1524,610,1820,163]",163,"[1153,624,1481,803,1018,1524,610,1820,163]",0.7175184665866664,0.6558322730162267,0.9324487284752888,0.06998154999377741,0.9583966742158657,0.5907508517514489,0.7136033666904325,-0.0052068402118728985,-0.004402408545753578,RL_5999be6e0744_t0_e0,TRADEOFF_OR_NO_GAIN
MISAR_E15_5_S1,RNA_CHROMATIN,1949,1949,7,0.5416365903694235,0.6669488935833198,BOUNDED_SCREEN_ONLY,0.5416365903694235,0.6669488935833198,0.0,0.0,125,"[295,437,178,267,355,292,125]",125,"[295,437,178,267,355,292,125]",0.6651935851132982,0.6332069965196186,0.9221019057409862,0.07977257691193333,0.936631055173423,0.5220922105941532,0.6495067957918548,-0.019544379775270238,-0.017442097791464994,RL_5999be6e0744_t0_e0,TRADEOFF_OR_NO_GAIN
