dataset,phase,method,candidate_id,filter_id,model_seed,endpoint_seed,endpoint_n_init,k,total_observations,evaluated_observations,ordered_id_sha256,embedding_sha256,partition_sha256,endpoint_wall_seconds,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,endpoint_reused,endpoint_reuse_of_filter_id,source_endpoint_wall_seconds,formal_phase,reference_absolute_ari,reference_absolute_nmi,reference_ami,reference_fmi,reference_homogeneity,reference_v_measure,reference_morans_i,reference_gearys_c,reference_method,delta_ari,delta_nmi,win_ari,win_nmi,win_both,family,study,semantic_lane
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,8,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,7b2b657a1156f4601fd8c8dcdc9c4efa76ba73a6467cf4662a8c48cb829a7240,0.0,0.2268092563212137,0.3852533761700693,0.3813921169161527,0.3660554734912039,0.4452942888846827,0.3852533761700693,0.5211081050408278,0.4803391360425489,True,W00_IDENTITY,2.804731981828809,DEVELOPMENT,0.2238952515223468,0.3781907481974285,0.3743354656704905,0.3613081744312561,0.4429111548618716,0.3781907481974285,0.4956480625974023,0.5033832978743329,C00_G04_MODEL_SEED0,0.002914004798866915,0.007062627972640789,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,9,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,5b1f66a9aa220e7202a7ab3605251475a751bf65fda15c6f3a1b427576cf0951,0.0,0.2319574088485282,0.3901688800477693,0.3863286021711692,0.3711179994198105,0.4497951439134065,0.3901688800477693,0.5247980319049873,0.476589490204805,True,W00_IDENTITY,2.5940818246454,DEVELOPMENT,0.2234682654835821,0.3778640592959207,0.3740076722401895,0.360885502575366,0.4426376182318153,0.3778640592959207,0.4973070331582521,0.5018939031338283,C00_G04_MODEL_SEED0,0.008489143364946106,0.012304820751848577,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,10,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,db041ad1ff4597b5120c6d2f257824e517e007fa1e0ecc3dafbf3435e52a6a76,0.0,0.2271835634714469,0.3861552915802916,0.3823008666094232,0.3662899227564345,0.4464530337895232,0.3861552915802916,0.521539136339591,0.4794564003449301,True,W00_IDENTITY,2.4008204638957977,DEVELOPMENT,0.2229730673315901,0.3777332663300939,0.3738753586075533,0.3604581561699407,0.4424022483147337,0.377733266330094,0.4958978598769096,0.5031889184299478,C00_G04_MODEL_SEED0,0.004210496139856773,0.008422025250197696,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,11,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,6152cd4199fab76168581b20f7e86003453b1f9923a50a272098ffbc98bd1420,0.0,0.228869205213885,0.3867268937564942,0.3828635737726104,0.3685130482143264,0.4456690369499093,0.3867268937564942,0.5213858588111736,0.4795653282881563,True,W00_IDENTITY,2.605949277058244,DEVELOPMENT,0.2232758759037565,0.3774687803028641,0.3736092453394113,0.3607334660526144,0.4420934448450968,0.3774687803028641,0.4976455737401234,0.5015850672450994,C00_G04_MODEL_SEED0,0.005593329310128514,0.00925811345363009,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,12,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,e15c32d4db050e5cb1acaffe05978545596cc0fc1ea1c24fd0c0706e44e18288,0.0,0.2252273849902885,0.3857802825248367,0.3819289995843053,0.3644426440797078,0.4467294415779857,0.3857802825248366,0.5163068973147853,0.4842197918057726,True,W00_IDENTITY,2.700123969465494,DEVELOPMENT,0.2236643423036179,0.3779083593043196,0.374051681166229,0.3610857469767721,0.4426238010013353,0.3779083593043196,0.4973409718210025,0.5018367588197652,C00_G04_MODEL_SEED0,0.001563042686670596,0.007871923220517107,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,13,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,6d23c82f0bc1148cdacf43f070ec0f53615079ccadf54e050fb3fa081aff3b8b,0.0,0.2287393600377992,0.3861588564925481,0.3823024752637139,0.367861642085539,0.446258271975429,0.3861588564925481,0.515966535646373,0.4849470853527711,True,W00_IDENTITY,2.695976939052344,DEVELOPMENT,0.2236609110821508,0.3776949908435632,0.3738369952511425,0.361082416274152,0.4423745152893,0.3776949908435631,0.4969673788516004,0.5022105663360675,C00_G04_MODEL_SEED0,0.005078448955648407,0.00846386564898488,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,14,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,b9cb3c466aaceb6f9635c89199cddbfe58acdb95b01e574bc999d73e10ea3037,0.0,0.229551611458849,0.3874802839492201,0.3836309356569557,0.3685862428138511,0.4476174519657797,0.38748028394922,0.5217841048461584,0.4794316642565014,True,W00_IDENTITY,2.798570061102509,DEVELOPMENT,0.24006800035652,0.3837333536592575,0.379891728708409,0.3768362481430036,0.4469714611911546,0.3837333536592575,0.5109056362084231,0.4883274585922418,C00_G04_MODEL_SEED0,-0.010516388897671008,0.003746930289962591,False,True,False,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,15,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,f20e2d6382668449828cfab7dadfcd991d193999fb92663bd48f8326d96fbe27,0.0,0.2296683540050712,0.3890122958928232,0.3851659545648985,0.3690800061827863,0.4486156369295212,0.3890122958928232,0.521813217675535,0.4792890069557966,True,W00_IDENTITY,3.0990477949380875,DEVELOPMENT,0.2311324512472901,0.3796912479562077,0.3758388074490639,0.3681661435618044,0.44391517809977,0.3796912479562077,0.5147209974177187,0.4843771802312152,C00_G04_MODEL_SEED0,-0.0014640972422188814,0.009321047936615534,False,True,False,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,16,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,b7c3209e50763debad2cfd20e37c9de6acaa3ca0a52aeee8c2086f38bd46f261,0.0,0.2266428423242983,0.3859956518904513,0.3821450259176083,0.3657855883866449,0.4469090342388623,0.3859956518904513,0.5129426603421998,0.4876146504140308,True,W00_IDENTITY,2.382255140691996,DEVELOPMENT,0.2253119354759267,0.3800068299435286,0.3761619106965697,0.362640754529371,0.4449351130481712,0.3800068299435285,0.4964022501180291,0.5026412964743158,C00_G04_MODEL_SEED0,0.001330906848371588,0.00598882194692274,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,17,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,709a74ba17c2a93c472f1a6ab7c9f02bace1f5037958c93f39ec1bc248574aff,0.0,0.2321934123903978,0.3894894476772723,0.3856420371475317,0.3714671495085026,0.448657831526221,0.3894894476772723,0.5218421878254619,0.4793916687128489,True,W00_IDENTITY,2.6135710682719946,DEVELOPMENT,0.2290620847198345,0.3784902487034844,0.3746311600759864,0.3662510865135904,0.4426044264512683,0.3784902487034844,0.5155023057217184,0.4836015592159874,C00_G04_MODEL_SEED0,0.0031313276705633164,0.010999198973787871,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,18,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,5f4247c6e720e0d4537018d9bdd7000e48cc78d92e2f24949582178ee7069d28,0.0,0.2281079837759387,0.3859888489459059,0.3821330617066739,0.3671718450309789,0.4462436340816395,0.3859888489459059,0.519656396546559,0.4814819559442906,True,W00_IDENTITY,2.495862165465951,DEVELOPMENT,0.223241782167267,0.3778232423876394,0.3739658448680962,0.3607036466062924,0.4425013986781484,0.3778232423876393,0.4990969449322528,0.5001307530437146,C00_G04_MODEL_SEED0,0.004866201608671683,0.00816560655826648,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
A1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W02_TCF_FINAL,2,19,10,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,411886a919bbc2b58308d103676dad9076bd6e9a451bba5ed9f82c85e195124f,0b8e99df0ba6ba59c17c0dc3fe935e232e97aa2fc616a00b7ce7ab9cb8ce20e3,0.0,0.2262214067049633,0.384842482896374,0.3809802867578394,0.3654312929724432,0.445002799682519,0.384842482896374,0.5196614233605718,0.4814279554902693,True,W00_IDENTITY,2.510028000921011,DEVELOPMENT,0.223137169349578,0.378226778161104,0.3743721791687404,0.3606008966459008,0.4430124501062932,0.378226778161104,0.497221302435383,0.5020477499892407,C00_G04_MODEL_SEED0,0.003084237355385294,0.006615704735270012,True,True,True,RNA+protein,lymph_node,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,0,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,144623cece6494fc7c48a5cd60905d73b51728d4040a77869e3da7686177d19f,1.2408738546073437,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.2408738546073437,DEVELOPMENT,0.1616791077875634,0.2631816365465436,0.2625484325810588,0.4434504668026625,0.3014953315263219,0.2631816365465437,0.6589480951988218,0.3412183957278039,SIMPLE_CONCAT,-0.055071353132062795,-0.027305878413315776,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,1,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,60ea835211fb931947459f556e4aeaed9e6c40bfb28375f123e3c740958c4473,1.5952639561146498,0.1068861549978962,0.2373762957472473,0.2367087889631431,0.4162457043736289,0.2670647032896104,0.2373762957472473,0.6516399361805365,0.3465556066828336,False,,1.5952639561146498,DEVELOPMENT,0.1517132620025603,0.2754707039198016,0.2747977946237147,0.4749096033104636,0.2925661759229175,0.2754707039198016,0.6584626168198294,0.3408814316531873,SIMPLE_CONCAT,-0.04482710700466411,-0.0380944081725543,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,2,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,115f9a605e58f7cc0244b7a428fd69e8d021b5c1de70a0d7f367279f343185bc,1.3898983858525753,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.3898983858525753,DEVELOPMENT,0.1428644166955688,0.2835968755664522,0.2829484136730359,0.4515585303081976,0.3089962810594614,0.2835968755664522,0.6884942507438514,0.3100611997000473,SIMPLE_CONCAT,-0.036256662040068194,-0.04772111743322438,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,3,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,0aca7ab17aff692506715bcd3744fd0cdffe029386b75c43a4b792bd4f2b9ca8,1.1162254586815834,0.1067849148575951,0.2366403499929292,0.2359703144331726,0.4174828324519132,0.2655052283412378,0.2366403499929292,0.6493076019276965,0.3484038210703648,False,,1.1162254586815834,DEVELOPMENT,0.1485837651401668,0.27391789936797,0.2732434296106659,0.4732827128680089,0.2908622928032607,0.2739178993679699,0.6499257231557003,0.3492511554990328,SIMPLE_CONCAT,-0.0417988502825717,-0.0372775493750408,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,4,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,76c20a1d4c67ad0438490579585f66982fcc618441e868e4e62669caf1a5cfec,1.091787239536643,0.1056302376212432,0.2345600746733895,0.2338884550029018,0.4164998035766936,0.2632643795707117,0.2345600746733895,0.6503169501849371,0.3474473920790614,False,,1.091787239536643,DEVELOPMENT,0.1770768142458085,0.2726126836121431,0.2719874500304889,0.4543144686601269,0.3122336878642771,0.2726126836121431,0.6548534884301548,0.3452897190252778,SIMPLE_CONCAT,-0.07144657662456531,-0.03805260893875359,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,5,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,2559e795ba9de1cdd4cdc447bb0f5e8ddb89f457da611ec8e58d4251ef3d6a79,1.5008137058466673,0.105790554298581,0.2347577027215958,0.2340863940239614,0.4165127188956762,0.2635389102380972,0.2347577027215958,0.6507965802947693,0.3470702142257127,False,,1.5008137058466673,DEVELOPMENT,0.1952255220780085,0.2830116363614716,0.2823951081658846,0.4672942622612109,0.324021692487354,0.2830116363614715,0.6545641942768177,0.3457387086081931,SIMPLE_CONCAT,-0.0894349677794275,-0.04825393363987579,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,6,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,1e46e1c2694448e77adb6c311aba4a19abc6b78c2f0635cad4a3aa84ef07afa5,1.086144536733627,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.086144536733627,DEVELOPMENT,0.2023209410269478,0.2868363274779106,0.2862225424467316,0.4726477993584222,0.3281136440172361,0.2868363274779105,0.6609644582857469,0.3393307164111295,SIMPLE_CONCAT,-0.09571318637144721,-0.05096056934468279,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,7,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,0c12b168c5d9700fdbe4d9635a4b0cbf0d7cba7a03f15351bf768a190cfad0c3,1.400316571816802,0.1066077546555006,0.2358757581332278,0.2352050642357838,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.400316571816802,DEVELOPMENT,0.1379923854495038,0.2656040578500482,0.2649242780564901,0.4645093666950496,0.2830247293606134,0.2656040578500482,0.6368582472737243,0.3623004393639976,SIMPLE_CONCAT,-0.03138463079400319,-0.029728299716820394,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,8,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,b70e9e99e679f62cd2d2a28ca2dabcfc9548c9b95bd77cbfacdf07855b99f91e,1.1172353345900774,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.1172353345900774,DEVELOPMENT,0.1777607270627276,0.2734401728084256,0.2728159504324944,0.4545887710986913,0.3133290006014496,0.2734401728084256,0.6528088673196164,0.3472197775945265,SIMPLE_CONCAT,-0.07115297240722701,-0.03756441467519778,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,9,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,2e413f253fccb857802a12cd0d284a340d4ed4fedef5bb884bafa21f04307c73,1.5944736935198307,0.1068861549978962,0.2373762957472473,0.2367087889631431,0.4162457043736289,0.2670647032896104,0.2373762957472473,0.6516399361805365,0.3465556066828335,False,,1.5944736935198307,DEVELOPMENT,0.1964935324779631,0.2863755274757363,0.2857632861508695,0.4671363603991904,0.328607593759811,0.2863755274757363,0.6539148513548805,0.3463373116779746,SIMPLE_CONCAT,-0.08960737748006692,-0.048999231728488996,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,10,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,2f32ae60d9492e73011737bdaf483e1ebdc9568db915b4c067e82e47110fcda0,1.4071159400045872,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.4071159400045872,DEVELOPMENT,0.1987076091283914,0.2861690970241524,0.2855537171575216,0.4706935577024285,0.3268202009034224,0.2861690970241524,0.6712341042367048,0.3292424523804345,SIMPLE_CONCAT,-0.09209985447289079,-0.05029333889092458,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,11,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,d8e3c7510d421a171304af7adf52e8634b41d1c302809f514e9250a3ba59a5a3,1.4073517173528671,0.1077520509021137,0.2369851611168629,0.2363152549874162,0.4183074948458742,0.2658242473928177,0.2369851611168629,0.6488316753146772,0.3488498145833189,False,,1.4073517173528671,DEVELOPMENT,0.1515421584061673,0.2734595725705988,0.2727842627310439,0.4753090907775354,0.2902009519317489,0.2734595725705988,0.6575195800768774,0.3416216049231312,SIMPLE_CONCAT,-0.0437901075040536,-0.03647441145373587,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,12,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,717d7032bb1c4f1972a5747cfad8176eb3732539af2f76f7115ffeccecb467f4,1.5977223683148625,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.5977223683148625,DEVELOPMENT,0.2136615377509139,0.2925794646504291,0.2919690272488428,0.4816913606772251,0.3338235279388333,0.2925794646504292,0.6748044123083545,0.3257292294366785,SIMPLE_CONCAT,-0.1070537830954133,-0.0567037065172013,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,13,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,2113c5854d222848d88f2202d24d8aedd2a3123d02a37d5b896efb7e3ac660c2,1.2924117650836706,0.1067849148575951,0.2366403499929292,0.2359703144331727,0.4174828324519132,0.2655052283412379,0.2366403499929293,0.6493076019276965,0.3484038210703648,False,,1.2924117650836706,DEVELOPMENT,0.1479386136797537,0.2664697536812813,0.2657942943271465,0.4589429275441472,0.2859007316941048,0.2664697536812813,0.6988049321325591,0.3002032635279218,SIMPLE_CONCAT,-0.041153698822158594,-0.029829403688352074,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,14,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,717d7032bb1c4f1972a5747cfad8176eb3732539af2f76f7115ffeccecb467f4,1.3060605842620134,0.1066077546555006,0.2358757581332278,0.2352050642357837,0.4173480477364408,0.2646523774817501,0.2358757581332278,0.6491772184209529,0.3485295609145731,False,,1.3060605842620134,DEVELOPMENT,0.2119045013340154,0.2950866559874647,0.2944799670790408,0.4793177239384718,0.337549116914953,0.2950866559874647,0.6749419009970903,0.3254908228689154,SIMPLE_CONCAT,-0.1052967466785148,-0.05921089785423689,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,15,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,0aca7ab17aff692506715bcd3744fd0cdffe029386b75c43a4b792bd4f2b9ca8,1.38583292812109,0.1067849148575951,0.2366403499929292,0.2359703144331726,0.4174828324519132,0.2655052283412378,0.2366403499929292,0.6493076019276965,0.3484038210703648,False,,1.38583292812109,DEVELOPMENT,0.2120054280566335,0.2972004365868061,0.2965958007286269,0.4792191935889744,0.3400963244528527,0.2972004365868061,0.6763732086146441,0.3240966224232771,SIMPLE_CONCAT,-0.1052205131990384,-0.060560086593876905,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
tonsil_s1,FORMAL_DEVELOPMENT_CYCLE3,NIGHT14A_UNIFIED_TCF,C15_BAL_XREC_600_WEAK_ALIGN,W00_IDENTITY,0,16,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,416b365d4699bfcb7d4cbccdc17bb744d49e5b66f6c84abe52186b592eff2131,306cf96a988724ce7f35fb97447215d79dd313156f8b42014336a57b6e623e67,1.1014500427991152,0.1057986520268299,0.2352644792701987,0.2345939670114366,0.4162904579966616,0.2642428049602829,0.2352644792701988,0.6507808447051943,0.3472245499154219,False,,1.1014500427991152,DEVELOPMENT,0.2029878368194604,0.2873391883970862,0.286725887757323,0.4730878880055981,0.3287158316916395,0.2873391883970862,0.6605018172391308,0.3397673162900254,SIMPLE_CONCAT,-0.09718918479263049,-0.052074709126887525,False,False,False,RNA+protein,tonsil,COMMON_HEAD_ROBUSTNESS
