formal_phase,dataset,family,study,filter_id,reference_method,model_seed_count,endpoint_row_count,ari_mean,ari_sd,ari_min,ari_max,nmi_mean,nmi_sd,nmi_min,nmi_max,ami_mean,fmi_mean,homogeneity_mean,v_measure_mean,morans_i_mean,gearys_c_mean,reference_ari_mean,reference_nmi_mean,delta_ari_mean,delta_ari_min,delta_nmi_mean,delta_nmi_min,ari_win_rate,nmi_win_rate,joint_win_rate,total_observations,evaluated_observations,k,ordered_id_sha256,training_run_count,optimizer_steps,trainable_parameter_count,training_wall_seconds_mean,gpu_seconds_mean,peak_gpu_mib,peak_rss_mib
CONFIRMATION,D1,RNA+protein,lymph_node,W02_TCF_FINAL,SIMPLE_CONCAT,3,60,0.24189206959900078,0.003948905467294534,0.2287162386515439,0.2480812114067108,0.40430453224092666,0.002597935929281942,0.39697468180344,0.4088185848330188,0.40048965900314837,0.37646855593057704,0.4603291771103091,0.40430453224092666,0.6359209436186791,0.3652872262251789,0.2303196543352076,0.35225082891175674,0.011572415263793163,-0.011852991840059807,0.05205370332916994,0.037882585844763506,0.7833333333333333,1.0,0.7833333333333333,3359,3359,10,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,3,600,118656,11.351346512014667,11.339337565104167,225.3388671875,1327.10546875
CONFIRMATION,tonsil_s2,RNA+protein,tonsil,W02_TCF_FINAL,SIMPLE_CONCAT,3,60,0.14282341145117244,0.00654720693411417,0.1348531096048286,0.1514480596843213,0.22766807179025064,0.004432767037100593,0.2204093833639929,0.2330300951393327,0.22703837054493167,0.42481467961861763,0.2555775472591529,0.22766807179025064,0.6864278340569884,0.3130985781475121,0.17398964253057397,0.2664118884461374,-0.03116623107940157,-0.08378946382878469,-0.03874381665588676,-0.05736259678397962,0.08333333333333333,0.016666666666666666,0.0,4519,4518,4,a5e06f660ef432696b1e4ee3573d3b7b4843ced9a4e0505485f5ec008f3a39c5,3,600,118656,10.580800959840417,10.570917643229167,300.3671875,2166.9453125
CONFIRMATION,tonsil_s3,RNA+protein,tonsil,W02_TCF_FINAL,SIMPLE_CONCAT,3,60,0.11242951862691747,0.018494316410422873,0.0984381295897921,0.1395709602582531,0.19965818786635475,0.011268551181883172,0.1889047318287866,0.2168295259299548,0.1989905842974826,0.4107965723106889,0.22636205396501763,0.19965818786635475,0.7151003188626182,0.28617832033275603,0.18232146756410478,0.24337633868531328,-0.06989194893718732,-0.0990597592425595,-0.043718150818958544,-0.06318479331518789,0.05,0.0,0.0,4521,4460,4,8c1a0339e72f5fa6067f7fe9135ea490b5574a198212ced689c50910935e535b,3,600,118656,10.736099164312085,10.7263095703125,314.8857421875,3513.8046875
DEVELOPMENT,A1,RNA+protein,lymph_node,W02_TCF_FINAL,C00_G04_MODEL_SEED0,3,60,0.2256994384392884,0.004435583212477582,0.218714216638928,0.2333281411849362,0.38529530785706334,0.0026481213133379743,0.3809524449726916,0.3901688800477693,0.38143405722451545,0.36515910315092664,0.4453413683265559,0.38529530785706334,0.5210707799104868,0.4798436358990886,0.22510203127512074,0.3785373186084362,0.0005974071641676639,-0.019873081750625105,0.006757989248627133,-0.0014838183550565653,0.5833333333333334,0.9833333333333333,0.5833333333333334,3484,3484,10,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,3,600,118656,10.581574074303111,10.572900065104166,231.00146484375,1505.48046875
DEVELOPMENT,MISAR_E15_5_S1,RNA+ATAC,MISAR,W02_TCF_FINAL,RNA_ONLY,3,60,0.27063466548139714,0.02960411041211375,0.2283391054448304,0.3120064541554376,0.44877484001351753,0.021262174774020755,0.4154091983518799,0.4824164738133756,0.4456987443762353,0.4235992993575352,0.45385028855859905,0.44877484001351753,0.8054449521243706,0.19605186641741668,0.2056080240521288,0.3113181926289595,0.06502664142926831,-0.019085310992191296,0.13745664738455804,0.0722823728620472,0.9,1.0,0.9,1949,1949,7,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,3,600,122516,10.144145636508862,10.1363759765625,138.673828125,3013.97265625
DEVELOPMENT,P22,RNA+ATAC,P22,W02_TCF_FINAL,N02_HIER_MODEL_SEED0,3,60,0.46840016613880314,0.012151923379226732,0.4517018889708457,0.4806661895796629,0.6204911242192824,0.0035285145453944,0.6056115715870224,0.6243396148818401,0.619836562235339,0.547347421646162,0.6313221894533674,0.6204911242192824,0.8691671701592036,0.13300486708933418,0.4387191368138937,0.5822273223834245,0.029681029324909392,0.012848553576300603,0.038263801835857855,0.0233722782682525,1.0,1.0,1.0,9196,9196,9,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,3,600,122516,11.220192671443025,11.20834375,580.1201171875,3013.97265625
DEVELOPMENT,tonsil_s1,RNA+protein,tonsil,W02_TCF_FINAL,SIMPLE_CONCAT,3,60,0.10836954692213446,0.0035921352927648755,0.1044115649084089,0.1133123308057572,0.23682714230812152,0.0018276148537371263,0.2332601778740181,0.239184183216089,0.236155419589246,0.42010267210272834,0.26499377094389887,0.23682714230812152,0.643911256382813,0.35363196848399236,0.1759575836461544,0.2802487485138649,-0.06758803672401993,-0.109221122733704,-0.04342160620574341,-0.062259638348442004,0.0,0.0,0.0,4326,4326,4,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,3,600,118656,10.154745266462365,10.145501953125,290.45947265625,2187.0078125
