fraction_of_training,state_file_saved,state_sha256,step
0.0,False,b5bfd7ee66b7bbe04e306e9af2333c7c7a10a9e603fc6843a886f9273083aae6,0
0.005,False,d1bb95614d59816c068db3a21be128d700ec9e4d94643566a0fcac0e94b4b970,1
0.025,False,49b7dc359ce8d0e23478b25fd22f4d7e29498f33c9f69b3512444aa31b0ec4b1,5
0.05,False,4c7b573652691c283f19a8ee29b1ee5fcea66795fd3699fe542e08800d78acd5,10
0.1,False,1e6db993e889c0a3c7559bef5afbe59dd3516cd9ed5ab9aaaf2ad788a687493a,20
0.2,False,51e3fac03e0ba8b8b6f6e3ad981e824d05de02b8cff0ee6716abd142e318f25c,40
0.4,False,2ab7b63d637be9a404400d57be3a59e339b7c59a985aec419ea86c7b0e1aa69f,80
0.5,False,a42c700535cee62bacb69494f57979ba0d1e68bbe600a0fb6c37723448901179,100
1.0,False,ac0ba3b5d7dbc95d559d456b0d8dd4b0f807d69e539bbe78ecabda3cc5a5740b,200
