lane,config_id,common_ari,common_nmi,representation_delta_ari_vs_frozen_common,representation_delta_nmi_vs_frozen_common,medoid_ari,medoid_nmi,medoid_delta_ari_vs_common,medoid_delta_nmi_vs_common,structured_ari,structured_nmi,structured_delta_ari_vs_common,structured_delta_nmi_vs_common,structured_delta_ari_vs_medoid,structured_delta_nmi_vs_medoid,decoder_dual_gain_vs_common,changed_spots_structured_vs_common
A1_K10,FROZEN_RETAINED,0.2352682736626953,0.38763923553470997,0.0,0.0,0.21930194768270483,0.37593324500374337,-0.015966325979990453,-0.011705990530966603,0.24505034772623477,0.3904718135362858,0.009782074063539481,0.002832578001575825,0.025748400043529934,0.014538568532542429,True,3169
A1_K10,C01_FULL,0.21640022860294147,0.3870389547037558,-0.018868045059753813,-0.0006002808309541474,0.21640022860294147,0.3870389547037558,0.0,0.0,0.20998678806541546,0.3763217972719745,-0.006413440537526016,-0.01071715743178131,-0.006413440537526016,-0.01071715743178131,False,2146
A1_K10,C02_NO_GRAPH,0.2324099548952756,0.38815804681571464,-0.002858318767419682,0.0005188112810046719,0.23293386172538613,0.38953089824899695,0.0005239068301105265,0.0013728514332823072,0.23316668634667645,0.38760878170655777,0.0007567314514008439,-0.0005492651091568712,0.00023282462129031734,-0.0019221165424391784,False,3481
A1_K10,C03_NO_ANCHOR,0.2172107507400654,0.38725652359086243,-0.01805752292262988,-0.0003827119438475357,0.2172107507400654,0.38725652359086243,0.0,0.0,0.20993899544975084,0.37628940680487744,-0.007271755290314569,-0.010967116785984998,-0.007271755290314569,-0.010967116785984998,False,2922
P22_K9,FROZEN_RETAINED,0.47089720871135177,0.5998965493600618,0.0,0.0,0.47132322411722877,0.6002216856644577,0.0004260154058770005,0.000325136304395901,0.4995000353090365,0.6228867605634962,0.02860282659768476,0.022990211203434474,0.02817681119180776,0.022665074899038573,True,8504
P22_K9,C01_FULL,0.47804745790541214,0.6064542273461079,0.007150249194060376,0.006557677986046118,0.4784207200682664,0.6068014610298205,0.00037326216285427094,0.0003472336837125889,0.47184653688065686,0.607461173924221,-0.006200921024755279,0.001006946578113177,-0.00657418318760955,0.0006597128944005881,False,7218
P22_K9,C02_NO_GRAPH,0.4192055973769617,0.5511881134661232,-0.05169161133439004,-0.048708435893938584,0.40181863700280146,0.5413842045840513,-0.017386960374160265,-0.009803908882071832,0.4333241394925015,0.5825988780527571,0.014118542115539756,0.031410764586633944,0.03150550248970002,0.041214673468705776,True,8847
P22_K9,C03_NO_ANCHOR,0.4783703592101559,0.6066440237186519,0.007473150498804149,0.006747474358590133,0.4828708514333835,0.6128922552072872,0.00450049222322757,0.006248231488635292,0.45511423438016324,0.5947642408854422,-0.023256124829992675,-0.011879782833209673,-0.027756617053220245,-0.018128014321844965,False,9145
