lane,night16h_structured_reference_ari,night16h_structured_reference_nmi,identity_retained_kmeans_ari,identity_retained_kmeans_nmi,best_full_config,best_full_ari,best_full_nmi,delta_full_vs_identity_ari,delta_full_vs_identity_nmi,max_control_ari_arm,max_control_ari,max_control_nmi_at_max_ari,max_control_nmi_arm,max_control_nmi,delta_full_vs_max_control_ari,delta_full_vs_max_control_nmi,independent_dual_signal,min_cluster_size_full,cluster_sizes_full,partition_sha256
P22_K9,0.5875325536381577,0.7089736211480059,0.4708972087113517,0.5998965493600618,T02_MORE_TV,0.4753392672318652,0.6042879158088686,0.004442058520513492,0.004391366448806888,L2_LOWPASS,0.4763117855375705,0.6048434653348417,L2_LOWPASS,0.6048434653348417,-0.0009725183057052722,-0.0005555495259730314,False,718,"[1123, 774, 902, 718, 1032, 2199, 903, 787, 758]",9b871cabb750ff1325e2f0af9e3d9aef2eab414469f1bc3812a11b14a3b2abec
MISAR_K7,0.5346235433360444,0.6567718908460013,0.35793610413592,0.5287048033632064,T01_BALANCED,0.363375812413153,0.53503907274016,0.005439708277233002,0.006334269376953694,L2_LOWPASS,0.3635164614851557,0.534587937977292,PRIVATE_ONLY,0.5357439665083862,-0.0001406490720027298,-0.0007048937682261336,False,184,"[251, 278, 203, 370, 271, 184, 392]",0fdb530bd8183fc799b5b7aac81106e07ef4270cecab56f5ef892436ecbd9b2b
HUMAN_HIPPOCAMPUS_K7,0.5961783620969016,0.5854895180308324,0.1529342262585984,0.213902375356642,T03_MORE_PRIVATE,0.17306152432085,0.2390812520022036,0.02012729806225161,0.025178876645561593,L2_LOWPASS,0.1748556120054148,0.2495119543633654,L2_LOWPASS,0.2495119543633654,-0.0017940876845647935,-0.010430702361161809,False,51,"[405, 164, 427, 396, 586, 471, 51]",dce6ecaaca4c1be12d3aa20484012ad37395851adcb383f7b473fb980c7f60c8
