fraction_of_training,state_file_saved,state_sha256,step
0.0,False,ae3ca6851679a327a7a85a535fb527a50ae5ac41f9dedabc0317e52fc21b2607,0
0.005,False,9b0a44946b5ffd19744f938463714fed0d6e850972f8640369f945aa8fdbd591,1
0.025,False,6e4120cecb93a66cd11863cbf5db2bc626f2230d1a38d7488cc88be115796bb5,5
0.05,False,576d4eef405981e8a1ffbaeba15e1db2b5cf11309685de564fda4313968e171c,10
0.1,False,0044734177822837c3aab42807d03c919f8fbdfba9a7726f263885bab711ff26,20
0.2,False,c07f41d9eb15bebd8875e39280ad1fb23ef9ab86ca6d7e64c5a760e394a7ce89,40
0.4,False,cbd3a621ca7104a9259d806f0267cdbb2e0324eb3f587d3ff22eb1459ccb672b,80
0.5,False,e7ae1aeda06be6753627b6b8b0073df03e8bf6c34c226c801914ffc999209f74,100
1.0,False,37cc9d05befa1c3b1f84237bf01e9be99872c46eda81a9213b194f3c1d9d1d31,200
