fraction_of_training,state_file_saved,state_sha256,step
0.0,False,bb57e92b5764579114a1c6ddd18da72ae18bcf09aad986f0b44fcd2101f65279,0
0.000625,False,16c5a04d67c84f473016bdf04a9e4ee5860b09602f7147f25dd2d34e8595314d,1
0.003125,False,fcb74ac17df49aacded9943b5a8ff7767cc0ef8c5bac8ac646ef0295b263fb16,5
0.00625,False,bcbf9d5b40ddf6495b702e0e04c95a1ec74ba545e97c3ae0774e30302b1bcbc3,10
0.0125,False,3383567afda9231b9eb17d64dde8bdbf0005b8a34a0feae56cbafe072b2b0bce,20
0.025,False,d712e0a57a70631790d3173b8e273f5d9c8c2ae541e0c694082df955530e0b0f,40
0.05,False,06771a27c982ad3b024b0d716cd7888679bb1c962e8496c0ecfd2435c7bb94c8,80
0.2,False,119a76b89b9c0f12c3c9997ac11a8e41f16266ed858af81a2d25386fd68a390f,320
0.5,False,9a17869475fb583763e6b1aae0ecf6c561e6e6a3d3ddc7b5381991570954661a,800
1.0,False,6bf629daf2511316a89b9830a0513214bbb00230ee997309a9af59941bbac82e,1600
