fraction_of_training,state_file_saved,state_sha256,step
0.0,False,ae3ca6851679a327a7a85a535fb527a50ae5ac41f9dedabc0317e52fc21b2607,0
0.005,False,01d47deab9c81d40501c0ab1c0a198f71247b3123ad147beafefe42d2d9e43b1,1
0.025,False,daad83ccdf31c901fce78300ad0d97dbe4f50eccd3a997374ebd7f27974a61b9,5
0.05,False,4b7a74c04766b0a49a8107400c7522cab02377bfccc2a93350213b57d826d39f,10
0.1,False,3fca11dc464bda312e664f99383aa946f5d2b47927df47d9a898753eb91b890b,20
0.2,False,85baefdb500cf21932e4d25c68ccf4e32dc9b85d3557776f15c113fa213adf97,40
0.4,False,3975146ba9e9c7a61d93f1968a785b34e6761f8f5d7fe61fcaf9a0c981d8cf63,80
0.5,False,2aaa06edf33286fe92ca877b662bd3381b13968944ccdb5af760cf5d0af724bd,100
1.0,False,1ef3b7c46a447c5509c7a7470af9cc43510a47769cb8641aa5d2904e0f5fc7ab,200
