scope,config_id,molecular,topology,learned,uncertainty,dual_improvement_count,worst_min_delta,mean_delta_ari,mean_delta_nmi,weight_sum
STRICT_LOSO_HELD_P22_K9,M1_T2_L2_U0,1.0,2.0,2.0,0.0,0,-0.17126051530862574,-0.10089958605426175,-0.060875374705661955,5.0
STRICT_LOSO_HELD_P22_K9,M1_T2_L2_U0.5,1.0,2.0,2.0,0.5,0,-0.17126051530862574,-0.10089958605426175,-0.060875374705661955,5.5
STRICT_LOSO_HELD_P22_K9,M1_T2_L2_U1,1.0,2.0,2.0,1.0,0,-0.17126051530862574,-0.10089958605426175,-0.060875374705661955,6.0
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L0.5_U0,0.0,0.5,0.5,0.0,0,-0.07470048028078613,-0.05261956854034194,-0.041711961099936634,1.0
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L0.5_U0.5,0.0,0.5,0.5,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,1.5
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L0.5_U1,0.0,0.5,0.5,1.0,0,-0.10479476769223539,-0.06599462190621025,-0.056795277126289734,2.0
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L1_U0,0.0,0.5,1.0,0.0,0,-0.07308058102798198,-0.05180961891393987,-0.039914977509540095,1.5
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L1_U0.5,0.0,0.5,1.0,0.5,0,-0.10913677452013065,-0.0698377156600142,-0.05882885039230806,2.0
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L1_U1,0.0,0.5,1.0,1.0,0,-0.3683878268811675,-0.23876230070064908,-0.19101554569270837,2.5
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L2_U0,0.0,0.5,2.0,0.0,0,-0.07308058102798198,-0.05180961891393987,-0.039914977509540095,2.5
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L2_U0.5,0.0,0.5,2.0,0.5,0,-0.4611580773078291,-0.2851474259139799,-0.23022343218743957,3.0
STRICT_LOSO_HELD_MISAR_K7,M0_T0.5_L2_U1,0.0,0.5,2.0,1.0,0,-0.4611580773078291,-0.2851474259139799,-0.23022343218743957,3.5
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L0.5_U0,0.0,1.0,0.5,0.0,1,0.0,0.004428751022208188,0.0046347770343468375,1.5
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L0.5_U0.5,0.0,1.0,0.5,0.5,0,-0.030538656799897756,-0.015269328399948878,-0.007887911748857168,2.0
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L0.5_U1,0.0,1.0,0.5,1.0,0,-0.09954442765261096,-0.04977221382630548,-0.02468038382901727,2.5
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L1_U0,0.0,1.0,1.0,0.0,0,-0.07470048028078613,-0.05261956854034194,-0.041711961099936634,2.0
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L1_U0.5,0.0,1.0,1.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,2.5
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L1_U1,0.0,1.0,1.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,3.0
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L2_U0,0.0,1.0,2.0,0.0,0,-0.07308058102798198,-0.05180961891393987,-0.039914977509540095,3.0
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L2_U0.5,0.0,1.0,2.0,0.5,0,-0.07488776418854715,-0.05271321049422245,-0.040854893062248154,3.5
STRICT_LOSO_HELD_MISAR_K7,M0_T1_L2_U1,0.0,1.0,2.0,1.0,0,-0.10913677452013065,-0.0698377156600142,-0.05882885039230806,4.0
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L0.5_U0,0.0,2.0,0.5,0.0,1,0.0,0.004428751022208188,0.0046347770343468375,2.5
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L0.5_U0.5,0.0,2.0,0.5,0.5,0,0.0,0.0,0.0,3.0
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L0.5_U1,0.0,2.0,0.5,1.0,0,-0.09954442765261096,-0.04977221382630548,-0.02468038382901727,3.5
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L1_U0,0.0,2.0,1.0,0.0,1,0.0,0.004428751022208188,0.0046347770343468375,3.0
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L1_U0.5,0.0,2.0,1.0,0.5,0,-0.030538656799897756,-0.015269328399948878,-0.007887911748857168,3.5
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L1_U1,0.0,2.0,1.0,1.0,0,-0.030538656799897756,-0.015269328399948878,-0.007887911748857168,4.0
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L2_U0,0.0,2.0,2.0,0.0,0,-0.07470048028078613,-0.05261956854034194,-0.041711961099936634,4.0
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L2_U0.5,0.0,2.0,2.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,4.5
STRICT_LOSO_HELD_MISAR_K7,M0_T2_L2_U1,0.0,2.0,2.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,5.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L0.5_U0,0.5,0.5,0.5,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,1.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L0.5_U0.5,0.5,0.5,0.5,0.5,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,2.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L0.5_U1,0.5,0.5,0.5,1.0,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,2.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L1_U0,0.5,0.5,1.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,2.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L1_U0.5,0.5,0.5,1.0,0.5,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,2.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L1_U1,0.5,0.5,1.0,1.0,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,3.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L2_U0,0.5,0.5,2.0,0.0,0,-0.4606432826519119,-0.2848900285860213,-0.22499651494455097,3.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L2_U0.5,0.5,0.5,2.0,0.5,0,-0.4606432826519119,-0.2848900285860213,-0.22499651494455097,3.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T0.5_L2_U1,0.5,0.5,2.0,1.0,0,-0.4606432826519119,-0.2848900285860213,-0.22499651494455097,4.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L0.5_U0,0.5,1.0,0.5,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,2.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L0.5_U0.5,0.5,1.0,0.5,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,2.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L0.5_U1,0.5,1.0,0.5,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,3.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L1_U0,0.5,1.0,1.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,2.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L1_U0.5,0.5,1.0,1.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,3.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L1_U1,0.5,1.0,1.0,1.0,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,3.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L2_U0,0.5,1.0,2.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,3.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L2_U0.5,0.5,1.0,2.0,0.5,0,-0.10913677452013065,-0.0698377156600142,-0.05882885039230806,4.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T1_L2_U1,0.5,1.0,2.0,1.0,0,-0.4606432826519119,-0.2848900285860213,-0.22499651494455097,4.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L0.5_U0,0.5,2.0,0.5,0.0,1,-0.030538656799897756,-0.01084057737774069,-0.0032531347145103306,3.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L0.5_U0.5,0.5,2.0,0.5,0.5,0,-0.098974557785588,-0.06475660729274288,-0.038840750267243096,3.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L0.5_U1,0.5,2.0,0.5,1.0,0,-0.098974557785588,-0.06475660729274288,-0.038840750267243096,4.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L1_U0,0.5,2.0,1.0,0.0,0,-0.10130757197443624,-0.065923114387167,-0.048351371125609555,3.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L1_U0.5,0.5,2.0,1.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,4.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L1_U1,0.5,2.0,1.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,4.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L2_U0,0.5,2.0,2.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,4.5
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L2_U0.5,0.5,2.0,2.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,5.0
STRICT_LOSO_HELD_MISAR_K7,M0.5_T2_L2_U1,0.5,2.0,2.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,5.5
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L0.5_U0,1.0,0.5,0.5,0.0,0,-0.4606432826519119,-0.2862663310836582,-0.2196700997656908,2.0
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L0.5_U0.5,1.0,0.5,0.5,0.5,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,2.5
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L0.5_U1,1.0,0.5,0.5,1.0,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,3.0
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L1_U0,1.0,0.5,1.0,0.0,0,-0.4606432826519119,-0.29935229991859214,-0.2346884036296355,2.5
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L1_U0.5,1.0,0.5,1.0,0.5,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,3.0
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L1_U1,1.0,0.5,1.0,1.0,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,3.5
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L2_U0,1.0,0.5,2.0,0.0,0,-0.4606432826519119,-0.29935229991859214,-0.2346884036296355,3.5
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L2_U0.5,1.0,0.5,2.0,0.5,0,-0.4606432826519119,-0.2950553075208793,-0.22949042183744334,4.0
STRICT_LOSO_HELD_MISAR_K7,M1_T0.5_L2_U1,1.0,0.5,2.0,1.0,0,-0.4606432826519119,-0.2887692526307831,-0.22277829863750986,4.5
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L0.5_U0,1.0,1.0,0.5,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,2.5
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L0.5_U0.5,1.0,1.0,0.5,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,3.0
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L0.5_U1,1.0,1.0,0.5,1.0,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,3.5
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L1_U0,1.0,1.0,1.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,3.0
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L1_U0.5,1.0,1.0,1.0,0.5,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,3.5
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L1_U1,1.0,1.0,1.0,1.0,0,-0.4606432826519119,-0.28271902517207365,-0.2154011523179734,4.0
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L2_U0,1.0,1.0,2.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,4.0
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L2_U0.5,1.0,1.0,2.0,0.5,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,4.5
STRICT_LOSO_HELD_MISAR_K7,M1_T1_L2_U1,1.0,1.0,2.0,1.0,0,-0.4606432826519119,-0.287986047005362,-0.22203566516953988,5.0
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L0.5_U0,1.0,2.0,0.5,0.0,0,-0.098974557785588,-0.06475660729274288,-0.038840750267243096,3.5
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L0.5_U0.5,1.0,2.0,0.5,0.5,0,-0.098974557785588,-0.06475660729274288,-0.038840750267243096,4.0
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L0.5_U1,1.0,2.0,0.5,1.0,0,-0.098974557785588,-0.06475660729274288,-0.038840750267243096,4.5
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L1_U0,1.0,2.0,1.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,4.0
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L1_U0.5,1.0,2.0,1.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,4.5
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L1_U1,1.0,2.0,1.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,5.0
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L2_U0,1.0,2.0,2.0,0.0,0,-0.11116292409921996,-0.07085079044955886,-0.05288176410404399,5.0
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L2_U0.5,1.0,2.0,2.0,0.5,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,5.5
STRICT_LOSO_HELD_MISAR_K7,M1_T2_L2_U1,1.0,2.0,2.0,1.0,0,-0.10479476769223539,-0.06766671224606657,-0.0492334877657305,6.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L0.5_U0,0.0,0.5,0.5,0.0,0,-0.17153643028359716,-0.12311845528219165,-0.08688646999593547,1.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L0.5_U0.5,0.0,0.5,0.5,0.5,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,1.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L0.5_U1,0.0,0.5,0.5,1.0,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L1_U0,0.0,0.5,1.0,0.0,0,-0.17153643028359716,-0.12230850565578957,-0.08508948640553893,1.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L1_U0.5,0.0,0.5,1.0,0.5,0,-0.17126051530862574,-0.1401986449143782,-0.10392840160025568,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L1_U1,0.0,0.5,1.0,1.0,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L2_U0,0.0,0.5,2.0,0.0,0,-0.17102304044932481,-0.1220518107386534,-0.08477445162963348,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L2_U0.5,0.0,0.5,2.0,0.5,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T0.5_L2_U1,0.0,0.5,2.0,1.0,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L0.5_U0,0.0,1.0,0.5,0.0,1,-0.001667107469963458,0.0035951972872264593,0.004240001940840732,1.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L0.5_U0.5,0.0,1.0,0.5,0.5,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L0.5_U1,0.0,1.0,0.5,1.0,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L1_U0,0.0,1.0,1.0,0.0,0,-0.17153643028359716,-0.12311845528219165,-0.08688646999593547,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L1_U0.5,0.0,1.0,1.0,0.5,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L1_U1,0.0,1.0,1.0,1.0,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L2_U0,0.0,1.0,2.0,0.0,0,-0.17153643028359716,-0.12230850565578957,-0.08508948640553893,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L2_U0.5,0.0,1.0,2.0,0.5,0,-0.17126051530862574,-0.12307413974858644,-0.08595444427019577,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T1_L2_U1,0.0,1.0,2.0,1.0,0,-0.17126051530862574,-0.1401986449143782,-0.10392840160025568,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L0.5_U0,0.0,2.0,0.5,0.0,1,-0.001667107469963458,0.0035951972872264593,0.004240001940840732,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L0.5_U0.5,0.0,2.0,0.5,0.5,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L0.5_U1,0.0,2.0,0.5,1.0,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L1_U0,0.0,2.0,1.0,0.0,1,-0.001667107469963458,0.0035951972872264593,0.004240001940840732,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L1_U0.5,0.0,2.0,1.0,0.5,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L1_U1,0.0,2.0,1.0,1.0,0,-0.001667107469963458,-0.000833553734981729,-0.0003947750935061056,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L2_U0,0.0,2.0,2.0,0.0,0,-0.17153643028359716,-0.12311845528219165,-0.08688646999593547,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L2_U0.5,0.0,2.0,2.0,0.5,0,-0.17126051530862574,-0.13802764150043056,-0.09433303897367812,4.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0_T2_L2_U1,0.0,2.0,2.0,1.0,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,5.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L0.5_U0,0.5,0.5,0.5,0.0,0,-0.17566077028845745,-0.1434118471938387,-0.09953967830835841,1.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L0.5_U0.5,0.5,0.5,0.5,0.5,0,-0.17498025306791815,-0.13988751038007677,-0.09859722294781753,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L0.5_U1,0.5,0.5,0.5,1.0,0,-0.17498025306791815,-0.13988751038007677,-0.09859722294781753,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L1_U0,0.5,0.5,1.0,0.0,0,-0.17566077028845745,-0.1434118471938387,-0.09953967830835841,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L1_U0.5,0.5,0.5,1.0,0.5,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L1_U1,0.5,0.5,1.0,1.0,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L2_U0,0.5,0.5,2.0,0.0,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L2_U0.5,0.5,0.5,2.0,0.5,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T0.5_L2_U1,0.5,0.5,2.0,1.0,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L0.5_U0,0.5,1.0,0.5,0.0,0,-0.17109194117325038,-0.14112743263623517,-0.09795387755061047,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L0.5_U0.5,0.5,1.0,0.5,0.5,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L0.5_U1,0.5,1.0,0.5,1.0,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L1_U0,0.5,1.0,1.0,0.0,0,-0.17126051530862574,-0.14121171970392285,-0.09798131531199161,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L1_U0.5,0.5,1.0,1.0,0.5,0,-0.17126051530862574,-0.13802764150043056,-0.09433303897367812,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L1_U1,0.5,1.0,1.0,1.0,0,-0.17498025306791815,-0.13988751038007677,-0.09859722294781753,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L2_U0,0.5,1.0,2.0,0.0,0,-0.17102304044932481,-0.1410929822742724,-0.09774123822413738,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L2_U0.5,0.5,1.0,2.0,0.5,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T1_L2_U1,0.5,1.0,2.0,1.0,0,-0.17498025306791815,-0.1420585137940244,-0.1081925855743951,4.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L0.5_U0,0.5,2.0,0.5,0.0,1,-0.001667107469963458,0.0035951972872264593,0.004240001940840732,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L0.5_U0.5,0.5,2.0,0.5,0.5,0,-0.098974557785588,-0.05032083262777573,-0.03134761361189203,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L0.5_U1,0.5,2.0,0.5,1.0,0,-0.098974557785588,-0.05032083262777573,-0.03134761361189203,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L1_U0,0.5,2.0,1.0,0.0,0,-0.17141331468347498,-0.1363604433289556,-0.09317490554216556,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L1_U0.5,0.5,2.0,1.0,0.5,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L1_U1,0.5,2.0,1.0,1.0,0,-0.10479476769223539,-0.053230937581099425,-0.04174035111037944,4.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L2_U0,0.5,2.0,2.0,0.0,0,-0.17153643028359716,-0.14134967719140856,-0.09805627300004283,4.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L2_U0.5,0.5,2.0,2.0,0.5,0,-0.17126051530862574,-0.13802764150043056,-0.09433303897367812,5.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M0.5_T2_L2_U1,0.5,2.0,2.0,1.0,0,-0.17126051530862574,-0.13802764150043056,-0.09433303897367812,5.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L0.5_U0,1.0,0.5,0.5,0.0,0,-0.17498025306791815,-0.14343481629166133,-0.10286617039553492,2.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L0.5_U0.5,1.0,0.5,0.5,0.5,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L0.5_U1,1.0,0.5,0.5,1.0,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L1_U0,1.0,0.5,1.0,0.0,0,-0.17498025306791815,-0.15652078512659526,-0.11788447425947962,2.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L1_U0.5,1.0,0.5,1.0,0.5,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,3.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L1_U1,1.0,0.5,1.0,1.0,0,-0.17498025306791815,-0.1451545322133651,-0.105231735799384,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L2_U0,1.0,0.5,2.0,0.0,0,-0.17498025306791815,-0.15652078512659526,-0.11788447425947962,3.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L2_U0.5,1.0,0.5,2.0,0.5,0,-0.17498025306791815,-0.15222379272888242,-0.11268649246728746,4.0
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T0.5_L2_U1,1.0,0.5,2.0,1.0,0,-0.17498025306791815,-0.14593773783878622,-0.10597436926735398,4.5
STRICT_LOSO_HELD_HUMAN_HIPPOCAMPUS_K7,M1_T1_L0.5_U0,1.0,1.0,0.5,0.0,0,-0.17049947224272316,-0.14083119817097156,-0.09731604109817088,2.5
