candidate_index,candidate_id,profile_id,arm,start_index,start_name,partition_sha256,changed_observations,structure_feasible,ari,nmi,ami,fmi,homogeneity,v_measure,moran_indicator_macro,geary_indicator_macro,neighbor_agreement,observed_k,min_cluster_size,cluster_sizes
40,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,1,FUSED_KMEANS_S1,45782cda949f735aa6a6bbb211d679ac641627a0e1feb58ca1ce5cf886325197,1190,False,0.03928755016102893,0.10664104033494694,0.09555849028034236,0.2255910289197719,0.10368500167317803,0.10664104033494694,0.7291425165602607,0.2649793621874991,0.9597977852672124,10,1,"[12, 272, 284, 1, 112, 206, 2, 582, 68, 123]"
41,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_KMEANS_S2,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,2,FUSED_KMEANS_S2,1368625282b66de85425218ac74679aad5cdeadd55adb46d7fc17e5804e4cabf,1359,False,0.009294594678325021,0.15364993982528066,0.13777501392828104,0.38030410481889154,0.10277651638743168,0.15364993982528066,0.371424029729713,0.6539516370637309,0.9244102070293693,10,3,"[12, 47, 49, 1442, 59, 15, 21, 3, 3, 11]"
42,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_KMEANS_S3,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,3,FUSED_KMEANS_S3,9e459ce44b20e149d134630b3804b70c4e932acc1cc32dde61673dce1b50d7e4,96,True,0.38341694828575595,0.49238479009023556,0.4858898745950482,0.48342638686692213,0.5351312454849534,0.4923847900902356,0.21982936624279126,0.7844209631239181,0.30235917188252287,10,93,"[111, 93, 253, 200, 117, 121, 159, 347, 157, 104]"
43,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_KMEANS_S4,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,4,FUSED_KMEANS_S4,ecac0ca352ac5442927ee4027aaaffb7e26a6f248f3399013cdbf823c924ffac,1223,False,0.010969479912000386,0.1174908570620339,0.10338381237298351,0.32144298094530344,0.09063027891108193,0.1174908570620339,0.5853218053181677,0.4809989217969327,0.9518536350505536,10,2,"[2, 261, 21, 11, 48, 34, 2, 18, 1180, 85]"
44,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__RNA_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,5,RNA_KMEANS_S0,5ae299868174bac8a25d713c518be71b993cbc5f526b4782dc9b71f121ad0640,1396,False,0.008709756602635583,0.0902009246709674,0.0775945505667673,0.30143820910706187,0.0678716778369322,0.09020092467096741,0.43472979152051955,0.5728234303255533,0.9559460760712566,10,1,"[8, 1, 1, 528, 2, 77, 6, 7, 21, 1011]"
45,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__RNA_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,6,RNA_KMEANS_S1,fbec5d3019eea6a03dfc38bd7b887374aeeb90379590dc1dd2cdfcfecb562e0a,1356,False,0.01195422937715985,0.16172617864251884,0.1462603716643233,0.3721367371528807,0.11199502674508553,0.16172617864251884,0.4719221412889275,0.554326808814788,0.937650457390467,10,3,"[73, 72, 35, 1400, 20, 5, 23, 24, 7, 3]"
46,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__ATAC_REGULATORY_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,7,ATAC_REGULATORY_KMEANS_S0,b8e97d4d14c5e6048c48a8e6588072f869bcc2112ae23de7e2779016f80c539a,0,True,0.06629165240949143,0.12242528327347704,0.11147662007721795,0.19670621397209284,0.13569754754026359,0.12242528327347706,0.03522491736082954,0.9632693724971577,0.1362542128069331,10,120,"[120, 149, 142, 176, 198, 194, 170, 148, 205, 160]"
47,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__ATAC_REGULATORY_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,8,ATAC_REGULATORY_KMEANS_S1,180069f0beb60a9cb51ccca94c3a02f52d646e43c73b8c54e5f23e322626d8c7,0,True,0.07906724473081134,0.13274201007046635,0.12188838796475697,0.20928993208015326,0.14678420003288886,0.13274201007046635,0.0296519280979885,0.9699854343235457,0.13216177178623015,10,113,"[146, 210, 173, 113, 209, 218, 176, 144, 126, 147]"
48,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__LOWPASS_FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,9,LOWPASS_FUSED_KMEANS_S0,ed0e9bfea19d3d1f5617c7f1d588949082edd217b39faa7c21e208647c403193,102,True,0.3169169162171341,0.488878805349437,0.48243488275191804,0.42413018428833976,0.5374891418782978,0.48887880534943706,0.25529000247175154,0.7446472935488062,0.33702455464612424,10,96,"[277, 190, 166, 174, 148, 214, 99, 96, 165, 133]"
49,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__LOWPASS_FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,10,LOWPASS_FUSED_KMEANS_S1,6c34412250601edb12735381996bdda893f0932372c82d28d304c7d92910c8e2,56,True,0.3362130003212318,0.4883442562984146,0.48191612831032854,0.4413235736497347,0.5383779830284381,0.4883442562984146,0.2215594583639437,0.7809359478166237,0.304525758305248,10,101,"[162, 185, 212, 165, 222, 201, 103, 101, 117, 194]"
50,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_GMM_DIAG_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,11,FUSED_GMM_DIAG_S0,d436bf6d6d9706003da73b2c9850d6eba6e62e0c6a8c8cb235082f6284d8958c,99,True,0.23302040881804165,0.48463664017574676,0.47780037395528324,0.36310108226694104,0.5105297322243997,0.48463664017574676,0.1961348550941494,0.8013590245606981,0.3252286952335099,10,47,"[188, 77, 106, 88, 128, 166, 143, 509, 210, 47]"
51,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__REGISTERED_SCALE_ONLY__FUSED_GMM_DIAG_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,REGISTERED_SCALE_ONLY,12,FUSED_GMM_DIAG_S1,7acd1f753e3833b512b6bb23a7db92ff64a0a775163bd73484aa6d00e7de28b3,1414,False,0.028593453489759644,0.13872515818339426,0.1247928382512482,0.3914019589216721,0.09272612894344545,0.1387251581833943,0.4779651552976113,0.5610294768133335,0.9576311988444872,10,1,"[3, 1, 37, 9, 94, 13, 2, 2, 85, 1416]"
52,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,0,FUSED_KMEANS_S0,797d34a7ab9c3b5ec52b7cb6530f42dac68d5f69cea22a7f8a076709087cce82,1356,True,0.010556835375493925,0.1507615421439712,0.13457341368452397,0.3757182064291565,0.10294340514542424,0.15076154214397122,0.48019541936103033,0.5021778311564968,0.9236880115551276,10,4,"[31, 6, 20, 23, 23, 33, 1419, 91, 12, 4]"
53,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,1,FUSED_KMEANS_S1,dc64b458ffa88138cacb651e2ad3f1dd3535602393d63eae75f4ea2f352e4979,0,True,0.3380489586061912,0.5351160094694808,0.529179986108472,0.44351093835356614,0.5825217621888265,0.5351160094694809,0.13511780263795659,0.8642015489363924,0.24434280211844006,10,92,"[251, 142, 224, 101, 92, 172, 100, 170, 310, 100]"
54,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_KMEANS_S2,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,2,FUSED_KMEANS_S2,d435183c63909b884e48b220a26c1a0a245fcf01556d2ba3da99837965adb060,1376,False,-0.0040877982068090735,0.1211415320969567,0.10398749493473809,0.3798111975031119,0.07795200138794081,0.1211415320969567,0.4091743270815142,0.6119990288582355,0.9347616754935002,10,2,"[2, 42, 33, 17, 1488, 33, 12, 20, 8, 7]"
55,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_KMEANS_S3,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,3,FUSED_KMEANS_S3,957a8fc569dd490272428e55eb090f9b179e6205e0b5eb8c7145bf250163c484,1341,True,0.012236145784008699,0.17879204545403865,0.1628852318007915,0.3726112553822815,0.12504163624715886,0.17879204545403865,0.4263351103886441,0.5802510066813192,0.908521906596052,10,8,"[36, 8, 12, 38, 66, 13, 21, 39, 1402, 27]"
56,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_KMEANS_S4,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,4,FUSED_KMEANS_S4,48ff78a21bd1c65de84f3f1b2fbe0a60baa7ae6fd1eeb5f0b79fc4bbad9498c6,1423,False,0.012292844767462723,0.10534440031192047,0.09037367006508386,0.4145143946303053,0.06135399661934946,0.10534440031192048,0.4628060194004557,0.5878192118349905,0.9817043813192105,10,1,"[2, 1, 2, 9, 1565, 30, 1, 4, 6, 42]"
57,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__RNA_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,5,RNA_KMEANS_S0,7d974b5200adcc2a442d33f05d584d81f8281a8af864ea68448628be000a080e,1428,False,0.008473991252014252,0.12277846230351483,0.1080441292320907,0.3921200630628874,0.0769724529448313,0.12277846230351483,0.452814562330048,0.5725778279799943,0.9691863264323544,10,1,"[3, 5, 1, 1490, 2, 89, 2, 11, 18, 41]"
58,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__RNA_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,6,RNA_KMEANS_S1,1e0d82f5619d9e738e6a23771093d538b4fefdf53d98fecbc8cc18e5815dd895,1328,True,0.02901878060345458,0.1872980814007677,0.1716292278791933,0.38643269045767936,0.13114258584098296,0.1872980814007677,0.4630539599771276,0.5561912626952517,0.9123736157920077,10,7,"[81, 1398, 26, 30, 20, 9, 33, 33, 25, 7]"
59,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__ATAC_REGULATORY_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,7,ATAC_REGULATORY_KMEANS_S0,b8e97d4d14c5e6048c48a8e6588072f869bcc2112ae23de7e2779016f80c539a,0,True,0.06629165240949143,0.12242528327347704,0.11147662007721795,0.19670621397209284,0.13569754754026359,0.12242528327347706,0.03522491736082954,0.9632693724971577,0.1362542128069331,10,120,"[120, 149, 142, 176, 198, 194, 170, 148, 205, 160]"
60,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__ATAC_REGULATORY_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,8,ATAC_REGULATORY_KMEANS_S1,180069f0beb60a9cb51ccca94c3a02f52d646e43c73b8c54e5f23e322626d8c7,0,True,0.07906724473081134,0.13274201007046635,0.12188838796475697,0.20928993208015326,0.14678420003288886,0.13274201007046635,0.0296519280979885,0.9699854343235457,0.13216177178623015,10,113,"[146, 210, 173, 113, 209, 218, 176, 144, 126, 147]"
61,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__LOWPASS_FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,9,LOWPASS_FUSED_KMEANS_S0,f44e3d633f5737674ee513e9c1fc60da84f559a162f52a9ee945244ef8023a81,1181,True,0.03853000767001714,0.2291822166622243,0.21535091835271716,0.35514262885569,0.18151745447755552,0.22918221666222427,0.4515078252504444,0.5404221655218784,0.8519499277804525,10,21,"[58, 74, 1245, 32, 59, 50, 21, 46, 49, 28]"
62,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__LOWPASS_FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,10,LOWPASS_FUSED_KMEANS_S1,2c55efb06306c4b5de3458906d0c0f05fec7416d896e135a9785aace1dfa135d,1110,True,0.025657646329819254,0.23165153396445504,0.2180755920061972,0.3372011426162391,0.18656344101338487,0.23165153396445504,0.4028677371671433,0.6075648938607949,0.8254694270582571,10,23,"[1216, 69, 98, 42, 35, 46, 23, 41, 38, 54]"
63,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_GMM_DIAG_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,11,FUSED_GMM_DIAG_S0,f00201d76f461c9069604d44452153d257736b19a09171effa79d8399469b208,0,True,0.2553145755691008,0.5307068661788673,0.5243872613270274,0.38635840844126446,0.5512526004607541,0.5307068661788672,0.19895347099249902,0.8092539928106428,0.28695233509870005,10,44,"[202, 82, 111, 95, 148, 171, 44, 543, 219, 47]"
64,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__NO_SELF_RETURN_STAY__FUSED_GMM_DIAG_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,NO_SELF_RETURN_STAY,12,FUSED_GMM_DIAG_S1,1b1cdd83b62569d671adc30a127263a1bb59d80089740853cc0f8c3540b19e2f,1343,False,0.015205923281524434,0.14185354958049193,0.12673301050784008,0.37332523732400535,0.09746055954363632,0.14185354958049193,0.4334039798069706,0.5912213815126914,0.9258545979778526,10,2,"[31, 11, 58, 21, 1391, 16, 3, 2, 124, 5]"
65,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,0,FUSED_KMEANS_S0,0944169a9f48c276a256a50f9837d372c782ad837e4aa922622ecc9c055544c8,76,True,0.3481797556685746,0.5087185176189745,0.5024311359324476,0.4524435544326721,0.5523448641780977,0.5087185176189745,0.21783479131267142,0.7931427175758358,0.26047183437650456,10,55,"[245, 104, 136, 110, 186, 250, 55, 279, 196, 101]"
66,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,1,FUSED_KMEANS_S1,4733e1e843a0a95c1e9a04f831bdb0c29f22c411735b5fbb0474c4679fe8cadc,78,True,0.3495376462836954,0.5316671859671828,0.5257112750978848,0.45339791971907395,0.5806319133763387,0.5316671859671828,0.15964876164041525,0.8406510511317956,0.2597496389022629,10,96,"[263, 145, 219, 106, 96, 181, 103, 172, 276, 101]"
67,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_KMEANS_S2,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,2,FUSED_KMEANS_S2,6f35b49152000740de65840108f2314a449ac67f9bee1f8e0d5b6b2df14a9d2a,97,True,0.41086164439269784,0.5213136417426597,0.5151508864458759,0.5074815208315436,0.5638236786615358,0.5213136417426597,0.17832704086114207,0.8235061035007585,0.26047183437650456,10,91,"[102, 275, 214, 97, 91, 349, 177, 102, 121, 134]"
68,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_KMEANS_S3,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,3,FUSED_KMEANS_S3,19a0d72412e03c73744f34ec22580de353868dd17dd7c83d19853bba5865f2d8,78,True,0.4105545939107492,0.5063537102523743,0.49997213665113494,0.5073676782128952,0.5453512280204479,0.5063537102523743,0.25177871000866026,0.7628936596931045,0.27636013480982186,10,54,"[132, 105, 265, 220, 113, 126, 176, 365, 54, 106]"
69,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_KMEANS_S4,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,4,FUSED_KMEANS_S4,fce20cfe46f302485ece23d693173678b6a1a1b34a6c74d2ea3d9ef8f766856c,73,True,0.3624166018539327,0.532872348780578,0.5269865294942541,0.46475244928996556,0.5861513879685523,0.532872348780578,0.1638584038988515,0.8358956362533311,0.2510832932113625,10,103,"[103, 142, 159, 187, 141, 279, 177, 108, 223, 143]"
70,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__RNA_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,5,RNA_KMEANS_S0,1d5dff1d0dd1d64cf3d96d7707b3505e7e966f5cd322361ac0aecbe5744f3359,81,True,0.3835477658071267,0.5489485554634125,0.5431733317903198,0.48348009240021733,0.5961238717195453,0.5489485554634125,0.18141422135038324,0.8189042117470026,0.25950890707751567,10,70,"[314, 112, 127, 70, 101, 216, 204, 219, 208, 91]"
71,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__RNA_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,6,RNA_KMEANS_S1,412c38d77d119c0ffb608b34fbe805a305caeac9351de230430d950cf8f7cea9,117,True,0.3826684631200946,0.5390205791563452,0.5331521290886078,0.48264367389450485,0.5875120115151239,0.5390205791563452,0.26887005480468884,0.743053155185572,0.2881559942224362,10,54,"[187, 54, 222, 82, 170, 162, 137, 203, 296, 149]"
72,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__ATAC_REGULATORY_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,7,ATAC_REGULATORY_KMEANS_S0,e6629a2846566f3444fd5164dff945306e01ddbf41dc954132cd8c753b3aae16,315,True,0.13601933017317033,0.20356262823398982,0.19358198018570544,0.2609915422207824,0.22486080353658025,0.20356262823398985,0.08533063628711726,0.9128633878502699,0.19017814155031296,10,104,"[104, 155, 124, 188, 179, 192, 187, 124, 238, 171]"
73,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__ATAC_REGULATORY_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,8,ATAC_REGULATORY_KMEANS_S1,791287de0cdb7821aa88046bf95738b40d5fe51b469dda2d005cbb7d10a0a0ce,352,True,0.16466690210448992,0.2312702871635124,0.22160772423084266,0.28745989106988384,0.2548741406882156,0.2312702871635124,0.08918052234917441,0.9126049461182099,0.1906596051998074,10,101,"[157, 205, 168, 101, 228, 239, 177, 110, 129, 148]"
74,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__LOWPASS_FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,9,LOWPASS_FUSED_KMEANS_S0,d56b0c24cc30b16f62e81ba9f59cef2f7d104dbe581b59f54649c767962075e8,68,True,0.34359034892345397,0.5086768746923651,0.5024150437702254,0.448241272027281,0.5540612295889964,0.5086768746923651,0.261935658013137,0.7486676662270639,0.2956186807896004,10,55,"[303, 202, 55, 196, 144, 232, 112, 103, 173, 142]"
75,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__LOWPASS_FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,10,LOWPASS_FUSED_KMEANS_S1,148474f4c02d7f6a01ad051897457d32252e662d9a99768b9d731cccb85416d7,81,True,0.3526354223049756,0.5000127365307864,0.49370762227132214,0.4560216231665482,0.5496195039148706,0.5000127365307864,0.2305682010249291,0.77486789001532,0.2826191622532499,10,86,"[86, 190, 206, 179, 229, 223, 105, 119, 126, 199]"
76,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_GMM_DIAG_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,11,FUSED_GMM_DIAG_S0,1ad2d7f750e7066f252a2ad77b1b72556473b2e5b907f3e439739b100e0dab37,116,True,0.27301918650955465,0.4846334680488178,0.4778510024787478,0.39338196144445986,0.5139604775732319,0.4846334680488178,0.21220890038311674,0.7970953801199218,0.2751564756860857,10,48,"[214, 93, 119, 107, 166, 171, 48, 463, 209, 72]"
77,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PAIRWISE_ZERO_KEEP_STAY__FUSED_GMM_DIAG_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PAIRWISE_ZERO_KEEP_STAY,12,FUSED_GMM_DIAG_S1,233f3bf7c3413a163edd6fdf1e4b74d3106dbec222b7711d54ea396aa560aacd,122,True,0.2985737184541183,0.5163653100804293,0.5100636258798309,0.4126166448528817,0.5526983777435944,0.5163653100804293,0.15129385305840604,0.8478499616580336,0.26793452094366876,10,66,"[178, 121, 203, 110, 66, 167, 97, 211, 431, 78]"
78,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__FUSED_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,0,FUSED_KMEANS_S0,9798ad44f45ced8a9125cb262876699280043544ee41174d5092e9a5a5284129,237,True,0.31697207259438814,0.451547609730648,0.4445530930590248,0.42479980506601445,0.49158475797309314,0.451547609730648,0.24887783824380277,0.7624542055498883,0.287915262397689,10,54,"[241, 108, 139, 114, 192, 276, 54, 234, 189, 115]"
79,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__FUSED_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,1,FUSED_KMEANS_S1,a674e94a1343c7550bf9619f7eebee99476d27a50dd372f9d289ab8e919a1f8f,204,True,0.34393326324939844,0.5103820033384303,0.5041826435343533,0.44831135190984567,0.5593040250917668,0.5103820033384302,0.18394348714882056,0.8171416468918957,0.27924891670678864,10,103,"[276, 154, 206, 112, 103, 191, 104, 171, 237, 108]"
80,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__FUSED_KMEANS_S2,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,2,FUSED_KMEANS_S2,135ad98b31b244a12305c583b27b7b47833f503824ac5d5d05998c7bf74d67ec,227,True,0.38365199994643456,0.4881094941338437,0.4815430362921571,0.4836915846452327,0.5294112940527093,0.48810949413384375,0.20459934817369846,0.7992542742903479,0.2756379393355802,10,87,"[102, 259, 215, 101, 87, 340, 182, 108, 137, 131]"
81,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__FUSED_KMEANS_S3,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,3,FUSED_KMEANS_S3,f79aa7a659dd9d1769f939a435e0a1bc20bc84cb9f892933794c38b4eab880e2,219,True,0.36786857160092123,0.4536680632714973,0.44662793879511775,0.47020669927767184,0.48980071029143124,0.4536680632714973,0.26985090321176863,0.7470467994112567,0.2799711121810303,10,53,"[141, 109, 256, 221, 95, 143, 176, 351, 53, 117]"
82,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__FUSED_KMEANS_S4,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,4,FUSED_KMEANS_S4,90e531fce1b94b9723e461f3a9228bc571bca97bffb5a50da95e2629e0ac7fd0,183,True,0.3515418204042062,0.512974358915392,0.5068429062912542,0.4550458023033559,0.5646342892921293,0.5129743589153921,0.17739580995134682,0.8228371733678369,0.26263842079922967,10,106,"[106, 148, 160, 192, 147, 274, 168, 113, 224, 130]"
83,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__RNA_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,5,RNA_KMEANS_S0,083deb258d0ed32810ad0fe8f70c74e05d357ae60c379bafa43c4310f4154e29,236,True,0.37648971046927204,0.5135035929445442,0.5072938889900285,0.47722194019269654,0.5590698326303993,0.5135035929445443,0.20430508496367775,0.7972017878522779,0.2691381800674049,10,80,"[297, 118, 133, 80, 105, 189, 212, 223, 222, 83]"
84,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__RNA_KMEANS_S1,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,6,RNA_KMEANS_S1,788705f7cfe6b5eca3befd6188765b7e64cfc782900ae122c328e1268b94626f,253,True,0.362359477292965,0.49769488959135466,0.4913060863137071,0.4647107902201715,0.5428531707820593,0.49769488959135466,0.28057766701722575,0.7329535413244213,0.2905633124699085,10,53,"[155, 53, 232, 90, 181, 165, 141, 206, 290, 149]"
85,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER__PURE_DYNAMIC_UNARY__ATAC_REGULATORY_KMEANS_S0,RNA_CHROMATIN_FAMILY_GEOMETRIC_CENTER,PURE_DYNAMIC_UNARY,7,ATAC_REGULATORY_KMEANS_S0,4f0699d795fcfd30cafccd1d0da07049f375825eea614db448167a74b85745a1,556,True,0.16941295985520236,0.24150143195660362,0.23200588770093108,0.2908544054014974,0.2669730781075689,0.2415014319566036,0.11633859697054458,0.8814730906536253,0.2171401059220029,10,99,"[99, 156, 130, 195, 165, 180, 196, 139, 229, 173]"
