lane,profile,n_total,n_evaluated,k,start_id,certificate_config_id,absolute_ari,absolute_nmi,ami,fmi,morans_i_macro,gearys_c_macro,neighbor_agreement,delta_ari_vs_noop,delta_nmi_vs_noop,best_ari_across_three_starts,median_ari_across_three_starts,mean_ari_across_three_starts,min_ari_across_three_starts,best_nmi_across_three_starts,median_nmi_across_three_starts,mean_nmi_across_three_starts,min_nmi_across_three_starts,cluster_sizes_full,min_cluster_size_full,changed_from_initial,trusted_fraction,certified_changed_count,strict_independent_paired_start_wins,producer_wall_seconds,peak_rss_mib,gpu_time_seconds
P22_K9,RNA_ATAC_SHARED_CCSR_REGISTERED_START0,9196,9196,9,AUTHORITY_STRONG_START,Q50_S2_KEEP1_E1E6,0.5928748557187139,0.7131304490275349,0.7126350267692829,0.6531568942591708,0.9302321643142912,0.0723814204113485,0.9563180591319456,-0.0030828362446079227,-0.004875326208651165,0.5928748557187139,0.5120604521051632,0.5312668434915343,0.4888652226507258,0.7131304490275349,0.6415174461486495,0.6601407873682432,0.6257744669285452,"[1164, 626, 1488, 792, 1033, 1501, 613, 1811, 168]",168,85,0.4935841670291431,0,0.0,174.30387281626463,238.7734375,0.0
MISAR_K7,RNA_ATAC_SHARED_CCSR_REGISTERED_START0,1949,1949,7,AUTHORITY_STRONG_START,Q50_S2_KEEP1_E1E6,0.5417984659042879,0.6658418512414895,0.6640811938706853,0.6333394977777734,0.922651758430902,0.0792240500707243,0.9373627981852772,0.00016187553486446404,-0.0011070423418302333,0.5417984659042879,0.35912160666153,0.4199692977816163,0.3589878207790309,0.6658418512414895,0.5470655781616869,0.5861775102353416,0.5456251013028484,"[295, 438, 181, 267, 352, 291, 125]",125,4,0.4817855310415598,0,0.0,27.90128698758781,113.7890625,0.0
PLACENTA_K10,RNA_ATAC_SHARED_CCSR_REGISTERED_START0,1662,1662,10,FUSED_KMEANS_S0,Q50_S2_KEEP1_E1E6,0.1634494615325304,0.2568865310613952,0.2474144785356939,0.289777212626574,0.5207509955650818,0.4924370790424127,0.545196344776488,-0.1883030721334016,-0.2765646879123777,0.2292006421517519,0.1826012401277675,0.1917504479373499,0.1634494615325304,0.3072495097801109,0.3010872083239361,0.288407749721814,0.2568865310613952,"[288, 119, 147, 129, 198, 274, 53, 140, 185, 129]",53,643,0.49578820697954273,0,0.0,36.640185533091426,113.07421875,0.0
HUMAN_HIPPOCAMPUS_K7,P0_DIAGNOSTIC_NOT_STAGE_B_CONFIRMATION,2500,2500,7,NIGHT16E_BYTE_EXACT_UNLABELED_START,Q65_S2_KEEP1_E1E6,0.3444635340232165,0.4289374305113309,0.4265284126119104,0.4744966437070929,0.7160273993175897,0.2728184907156575,0.7983187158381928,0.1787298471284696,0.1657475902449635,,,,,,,,,"[51, 594, 279, 515, 474, 487, 100]",51,875,0.3272,0,,1.5360628701746464,119.2890625,0.0
