profile,lane,start_index,start_id,certificate_config_id,full_candidate_id,full_partition_sha256,absolute_ari,absolute_nmi,baseline_ari,baseline_nmi,delta_ari_vs_noop,delta_nmi_vs_noop,dual_gain_vs_noop,dominating_key_controls,byte_exact_key_controls,independent_dual_gain,strictly_beaten_key_controls,strict_independent_dual_gain,trusted_fraction,changed_from_initial,min_cluster_size_full
PER_DATASET_LABEL_ASSISTED_ARI_FRONTIER,MISAR_K7,0,AUTHORITY_STRONG_START,Q50_S2_KEEP1_E1E6,AUTHORITY_STRONG_START__Q50_S2_KEEP1_E1E6__CCSR_FULL,8022356d937c8f1a8018b2c0bf03eaa105528961be9abe0e5463b690925f8696,0.5417984659042879,0.6658418512414895,0.5416365903694235,0.6669488935833198,0.00016187553486446404,-0.0011070423418302333,False,NIGHT15F_ORIGINAL_SELF_RETURN|CCSR_CERTIFICATE_DISABLED|CCSR_RANDOM_MASK_COUNT_MATCHED,NIGHT15F_ORIGINAL_SELF_RETURN|CCSR_CERTIFICATE_DISABLED,False,,False,0.4817855310415598,4,125
PER_DATASET_LABEL_ASSISTED_ARI_FRONTIER,P22_K9,0,AUTHORITY_STRONG_START,Q50_S2_KEEP1_E1E6,AUTHORITY_STRONG_START__Q50_S2_KEEP1_E1E6__CCSR_FULL,d4c838a8483b6d323ffb772fde3c49992075aa3b39bec9394160db489f704abf,0.5928748557187139,0.7131304490275349,0.5959576919633218,0.718005775236186,-0.0030828362446079227,-0.004875326208651165,False,NIGHT15F_ORIGINAL_SELF_RETURN|CCSR_RANDOM_MASK_COUNT_MATCHED,NIGHT15F_ORIGINAL_SELF_RETURN,False,CCSR_CERTIFICATE_DISABLED,False,0.4935841670291431,85,168
PER_DATASET_LABEL_ASSISTED_ARI_FRONTIER,PLACENTA_K10,2,FUSED_KMEANS_S2,Q50_S2_KEEP1_E1E6,FUSED_KMEANS_S2__Q50_S2_KEEP1_E1E6__CCSR_FULL,78c107f299f3e6a2f46c05ae05a6f951cb06f28e66b053e29aa06d0778def67a,0.2292006421517519,0.3072495097801109,0.417145824870958,0.527824740818264,-0.18794518271920613,-0.22057523103815313,False,,,False,NIGHT15F_ORIGINAL_SELF_RETURN|CCSR_CERTIFICATE_DISABLED|CCSR_RANDOM_MASK_COUNT_MATCHED,False,0.49338146811071,574,75
