lane,start_index,start_id,certificate_config_id,partition_sha256,trusted_count,trusted_fraction,certified_changed_count,noncertified_changed_count,certificate_gap_mean,certificate_gap_max,certificate_epsilon_max,mean_untrusted_original_stay,each_frozen_cycle_monotone,exact_k
PLACENTA_K10,1,FUSED_KMEANS_S1,Q65_S2_KEEP1_E1E6,76dc79f51a97a2c5def0ab9e54898e7fa16c1c614ffe74113a905dcec488b37c,582,0.35018050541516244,0,740,2.5180557613308108,12.667231243428358,8.490362609950102e-05,0.5197682258700393,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q65_S3_KEEP0_E1E6,8432fadace27f8f4c7f0e9f77d5f55961612e2c24648e1830b35994206fd1da6,372,0.22382671480144403,0,925,1.6061432066650472,11.414036709951409,8.510283236057268e-05,0.0,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q65_S3_KEEP1_E1E6,86442b15a55d3caa60e49340d2707bbb541eedea5605001bed23f6bc40dea755,372,0.22382671480144403,0,868,1.6061431787224827,11.414036585111242,8.497799219345332e-05,0.621482795535826,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q80_S2_KEEP0_E1E6,567ecf7354067a00e5ef157dfb20507d7c3ac048f0c9324baf5680bd7f726781,333,0.2003610108303249,0,948,1.3999214920211678,11.414036709951409,8.510283236057268e-05,0.0,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q80_S2_KEEP1_E1E6,a39ba009b2a1ac9506dc1ce39e5de7bfcbfb16a2e5911dacdd11a9678bcfcb23,333,0.2003610108303249,0,871,1.399921458525913,11.414036542776895,8.493565784562761e-05,0.6383026693245223,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q80_S3_KEEP0_E1E6,40b548c2f8d59d170b203242358ecef1122adaea7b4d6fef4b26d86ceb0e8c7b,237,0.14259927797833935,0,993,0.9981010202399059,11.414036709951409,8.510283236057268e-05,0.0,1,10
PLACENTA_K10,1,FUSED_KMEANS_S1,Q80_S3_KEEP1_E1E6,26e130be1d518156942440f8d47388a2dd60f112bc266929f899f3fbbe0fe93d,237,0.14259927797833935,0,950,0.9981010031781375,11.41403659030306,8.49831840107537e-05,0.6855272090879897,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q50_S2_KEEP0_E1E6,492b3a41e8c38b6fd0a4ce8ec55995271b528799c9b0e226578789d8a85cdc7f,820,0.49338146811071,0,622,3.720206998103817,12.476319466547654,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q50_S2_KEEP1_E1E6,78c107f299f3e6a2f46c05ae05a6f951cb06f28e66b053e29aa06d0778def67a,820,0.49338146811071,0,574,3.7202069107804228,12.476319289558043,8.494934658574342e-05,0.40570175635952227,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q50_S3_KEEP0_E1E6,a4d012a2b94a846b248b945e2c5b4c301590ad4299df4e72f2cbebf401b60485,499,0.30024067388688325,0,822,2.259157492923948,12.476319466547654,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q50_S3_KEEP1_E1E6,662ce37e829d5f8cd3e2bb631b49ff2f3bf6d828d569fb7c24cc5e5fb7ed0c58,499,0.30024067388688325,0,771,2.2591574620167205,12.476319363606148,8.50233946909148e-05,0.5600498718855743,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q65_S2_KEEP0_E1E6,e5947de80926c7f0cea3e434e96b3fc5c744e9febaf8a300cf25c4838966f701,577,0.3471720818291215,0,786,2.5601690308095377,12.083403545360374,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q65_S2_KEEP1_E1E6,b002ed2f55abed0f5d0bd662e58c43fdf04642bdda2dfc597ff1e2f4cc585ce5,577,0.3471720818291215,0,721,2.560168966642636,12.083403360533007,8.494150882984937e-05,0.5222844901389938,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q65_S3_KEEP0_E1E6,daa30b4ab963621ca771f311da73b9c9cc632a5b90e1b8a6306fda4b2d7e4e69,372,0.22382671480144403,0,908,1.6438929645485516,12.083403545360374,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q65_S3_KEEP1_E1E6,9a138dcb512eb7c3f01cf306a84ec61a35a580cea5834edbed653062bbc4e249,372,0.22382671480144403,0,860,1.6438929372909878,12.083403423580615,8.500455643742492e-05,0.6201210155995442,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q80_S2_KEEP0_E1E6,35e7df17912306766c924ef3c6cc5fbd3b84ef40d2b24e7285589157694082b2,332,0.19975932611311673,0,951,1.4303095845384777,12.083403545360374,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q80_S2_KEEP1_E1E6,e43bbbc3722b2bdec659643d4d66a76e25949dc4d81f94de2fdf40dc356bd31e,332,0.19975932611311673,0,872,1.4303095508263355,12.083403376596578,8.495757240107927e-05,0.6394677195352452,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q80_S3_KEEP0_E1E6,6129b70ee70b5cf364e2c428a4a05b2c45a74ec1ae9c6296268a534fe04cdae9,232,0.13959085439229843,0,1013,0.9955599647223691,12.083403545360374,8.512633619696711e-05,0.0,1,10
PLACENTA_K10,2,FUSED_KMEANS_S2,Q80_S3_KEEP1_E1E6,4a3cc59b25dab49c068b3245f3c7526e6c567c35b6f85c83f93200942a96da24,232,0.13959085439229843,0,952,0.9955599477477405,12.083403423757645,8.500473346836623e-05,0.6868769734558317,1,10
