family	unit_id	canonical_identifier	raw_modality_identifier	mapping_status	selected_for_engineering	authority
RNA+protein	P10S1		I_A_I_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		NK_1_1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		Siglec_H	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		TCR_Bchain	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		TCR_RD_GL3	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		TER_119	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		Ly_6A_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD45_2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD3	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Cd274	CD274	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Rt_CD27	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Ms4a1	CD20	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD357	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Tnfrsf9	CD137	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Tnfrsf4	CD134	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd69	CD69	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Il7r	CD127	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd86	CD86	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Itgae	CD103	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Fcgr1	CD64	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Slamf1	CD150	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd24a	CD24	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		integrin_b7	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Vcam1	CD106	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd8b1	CD8b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Isotype_RTK2071	control	false	deposited isotype-control name
RNA+protein	P10S1		Isotype_G0114F7	control	false	deposited isotype-control name
RNA+protein	P10S1		Isotype_RTK2758	control	false	deposited isotype-control name
RNA+protein	P10S1		Isotype_RTK4174	control	false	deposited isotype-control name
RNA+protein	P10S1		Isotype_HTK888	control	false	deposited isotype-control name
RNA+protein	P10S1	Klrg1	KLRG1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Lag3	CD223	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd163	CD163	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Itga2	CD49b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Sirpa	CD172a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd48	CD48	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Siglece	CD170	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Siglec1	CD169	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Tfrc	CD71	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Itga2b	CD41	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		IgM	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Clec10a	CD301a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD304	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD36	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Cd38	CD38	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd55	CD55	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd63	CD63	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd68	CD68	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd79b	CD79b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd83	CD83	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cx3cr1	CX3CR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Mgl2	CD301b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Tim_4	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		Rt_XCR1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		Rt_CD29	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Ighd	IgD	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Itgal	CD11a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd200r1	CD200R	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd200r3	CD200R3	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Sdc1	CD138	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Bst2	CD317	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd9	CD9	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD371	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Cd22	CD22	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		IL_33Ra	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		Ly49H	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Klra4	Ly49D	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Ly_49A	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD185	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Itga1	CD49a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd1d1	CD1d	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD226_10E5	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD199	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Jaml	JAML	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD272	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		PIR_A_B	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Dpp4	CD26	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD270	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		CD2	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Tnfrsf1b	CD120b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd40	CD40	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Pecam1	CD31	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Lamp1	CD107a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Rt_CD61	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Vsir	VISTA	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		CD186	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Klrc1	CD159a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Slamf6	Ly108	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Cd160	CD160	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Lilrb4a	CD85k	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Itgav	CD51	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Klrd1	CD94	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Ly75	CD205	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Pvr	CD155	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		Rt_CD81	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Mog	MOG	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Bcl11b	CTIP2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Tbr1	TBR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		H2AB1	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Apc	APC	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		GFP	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		PDGFR2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1	Gfap	GFAP	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Pax6	PAX6	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		IBA1	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1	Rbfox3	NeuN	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1	Olig2	OLIGO2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S1		MBP	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S1		Degraded_MBP	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S1		unmapped	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Cd4	CD4	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd8a	CD8a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD366	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD279	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Ms_Ly_6C	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Itgam	CD11b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Ms_Ly_6G	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Itga6	CD49f	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd44	CD44	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Icam1	CD54	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD90.2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Nt5e	CD73	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itga4	CD49d	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd200	CD200	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Isotype_MOPC_21	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_MOPC_173	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_MPC_11	control	false	deposited isotype-control name
RNA+protein	P10S2	Cd19	CD19	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Isotype_RTK4530	control	false	deposited isotype-control name
RNA+protein	P10S2	Ptprc	CD45	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Il2ra	CD25	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD45R_B220	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Icam2	CD102	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Csf1r	CD115	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itgax	CD11c	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD21_CD35	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD23	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Spn	CD43	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd5	CD5	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Sell	CD62L	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd93	CD93	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		F4_80	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		FceRIa	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		I_A_I_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		NK_1_1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Siglec_H	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		TCR_Bchain	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		TCR_RD_GL3	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		TER_119	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Ly_6A_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD45_2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD3	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Cd274	CD274	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Rt_CD27	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Ms4a1	CD20	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD357	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Tnfrsf9	CD137	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Tnfrsf4	CD134	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd69	CD69	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Il7r	CD127	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd86	CD86	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itgae	CD103	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Fcgr1	CD64	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Slamf1	CD150	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd24a	CD24	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		integrin_b7	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Vcam1	CD106	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd8b1	CD8b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Isotype_RTK2071	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_G0114F7	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_RTK2758	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_RTK4174	control	false	deposited isotype-control name
RNA+protein	P10S2		Isotype_HTK888	control	false	deposited isotype-control name
RNA+protein	P10S2	Klrg1	KLRG1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Lag3	CD223	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd163	CD163	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itga2	CD49b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Sirpa	CD172a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd48	CD48	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Siglece	CD170	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Siglec1	CD169	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Tfrc	CD71	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itga2b	CD41	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		IgM	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Clec10a	CD301a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD304	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD36	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Cd38	CD38	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd55	CD55	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd63	CD63	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd68	CD68	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd79b	CD79b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd83	CD83	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cx3cr1	CX3CR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Mgl2	CD301b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Tim_4	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Rt_XCR1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Rt_CD29	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Ighd	IgD	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itgal	CD11a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd200r1	CD200R	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd200r3	CD200R3	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Sdc1	CD138	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Bst2	CD317	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd9	CD9	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD371	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Cd22	CD22	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		IL_33Ra	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		Ly49H	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Klra4	Ly49D	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Ly_49A	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD185	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Itga1	CD49a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd1d1	CD1d	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD226_10E5	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD199	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Jaml	JAML	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD272	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		PIR_A_B	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Dpp4	CD26	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD270	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2		CD2	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Tnfrsf1b	CD120b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd40	CD40	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Pecam1	CD31	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Lamp1	CD107a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Rt_CD61	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Vsir	VISTA	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		CD186	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Klrc1	CD159a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Slamf6	Ly108	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Cd160	CD160	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Lilrb4a	CD85k	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Itgav	CD51	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Klrd1	CD94	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Ly75	CD205	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Pvr	CD155	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		Rt_CD81	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Mog	MOG	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Bcl11b	CTIP2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Tbr1	TBR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		PDGFR2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Gfap	GFAP	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		IBA1	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2	Rbfox3	NeuN	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2	Olig2	OLIGO2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		MBP	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S2		CUX2_CUX1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S2	Satb2	SATB2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S2		unmapped	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Cd4	CD4	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd8a	CD8a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD366	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD279	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Ms_Ly_6C	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Itgam	CD11b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Ms_Ly_6G	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Itga6	CD49f	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd44	CD44	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Icam1	CD54	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD90.2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Nt5e	CD73	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itga4	CD49d	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd200	CD200	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Isotype_MOPC_21	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_MOPC_173	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_MPC_11	control	false	deposited isotype-control name
RNA+protein	P10S3	Cd19	CD19	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Isotype_RTK4530	control	false	deposited isotype-control name
RNA+protein	P10S3	Ptprc	CD45	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Il2ra	CD25	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD45R_B220	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Icam2	CD102	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Csf1r	CD115	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itgax	CD11c	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD21_CD35	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD23	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Spn	CD43	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd5	CD5	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Sell	CD62L	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd93	CD93	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		F4_80	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		FceRIa	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		I_A_I_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		NK_1_1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Siglec_H	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		TCR_Bchain	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		TCR_RD_GL3	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		TER_119	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Ly_6A_E	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD45_2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD3	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Cd274	CD274	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Rt_CD27	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Ms4a1	CD20	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD357	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Tnfrsf9	CD137	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Tnfrsf4	CD134	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd69	CD69	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Il7r	CD127	unique	true	NCBI Gene exact Symbol/Synonym token
