family	unit_id	canonical_identifier	raw_modality_identifier	mapping_status	selected_for_engineering	authority
RNA+ATAC	P5S1	0610005C13Rik	ENSMUSG00000085214	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610009B22Rik	ENSMUSG00000007777	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610009E02Rik	ENSMUSG00000086714	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610009L18Rik	ENSMUSG00000043644	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610010F05Rik	ENSMUSG00000042208	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610010K14Rik	ENSMUSG00000020831	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610012D04Rik	ENSMUSG00000089755	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610012G03Rik	ENSMUSG00000096232	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610025J13Rik	ENSMUSG00000046683	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610031O16Rik	ENSMUSG00000099146	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610038B21Rik	ENSMUSG00000097882	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610039K10Rik	ENSMUSG00000058812	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610040B10Rik	ENSMUSG00000089889	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610040F04Rik	ENSMUSG00000087341	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610040J01Rik	ENSMUSG00000060512	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	0610043K17Rik	ENSMUSG00000087361	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1010001B22Rik	ENSMUSG00000097863	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1010001N08Rik	ENSMUSG00000097222	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110002E22Rik	ENSMUSG00000090066	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110002J07Rik	ENSMUSG00000097134	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110002L01Rik	ENSMUSG00000071456	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110004F10Rik	ENSMUSG00000030663	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110008E08Rik	ENSMUSG00000046119	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110008P14Rik	ENSMUSG00000039195	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110012L19Rik	ENSMUSG00000045237	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110015O18Rik	ENSMUSG00000098659	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110017D15Rik	ENSMUSG00000028441	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110018N20Rik	ENSMUSG00000085151	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110019D14Rik	ENSMUSG00000097616	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110020A21Rik	ENSMUSG00000097047	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110025L11Rik	ENSMUSG00000068073	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110028F11Rik	ENSMUSG00000085972	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110028F18Rik	ENSMUSG00000099139	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110032A03Rik	ENSMUSG00000037971	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110032F04Rik	ENSMUSG00000046999	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110035H17Rik	ENSMUSG00000099098	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110038B12Rik	ENSMUSG00000092203	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110038F14Rik	ENSMUSG00000063236	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110046J04Rik	ENSMUSG00000085457	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110051M20Rik	ENSMUSG00000040591	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110057P08Rik	ENSMUSG00000068067	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110059E24Rik	ENSMUSG00000035171	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110059G10Rik	ENSMUSG00000032551	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1110065P20Rik	ENSMUSG00000078570	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1190005I06Rik	ENSMUSG00000043687	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1190007I07Rik	ENSMUSG00000063320	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1200007C13Rik	ENSMUSG00000087684	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1300002E11Rik	ENSMUSG00000097290	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1300017J02Rik	ENSMUSG00000033688	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500002C15Rik	ENSMUSG00000096221	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500004A13Rik	ENSMUSG00000098912	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500009C09Rik	ENSMUSG00000068099	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500009L16Rik	ENSMUSG00000087651	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500011B03Rik	ENSMUSG00000072694	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500012K07Rik	ENSMUSG00000097247	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500015A07Rik	ENSMUSG00000098702	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500015L24Rik	ENSMUSG00000094732	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500026H17Rik	ENSMUSG00000097383	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1500035N22Rik	ENSMUSG00000059631	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1520401A03Rik	ENSMUSG00000043747	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600002D24Rik	ENSMUSG00000086899	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600002K03Rik	ENSMUSG00000035595	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600010M07Rik	ENSMUSG00000101585	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600012H06Rik	ENSMUSG00000050088	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600012P17Rik	ENSMUSG00000047661	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600014C10Rik	ENSMUSG00000054676	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600014C23Rik	ENSMUSG00000094690	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600019K03Rik	ENSMUSG00000099429	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600020E01Rik	ENSMUSG00000097048	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1600025M17Rik	ENSMUSG00000085114	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001C02Rik	ENSMUSG00000029182	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001C19Rik	ENSMUSG00000047150	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001D01Rik	ENSMUSG00000099419	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001F09Rik	ENSMUSG00000095384	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001G01Rik	ENSMUSG00000087170	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001G11Rik	ENSMUSG00000085984	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001J03Rik	ENSMUSG00000095040	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001J04Rik	ENSMUSG00000086135	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001K19Rik	ENSMUSG00000056508	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001L05Rik	ENSMUSG00000075511	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001L19Rik	ENSMUSG00000021534	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001O22Rik	ENSMUSG00000044320	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700001P01Rik	ENSMUSG00000018543	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003C15Rik	ENSMUSG00000099391	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003D09Rik	ENSMUSG00000085944	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003E16Rik	ENSMUSG00000030030	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003E24Rik	ENSMUSG00000095110	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003F12Rik	ENSMUSG00000038523	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003G18Rik	ENSMUSG00000087621	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003H04Rik	ENSMUSG00000039174	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003I22Rik	ENSMUSG00000100372	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003L19Rik	ENSMUSG00000101565	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003M07Rik	ENSMUSG00000085389	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700003P14Rik	ENSMUSG00000100727	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700006A11Rik	ENSMUSG00000027973	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700006F04Rik	ENSMUSG00000100274	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700006H21Rik	ENSMUSG00000102000	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700006J14Rik	ENSMUSG00000034764	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007F19Rik	ENSMUSG00000100666	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007J10Rik	ENSMUSG00000086330	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007K13Rik	ENSMUSG00000026831	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007L15Rik	ENSMUSG00000097318	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007M16Rik	ENSMUSG00000086613	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700007P06Rik	ENSMUSG00000089730	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700008J07Rik	ENSMUSG00000101225	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700008K24Rik	ENSMUSG00000101012	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700008O03Rik	ENSMUSG00000008028	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700008P02Rik	ENSMUSG00000069118	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700009C05Rik	ENSMUSG00000101404	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700009J07Rik	ENSMUSG00000096573	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700009N14Rik	ENSMUSG00000028287	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010B08Rik	ENSMUSG00000057047	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010B13Rik	ENSMUSG00000099958	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010D01Rik	ENSMUSG00000071721	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010H22Rik	ENSMUSG00000067101	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010I02Rik	ENSMUSG00000100010	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010I14Rik	ENSMUSG00000023873	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010J16Rik	ENSMUSG00000100314	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010K23Rik	ENSMUSG00000092599	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010K24Rik	ENSMUSG00000085102	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700010L04Rik	ENSMUSG00000030636	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700011B04Rik	ENSMUSG00000102099	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700011L22Rik	ENSMUSG00000031682	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700011M02Rik	ENSMUSG00000079476	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012A03Rik	ENSMUSG00000029766	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012B07Rik	ENSMUSG00000020617	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012B09Rik	ENSMUSG00000031927	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012C08Rik	ENSMUSG00000086482	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012C14Rik	ENSMUSG00000085470	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012E03Rik	ENSMUSG00000101275	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012I11Rik	ENSMUSG00000102069	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700012P22Rik	ENSMUSG00000028589	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700013D24Rik	ENSMUSG00000079346	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700013F07Rik	ENSMUSG00000027886	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700013G24Rik	ENSMUSG00000041399	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700013H16Rik	ENSMUSG00000054727	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700013N06Rik	ENSMUSG00000085801	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700014D04Rik	ENSMUSG00000051054	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700015F17Rik	ENSMUSG00000079666	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700015G11Rik	ENSMUSG00000094445	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700015O11Rik	ENSMUSG00000097671	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016C15Rik	ENSMUSG00000015962	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016D06Rik	ENSMUSG00000031509	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016G22Rik	ENSMUSG00000100625	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016H13Rik	ENSMUSG00000029320	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016K19Rik	ENSMUSG00000053783	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016L21Rik	ENSMUSG00000101483	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016P03Rik	ENSMUSG00000085609	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700016P04Rik	ENSMUSG00000101894	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017B05Rik	ENSMUSG00000032300	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017D01Rik	ENSMUSG00000024729	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017G19Rik	ENSMUSG00000037884	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017I07Rik	ENSMUSG00000098727	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017J07Rik	ENSMUSG00000086348	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700017N19Rik	ENSMUSG00000056912	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700018A04Rik	ENSMUSG00000038408	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700018B08Rik	ENSMUSG00000031809	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700018B24Rik	ENSMUSG00000037910	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700018F24Rik	ENSMUSG00000029620	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700018L02Rik	ENSMUSG00000100075	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019A02Rik	ENSMUSG00000060715	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019D03Rik	ENSMUSG00000043629	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019E08Rik	ENSMUSG00000086202	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019G24Rik	ENSMUSG00000085416	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019N19Rik	ENSMUSG00000026931	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700019P21Rik	ENSMUSG00000099808	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020A23Rik	ENSMUSG00000027409	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020D05Rik	ENSMUSG00000100937	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020G17Rik	ENSMUSG00000101801	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020L24Rik	ENSMUSG00000035085	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020M21Rik	ENSMUSG00000100146	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020N01Rik	ENSMUSG00000050844	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020N15Rik	ENSMUSG00000059690	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700020N18Rik	ENSMUSG00000100253	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021A07Rik	ENSMUSG00000037535	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021F05Rik	ENSMUSG00000019797	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021F07Rik	ENSMUSG00000027518	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021J08Rik	ENSMUSG00000086890	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021L23Rik	ENSMUSG00000086955	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021N21Rik	ENSMUSG00000087343	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700021P04Rik	ENSMUSG00000096796	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700022A22Rik	ENSMUSG00000099751	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700022E09Rik	ENSMUSG00000099983	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700022H16Rik	ENSMUSG00000099360	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700022I11Rik	ENSMUSG00000028451	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700022N22Rik	ENSMUSG00000097523	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700023C21Rik	ENSMUSG00000087393	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700023F02Rik	ENSMUSG00000100000	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700023F06Rik	ENSMUSG00000020940	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700023H06Rik	ENSMUSG00000089827	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700024B05Rik	ENSMUSG00000052334	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700024B18Rik	ENSMUSG00000099994	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700024G13Rik	ENSMUSG00000072473	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700024P04Rik	ENSMUSG00000045022	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025B11Rik	ENSMUSG00000101113	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025C18Rik	ENSMUSG00000078935	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025D23Rik	ENSMUSG00000086760	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025F22Rik	ENSMUSG00000024728	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025F24Rik	ENSMUSG00000100558	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025G04Rik	ENSMUSG00000032666	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025H01Rik	ENSMUSG00000101888	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025K24Rik	ENSMUSG00000099747	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025M24Rik	ENSMUSG00000100175	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025N21Rik	ENSMUSG00000090200	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025N23Rik	ENSMUSG00000100121	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700025O08Rik	ENSMUSG00000028244	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700026D11Rik	ENSMUSG00000086379	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700026F02Rik	ENSMUSG00000101854	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700026J12Rik	ENSMUSG00000073976	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700026J14Rik	ENSMUSG00000097716	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700027A07Rik	ENSMUSG00000084864	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700027A15Rik	ENSMUSG00000101968	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700027F09Rik	ENSMUSG00000100911	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700027H10Rik	ENSMUSG00000100799	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700027I24Rik	ENSMUSG00000098304	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028D13Rik	ENSMUSG00000101683	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028E10Rik	ENSMUSG00000097321	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028I16Rik	ENSMUSG00000056821	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028J19Rik	ENSMUSG00000038782	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028K03Rik	ENSMUSG00000089798	unique	true	Ensembl release 79 GRCm38 unique gene symbol
RNA+ATAC	P5S1	1700028M03Rik	ENSMUSG00000101334	unique	true	Ensembl release 79 GRCm38 unique gene symbol
