lane,initial_source,initial_ari,initial_nmi,dynamic_unary_only_ari,dynamic_unary_only_nmi,full_energy_ari,full_energy_nmi,full_minus_initial_ari,full_minus_initial_nmi,full_minus_unary_only_ari,full_minus_unary_only_nmi,pairwise_is_independently_positive_both
P22,kit_21,0.5594755810506871,0.6901744296469524,0.4607653282184265,0.5870770159863282,0.5825258535806178,0.7015750203472326,0.02305027252993075,0.011400590700280211,0.12176052536219134,0.1144980043609044,True
P22_3DOT_K18,selected_consensus,0.6877945220149917,0.7163575552930698,0.3463178986226798,0.4876023168961936,0.7276781309266444,0.748983710740499,0.03988360891165266,0.032626155447429195,0.38136023230396454,0.26138139384430537,True
MISAR_E15_5_S1,kit_5,0.5099310451743241,0.6289634776869942,0.4785076466954012,0.5977060361043336,0.5354769763781246,0.6540125822444057,0.025545931203800554,0.025049104557411495,0.056969329682723446,0.05630654614007213,True
MISAR_E15_5_S1_K12,kit_0,0.4142752375766465,0.532870953171302,0.1680438410931461,0.2790869740276936,0.43955531035684464,0.5742982050996677,0.025280072780198115,0.041427251928365716,0.2715114692636985,0.29521123107197406,True
tonsil_s1,selected_0,0.2079467132724583,0.2969279606499894,0.2191215630920376,0.3031680962982768,0.2205921774186391,0.30409413228289045,0.012645464146180785,0.007166171632901064,0.0014706143266015048,0.0009260359846136601,True
tonsil_s2,kit_6,0.1960505709769898,0.2807875926285192,0.2117798723060696,0.2517100123420054,0.23647081691263613,0.2786754606859548,0.04042024593564633,-0.0021121319425644325,0.02469094460656654,0.026965448343949372,True
tonsil_s3,selected_medoid,0.1291665892616769,0.1163344807341307,0.2701064506854946,0.267714873065042,0.3112425801611686,0.27815435529702826,0.18207599089949172,0.16181987456289754,0.04113612947567402,0.010439482231986263,True
A1,selected_consensus,0.273021059361755,0.4173676729225421,0.273021059361755,0.4173676729225421,0.273021059361755,0.4173676729225421,0.0,0.0,0.0,0.0,False
D1,selected_0,0.24375661199391196,0.38053362058865514,0.24375661199391196,0.38053362058865514,0.24375661199391196,0.38053362058865514,0.0,0.0,0.0,0.0,False
