lane,modality_family,k,protocol_note,total_observations,evaluated_observations,historical_high_ari,historical_high_nmi,stable_best_ari,stable_best_nmi,stable_delta_ari,stable_delta_nmi,ami,fmi,morans_i,gearys_c,replay_best_ari,replay_median_ari,replay_mean_ari,replay_min_ari,replay_best_nmi,replay_median_nmi,replay_mean_nmi,replay_min_nmi,development_peak_ari,development_peak_nmi,development_peak_partition_sha256,win_type,algorithm,initial_source,resolved_config_json,partition_sha256,ordered_id_sha256,cluster_sizes,fresh_process_replays,partition_exact_replays,wall_seconds_per_replay,peak_rss_mib,gpu_seconds,peak_gpu_mib
P22,RNA+ATAC,9,canonical public development annotation,9196,9196,0.5691172816484583,0.6851311063039861,0.5825258535806178,0.7015750203472326,0.013408571932159496,0.01644391404324652,0.7010588927044333,0.644280844467261,0.9346191497877676,0.06719241502443296,0.5825258535806178,0.5825258535806178,0.5825258535806178,0.5825258535806178,0.7015750203472326,0.7015750203472326,0.7015750203472326,0.7015750203472326,0.5837052294934976,0.7029717208771477,1324ac1560754d7e72e7eeaccb569e2b9e18a0d115bbd9b719e0489fb5c48c84,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,kit_21,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""either_similar"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""retained"",""feature_solver"":""full"",""initial"":""kit_21"",""mkl_num_threads"":""1"",""observed_cardinality"":9,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":4.0,""steps"":10,""steps_completed"":10}",28ee49f10493b3b17cf814b44e1584e07c5a7c903293023c697dd6c979b3fc06,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,"[1169,645,1429,824,1027,1520,631,1815,136]",2,2,0.21104949999426026,204.12890625,0.0,0.0
P22_3DOT_K18,RNA+ATAC,18,P22 author 18-state assignment context,9196,9196,0.6877945220149917,0.7233302261338711,0.7276781309266444,0.748983710740499,0.03988360891165266,0.025653484606627863,0.747350065998685,0.7570019884223241,0.8332695982304099,0.16823882863702758,0.7276781309266444,0.7276781309266444,0.7276781309266444,0.7276781309266444,0.748983710740499,0.748983710740499,0.748983710740499,0.748983710740499,0.7276781309266444,0.748983710740499,c7232c64ad168c8d7cd2a2ece287a0ad7f5c15d42d9ca9c2a8a09499047c79f8,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,selected_consensus,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""spatial"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""views_concat"",""feature_solver"":""full"",""initial"":""selected_consensus"",""mkl_num_threads"":""1"",""observed_cardinality"":18,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":1.0,""steps"":5,""steps_completed"":5}",c7232c64ad168c8d7cd2a2ece287a0ad7f5c15d42d9ca9c2a8a09499047c79f8,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,"[626,2289,937,642,778,577,576,229,41,32,415,162,309,139,161,433,566,284]",2,2,0.20591459999559447,204.12890625,0.0,0.0
MISAR_E15_5_S1,RNA+ATAC,7,canonical public development annotation,1949,1949,0.5143,0.6289634776869945,0.5354769763781246,0.6540125822444057,0.021176976378124657,0.025049104557411273,0.6521871044392112,0.6281281014729106,0.9196255469991576,0.08179757785343011,0.5354769763781246,0.5354769763781246,0.5354769763781246,0.5354769763781246,0.6540125822444057,0.6540125822444057,0.6540125822444057,0.6540125822444057,0.5354769763781246,0.6540125822444057,f79bbf1e43bd2908184926494c78c1a326810443a3aef773dad398ee114d13cd,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,kit_5,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""either_similar"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""retained"",""feature_solver"":""full"",""initial"":""kit_5"",""mkl_num_threads"":""1"",""observed_cardinality"":7,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":2.0,""steps"":5,""steps_completed"":5}",f79bbf1e43bd2908184926494c78c1a326810443a3aef773dad398ee114d13cd,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,"[294,438,181,263,347,309,117]",2,2,0.04898720000346657,204.12890625,0.0,0.0
MISAR_E15_5_S1_K12,RNA+ATAC,12,K12 prediction cardinality evaluated against the same public K7 Y; not an exact SEPAR K12 annotation,1949,1949,0.4142752375766465,0.5906093484988677,0.43955531035684464,0.5742982050996677,0.025280072780198115,-0.016311143399200034,0.5704666509208377,0.548102726565118,0.8972601763209006,0.10237868970600811,0.43955531035684464,0.43955531035684464,0.43955531035684464,0.43955531035684464,0.5742982050996677,0.5742982050996677,0.5742982050996677,0.5742982050996677,0.43955531035684464,0.5742982050996677,d147e7c4b7c018a07a654fa7d5b98c1ef86aca5599075b56da134007020f29e0,ARI_ONLY,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,kit_0,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""either_similar"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""view1"",""feature_solver"":""full"",""initial"":""kit_0"",""mkl_num_threads"":""1"",""observed_cardinality"":12,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":4.0,""steps"":5,""steps_completed"":5}",d147e7c4b7c018a07a654fa7d5b98c1ef86aca5599075b56da134007020f29e0,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,"[300,72,479,134,42,146,139,95,57,248,69,168]",2,2,0.049939699994865805,204.12890625,0.0,0.0
tonsil_s1,RNA+protein,4,canonical public development annotation,4326,4326,0.2079467132724583,0.2969279606499894,0.2205921774186391,0.30409413228289045,0.012645464146180785,0.007166171632901064,0.3034845644545975,0.49196365093379574,0.6983538136797929,0.3019214082962689,0.2205921774186391,0.2205921774186391,0.2205921774186391,0.2205921774186391,0.30409413228289045,0.30409413228289045,0.30409413228289045,0.30409413228289045,0.2205286631138515,0.3044731882277872,40f20f2d6cc4347507c8f74410f355cebb62a77c18338e978f3a458e32f054c0,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,selected_0,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""both_similar"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""retained"",""feature_solver"":""full"",""initial"":""selected_0"",""mkl_num_threads"":""1"",""observed_cardinality"":4,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":0.2,""steps"":10,""steps_completed"":10}",0edbb940739812a97fb3825ed6cbff570e7ca35aabda25ea5655fbca7676505e,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,"[481,1289,1183,1373]",2,2,0.06936350000614766,204.12890625,0.0,0.0
tonsil_s2,RNA+protein,4,canonical public development annotation,4519,4518,0.2130056436093344,0.2674062765696641,0.23647081691263613,0.2786754606859548,0.023465173303301723,0.011269184116290687,0.2780719519707367,0.5001571094808974,0.7108886455507388,0.28857660110587624,0.23647081691263613,0.23647081691263613,0.23647081691263613,0.23647081691263613,0.2786754606859548,0.2786754606859548,0.2786754606859548,0.2786754606859548,0.23647081691263613,0.2786754606859548,63c3c5a082e37c72b8e7a3bc99dbd01814b8af4895267ad57a77bcfdb64c1779,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,kit_6,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""either_similar"",""edge_solver"":""full"",""edge_tau"":1.0,""feature"":""view2"",""feature_solver"":""full"",""initial"":""kit_6"",""mkl_num_threads"":""1"",""observed_cardinality"":4,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":1.0,""steps"":10,""steps_completed"":10}",63c3c5a082e37c72b8e7a3bc99dbd01814b8af4895267ad57a77bcfdb64c1779,a5e06f660ef432696b1e4ee3573d3b7b4843ced9a4e0505485f5ec008f3a39c5,"[1029,1364,455,1671]",2,2,0.07980729998962488,204.12890625,0.0,0.0
tonsil_s3,RNA+protein,4,canonical public development annotation,4521,4460,0.1969333595315539,0.2497791360710971,0.3112425801611686,0.27815435529702826,0.11430922062961474,0.028375219225931142,0.27746229406953943,0.6009887653825751,0.6821601645034329,0.326215258983022,0.3112425801611686,0.3112425801611686,0.3112425801611686,0.3112425801611686,0.27815435529702826,0.27815435529702826,0.27815435529702826,0.27815435529702826,0.3174098232555958,0.2753431099367105,fa8acf170a4498b30b620be005fc96ba4b3536657257e2b8ddf569301bd96548,DUAL,DYNAMIC_MOLECULAR_UNARY_PLUS_ANISOTROPIC_SPARSE_POTTS,selected_medoid,"{""collapse_guard_triggered"":false,""dynamic_centroid_unary"":true,""edge_mode"":""both_similar"",""edge_solver"":""none"",""edge_tau"":1.0,""feature"":""views_concat"",""feature_solver"":""none"",""initial"":""selected_medoid"",""mkl_num_threads"":""1"",""observed_cardinality"":4,""omp_num_threads"":""1"",""openblas_num_threads"":""1"",""pairwise_strength"":0.1,""steps"":10,""steps_completed"":10}",0b7489cab7114ee98f03c3946aa1d69b20fdbb939fda732859aa43153a06d9b9,8c1a0339e72f5fa6067f7fe9135ea490b5574a198212ced689c50910935e535b,"[2604,559,1165,193]",2,2,0.08561169999302365,204.12890625,0.0,0.0
A1,RNA+protein,10,canonical public development annotation,3484,3484,0.273021059361755,0.4173676729225421,0.273021059361755,0.4173676729225421,0.0,0.0,0.413562764281667,0.414132972754862,0.5311233688014412,0.47202541604752113,0.273021059361755,0.273021059361755,0.273021059361755,0.273021059361755,0.4173676729225421,0.4173676729225421,0.4173676729225421,0.4173676729225421,0.273021059361755,0.4173676729225421,4ac70f4456d6f08894ade01465028163bc6ba898df1dcec6e860eac04f2dfdfd,NONE,REGISTERED_NOOP,selected_consensus,"{""edge_mode"":""spatial"",""edge_solver"":""full"",""feature"":""retained"",""feature_solver"":""full"",""initial"":""selected_consensus"",""pairwise_strength"":0.0,""steps"":0}",4ac70f4456d6f08894ade01465028163bc6ba898df1dcec6e860eac04f2dfdfd,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,"[272,773,579,182,307,796,159,108,121,187]",2,2,0.06594200000108685,204.12890625,0.0,0.0
D1,RNA+protein,10,canonical public development annotation,3359,3359,0.2437566119939119,0.3805336205886551,0.24375661199391196,0.38053362058865514,5.551115123125783e-17,5.551115123125783e-17,0.3764582984953247,0.4051224601495466,0.4220315400769293,0.5843729835776104,0.24375661199391196,0.24375661199391196,0.24375661199391196,0.24375661199391196,0.38053362058865514,0.38053362058865514,0.38053362058865514,0.38053362058865514,0.24375661199391196,0.38053362058865514,cb962b3dbb5423cf3afeb36d495ad0852ac9d8d7182e89b0169949445d86f5c5,NONE,REGISTERED_NOOP,selected_0,"{""edge_mode"":""spatial"",""edge_solver"":""full"",""feature"":""retained"",""feature_solver"":""full"",""initial"":""selected_0"",""pairwise_strength"":0.0,""steps"":0}",cb962b3dbb5423cf3afeb36d495ad0852ac9d8d7182e89b0169949445d86f5c5,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,"[25,239,227,187,1,443,126,848,162,1101]",2,2,0.06217939998896327,204.12890625,0.0,0.0
