corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.00014736182503176053,0.00020290499050103336,0.33333333405068377,0.0001216792198830861,0.00020290498996621874,0.33333333317208763,True,True,True,True,0.0,0.00021234524700748683,0.00020290498972586206,0.3333333327772285,7.344319305487234e-06,0.0,0.0,0
0.0001379252585521482,0.00018991162243236676,0.3261578515094432,0.00011728968592684596,0.0001955852656599398,0.33590187486954776,True,True,True,True,0.000625,0.00020592708654221053,0.00019677216216499886,0.33794027362100904,7.018634003347055e-06,0.0,0.0,1
0.00010916731567502988,0.00015031432425114975,0.3060695903648018,0.00010095320882778938,0.00016834353346398742,0.3427806137876565,True,True,True,True,0.003125,0.00018047723309162414,0.0001724537358018514,0.35114979584754163,5.668026949258444e-06,0.0,0.0,5
8.917074469142874e-05,0.00012278070728755455,0.29558556628643673,8.331829193772798e-05,0.0001389366007266549,0.3344796972664418,True,True,True,True,0.00625,0.00016081325331327015,0.00015366395985383688,0.36993473644712144,4.627161731734484e-06,0.0,0.0,10
7.46365102222777e-05,0.00010276827390280733,0.30595496442998155,5.67585244468261e-05,9.464712088429065e-05,0.281777200334609,True,True,True,True,0.0125,0.00014492083509709612,0.00013847807271807162,0.41226783523540944,3.9764793018170515e-06,0.0,0.0,20
6.657229178478874e-05,9.166451507582284e-05,0.34571265995506634,2.9415189150811657e-05,4.905101023194109e-05,0.18499585370348187,True,True,True,True,0.025,0.00013022022894005055,0.00012443101311445303,0.4692914863414517,3.8724013626014316e-06,0.0,0.0,40
6.120605607839046e-05,8.42756543257719e-05,0.3815147523794534,1.6140139072406753e-05,2.6914330644844095e-05,0.12184081243361358,True,True,True,True,0.05,0.00011481171077189242,0.00010970751322612894,0.496644435186933,4.522349805535229e-06,0.0,0.0,80
4.3904457574481816e-05,6.0452790573021486e-05,0.40745774586637606,9.497904229419237e-06,1.5838137064176737e-05,0.10675059936392958,True,True,True,True,0.2,7.542818234619328e-05,7.207486289276438e-05,0.4857916547696943,7.71708812547269e-06,0.0,0.0,320
2.1802512894141636e-05,3.0020248939852683e-05,0.4145503728368945,6.456719562075006e-06,1.0766839393088733e-05,0.14867955604307523,True,True,True,True,0.5,3.310088977345884e-05,3.162931967657254e-05,0.43677007112003025,1.013550246355582e-05,0.0,0.0,800
1.435675631262722e-05,1.9768060707794793e-05,0.4212869882943957,3.6025561996995222e-06,6.0074072652267175e-06,0.12802684854297788,True,True,True,True,1.0,2.2131459861262224e-05,2.114755898261011e-05,0.45068616316262644,1.1620654488828344e-05,0.0,0.0,1600
