fraction_of_training,state_file_saved,state_sha256,step
0.0,False,5433a390e72bc7bf9cc8e07c3d33f178a13bc7e6ac6235caef81251a9d5caf94,0
0.000625,False,1de4c6502cccbacb7b943676d5ab239d1b2b8e816e0eae39a4e8424b08afea3e,1
0.003125,False,78544cafcb1ecd7a81d57ac3b8f2e609981017959efd9e0aca0008b614b0c0a0,5
0.00625,False,80a8c8c5dab61ead7eb5baab2658c38b8c1c2f2ea655d6180bfa95f130e0510f,10
0.0125,False,356d21a1ebe6cf34560f7a283f19ed659f024083362d41e5813572ed408931b4,20
0.025,False,9793ddc3050aa91b87a5ff785359e6a04e45d7d660eb666d0d16648413185395,40
0.05,False,5e3660ef9326f677309d8a71180d914cfbe4f1b57582b96f692742f9fbda4f06,80
0.2,False,b4373bb8956ec5a6c294cf6ce0b27e619e66f4ebb8b2018f87998b95c5743603,320
0.5,False,8f685b500ed322ac275c069e5820101dd6a43d0bfc53a2b5ee40d59781893f6f,800
1.0,False,ff548bef1fe2601e817e96fb15d34c11d3f225c0ad7d3106ea8a9f748f615a92,1600
