K,N,all_finite,contract_sha256,coordinates_file_sha256,d_coords,d_z1,d_z2,d_zf_aligned,d_zf_raw,dataset,harmonizer_mode,harmonizer_sha256,implementation_commit,ordered_observation_sha256,p1_sha256,p2_sha256,pf_sha256,quality_sha256,registered_input_sha256,seed,spatial_graph_canonical_sha256,spatial_graph_file_sha256,unit_id,views_file_sha256,z1_canonical_sha256,z1_dtype,z2_canonical_sha256,z2_dtype,zf_aligned_canonical_sha256,zf_aligned_dtype,zf_raw_canonical_sha256,zf_raw_dtype,zf_raw_file_sha256
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,4903189fd0e87d1f3d6d6f54667d9e9429534fdbc56eab3363731154aed1862c,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,6c287c8d08af54a804a17194b5a598e9d329bc4a838aa3946d9831a33b85e5a4,f278f6242bf0a0b947f18163070e1f94c276f37ff2af5d6adc5971f8a160b899,46c6c68879342f722d6a433a49185a3b7a25ab801f9d20f686eeb3d21cf5b11c,6a8ca99296a5df6ac88c1658650368b9211302ed15f54608acfad1ad2ae4158d,4226d6f27eee767e76e1882ddc3bd4f54bf1b6678a9c2787b6c394dd7fffa8cf,0,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u010,7cd9d913fd2c5f1c2fc985b6bf38f9dde4f582472e1b5dd4d5b6bedef926dc6b,6a4c2cfeaea921a650f05d00ef1e8a21421899dfd91e12c9ed7209794e5c8d96,float32,75e74418cabbc0837218ece7ff0ebc0c11aab900a4950764d8d3e67a88cd4381,float32,4903189fd0e87d1f3d6d6f54667d9e9429534fdbc56eab3363731154aed1862c,float32,4903189fd0e87d1f3d6d6f54667d9e9429534fdbc56eab3363731154aed1862c,float32,7cd9d913fd2c5f1c2fc985b6bf38f9dde4f582472e1b5dd4d5b6bedef926dc6b
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,6eee24a841897999473bff2b451ce017eaf7ae1f224786238583e56cb64e2bba,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,fd641a5460fd6c4f8f53c9a1ab2e1d1b2ef88b8d7c9cb4256e967b9a7396a266,4e735d41fd043ef381c5942ace324e734ce841766fdf0cfc012d82aefea06a90,dd63f15e8db6a48562e4fd4a9af565062d6ca161e1e464965f4eed1eec5dbf6d,363f672022f23dc5e3ee741464692b38f800436f2e527e3dcdc41d52f478b6d4,3a0efa382ae47179c91f30263d1572bc351ba0798d4dda53fb13a5da82c89f07,1,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u011,2bacf04c5e67251ab62458b514a770ba260471d671002f19a04a3263c9e42f62,7178abf17868527820bb90a9e933dfd59a9b4856e90f0fac5b008409139f4b48,float32,ca564083cf0131bf6a4756cf337092d709de4ed83fc9af3096687cd5e6fbb855,float32,6eee24a841897999473bff2b451ce017eaf7ae1f224786238583e56cb64e2bba,float32,6eee24a841897999473bff2b451ce017eaf7ae1f224786238583e56cb64e2bba,float32,2bacf04c5e67251ab62458b514a770ba260471d671002f19a04a3263c9e42f62
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,9810e85ef75d68da705d85803730615393305b8a6abafb584a0056a5e9441e42,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,1f2972ef9f84925bb409d9aa4419c945eddb2b09975971766ca802bdfaeb8e3a,48cd8caf9d1796bd62f304e22fac304ccdbfc2893047359766d1c98c4f4497eb,618f73a26049e917c45804fa50a770549d40e864ab61f4cdc8dbd003cb5b9d98,5d8c108d75058797f13481d984b7ab8928d1bd0cb32ff3ecc66d380326ab24de,0e834f2569e88b3dd0c6117d2d6229b13adb5fac72b718d3d3c249b7a6d7dc4c,2,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u012,1791bad8b2bb32b8d6a66e4bd0e668f0c0cd57f6bfcd9db1d7e0b4395b30d86d,8b34973e34ca1ec5d69beffb31ae065b9877737f2aaa9f69472665db9cddff7b,float32,5813937abb0cf8e9e9e323d7e4bd66beb25843a34c4e33c0d1cf8f3ae60f12f4,float32,9810e85ef75d68da705d85803730615393305b8a6abafb584a0056a5e9441e42,float32,9810e85ef75d68da705d85803730615393305b8a6abafb584a0056a5e9441e42,float32,1791bad8b2bb32b8d6a66e4bd0e668f0c0cd57f6bfcd9db1d7e0b4395b30d86d
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,f6301b410b935ea07de6dddd4e334b7f9293b777ebf2802089fd94e86d37b194,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,3ab799c1c65ecf60e9080935b51a9b374f48f8b33afa103e33e2ee717f3a3301,74e34e7de9619815086dda3c6a4990f5621b2c12f49531995ba9cec2a713e157,80aaca6155954e72f4590775a051e555c104c90eee2dcd9f7ce3b730b85e9f25,4102ef13a919a92627170f5e326a6dfdfd17a891ddd1a287da01ac051982cac0,fcf377786a794f11867602b1464e551bbc00b6ab91d329e35e10543f8cea8148,3,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u013,7971c1f074543f00fe39446fb6486b4c716d248645d7d274ddd34d89289c6c28,0ffbf98b19228a15af875cefb7b434718d386f3f2266f8f5b4afb227e4a9d2c0,float32,ba5c7c32462e8c36d7dbdfb863dec124955cc37b58d747d524d47ff8ab753d8a,float32,f6301b410b935ea07de6dddd4e334b7f9293b777ebf2802089fd94e86d37b194,float32,f6301b410b935ea07de6dddd4e334b7f9293b777ebf2802089fd94e86d37b194,float32,7971c1f074543f00fe39446fb6486b4c716d248645d7d274ddd34d89289c6c28
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,b5e2e7f7cef6d4f3ff96a2b69966ffd648525ae2080968a2faa55c19275765ed,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,0d11a114f056c726e3c2f0183c95de8e7ad3173c213ec9481965b962a2a7c467,221395cb2bb284c03a3af9006442dcedbf700af6514b7cd0e0a0a66f69b58372,864176c54b7e21b42d7029c8e9f7466f838c1695460e0fbc7a3324f76112a850,f659cdc08c61d8ba2981cd5ae8dcd62aeaf11965b94a449a619a86e9b68cf4fa,bad286dba225513512ba1c595103b68c861a2c6cd0489134cc02fe513bd9ad0d,4,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u014,2a7b4cedc7e5e3ebec5984987de3e070a68ee213973933a53852e0ad4cc85153,f5f54cc5fb11ad8160f0bf5d45110c406be73a04e8847df6fb3f78db11810f96,float32,3a64099dd8af8f332e710ff7858102ef33b4bb8c94f638acbcb315de7828c1c7,float32,b5e2e7f7cef6d4f3ff96a2b69966ffd648525ae2080968a2faa55c19275765ed,float32,b5e2e7f7cef6d4f3ff96a2b69966ffd648525ae2080968a2faa55c19275765ed,float32,2a7b4cedc7e5e3ebec5984987de3e070a68ee213973933a53852e0ad4cc85153
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,2cc40cfc49e1cc430a8212f0926fa0bc2281e87d9646c18f8146b0a398078e50,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,c9ae3710c5823efd3c0afcd1d0b7f175c8ad152875667de1dee7bbaa356f6829,57dcc0c2a64e3964b79e69f247ee0e9b67bded4e3ada62c4e7d8d9f4ae7bfc93,52da91e480ba48acab17bb2836f207e956a5b8b081013ccc8789f5ce31bc9e76,2f34d696db929a61d5973d82fb2399ef8f9ec4566d48253efbad91db9ae28c0a,41614c5fd5e00d55f9db2b0b63a95d9f2b186ab2ac809554383e82fbb4acb6ce,5,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u015,a8d77dd2e088787082d6a3bb8ed0d79a4f2ea1402b4200a74ded48f493620f40,0d240d51de545405aec1da03f3cc33061221c287145f242712004e482f1c429d,float32,b4c77380901cb0c8a6bc1c3fc8450d25010a54dacfc3e33b8048a5b34382b7c9,float32,2cc40cfc49e1cc430a8212f0926fa0bc2281e87d9646c18f8146b0a398078e50,float32,2cc40cfc49e1cc430a8212f0926fa0bc2281e87d9646c18f8146b0a398078e50,float32,a8d77dd2e088787082d6a3bb8ed0d79a4f2ea1402b4200a74ded48f493620f40
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,d414a00b0c0e65511dc51be175a987ba11e792e5b46e12dfcb7012740601bfa4,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,2bc23416d38e9efd29c3c2116ea9d3647e6235f44f39219286b5c8f35a80879f,4eb6e91c0d13a4dac6dbb52e2e3d607f8ccc4782eb43a313566d2c9fb9a56786,b8ed1f487be0df06ed0ccbd3e836e6dcc83d43b650b772e4fe89916aeed2bbe7,35e5feb32fe0d75eacabdc26795790c0e8fb718c02993773194df257d58a57bf,1d255a47430b141e86c82b832f4904c602895cdbc588e40f13ac9b79c400379b,6,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u016,ce029d5c1243dc528de7aa96d1f587d48ae6efffbc8ddd5089f20097617a6ba3,e870a37b3a4176f13e03244eb413a98ec7c72bb6a9375433cf195345674ebaee,float32,01809c9ac1ff0396d9f24b3c187508e2f69a87e65db8b479e67aba0754d1517b,float32,d414a00b0c0e65511dc51be175a987ba11e792e5b46e12dfcb7012740601bfa4,float32,d414a00b0c0e65511dc51be175a987ba11e792e5b46e12dfcb7012740601bfa4,float32,ce029d5c1243dc528de7aa96d1f587d48ae6efffbc8ddd5089f20097617a6ba3
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,2cecc129c5f9f535088db48559bcaec6af69f0794b33ddf8b8349e0b36e1065a,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,3b9b2f3400f12f868762cb7e275e8768ee2cd78764f90034baa2a51e740759ce,d3c56c867538919099dc130f5a4b8095380220a37814fb55846b1274de7bf0ed,b0d7f4b43a0b7425a923b96cd141aa3dfd7a75cfb8221f98d1f0c58626282476,1cea47a96dc782f270f479a9ae0193f7d322beeed6c7561df2e0e905095d84c9,dd7fe215558d04ab625636538b1a06579a0f3fcc4704eb93c0df54df35493660,7,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u017,b7225074b4a57204902ec264cd7ebb60a0710e6f1d8322add7317026e7a464f9,605ce312b390541e94a11df3566d6ac5dcef67fc18aeb64adaf9245c762b88e2,float32,7e139cf1f926e81e3cbfea0c7618dd63c4f457e2b5521e9d54636fb6b08924f2,float32,2cecc129c5f9f535088db48559bcaec6af69f0794b33ddf8b8349e0b36e1065a,float32,2cecc129c5f9f535088db48559bcaec6af69f0794b33ddf8b8349e0b36e1065a,float32,b7225074b4a57204902ec264cd7ebb60a0710e6f1d8322add7317026e7a464f9
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,97bab98cca8fc4979d168362265659a0626cf3c4882223e677d08b988324118b,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,079bbb6e2675c005a7106a45abd00f68d759e69d37748a44a5ba7488b0e97d36,2401bcb8425c19397ce80113f3a10874e1a80a202505a0e1ff58b9b85045c96b,ed863f76c9854091670367b56c4ecd22e79de9b7f0c79bb0238eedafaaa2bced,3ebc8dadc891f2d682f5ae633b5d48d778a246423c5b5a78bd851024da2c57fd,82c0c09d8e2588a818341cfb12a5554443eb973dfa9ff15f22840be00809a143,8,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u018,524674e5bf37bf0ce65203d0da86355adc039f9f2146092b081a3387977bba76,e0bc80b76ff05c16f11f0f9d1bea741507a0968d5539b4578b7a9cf5d2bdd883,float32,843b2bccdaa568d93fa299372a62dbb0f9ebc3f89722539bbf60de0ed403bfb9,float32,97bab98cca8fc4979d168362265659a0626cf3c4882223e677d08b988324118b,float32,97bab98cca8fc4979d168362265659a0626cf3c4882223e677d08b988324118b,float32,524674e5bf37bf0ce65203d0da86355adc039f9f2146092b081a3387977bba76
10,3359,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,56ebfa3c9c91fc4ba4dece5465d1cfa5b74404ca8620db30e20aab68e5d599d3,16,64,64,64,64,d1,identity,f757aeac84eefeb29b9ec24bfc35c8808d6b40a6ae217bb3e4a78fc7e3b9ec02,6a489f80ec12a07f47a4d20504295f383495b554,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,de90d67525557729fd5637b02d573acc380d3cfb5d7d4ab9836fdafeafc692a8,9863ceccc03039976b383391f3cb34037b5ae4513d21b5124b3d50808dcfa667,7a2160220ffdc6cc505e15e998d28e8dc80514330548fa09d0eb0d3792e82fdf,e5bafbef000bd06601ad1142830afc3f1b3e810faf1d7b41a58ae7577bdc4d9f,da5e80ab3bdbfa40668633f36055e0868872cf353da9f5446eefa59e9a933e07,9,3041bff88bb89d6614a8026e527704ba15a339f652ce65f0711f50c02b165705,4f3cf0d88fb7b727836b5fd175c06570bda685a64d28a270014263181ce58cab,u019,ac7e4020523bcfe7107f8b41e69c81e52bac5aa29417f4f959f190959b5c0092,8d717f68924836da00a8f2b84638f80e7b54406fd7fed8b7dba961e3652c1473,float32,cb3bf95cd426cc5bfda9a57575cfb0dafb5c9354f8f849fa1940270f46057563,float32,f757aeac84eefeb29b9ec24bfc35c8808d6b40a6ae217bb3e4a78fc7e3b9ec02,float32,f757aeac84eefeb29b9ec24bfc35c8808d6b40a6ae217bb3e4a78fc7e3b9ec02,float32,ac7e4020523bcfe7107f8b41e69c81e52bac5aa29417f4f959f190959b5c0092
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,4ececfa898712b78db5160937c9d86471e7cc7a3f122ebeab068de96581f35ef,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,089959be2b0085349914f87f3253996fe521b09af1180742fb437f6fc23a8455,d66b56b848c1060003c48a3e9cac8b09f4ae485e9da2061d56c46ffa1f728111,11c67260ef62e6ab143e1af11a9a9bfe7d61a149159089fcc8856edb1021d8c3,16d421b6053eb00e3ff937fa88495c6791df059ab75e889e1e2901ced812ad43,52618a8ff907dd732ef006f7bf7d58aa3834b34f3bda0432dc4c9485234bebd4,0,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u020,c33182fd61822a4e3f6befdc693a8b09bd7fc2b0da494147eadc4656bb7edfd2,73398bb31c0ecedb854f869cda3423da1f8667db34cecdc3eaa54cbfdc054fbd,float32,39184f35eafcd6b0a1feeea8f497d1de2baf1fb08c043383152119321803b8de,float32,6cb62e09812dda2fac91997bc49f53ddfd9fea7d03133c7396e0f7bb600ff6ba,float32,42d998ac88e147611ccb50ad973961d183f50ea6368181245721eda26b177d85,float32,b346bcbed1ce69a9f512d725de8d77bf2610839757e3050c01e58a250db2a1db
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,657af1f91480640d9047f310aa42f39ac451ab07756f90e8ccb37eee8c2083cf,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,1ddc5179a3f0dafaa822c8f6ba4b46d998bafb0850bd89cd31565ccbda295b7a,8356948ae33aa6fb9735ec0fa4866de2d79949621c6daf8d6cf1e81480aa303c,36c08ce4ff8c576af62a2707aed30ef8f299d6f89f7383cd0074c9f9e976162e,28fc265c0635674a238f4f0892bf5ffc5b8a4668204f6029813406d1ccb5397c,1f4d589bd85adbca83804c750df2ecd24a94b99ac55b7fffef80314f9b452a67,1,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u021,06bc597ac56f114f0b4f452d498d9232f3c7c5ed35951e9ab28601613149e329,c860f8189b7d3a91e32259be0d839ba356f6e24daf5f4cd725ea5b9176c97d8f,float32,725f1a1bf6c1d9dc2eff783e75ff5d0fd335a97f08d9a8a9f6b7f6976f80050f,float32,e455e9eb211b3ea41ca4156f190f215f22564f0526668416978d74a8c31de0a3,float32,9b7e88a766b057adc3a0c8126454ae86c732bf3cbfb4a0c7ed536a14e82a27eb,float32,9c65f79d89f96cf2ff3321bbebaf36c44d4029d87b6c0f55359b8b305af249f2
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,afd22850d307e36cbdd31f63d1da41d338347c338cb2f86804ce050e8a0da0fb,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,db8caafd06fc6b1aeaaae73d703debca8326ad9358a41ce658fb598ee2268370,aa151fa7ae10b9a17fc419601dcd3b146772808553b216e64e966f0299c5aa8a,fb0a6024f95fb92e8168fb377fcdf509417419d3ceec4dd4eac145c52fdb8dfe,c411957670f1cc4bf0ce95038e2c304140270bffc03d1357fbd44cf72e2c8f8f,31ccea4ac30fe335bc3f5a66ff0d6a91ddd3cbdd31b9ad87a098235d7f5c4edf,2,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u022,ccd3013deff7bd9ff853432be5744ca29a7c273ac54dc52eda2f169c59fcca03,560523e81ea21ebf0757014704b91df1711e19115acf853b29d37d4090945010,float32,bd817aef95b768b47d1e819c51e6534c92fcfb985bc93b97dd28ef73e0df2074,float32,21ce810fdd0681b9dd62682eb556c40e71f18e7ecb6c283023ef9b9c7571368c,float32,7d155a0b0689d942c79a045f076deeaec6e540c7a8e4c501baab3c5e287c498b,float32,f2a9f2e165a3e922de49170987776fca5578b15602477d20f43f7f8bd664e36f
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,ed437d88d19cc5f8d2a0ff14bac00320f52b404c7aa0373a2279ba76b4965374,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,73c6be7153cc471fbca8e5d03632888a037e6976e35f1468d97706bb8be5f377,1c9e613c79b3ffa760f55f076af6784da8f609684b08553500de59d5f8a811b3,9af6b1bb496ca398cc97bf1f25b265fe44b4b9fd5d15405138de2d5aea6d39af,1bb875648569b8c2415d4bf4d6503a855b63bec95a6774c30c26f4456193efdf,699175eb52243b717f939f0ef87c953f321b2b6c68f4aae0fd6e8060af0e10ac,3,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u023,d24b6395e3cc28a1d52207faf063654cd5384931fd5c1cdb64ea566e173d6985,a75369701b1a887e488f2de7cf60f53e6150d8567193c4422f3023da6349f281,float32,8e9c5ffc6748d9c115500e29f347892b0b1f29661203607a95469e478cdc7cf0,float32,a44dd33a038a3b8da57c3e2fe277130ffccbb03502662ca228081f6af03a58d3,float32,4eb40a47cc6a029ee77adc5c84a7e24b506621445c427cc3eeb2f7e0cefdf73f,float32,4c9c9714dfed4a96bb8128bf7c9da096828fb22361952173530eb2f53c80b2e6
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,182ea521b10eb3a0ebc21e491f5faa63b7a950f6566c1b54a97df208cbc68603,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,daa45a2a62887d6675a8f6fa260df4045437ecb3909b779d7c53a70d2e61e665,0e9a56c12194f9ffd73ff44a377e25f16a8b5c7219def364ef019516f96563f2,e5d95729411b0064137683cd2fdfe124792e90f0cfa2970d4505216552aec03d,d7877b2a2c63bcef4b42c73c87e0c65dc894db4121c009c26e7d2a456dbc6f64,fb551b568cc3bdaeb9e9590004460d90f4ccfa3648db7a6697b514e11ddb707c,4,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u024,a3cee3327f37adc8703fa622c9781b99827b02f27f92a7afef90e349afe1f3eb,140b1b3b129a24dba2144fed94405adb3c22c389f943bdefabb4b20272c2bc8a,float32,4158a10fb843d875323c3cf5e4a202e76235095a25000d4cdbf3039dcf8ed51f,float32,44633a06d347e83c05ee5ce9cbe550022848ca27ed224406f52520360d5a759d,float32,50aec48bcb81895d63bc2f65459960eafa5e3e403f16e34957a6f6a499d4290f,float32,4c4c93cb7064064fbd7651de8035c554ea601756da6fd25c26d2580e1462fc43
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,133066055bb3dbaf20bc41020b6ad833c7caf8b58299c8911950f3ca764f1af5,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,93f783a3ba1d2182aa41260dfe1014648df0f27b04c18389ea0d8896aa2a6574,88e8139eaa4516f4ec126e7b69c27fd94c1dfdd17a3c2cad67afe2383bf7683d,a837f07ab91ea9181e1cc43a10da4e48a726df7b94723e20075e308e461a98a0,b966cc404f5a8acdf8b72b5e5ac6b7d95f741ed831c0e807e3c6ca5eef6d2216,6cf345e1a44c886c43a2111b957a44a1c8d974d77c976559606c781738a12e07,5,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u025,7dfc7106299c5252a26eb514364db57692193b7b90f561b72e01a7591611bdd5,34d87694b16c1fd180f8e0550f92a917faf861cb17138fb2091dce0a0bf133a3,float32,48515ce4deef3de7a5e4a17a18433f84967fd8b244ac850a59c78ed27b1df693,float32,590a038345b1671fabbdc71ede3e1559cdd72dfeb33d65499e0848ae9abb5688,float32,b798cc548cdd8b7917c1afdd1b9cb3cadeef2dcc4cd446ec9482c0a569aea4c2,float32,1a94c03475bb6010576b4740094a110b6760e0c79b1b2dfe7e5c6614d16fc94f
9,9196,True,991e27573c31d0ce072ef6782055bbc0f43fbea008ae3e14a0ce4503fc969a9b,67e58c064a39ff60903b42e27cb07226b2bd2d42b6fcf363174a6ed8ae572541,16,128,128,128,64,p22,rectangular_expansion,bf95f42498032a06c220c1ad1afa0a3a1694141ed32a2bc01f61aeb2a3c03733,6a489f80ec12a07f47a4d20504295f383495b554,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,fb7474fedca6ab3cbd95d9e80b9e9808d6821526f70ce3302766e4ba58a4010b,a348ab17d66df7930642607bc4d8ad082a42d2b29949da71b7c7357aeb6c7d2d,530a22ec5d30a25e2301a9398aad5c99cf1cd02d77d01d25ce3ea65198521b97,16959da9a1f54d80a9fef785afb88a01b3ae079234848f4e5b827719d83840ba,98178477d207f526ae71d657f9543ab8b002217ea212da97eae9d27af8594784,6,77b36961c953e0f51424af06e75a0be8d4927408be9c7f49aa2dd4ff08dc1bae,f598fba254ca376a3ef1995cf96f249c7a612544fddb076f1403e28284990124,u026,3f702cf984d9e1b183a367551d6d3d5efcd05abf96545929aec759544276e543,e7bb0adf329b95f92856e9eef4e7d75898d319485cb933a7f8329e88219dc99a,float32,a553bfffb7b53db4249be3052c575a6ed94efce78c6c5ae53a007a5c8e7771bf,float32,54c9bdf28a784ddcda4906137fd6d5a4c0e37616521466b23249e307fd75d867,float32,9a420347b19f5852fccbd8ff4916ba2d09dc5348bc569f30faccd1b237aa08fe,float32,52ae4df7ed49325665834a8ac3c27dd59e9e1d1b2f13470c306c24014251a25b
