corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.0001589744461598621,2.1028684972186582e-05,0.2500000106664613,0.00012852461122544803,2.1028684910106433e-05,0.25000000992842003,True,True,True,True,0.0,0.00018044057676622948,2.102868496701339e-05,0.2500000106049597,5.861545419780006e-06,2.10286814506136e-05,0.24999996880015896,0
0.00014846202520959835,1.9638132000951105e-05,0.2457085094108175,0.00012410849878933796,2.0306138184921915e-05,0.2540664735864696,True,True,True,True,0.000625,0.00017583326141788942,2.049174485775266e-05,0.2563887483789873,5.4322328032091036e-06,1.9488494075090753e-05,0.2438362686237257,1
0.00011945107597619526,1.58006466257238e-05,0.234812529459282,0.00010766523937095155,1.761575758071338e-05,0.26178679226549373,True,True,True,True,0.003125,0.00016143434273754796,1.8813683690907546e-05,0.2795891054684273,4.197939980739617e-06,1.506038702794554e-05,0.22381157280679684,5
0.00010350588047784582,1.3691461778383369e-05,0.23513145404908964,8.996607500745471e-05,1.4719890812291166e-05,0.2527932653328804,True,True,True,True,0.00625,0.00014975803012616323,1.7452917150024212e-05,0.2997291197469229,3.446542154711236e-06,1.2364697684156843e-05,0.21234616087110716,10
9.131760695647757e-05,1.2079231823023364e-05,0.24631041247409996,6.376654051134288e-05,1.0433227344048651e-05,0.2127463540893838,True,True,True,True,0.0125,0.0001370584622861168,1.5972899650016243e-05,0.32570709452765323,2.942197552192366e-06,1.0555328101876322e-05,0.21523613890886303,20
8.744312706703522e-05,1.156672670667136e-05,0.26805160174866305,3.7844584262252246e-05,6.191980122849044e-06,0.14349523698595396,True,True,True,True,0.025,0.0001263562388343094,1.4725654216378501e-05,0.341257755940629,2.973257713292683e-06,1.0666758481888258e-05,0.2471954053247541,40
9.583930703973804e-05,1.2677349375161132e-05,0.29846226427890565,2.387988049446856e-05,3.907130920850024e-06,0.09198540696179258,True,True,True,True,0.05,0.00011443705195319265,1.3336582919456817e-05,0.3139825698645989,3.4994445752040235e-06,1.2554488612800879e-05,0.2955697588947028,80
8.819679458092983e-05,1.1666419689451269e-05,0.35156373752472775,1.350398268043441e-05,2.209467852972296e-06,0.06658159032578155,True,True,True,True,0.2,8.886533453633526e-05,1.0356435109791732e-05,0.3120877811315862,2.4952971012880857e-06,8.952043208699737e-06,0.2697668910179045,320
8.60817190131827e-05,1.1386643543781936e-05,0.38098903126556116,1.3963914162538293e-05,2.2847200099341668e-06,0.07644511395750173,True,True,True,True,0.5,5.391907320188079e-05,6.283770670632723e-06,0.21025051774863524,2.7684311715878283e-06,9.931929731161991e-06,0.3323153370283019,800
5.441935549622105e-05,7.198436671820235e-06,0.34650724762006285,1.2473350434798439e-05,2.040839910471405e-06,0.09823880551439294,True,True,True,True,1.0,3.909486416769615e-05,4.5561458356218575e-06,0.21931672462122714,1.945288792526416e-06,6.978852063390148e-06,0.3359372222443171,1600
