fraction_of_training,state_file_saved,state_sha256,step
0.0,False,93423d0b3e69c181cac2f7edec8b556b4be6d5ca7ad0073e4f8a9ed0f08b9252,0
0.005,False,e1e1e6ee12a131f41f59c08b5aec592c4f0d543b477651170803f121273e034e,1
0.025,False,8e2f80ecd02ed69a4dc6a34a8e18dc8843ea78d90a9e92d085f5382eb4588071,5
0.05,False,3816d8cc76379046e3894c22d79b9b1bd57eaad5b4de0ea758b0370a038dd11f,10
0.1,False,85cb68152f7ad5f358dbd4aa893d05a31bfc9905761aee052417590038fa29ab,20
0.2,False,4c321c7d8b4bd85e5f543471eac8b000f71aebc0b247d39fce289409850d0af0,40
0.4,False,c25de19a9c463cee1110f869c1954ae022654cc579690d0f669cda71e6bbe1bd,80
0.5,False,01270634e32a311cf8369418d3cf3e17b5304dfb582f7cf6f66bd8f525458b20,100
1.0,False,7cd4181aa8e5c972fc5c66d06e759bf148c7f280bb69323efbe69bd616efd549,200
