corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.0001759060907376586,2.2649445805845777e-05,0.2500000093542369,0.00011141506172289652,2.2649445757604076e-05,0.25000000882175477,True,True,True,True,0.0,0.00021000123058100066,2.264944588064627e-05,0.25000001017986967,6.362026910739134e-06,2.26494423893946e-05,0.24999997164413867,0
0.00016357204985395602,2.106133029835527e-05,0.24583890097304037,0.00010808818165944018,2.197312795663459e-05,0.2564818817841188,True,True,True,True,0.000625,0.00020218537806177561,2.1806475922063007e-05,0.25453663177172053,5.851055412604454e-06,2.083033353116446e-05,0.2431425854711203,1
0.00012664830346638173,1.6307075404467624e-05,0.2294026145545845,9.55131477964552e-05,1.9416763108153956e-05,0.2731486862431011,True,True,True,True,0.003125,0.00017890391537730835,1.929548002153787e-05,0.2714425153644555,4.512695454441812e-06,1.6065640266898534e-05,0.22600618383785887,5
0.00010448749517690766,1.3453677751996654e-05,0.22059844113078103,8.155964229615105e-05,1.6580170271688107e-05,0.2718631873782244,True,True,True,True,0.00625,0.00016315409531325438,1.759680094149737e-05,0.28853276614321166,3.7517319325653e-06,1.3356535182781481e-05,0.2190056053477829,10
8.79307730591742e-05,1.1321855148495576e-05,0.22341155719199432,5.9498752860731044e-05,1.209543624286549e-05,0.23867645456443898,True,True,True,True,0.0125,0.00014827495162831103,1.5992027680359282e-05,0.3155669949726649,3.1650261341525006e-06,1.126780475659556e-05,0.22234499327090185,20
8.47785644092368e-05,1.0915980748774232e-05,0.24910041179405765,3.45013221191141e-05,7.013735951123297e-06,0.16005199659552224,True,True,True,True,0.025,0.00013587913656870789,1.4655091027358627e-05,0.3344261311750996,3.156317420112393e-06,1.1236800876903668e-05,0.2564214604353205,40
9.435138941163601e-05,1.2148565591012836e-05,0.2852546471516615,2.1184225632171915e-05,4.306518005313095e-06,0.10111928563538723,True,True,True,True,0.05,0.00012371746380704067,1.33434075278314e-05,0.3133101581118465,3.592597812550159e-06,1.2790002042629896e-05,0.3003159091011048,80
7.354281794953941e-05,9.46928024249859e-06,0.32921433010699,1.3248110002560362e-05,2.6931937590274488e-06,0.0936330910608468,True,True,True,True,0.2,8.21621438210662e-05,8.861505357680875e-06,0.3080840861563346,2.1738975432841657e-06,7.739289358230771e-06,0.2690684926758286,320
5.145514537384673e-05,6.6252994520522205e-06,0.32906597417274663,1.3356867019987976e-05,2.7153028538741763e-06,0.13486390845433777,True,True,True,True,0.5,4.303963104883638e-05,4.641990865799228e-06,0.23055882340262476,1.7277774092833534e-06,6.151057743437666e-06,0.30551129397029075,800
3.8333020582469716e-05,4.935711257160845e-06,0.32795263517071327,1.0674496217114057e-05,2.1700066339377982e-06,0.14418578333676593,True,True,True,True,1.0,3.0001767245569157e-05,3.235806769666343e-06,0.2150027223484172,1.322589482831559e-06,4.708548818875138e-06,0.3128588591441035,1600
