dataset,variant,deterministic_embedding_sha256,training_seed,endpoint_seed,k,total_observations,evaluated_observations,ordered_id_sha256,partition_sha256,inertia,centroid_margin,change_rate_vs_endpoint_seed0,wall_seconds,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,identity_ari,identity_nmi,delta_ari,delta_nmi,win_both
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,1,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,fdbaf70e844dc6ca21c421be1b7baa6c088d67132cb26168721c349bc739be93,93684.7109375,0.11021191285687072,0.21345638582911586,3.299504356458783,0.21726630638512934,0.3550455239246903,0.3507810221920891,0.36191854879578256,0.3914843114016825,0.35504552392469024,0.6328238606702863,0.36860201763652595,0.23645195026824375,0.35669124410968567,-0.019185643883114417,-0.0016457201849953695,False
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,2,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,05693ed59baaaa64998f106ad4c58f41ecb7a05236fa56969b319339639d9794,93585.4765625,0.11470585739832764,0.17386126823459358,3.1036823987960815,0.23446985943149132,0.367654387415205,0.3633836521575124,0.38261925580274997,0.3970455901761652,0.36765438741520506,0.6257574420713574,0.37660179289801005,0.22101546664893035,0.3476676899442132,0.01345439278256097,0.0199866974709918,True
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,3,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,520c21fe5b6fa926bc9514afd57a7ec2f2467e1eca5f04c71f9ff10a7149a9d6,93738.2265625,0.10748253228031143,0.29413515927359335,3.0034289732575417,0.22724188543489718,0.3607261461989223,0.3564859586124689,0.3708356495909392,0.39645172855397337,0.3607261461989223,0.6170364859126102,0.3847344481616174,0.24950259348633866,0.3604640893406526,-0.02226070805144148,0.00026205685826968805,False
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,4,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,20c81e00368b00e31759b716b625d4492aba383fc8c98d4a2d759573a1ffa18e,93633.140625,0.11542857279715847,0.01875558201845784,3.495137121528387,0.25363391034331806,0.36499127927394426,0.3606598492406312,0.401262217573948,0.3902491519209056,0.3649912792739443,0.6528391499580717,0.34871557592262936,0.2163644574385683,0.34944581731170743,0.037269452904749756,0.015545461962236828,True
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,5,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,a96ad0cf7318c784d907d54937a94c980a310d99d1c25892d8d1a04406c87fcc,93624.28125,0.11383073893849703,0.16225066984221492,3.505970625206828,0.23496475110393197,0.3731505943933972,0.36890176135215386,0.3845975220707481,0.39793519587696446,0.3731505943933972,0.6265516508171606,0.37619779862019687,0.23381320386088789,0.3526346681149154,0.0011515472430440876,0.02051592627848181,True
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,6,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,7ee788933be1c6770353566a01355172a3b92fc67ae91ae4cff5af8e130bf8b5,93568.0703125,0.1165283593907476,0.15510568621613574,3.591580083593726,0.23506171570220255,0.3718414324539146,0.3675856106240778,0.3839426741816705,0.4001424079907871,0.3718414324539146,0.6366660734545805,0.36562380236216513,0.2399712566635195,0.34506205589450195,-0.0049095409613169605,0.02677937655941265,False
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,7,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,a4786fc9218ed43bcf05ac03f755b6b317e39ad309ac2c7428bd2ec9b12342b9,93685.8203125,0.11063081662342086,0.21405180113128908,3.6160910353064537,0.21832676822286246,0.3557099612017115,0.3514451268472631,0.36317036077092624,0.391783060851542,0.35570996120171144,0.6315191405410692,0.3698864525142957,0.2404894736124977,0.3636038145466235,-0.022162705389635246,-0.007893853344911994,False
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,8,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,d8e9b3d57a3ad21fa91ee84816e99650d837439465e457bbb7c67af5c623671c,93598.53125,0.11484931855031791,0.1765406370943733,3.1887303292751312,0.237493319557888,0.3702896229057411,0.3660391410341814,0.38491697543193726,0.4001102642382316,0.37028962290574113,0.6215003602758963,0.38094167178627314,0.22908232778946228,0.34552618639049343,0.008410991768425718,0.02476343651524765,True
D1,FIXED_BETA_0.32,b4e3ca691c5f65c273a6825bce93f7e21d22e64e48adfceb2775468f98b8e4a7,NOT_APPLICABLE,9,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,20271881a57678d7b35e2e774a8c554574e4be2c8d9f33daaebad7d6b6d36377,93561.8359375,0.11623510047209439,0.16493003870199463,3.298736182972789,0.2304857878989671,0.36625762583832894,0.3619617158946783,0.38002617473506656,0.393872526958839,0.36625762583832894,0.6383054789300487,0.36354945378318065,0.2402735177503014,0.35480083099382304,-0.009787729851334304,0.011456794844505902,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,0,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,3ac179651383fd20f7b964edede3e5231ee6c6de6dbe8b8e2b52d05a49c532d3,238058.25,0.10716203408781722,0.0,2.7970283180475235,0.14180666160826197,0.2842230497175844,0.28357473775723147,0.4513103679211487,0.3094809839240393,0.28422304971758433,0.6878652668545209,0.31068886199628104,0.14180666160826197,0.2842230497175844,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,1,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,7ba2f2697f5704d63432f8307760af0aa739ba08f1510b5ae46a7d6aa39902b1,237912.296875,0.10770877583011997,0.1326860841423948,2.798716500401497,0.15154215840616733,0.2734595725705988,0.2727842627310439,0.4753090907775354,0.2902009519317489,0.2734595725705988,0.6575195800768773,0.34162160492313126,0.15154215840616733,0.2734595725705988,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,2,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c00fdee4e7256ca9355261c4b4a6a2a915e69e3774c0bd8e3c8ae0f90275b442,238058.25,0.10703619135412193,0.006010171058714708,2.790900954976678,0.1428644166955688,0.2835968755664522,0.28294841367303597,0.45155853030819765,0.3089962810594614,0.28359687556645224,0.6884942507438514,0.31006119970004736,0.1428644166955688,0.2835968755664522,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,3,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,69b90ed24c188e75ba0f06fe3f55b060fd6884a64d938f032e370102bde9b2b0,237907.6875,0.10827288413291841,0.13522884882108188,2.9097863994538784,0.14858376514016688,0.27391789936797,0.27324342961066594,0.4732827128680089,0.29086229280326076,0.27391789936796995,0.6499257231557003,0.34925115549903285,0.14858376514016688,0.27391789936797,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,4,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,7445480c27d32e5cbd69f0e189cb7f52e8861dba1d4ced02a668b4fbe803c029,238221.09375,0.10200239891316981,0.3832639852057328,2.899228433147073,0.17707681424580854,0.2726126836121431,0.27198745003048896,0.4543144686601269,0.3122336878642771,0.2726126836121431,0.6548534884301548,0.34528971902527783,0.17707681424580854,0.2726126836121431,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,5,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,ff8383a5521390c6720a1e70b40c30c7a5d919724b2acdd65a419f2fb91c657b,238221.109375,0.1020023993532518,0.3832639852057328,3.0980852656066418,0.17707681424580854,0.272612683612143,0.27198745003048896,0.4543144686601269,0.312233687864277,0.272612683612143,0.6548534884301548,0.34528971902527783,0.17707681424580854,0.272612683612143,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,6,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,0ca18c3a35c1089b11f473aba8833a269a23e99ebbbd2a91c6857ad617103944,237908.609375,0.10838798802871394,0.13777161349976885,2.9030456505715847,0.14150042629279844,0.2707474294814517,0.2700731262929878,0.465888496982508,0.28881230363673827,0.2707474294814517,0.6390236218053639,0.3602568503872316,0.14150042629279844,0.2707474294814517,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,7,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,9f7e9ceab2071e8fdf61336cad2d44009a64cae965cad0d0c44d4916b4b4f3a2,237909.703125,0.10851084041263098,0.14216366158113736,3.202885899692774,0.1386300324029647,0.26787060277493807,0.26719362150850157,0.46414042064592625,0.2857356612341915,0.2678706027749381,0.6374633436404218,0.3617707155515414,0.1386300324029647,0.26787060277493807,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,8,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c02516ce736d8cffcf7bc5c7fe3144ef9a3c2681414a54d5166cb3b46fe3bed6,237910.328125,0.10856233271738171,0.14539990753582988,2.8007872700691223,0.13897020954932454,0.26730393757362275,0.26662607004450434,0.4647888390690943,0.2849772384073834,0.26730393757362275,0.6369836641834457,0.36216834715136914,0.13897020954932454,0.26730393757362275,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,9,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f5268e862a26def17ee57c7bd7384959fcb855a00522c914838668e73b3e81ec,237910.53125,0.10855923386166975,0.14632454923717064,2.9860015995800495,0.13785711602224585,0.2655397345701035,0.2648599495246601,0.46437000804879475,0.282978594861315,0.26553973457010355,0.637110621296904,0.3620746259558977,0.13785711602224585,0.2655397345701035,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,10,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,2fc3a43d4c288b2b6924066197cce420bd8fdb77376c320c9ead65d9c7e46ff2,237910.609375,0.10857420038019898,0.14748035136384652,3.2963138204067945,0.13797217759169364,0.2657476223406643,0.2650677571721571,0.4647149365975799,0.2830875620119278,0.2657476223406643,0.6373020341051922,0.36185378573437205,0.13797217759169364,0.2657476223406643,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,11,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,6bfbb79790f1c35e1c630bb3633ca1da6bf5c874f8d9bcf98f2258845f08c22a,237912.296875,0.10770877227455723,0.1326860841423948,3.1228298619389534,0.15154215840616733,0.2734595725705988,0.2727842627310439,0.4753090907775354,0.2902009519317489,0.2734595725705988,0.6575195800768774,0.34162160492313126,0.15154215840616733,0.2734595725705988,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,12,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,fb4dc2e778b6d507ca4d385fe5b8c98e5187d5c37aff830518909bdee4060f48,238214.921875,0.10261896040084485,0.3495145631067961,3.0935430843383074,0.2061751870626061,0.29206340872832615,0.2914540719813795,0.47529356326982203,0.3340672831192059,0.2920634087283262,0.674672356606084,0.3257954066631213,0.2061751870626061,0.29206340872832615,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,13,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,4b797bc7cb468e08e0cfd2a32de48b8e2cad280ecd308966374402f00e1165b5,238493.890625,0.10217017529492128,0.2958853444290338,3.297996412962675,0.13625224481813364,0.2320132865206135,0.23135312585934395,0.4261656862999152,0.26571692696937393,0.23201328652061348,0.6471470143357665,0.3528460841099024,0.13625224481813364,0.2320132865206135,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,14,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,612eeaa58e055ee27116023ed6472758c2aba3e843ae5acda56ef302a45f3852,238213.1875,0.10250584600221048,0.36407766990291257,2.9931925795972347,0.20694911133711683,0.29203138737994044,0.2914211037987297,0.4764513645721556,0.33353708052469216,0.29203138737994044,0.6734533784585942,0.32715965251927936,0.20694911133711683,0.29203138737994044,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,15,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,d5328ce9e6d51903624bda9d863160db6cf7d8b954aea677bf8e9442b49c2768,237910.3125,0.1085738083020106,0.14516874711049466,2.799317764118314,0.13891668262961518,0.26743279063065867,0.26675489029746424,0.4648430805898687,0.28505401327988505,0.26743279063065867,0.6371092235481306,0.36215733784698,0.13891668262961518,0.26743279063065867,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,16,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,e727162a5f383644d5ace3cba57dbbd83640dddd1fea69bb2326e6f5d3f98116,237910.734375,0.10776338314294075,0.12713823393435042,2.7098171282559633,0.15132842008871286,0.2755866117391796,0.2749143849368771,0.4741156106065855,0.2929373032531255,0.27558661173917953,0.6565672114071425,0.34270932115843167,0.15132842008871286,0.2755866117391796,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,17,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,4481b44b2dd5c1d9e52914ead9ec404f923b609be143834cc0b8ee3e64a1a507,237910.140625,0.10853855388273373,0.14539990753582988,2.8931848164647818,0.13887998574824822,0.26699501744658444,0.26631679490186444,0.4647968605672766,0.28461912427103914,0.26699501744658444,0.6370819995582228,0.3620802803131239,0.13887998574824822,0.26699501744658444,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,18,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c2111eec02843b8c4e31c2eb13bf7adb3ff481ed55b67576cea8feccbedd395a,238213.1875,0.10250584669290999,0.36407766990291257,2.8011404257267714,0.20694911133711683,0.29203138737994044,0.2914211037987297,0.4764513645721556,0.33353708052469216,0.29203138737994044,0.6734533784585943,0.32715965251927936,0.20694911133711683,0.29203138737994044,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,19,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c17574b0b75731a20122337c81c2f273d9381da44eb703fe471a2b760251325f,237914.171875,0.10781273684730677,0.1282940360610264,2.503589192405343,0.15171326200256033,0.2754707039198017,0.2747977946237147,0.47490960331046367,0.29256617592291756,0.27547070391980166,0.6584626168198295,0.3408814316531873,0.15171326200256033,0.2754707039198017,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,20,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,dcd73ee2c5f482feb87c1b2c0d9c353a1624bc88c67b162537c3e5efde07a183,237912.0625,0.10817834513723787,0.12944983818770228,3.084699532017112,0.1477773149447954,0.2743170927462934,0.2736447207655526,0.4710660043203413,0.2920302971393693,0.27431709274629335,0.6494820396783048,0.3498704027815027,0.1477773149447954,0.2743170927462934,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,21,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,7393fa5998570f4dfec7ce1abdaf47f2956137f768e36393f77bab8cb6b000d6,238219.84375,0.10217084874450062,0.36384650947757746,3.103764420375228,0.20181485204626928,0.2875271303806498,0.28691408787204037,0.4721768040799317,0.32898209938798606,0.28752713038064986,0.6611032663887045,0.33917729509869016,0.20181485204626928,0.2875271303806498,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,22,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,532516882b4c8ac63b0a0cb71b0b356fee1d39e603ef0ec20796b0024fcf5ef6,237908.0625,0.10828590329890378,0.13222376329172447,2.6068618688732386,0.14528667752699997,0.2724762000859502,0.27180246912105976,0.4691971780060521,0.2902182008391507,0.27247620008595014,0.6468225696781069,0.3524519639411745,0.14528667752699997,0.2724762000859502,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,23,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,d6f522584f8881e5187cb9667b1458dd0f2d2d5489b763ffde708361192fc016,238056.328125,0.10677477552348187,0.015718908922792374,2.8033513724803925,0.14405141583878672,0.2876508655607172,0.28700518157089683,0.45331148914062735,0.31298382425566285,0.28765086556071723,0.6883931158405187,0.3101491491328192,0.14405141583878672,0.2876508655607172,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,24,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,dcf5bab02f5dfa9c6a6add21e5147297cbd1d675a983e6a652c648805d5e4fc2,237910.40625,0.1085761512986525,0.14632454923717064,2.9990440979599953,0.13837848599753216,0.26610825818803124,0.2654289993437612,0.46469772512860885,0.28358445527918097,0.2661082581880312,0.6365074727240037,0.36265185622325274,0.13837848599753216,0.26610825818803124,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,25,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,817932e89c7bcdeabd01efedb6b57aecf13a9e759be1237c163440a52a4e1c97,238217.328125,0.10262695468080721,0.34350439204808136,2.6987022794783115,0.20867613597680323,0.2939805850287407,0.29337311176197245,0.4769072956539094,0.33637582186293113,0.29398058502874064,0.6754230174872364,0.32508983638325456,0.20867613597680323,0.2939805850287407,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,26,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,340b3241594144f17ce724f716a40459655321a2361d79641d308e2c8adc0d1e,238058.515625,0.1070420410479018,0.006472491909385147,2.69322226382792,0.14301293134620882,0.2836843543789187,0.28303600212958147,0.45162338697073195,0.3091060029253085,0.2836843543789187,0.6882699882049975,0.31029717610315755,0.14301293134620882,0.2836843543789187,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,27,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,af782257a36b9597cf802d1f0429b0583485229339bd14ab898fbcce1869931d,237914.171875,0.1078127374009074,0.1282940360610264,2.9096466694027185,0.15171326200256033,0.27547070391980166,0.2747977946237147,0.47490960331046367,0.2925661759229175,0.2754707039198016,0.6584626168198294,0.3408814316531873,0.15171326200256033,0.27547070391980166,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,28,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,3ffe9f031bf387fb1b6122f7c72b91ed09ebf72a81ae27e93762b81d4c17126b,237910.328125,0.10853711287597607,0.14655570966250575,2.7957505211234093,0.1374296396803649,0.2650821930949048,0.26440176025773937,0.4642560389875245,0.2824014750024759,0.2650821930949049,0.6367369633284421,0.36254768548449096,0.1374296396803649,0.2650821930949048,0.0,0.0,False
tonsil_s1,IDENTITY,0374ab13fee4b236db2d1bbf0d245aada26e52bb76a56d35f5e48f521c65096f,NOT_APPLICABLE,29,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f1f5a4248a00cb480d63a5f08424c00ba937130b9ab050ae402af539954891da,237910.921875,0.1077528423306358,0.12898751733703195,2.5955050475895405,0.15119936026819727,0.27450841633226314,0.27383470066322224,0.47454514030381667,0.29157896841801867,0.27450841633226314,0.65807465203136,0.3411179869286421,0.15119936026819727,0.27450841633226314,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,0,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,3ac179651383fd20f7b964edede3e5231ee6c6de6dbe8b8e2b52d05a49c532d3,238044.3125,0.1071653831062063,0.0,2.4540733825415373,0.14180666160826197,0.2842230497175844,0.28357473775723147,0.4513103679211487,0.3094809839240393,0.28422304971758433,0.6878652668545209,0.31068886199628104,0.14180666160826197,0.2842230497175844,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,1,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,7ba2f2697f5704d63432f8307760af0aa739ba08f1510b5ae46a7d6aa39902b1,237898.390625,0.10771198711529952,0.1326860841423948,2.6040215268731117,0.15154215840616733,0.2734595725705988,0.2727842627310439,0.4753090907775354,0.2902009519317489,0.2734595725705988,0.6575195800768773,0.34162160492313126,0.15154215840616733,0.2734595725705988,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,2,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c00fdee4e7256ca9355261c4b4a6a2a915e69e3774c0bd8e3c8ae0f90275b442,238044.28125,0.10703954449242088,0.006010171058714708,2.979536857455969,0.1428644166955688,0.2835968755664522,0.28294841367303597,0.45155853030819765,0.3089962810594614,0.28359687556645224,0.6884942507438514,0.31006119970004736,0.1428644166955688,0.2835968755664522,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,3,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,69b90ed24c188e75ba0f06fe3f55b060fd6884a64d938f032e370102bde9b2b0,237893.734375,0.1082760531408786,0.13522884882108188,2.9126990400254726,0.14858376514016688,0.27391789936797,0.27324342961066594,0.4732827128680089,0.29086229280326076,0.27391789936796995,0.6499257231557003,0.34925115549903285,0.14858376514016688,0.27391789936797,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,4,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,7445480c27d32e5cbd69f0e189cb7f52e8861dba1d4ced02a668b4fbe803c029,238207.203125,0.1020055103625454,0.3832639852057328,3.111997079104185,0.17707681424580854,0.2726126836121431,0.27198745003048896,0.4543144686601269,0.3122336878642771,0.2726126836121431,0.6548534884301548,0.34528971902527783,0.17707681424580854,0.2726126836121431,0.0,0.0,False
tonsil_s1,B10_MIXTURE,2694e4be0cc41ccdc2c024aedfdf322f2b31efc2646f677bdd5e4996ee526f3a,NOT_APPLICABLE,5,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,0b10dd21727b1c8e1713fc46ee7135d1ca2e44eeef75d979c8e6dce8fcb003de,238209.234375,0.10199488570467057,0.3837263060564031,3.0928997825831175,0.17349991264338963,0.2703892227798942,0.2697623998811756,0.45157284057687447,0.3098432803000906,0.2703892227798942,0.654080764884285,0.34600200858549246,0.17707681424580854,0.272612683612143,-0.0035769016024189138,-0.002223460832248836,False
