source_file,dataset,candidate_id,mechanism,training_seed,endpoint_seed,k,total_observations,evaluated_observations,ordered_id_sha256,embedding_sha256,partition_sha256,reference_method,reference_ari,reference_nmi,delta_ari,delta_nmi,win_both,inertia,endpoint_wall_seconds,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,family,semantic_lane,status
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,0,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,877dbe6e4499e4a35be5312ca41e0798d2ca58b19990c5690ea7da9e885c2d36,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0117385323215741,-0.0084305865927594,False,96374.2578125,0.3522452525794506,0.1904081516406472,0.3477571639234107,0.3439967832878952,0.3692795675573319,0.3423707525397276,0.3477571639234107,0.7103413620408539,0.2934542240852132,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,1,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,eb0e928bcd73d45dd20c3b5c2dbc5faac6c88b9809b3e343eb9bef90f67f5f12,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0149829519817553,-0.0262267390147715,False,96570.65625,0.398772981017828,0.187163731980466,0.3299610115013986,0.3261718717506986,0.3619078112175763,0.3295442631753718,0.3299610115013986,0.651003677395419,0.351036586376337,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,2,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,de0a6a8c24e620d84c6b367448ecc041de80c76a76d1203ecef3e14a126ad5f9,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0234167804168779,-0.0120130643240449,False,96364.8046875,0.3990074153989553,0.1787299035453434,0.3441746861921252,0.3403898063188336,0.3609036892665734,0.3384762375876139,0.3441746861921252,0.7056658345950594,0.2991640114089052,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,3,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,8d2e6a1c9412adb169b9ddb91a6e77083f79bfc34ca7c1008904c47ec91b4a0b,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0347367256517324,-0.021784634432345,False,96427.515625,0.4035793989896774,0.167409958310489,0.3344031160838251,0.3305791162595625,0.3516509727130066,0.3297703350084139,0.3344031160838251,0.6998268533470738,0.3069032597252072,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,4,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,c155de05568aa2e009dec9783bc0549a4e3f23c0ddd956d1dbbe231064697334,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0489987761625228,-0.0546976527516154,False,96318.1015625,0.3917303849011659,0.1531479077996985,0.3014900977645547,0.2974911730410598,0.3395957871202443,0.2979555240698028,0.3014900977645547,0.6357409399043775,0.3677705359773923,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,5,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,e4ccf79662881876d5cba81dba206b15a9b2f4dce506b037bdfe63a0f6966054,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0113053996057606,-0.0355996999369032,False,96324.4765625,0.3892852142453193,0.1908412843564608,0.320588050579267,0.316740329060436,0.3654839603027179,0.3200111142197591,0.320588050579267,0.647965147200976,0.3607090365614364,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,6,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,f95ecec653260720602410c776853b54b9512dd6413bd3bf5cb9cfb0c8d97dee,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0128757385355862,-0.0154964674471432,False,96635.5234375,0.4006811510771513,0.1892709454266351,0.3406912830690269,0.3370399399840688,0.3558260570287405,0.346549125890476,0.3406912830690269,0.6540085268739233,0.3513065887259572,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,7,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,8e3a3770b991cce19315dab8427004287fe0593bcad669300df4f27d4a941959,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0326440019247274,-0.0452745039568614,False,96320.5859375,0.3998063281178474,0.169502682037494,0.3109132465593087,0.3069825689229503,0.3511881405172356,0.3081596846213106,0.3109132465593087,0.6432784298145624,0.3597450011140694,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,8,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,78fc0555ac9c95789a8ad04136f10159829abaa995e582b1cc736f28b552267e,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0308662622197968,-0.0437327746153599,False,96334.5,0.4004817251116037,0.1712804217424245,0.3124549759008103,0.308541481454272,0.3524077782795842,0.3104403137083419,0.3124549759008103,0.6385154520957057,0.3702586911363766,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/E10_EDGE_RELIABILITY/E10_EDGE_RELIABILITY_endpoint_metrics.csv,MISAR_E15_5_S1,E10_EDGE_RELIABILITY,EDGE_RELIABILITY,0,9,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,79b7858410e18113f2b2abf4502dc8169230c2c14ed1a38fd367bfa439230896,97ccea3e3f5df1b7188ad01652c79ff7b154d5f76b5ca292e81dc46c98128da5,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0343928854920113,-0.0161050554592152,False,96303.1015625,0.3879306223243475,0.16775379847021,0.3400826950569549,0.336256541108742,0.3542953577644413,0.3330946618036144,0.3400826950569549,0.6965543125605339,0.3094160959081281,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,0,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,7a422e795b94bfe53df36fc03c029cc359aa3a77a4745c985d916bfd05f823d6,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,-0.0015330306515729,-0.0023643969616366,False,211394.53125,0.677195942029357,0.1402736309566889,0.2818586527559477,0.2812089148884382,0.4497180318655943,0.3072324186898479,0.2818586527559477,0.6769935870205923,0.3216660531365181,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,1,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,f3f6fd38344381534f56be3f06938dbf85f571fcf98bf4a9272a5475c3f117b6,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0022038541414169,0.0020632438232595,True,211404.78125,0.5986651629209518,0.1440105157496788,0.2862862935408439,0.285640421784968,0.4523567534704165,0.3119913824657427,0.2862862935408438,0.6802446584727391,0.3185067193301726,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,2,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,c08bb7736e072075316a10a4329d8c8e8c1e3a4b7668f5d57f0acba6a83b7f7d,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0007474795233942,-0.0012293503192178,False,211395.375,0.6031541116535664,0.1425541411316561,0.2829936993983665,0.2823455129054429,0.4507376720948672,0.3087139956611541,0.2829936993983665,0.6801242668509869,0.3185197481196923,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,3,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,cdf080a76b9240870d048c39753496c893a1dcd6254c9e01e6af9b246e0512a1,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,-0.0014985946801833,-0.0018060239962984,False,211395.671875,0.5992286559194326,0.1403080669280785,0.2824170257212859,0.2817677439406879,0.449793769535952,0.3078179579168383,0.2824170257212859,0.6762422392186175,0.3224279497208367,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,4,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,604e585fb72c7ed83dec577b5670e64e4f552f0334c8aab83098c6c3ade27340,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0006353878788159,0.0025705429834619,True,211403.703125,0.7037998251616955,0.1424420494870778,0.2867935927010464,0.2861480105332667,0.4514929130657969,0.3124629403913762,0.2867935927010464,0.675266180053522,0.3233885073561385,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,5,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,c7de5fb865d07901894ab7b25c49d496e81a00894a71aef523791124bcb8eadf,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0010882857983271,0.0024277333397086,True,211403.421875,0.5238252859562635,0.1428949474065891,0.2866507830572931,0.2860051694014813,0.4516889912475436,0.3123542485110088,0.286650783057293,0.6776421129755943,0.3210479653794572,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,6,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,cca33d732416a0c9dcc8108dd0d0c4aeadf907fbba7e61d0acc5473af871260d,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0022405068401862,0.0012128335371247,True,211403.03125,0.5933105256408453,0.1440471684484481,0.2854358832547091,0.2847899905276637,0.4515420645012089,0.3114225740954219,0.2854358832547092,0.6751950597768149,0.3233822054078733,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,7,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,ad1bc55efb85a477210f3f8b256fdbbaf32d335428c466f7b8022452f3705e86,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,0.0020043181052246,0.001580007585923,True,211404.203125,0.6771756615489721,0.1438109797134865,0.2858030573035074,0.2851567952537364,0.4521731915838402,0.3114872514686705,0.2858030573035074,0.6794298862352893,0.319308825424086,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,8,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,2713eb11e731e621eb9abb62cfb680557b9940e4b17e432ee3f2138a46c8e5ca,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,-0.0004635432370051,-0.0015416450541778,False,211393.859375,0.6094009280204773,0.1413431183712568,0.2826814046634066,0.28203280025597,0.4500816493086165,0.3083093942072397,0.2826814046634066,0.6772838379581188,0.3212806714216721,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,tonsil_s1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,9,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,f68677171c63f9510e953a6a71a21effac40f7349d07fa4ded40559e40773369,03d5e60a8a516605554e502f4ae67fb1c92f525c2bb94ef029d66214511c5376,SIMPLE_CONCAT,0.1418066616082619,0.2842230497175844,-0.0013042553246805,-0.0022360221947148,False,211395.328125,0.5898865275084972,0.1405024062835814,0.2819870275228696,0.2813374126392823,0.4498646577179918,0.3073755337577744,0.2819870275228696,0.6765513165959566,0.3221297367822698,RNA+protein,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
stage_b_discovery/S10_SHARED_PRIVATE_ORTHOGONAL/S10_SHARED_PRIVATE_ORTHOGONAL_endpoint_metrics.csv,MISAR_E15_5_S1,S10_SHARED_PRIVATE_ORTHOGONAL,SHARED_PRIVATE_ORTHOGONAL,0,0,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,353c4de39e476977a9cc78bf6a56bd4f8f84f85a9c098904f5f31cb12dd8cd3e,a504de4b3dcfab652f6ea6dff4baddd1838863011fa8b15240c0646ce2f88236,SIMPLE_CONCAT,0.2021466839622214,0.3561877505161702,-0.0363335781449163,-0.0535553553632537,False,112555.8828125,0.3069020044058561,0.165813105817305,0.3026323951529164,0.2987193018520473,0.3433957635153195,0.3041500681515571,0.3026323951529164,0.5802941654547383,0.4264805970771971,RNA+ATAC,TRAINABLE_COMMON_ENDPOINT_REPRESENTATION,PASS_ENGINEERING
