step,fraction_of_training,wall_seconds,gradient_norm,embedding_l2_mean,embedding_finite,total_loss,checkpoint_state_sha256,L_rna_recon_raw,rna_recon_coefficient,rna_recon_contribution,rna_recon_contribution_fraction,L_mod2_recon_raw,mod2_recon_coefficient,mod2_recon_contribution,mod2_recon_contribution_fraction,L_corr1_raw,corr1_coefficient,corr1_contribution,corr1_contribution_fraction,L_corr2_raw,corr2_coefficient,corr2_contribution,corr2_contribution_fraction,cross_omics_rna_attention,cross_omics_modality2_attention,rna_spatial_attention,rna_feature_attention,modality2_spatial_attention,modality2_feature_attention
0,0.0,0.038461124524474144,0.630657742485945,2.2615489959716797,True,6.92006728053093,bb57e92b5764579114a1c6ddd18da72ae18bcf09aad986f0b44fcd2101f65279,1.0023605823516846,1.5,1.5035408735275269,0.2172725802475392,1.0349129438400269,5.0,5.174564838409424,0.7477622151113558,0.08657749742269516,1.5,0.12986624240875244,0.018766615575273524,0.11209532618522644,1.0,0.11209532618522644,0.01619858906583147,0.5035623908042908,0.49643760919570923,0.500404417514801,0.49959561228752136,0.5015715956687927,0.49842843413352966
1,0.000625,0.14222434721887112,0.6306577429298287,2.2468929290771484,True,6.89920698851347,b705adb0195c793855ec550a8d6fe28908a0aef659cfe58de116112b71a1139a,1.0022820234298706,1.5,1.5034229755401611,0.21791243226115972,1.0317331552505493,5.0,5.158665657043457,0.7477186386250115,0.08501902967691422,1.5,0.12752854824066162,0.01848452270717267,0.10958980768918991,1.0,0.10958980768918991,0.0158844064066561,0.5033000111579895,0.4967000186443329,0.5004001259803772,0.4995998740196228,0.5014786720275879,0.4985213577747345
5,0.003125,0.35613576881587505,0.5167999046254851,2.2016944885253906,True,6.8260678723454475,1333e73a5f43f399b562f7e7c6e806437a2fef7ffe28c46210ce05d1f68b8cc8,1.0020405054092407,1.5,1.5030608177185059,0.2201942385905477,1.0202833414077759,5.0,5.10141658782959,0.7473433729683581,0.08095119893550873,1.5,0.12142679840326309,0.017788688989630666,0.10016366839408875,1.0,0.10016366839408875,0.014673699451463608,0.5020596385002136,0.4979403614997864,0.5003348588943481,0.49966517090797424,0.5011058449745178,0.4988941550254822
10,0.00625,0.5832857210189104,0.42632565328799704,2.170431137084961,True,6.75287127494812,32b104f4e6b78226ef0f77bc23eda3a78030764456f338992cba54b9fcdafbb8,1.0018582344055176,1.5,1.5027873516082764,0.22254050024370142,1.00827157497406,5.0,5.04135799407959,0.746550287843051,0.07931859791278839,1.5,0.11897789686918259,0.017618860485400952,0.08974803239107132,1.0,0.08974803239107132,0.013290351427846642,0.5002812147140503,0.4997188150882721,0.5001792311668396,0.4998207986354828,0.5006506443023682,0.49934935569763184
20,0.0125,0.9348388444632292,0.3327375448290464,2.1512057781219482,True,6.642222426831722,45bb0f76609656e5fd5d19bbbed04e9b101ac86d6c78a75145fc040a62fbbcea,1.0016963481903076,1.5,1.5025445222854614,0.22621111214460807,0.9892094731330872,5.0,4.946047306060791,0.744637410225964,0.08022026717662811,1.5,0.12033040076494217,0.01811598483646966,0.07330019772052765,1.0,0.07330019772052765,0.011035492792958328,0.4976249635219574,0.502375066280365,0.4997529089450836,0.5002471208572388,0.4998438358306885,0.5001561641693115
40,0.025,1.5470255892723799,0.2556846528571374,2.1741530895233154,True,6.489905688911676,076e398f33979a5ffb5f51978cb537764091cf73ac9dca8c8ebfb5c0c9dfec02,1.0015978813171387,1.5,1.502396821975708,0.23149748147228502,0.9615773558616638,5.0,4.807886600494385,0.7408253418395426,0.08371854573488235,1.5,0.12557782232761383,0.019349714517757896,0.0540444441139698,1.0,0.0540444441139698,0.008327462170414494,0.49740099906921387,0.5025990009307861,0.4986935555934906,0.5013064742088318,0.49893295764923096,0.501067042350769
80,0.05,2.6704324185848236,0.20104830756648215,2.3074774742126465,True,6.2901707254350185,2dec16ea79a30712de5129f78ce25179a781102af7dcf8786bc44641011fbb4a,1.001211166381836,1.5,1.501816749572754,0.23875611889197024,0.9227963089942932,5.0,4.6139817237854,0.7335224948868625,0.08925778418779373,1.5,0.1338866800069809,0.02128506297382278,0.04048557206988335,1.0,0.04048557206988335,0.006436323247344519,0.5069359540939331,0.4930639863014221,0.49609100818634033,0.5039089918136597,0.4994086027145386,0.5005913972854614
320,0.2,8.902406947687268,0.07994035139033813,3.0271480083465576,True,5.7714577205479145,f73daf097cd6ea439c6c01ce3293dfc238fc8cd9024fe0e70013cc33aa56551e,0.9947881698608398,1.5,1.4921822547912598,0.2585451244801979,0.8237654566764832,5.0,4.1188273429870605,0.7136545986160389,0.08838703483343124,1.5,0.13258054852485657,0.022971761198706312,0.027867574244737625,1.0,0.027867574244737625,0.004828515705056921,0.6255500912666321,0.3744499683380127,0.5118823647499084,0.4881177246570587,0.5106016397476196,0.48939836025238037
800,0.5,21.321083523333073,0.03676529879360361,3.2924816608428955,True,5.478061081841588,486a737ab05609106da56a4ea61b1cb03405ea6b665fdf3f5b4908a8679911e4,0.9891566634178162,1.5,1.4837349653244019,0.2708503872369395,0.7773222327232361,5.0,3.886611223220825,0.7094866532437866,0.059043217450380325,1.5,0.08856482803821564,0.016167185198388175,0.019150065258145332,1.0,0.019150065258145332,0.0034957743208857313,0.6725779175758362,0.3274221122264862,0.5955858826637268,0.4044141471385956,0.5632211565971375,0.43677887320518494
1600,1.0,41.71947203204036,0.022514230657087686,3.456543445587158,True,5.234572559595108,24dd767ed1cf0ccdb99665e12ea9afa1dc7a6e1c5ecaf4f442ca44f13aef1db6,0.9858047962188721,1.5,1.478707194328308,0.28248862299516686,0.73374342918396,5.0,3.6687171459198,0.700862793313457,0.050268955528736115,1.5,0.07540343701839447,0.014404889063993965,0.011744782328605652,1.0,0.011744782328605652,0.002243694627382165,0.6435970664024353,0.3564029633998871,0.7491000294685364,0.250900000333786,0.7829629182815552,0.2170371115207672
