step,fraction_of_training,diagnostic_parameter_state_unchanged,diagnostic_grad_fields_unchanged,diagnostic_rng_state_unchanged,diagnostic_optimizer_state_unchanged,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share
0,0.0,True,True,True,True,6.258796346973712e-06,9.388194520460568e-06,0.00671794592941631,0.00020037923199213106,0.0010018961599606553,0.7169306318522384,0.0001784055871930921,0.0002676083807896382,0.19149354313924502,0.00011858718181995428,0.00011858718181995428,0.08485787907910017
1,0.000625,True,True,True,True,5.883671377106136e-06,8.825507065659204e-06,0.006599501239367113,0.00019232032386040082,0.0009616016193020041,0.7190624891179541,0.00016753844360816217,0.00025130766541224325,0.18792180857278326,0.0001155643078874438,0.0001155643078874438,0.08641620106989537
5,0.003125,True,True,True,True,4.87173784703765e-06,7.307606770556474e-06,0.006320723030755697,0.00016626966459674708,0.0008313483229837354,0.7190757051727997,0.0001422485682873068,0.00021337285243096019,0.18455709849254867,0.00010410584592592267,0.00010410584592592267,0.09004647330389605
10,0.00625,True,True,True,True,4.404936379363558e-06,6.607404569045338e-06,0.006371617335364214,0.0001454423447544964,0.000727211723772482,0.7012609531095061,0.00014128651055293266,0.000211929765829399,0.20436698793417135,9.125697439755171e-05,9.125697439755171e-05,0.0880004416209585
20,0.0125,True,True,True,True,4.335965725453513e-06,6.50394858818027e-06,0.007092571339792178,0.00012181241123723985,0.0006090620561861992,0.6641836148138687,0.00015403912983822542,0.00023105869475733814,0.2519700538875574,7.038385443100432e-05,7.038385443100432e-05,0.07675375995878175
40,0.025,True,True,True,True,4.633279823280574e-06,6.949919734920861e-06,0.008698425407396754,0.00010206539664292381,0.0005103269832146191,0.6387183400938554,0.00015819126582278454,0.0002372868987341768,0.296985068535507,4.442215375264976e-05,4.442215375264976e-05,0.05559816596324098
80,0.05,True,True,True,True,4.814827828077778e-06,7.222241742116667e-06,0.010326466000432735,8.575575293380854e-05,0.0004287787646690427,0.6130740970967201,0.00015844374026823931,0.00023766561040235897,0.33981773705801926,2.572480536460304e-05,2.572480536460304e-05,0.036781699844828
320,0.2,True,True,True,True,5.773127044520596e-06,8.659690566780894e-06,0.021138420204456942,4.18033474157031e-05,0.00020901673707851548,0.5102126437495312,0.00011843816103889548,0.00017765724155834322,0.4336636968104715,1.4332260559410337e-05,1.4332260559410337e-05,0.03498523923554026
800,0.5,True,True,True,True,4.7396402593771e-06,7.10946038906565e-06,0.03166890012944474,2.121143486670514e-05,0.0001060571743335257,0.47242883118741863,6.77917561243153e-05,0.00010168763418647295,0.4529648320994655,9.639172922074614e-06,9.639172922074614e-06,0.04293743658367124
1600,1.0,True,True,True,True,4.414756568877366e-06,6.622134853316048e-06,0.040862892172447034,1.5474048421835973e-05,7.737024210917987e-05,0.4774248683686009,4.786518059756723e-05,7.179777089635084e-05,0.44303908563421984,6.267271507597663e-06,6.267271507597663e-06,0.03867315382473235
