ari,candidate_id,dataset,gpu_peak_allocated_mib,nmi,q,run_manifest_sha256,runtime_seconds,seed,spatial_cluster_geary_mean,spatial_cluster_moran_mean,spatial_neighbor_agreement,stage_evaluated
0.23901670144447143,C04_SHRINK25,a1,768.7822265625,0.3672017577971367,0.30310922962080405,995199ba5fc379a6d227bb5e17f3e63b566f79d88ce3a25d155d098ad6f91ce5,4.465753559023142,3,0.4684962586083644,0.5396928568632529,0.5956276310753923,R3
0.26326997141014435,C04_SHRINK25,a1,768.7822265625,0.3826214897455333,0.3229457305778388,d2b7c3984a0357517a7c2dedaa4517518940b9dc24645fb85af7be10a4efbaf8,4.403566204942763,4,0.4875611962318098,0.5206332695319721,0.5954681719607092,R3
0.2670776241056991,C05_SHRINK50,a1,768.7822265625,0.3918964439102954,0.3294870340079973,1eb7e12f2d43b92e8a854bcc05e95bc9331ecf0b661ea7c9e33186e19fe6ced0,4.5376339154317975,0,0.5230588215596895,0.4858141720074636,0.5684398520219416,R1
0.2451337789516734,C06_RELIABILITY25,a1,705.6015625,0.3779886687171673,0.3115612238344203,00e4e59e67888a79b220438cc0f54fd7a1639fd3113bbe980e2a973039946294,3.5928329629823565,0,0.5053746944840387,0.5029547649453012,0.5833014415103968,R1
0.2449872163261742,C07_RELIABILITY50,a1,705.6015625,0.3778390205880166,0.3114131184570954,d65ae4317b07bd5433bfc5c41da55c8f563f4ce3d732b0e7f5bfe93cbdf55861,3.686726029030978,0,0.5078537942471387,0.499915648143286,0.5818503635667814,R1
0.2702572158119971,C08_RNA_ANCHOR05,a1,704.271484375,0.3924094380948276,0.3313333269534123,333fdf947d287fb659a44e70245bf1ef5e1e11047944fd0de26df5cff7ef158d,3.625778067857027,0,0.5390891292775594,0.4690158004004492,0.5738295700982268,R1
0.2333195709324048,C09_RNA_ANCHOR10,a1,704.271484375,0.3801873279855779,0.3067534494589913,a13e701e462430d1aa32824c5532233a36ed72f09a81af84d17c5c2d85ec614c,3.6106332167983055,0,0.5566657043653214,0.4483645340491529,0.5434207169281796,R1
0.2587915927239408,C09_RNA_ANCHOR10,a1,704.271484375,0.3924461283225644,0.3256188605232526,8a7c098ea30eedc45c93fc921aeaebb5aecae24d7a0820973ee2301f8f52d1cd,3.648996262811124,1,0.5325555520346114,0.4757382995656905,0.5690936343921419,R2
0.2703721090031173,C09_RNA_ANCHOR10,a1,704.271484375,0.3819330733179182,0.3261525911605178,604d3930761e879c07bd4b972843dc34736d48a6a8fe1258299f10b19a594302,3.591742199845612,2,0.4845499742134349,0.5259703894321817,0.6270889144023473,R2
0.24759842612432093,C09_RNA_ANCHOR10,a1,704.271484375,0.3715000090795478,0.3095492176019343,6a81a8cdb9ee7869692d375619953dd7a34c742c20a7a6dc8ec9b67bb8c472af,3.6744760125875473,3,0.5139608169675458,0.49564474754130056,0.5768274014542671,R3
0.241796016406213,C09_RNA_ANCHOR10,a1,704.271484375,0.3695573720194411,0.30567669421282706,75bc6863f5e5bcc66cb455a80a482468c0aad17df817a4669db0079339f474e6,3.6777640571817756,4,0.5272435055856065,0.48283236575988936,0.5654101288429647,R3
0.2628443598048723,C10_MNN_TRIPLET01,a1,705.62841796875,0.3799491472951707,0.3213967535500215,7d9118ab21fe22456e386494eb63badfdeffacbc66aa005cf77c2b67c3cace76,3.9629474729299545,0,0.5227523403881482,0.4830347366054704,0.5707839010077816,R1
0.2630080598746878,C10_MNN_TRIPLET01,a1,705.62841796875,0.3911907552747742,0.327099407574731,4e1656c29cd360a0fe871a4c167d21a4d568527ed4c5c90ea7ed677f708a0d62,3.832401502877474,1,0.5302143476807043,0.4784819655417117,0.5691733639494834,R2
0.234566404279576,C10_MNN_TRIPLET01,a1,705.62841796875,0.3615226430573416,0.2980445236684588,3665ce8aa25bbc6acff9db927e49e0a702a7fe72ac3bee66420a6ce62b864105,3.742927199229598,2,0.515984204610595,0.4918435770484674,0.5845133307819875,R2
0.23497024658345744,C10_MNN_TRIPLET01,a1,705.62841796875,0.3628240454855816,0.29889714603451956,698315a989b0620591708bd5d303b8f127450de491a774d70d4f42866d456e87,3.823243369348347,3,0.515355402965836,0.4930461916166363,0.5699866054343666,R3
0.2122807965900834,C10_MNN_TRIPLET01,a1,705.62841796875,0.3701484953347371,0.29121464596241026,6d00603efbb81e5ad962a0a76d86ea5907242a8857e288fcf0c1e23031721d1f,3.7632902776822448,4,0.5270861061141188,0.4807727206775783,0.5484596249521623,R3
0.2622476525813494,C11_MNN_TRIPLET03,a1,705.62841796875,0.3767000856348636,0.3194738691081065,b190ba58cba0fa2722c0893792ae4337a4cd4c72f9125ee5a8d04d2069d578fc,3.834823602810502,0,0.5294998186952554,0.4805713845766362,0.571868222987626,R1
0.2168491772596837,C12_NEIGHBOR_CONTRAST,a1,705.62841796875,0.3562630447667148,0.2865561110131992,744c26f5098f91ebd26123fe6296a3a90a573c9bb22e38bd529fe0e77916cac8,3.914732174947858,0,0.373246987180404,0.638206628004218,0.7412138027809669,R1
0.228837933556428,C13_HYBRID_IGE25,a1,705.62841796875,0.3526730431233162,0.2907554883398722,e6ecfacffa0d6a30c68f38dd5c25a75428794c1590b3bf1dfee31045de9b5edf,3.665739459916949,0,0.4603012862294178,0.5477438320524548,0.6112546243143258,R1
0.2351671457452709,C13_HYBRID_IGE25,a1,705.62841796875,0.3644366471042156,0.2998018964247432,c68c18ab6694a2802d1600024863fcd4a2dc72082d7edc46045c5f2364e0b17e,3.746629882603884,1,0.4792982481912521,0.5315552560941603,0.604126801887996,R2
0.2010516484539928,C13_HYBRID_IGE25,a1,705.62841796875,0.3368136760267665,0.2689326622403796,2936e0444dcb4015cae5b243c3b5def7bf38e4562b8998dbe3ee64fd5cf8177f,3.619530879892409,2,0.4449922855607792,0.5645416471580587,0.6139813751754051,R2
0.2647377354710557,C14_HYBRID_IGE50,a1,705.62841796875,0.3672073029659836,0.3159725192185196,09421e2a87036f877b9587b62b653674fcaa38380a1055a0441e6395abe6b724,3.649392961524427,0,0.4503071314368812,0.5611056888263846,0.6407545605306799,R1
0.19394178813788,C15_RESIDUAL_ENCODER,a1,804.80908203125,0.3483355294219613,0.2711386587799207,0799ecedd0bc988c671de47c6800138066b5a3194837501802d784f6709b9525,5.476570708677173,0,0.4673406573969298,0.5371675947946871,0.6115575966322235,R1
0.2771156453765006,C16_DGI01,a1,705.67529296875,0.3968688671733712,0.3369922562749359,66a5b313e8942a726b5290112d9e58f954cec4064acc1cb85c42423b74dbb7a7,5.726113294251263,0,0.5405717267006793,0.4710090929815348,0.5611525704809287,R1
0.6417898945638958,C00_FULL_IGE,placenta,467.18701171875,0.6753457989565853,0.6585678467602405,ce81c5d8526184886ebfc3637ddda21c30b25a05efcf393e538fe49b85ad7a54,4.380328206345439,0,0.6841413001494535,0.465665932140175,0.4741275571600481,R1
0.5947618367263439,C00_FULL_IGE,placenta,467.18701171875,0.6699530655277202,0.632357451127032,57ffe7ee87a6581004dcb8b2a96cde065fdf146ff868b7ed46823b8f639d9ec2,4.233694083057344,1,0.6911743903731493,0.4322920896542972,0.4548736462093863,R2
0.6426609825353381,C00_FULL_IGE,placenta,467.18701171875,0.6773647836673715,0.6600128831013548,4109cd9e0fc16cd4fe53ee1d2f4693f98ec0a994ab4d9c04dc7d883ecff7d76f,4.245069481432438,2,0.6710271128159646,0.4806981089437285,0.4819494584837545,R2
0.5778018358286363,C00_FULL_IGE,placenta,467.18701171875,0.6487749430124284,0.6132883894205323,684d4382b34c531fac130128d7daf29066dcdf154989cfd923bd1305f1d498b2,4.254565698094666,3,0.668209799223899,0.47380202521443626,0.4723225030084236,R3
0.5650104380679436,C00_FULL_IGE,placenta,467.18701171875,0.6267410924491954,0.5958757652585696,1810fbc4e808cdafd22aa51824cde05781cc37d27e0ebd896849369f78e22576,4.306184335611761,4,0.655562156101201,0.4945690794538322,0.5030084235860409,R3
0.5361801745331437,C01_DROP_CORR2,placenta,467.18701171875,0.6143085849908555,0.5752443797619996,f6332871aca646dbfe8e430a0769dc54b2bfa93292204429a46d1ff047f5a114,4.442055605351925,0,0.6514484817713597,0.5152447422808262,0.5036101083032491,R1
0.7409219052860508,C02_UNIFORM_ALL,placenta,427.02880859375,0.7811231245639932,0.761022514925022,4641ca9cb6466eb807aa3d808845038cde16d68b854724df76c1bac0d9205a93,3.1176328975707293,0,0.7507024223925989,0.3460009475915519,0.4073405535499398,R1
0.8019078112932259,C03_SIMPLE_BASE,placenta,404.64013671875,0.7940730879998538,0.7979904496465398,20b1c1b669e260d38a717449e72418deb80cdbee8869be85f8f561626d8dded4,2.9043253296986222,0,0.6850657732631683,0.4240612965795646,0.4404332129963899,R1
0.731182974072392,C03_SIMPLE_BASE,placenta,404.64013671875,0.7781618830762165,0.7546724285743043,6ead8b2c01c52244910e8f3007dd6391622195302040c589f56fbb7b5a43f3bf,2.455280540511012,1,0.7584419542821534,0.3464144611868398,0.407942238267148,R2
0.786225118090515,C03_SIMPLE_BASE,placenta,404.64013671875,0.7760411022328249,0.7811331101616699,a775b10df953caf7d5112ababd9f4780b35bc49e34ab7657aa2f9ef070a199b5,2.400365316309035,2,0.6921206958842288,0.4320168298756087,0.4470517448856799,R2
0.7429131506405641,C04_SHRINK25,placenta,464.95068359375,0.7293095017442809,0.7361113261924225,cadb96018116f5c28490ed6b77e15d62f1ea36889eb63275f58ada0936f67125,4.006387901492417,0,0.6624722270099086,0.5163260131692406,0.4975932611311672,R1
0.6755085555469608,C04_SHRINK25,placenta,464.95068359375,0.7115676753790445,0.6935381154630027,e82360ff220f395117a8a52c511cd082a9c97661d6b9f48a11adf08989fa0ea4,3.5579390386119485,1,0.6867325703276848,0.4544822726015466,0.457280385078219,R2
0.6494555366839396,C04_SHRINK25,placenta,464.95068359375,0.6986791781863827,0.6740673574351612,b890a84555fed7180a5321fd3bd4317c1240dfbbc7202b50d5e3e5822a1f2957,3.5991886472329497,2,0.6676869770510103,0.4894146831038003,0.4723225030084236,R2
0.564700095961228,C04_SHRINK25,placenta,464.95068359375,0.6448234203577365,0.6047617581594823,fb09d3d6af944f04311221db88d02855e0f6a7758cd0c91efc38b21c0a328128,3.588176622055471,3,0.6659445373540724,0.4889064078757964,0.5192539109506619,R3
0.7128636592260202,C04_SHRINK25,placenta,464.95068359375,0.7087353538741109,0.7107995065500656,0f71dc3b9e8a78be48fbe37cbd7d0679db9f0b8ca988134a96f8fa808753da47,3.4888046784326434,4,0.6656569388458411,0.49256457275867305,0.49578820697954273,R3
0.6193750561320923,C05_SHRINK50,placenta,464.95068359375,0.6640041742983577,0.6416896152152249,f3bc8de358dcacdbdf289415c8ed11bdfcc9665fd513f5c7e7c60c2e439dc30c,3.70592278521508,0,0.6531965287894106,0.5261656537013174,0.5030084235860409,R1
0.7228727924218235,C06_RELIABILITY25,placenta,404.62744140625,0.7604378095371803,0.7416553009795019,b4d35227b8bd6e72f4909f265b0f0da96cf8ca06f17dfa31640324e2b4869bac,2.9581075441092253,0,0.6901438623503255,0.4010875942477643,0.4151624548736462,R1
0.7245033338780005,C07_RELIABILITY50,placenta,404.62744140625,0.7620597896869344,0.7432815617824675,5ebbc5be8c73cc134537a934052333b91e77f47f556500a25f66293c0626abff,3.051043557934463,0,0.6906112720177932,0.4000191427362501,0.4133574007220216,R1
0.7220189398495683,C08_RNA_ANCHOR05,placenta,404.5634765625,0.7607527009719172,0.7413858204107427,97ec6b594ee2a40a48aebf7ac451d3efadae90a13103fa718a30c03f2e16da3e,3.262589553371072,0,0.6932745036702432,0.4017704698617755,0.4151624548736462,R1
0.8053709246918727,C09_RNA_ANCHOR10,placenta,404.5634765625,0.796017913786208,0.8006944192390404,0c7f7a6966a88bbbb6ece98f5e9f1de6fcfb4dfb6f9a64e1a5c49313daac73bd,2.621483870781958,0,0.6840223908951282,0.4229563402064385,0.4380264741275572,R1
0.7206044768116838,C09_RNA_ANCHOR10,placenta,404.5634765625,0.7591118869025579,0.7398581818571208,fd36bb1c6c5fe985a313b9f0253e453f3d477d4e20821c52a2af74104a07eccc,2.4821073543280363,1,0.7577102562194085,0.3365106157601622,0.4055354993983153,R2
0.7169538490722489,C09_RNA_ANCHOR10,placenta,404.5634765625,0.7549297740261359,0.7359418115491925,f46f4208503c7a0c627bdd0f6c1d1692cd644c14d41ea3e92d57b1a0d012c3a0,2.551983959041536,2,0.6954119134297643,0.4043546654508498,0.4193742478941035,R2
0.6858877841390892,C09_RNA_ANCHOR10,placenta,404.5634765625,0.7421957017447752,0.7140417429419322,d7a5e80e29947091b47442ddd1a3ee3f51e02aa585d318aae1ff47d4e0c975f1,2.4488739604130387,3,0.7530103288092664,0.34968320465911307,0.41636582430806257,R3
0.6833881827677799,C09_RNA_ANCHOR10,placenta,404.5634765625,0.7441968188669104,0.7137925008173451,a04e25ba46b8aaa8f6cb9bc5e33a2e09739f85aeb905f152d2a3ce85d62143ed,2.4899149369448423,4,0.7748027018788132,0.33042064058902315,0.3989169675090253,R3
0.695687106468006,C10_MNN_TRIPLET01,placenta,404.64013671875,0.7548873029830596,0.7252872047255328,acdb2dca71a0c401fa91d7f0efbaccc742465760610a2e8be084e8f8df702005,2.775638041086495,0,0.7028025912211712,0.3859204795442097,0.3971119133574007,R1
0.8104818331852234,C10_MNN_TRIPLET01,placenta,404.64013671875,0.8007592929611256,0.8056205630731745,0a62862700a291fcea70ee3c4cfde3318789a7188d46aba53ce68733c0e85e1d,2.693452739156782,1,0.6931657161065012,0.4113344602006242,0.4326113116726835,R2
0.7304395650469897,C10_MNN_TRIPLET01,placenta,404.64013671875,0.7623274187305134,0.7463834918887515,d20d3240a761b927b640d14c59e5b63e89d47f9cdc0474091a8a34cd50d33119,2.854643793776632,2,0.7469580682290953,0.3559311768455964,0.414560770156438,R2
0.7524592624247634,C10_MNN_TRIPLET01,placenta,404.64013671875,0.7931934856831111,0.7728263740539372,ee2ed86b3737bebdb27dbbdf7c9e84e4f99b9d8029372232426d624028f631f0,2.747227380052209,3,0.7550137261993551,0.3508567573332362,0.40794223826714804,R3
0.7552739146397641,C10_MNN_TRIPLET01,placenta,404.64013671875,0.7954475050688955,0.7753607098543298,ee804a6369082c0ddf2586d6865ad292aacb5753fa64c904342f3eab82e3c76c,2.8296224595978856,4,0.7605330525935378,0.34904457953140283,0.4109506618531889,R3
0.7089640052988202,C11_MNN_TRIPLET03,placenta,404.64013671875,0.7756398349836694,0.7423019201412449,aaf611e61a9d727ac1ba734eef6e56c47351a2841cfee6e19c17899f996ef3ba,3.361941285431385,0,0.7534870805684892,0.3409796325593134,0.3916967509025271,R1
0.5803963249833661,C12_NEIGHBOR_CONTRAST,placenta,404.64013671875,0.6852640798791617,0.632830202431264,c2b3ca6a402d7d9ec04c8d7e562e7958f5d5adeafd39873ce6d1e5604d169276,2.8259713081642985,0,0.6824615378452377,0.4169034291670746,0.4512635379061371,R1
0.7488251836392605,C13_HYBRID_IGE25,placenta,404.64013671875,0.7711881074642576,0.7600066455517591,eb1f830a08b2d56cbe8f0c930aeaceb80d359b13884c450f107114a989409013,2.55369523819536,0,0.6937309407473904,0.391309495137365,0.4241877256317689,R1
0.673012327412208,C13_HYBRID_IGE25,placenta,404.64013671875,0.7416134109361031,0.7073128691741555,59cde055247a73962466edf6a80a7a90ddec4e04c05077ae8acf5e1ce87d61fb,2.47830543294549,1,0.7604812575105867,0.3485090186564857,0.401323706377858,R2
0.7461468840315391,C13_HYBRID_IGE25,placenta,404.64013671875,0.7670287469293522,0.7565878154804456,e84dce919516ff8a9db0e2eda3d9347cb8c138779ad19a9d039eab56d5951430,2.540916261263192,2,0.681687216121345,0.3909596640783647,0.4229843561973526,R2
0.6761478202631921,C14_HYBRID_IGE50,placenta,404.64013671875,0.7408408762274424,0.7084943482453172,34570852d8890e582cf33e0f08955d5538340fa99e8230929911ea57df4875e6,2.482235095463693,0,0.6884918553099917,0.405584327517251,0.4139590854392298,R1
0.654522571351838,C15_RESIDUAL_ENCODER,placenta,498.93603515625,0.7449397471025057,0.6997311592271718,a82cabc0da52d06b2ea56b17a85cccc87708cf9c00f4d11090acca758703d089,4.557384059764445,0,0.7815322608366435,0.3238028537505736,0.3941034897713598,R1
0.6896667663071754,C16_DGI01,placenta,404.82763671875,0.7446591823062777,0.7171629743067265,5c2c7f6483da26062b8228395782033b137402cfcd18f508a2d0f949c8087959,4.483746949583292,0,0.7668383071263328,0.3264195188708408,0.3953068592057762,R1
