dataset,has_gradient,l2_norm,loss,loss_non_none_numel,loss_rms_gradient,loss_sq_sum,numel,parameter,repeat,rms,seed
a1,True,0.1638655811548233,L_mod2_recon_raw,208320,0.0020193163556566744,0.8494536615324424,4096,cross_attention.w_omega,1,0.0025603996855194703,2
a1,True,0.11016979068517685,L_mod2_recon_raw,208320,0.0020193163556566744,0.8494536615324424,64,cross_attention.u_omega,1,0.013771223948314336,2
a1,True,0.8704928159713745,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,192000,encoder1.weight,1,0.0019866189995367224,2
a1,False,0.0,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,192000,decoder1.weight,1,0.0,2
a1,True,0.06042848899960518,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,1920,encoder2.weight,1,0.0013790853081125192,2
a1,True,0.07894779741764069,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,1920,decoder2.weight,1,0.0018017287987534237,2
a1,True,0.008170338347554207,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,4096,attention1.w_omega,1,0.00012766153642119373,2
a1,True,0.006703834515064955,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,64,attention1.u_omega,1,0.0008379793018160004,2
a1,False,0.0,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,4096,attention2.w_omega,1,0.0,2
a1,False,0.0,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,64,attention2.u_omega,1,0.0,2
a1,False,0.0,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,4096,cross_attention.w_omega,1,0.0,2
a1,False,0.0,L_corr1_raw,200000,0.001959277702318266,0.7677538229603087,64,cross_attention.u_omega,1,0.0,2
a1,True,0.20245929062366486,L_corr2_raw,390080,0.0005544109360912173,0.11989946928132512,192000,encoder1.weight,1,0.0004620479933405624,2
a1,True,0.199264794588089,L_corr2_raw,390080,0.0005544109360912173,0.11989946928132512,192000,decoder1.weight,1,0.0004547575813571059,2
a1,True,0.18176677823066711,L_corr2_raw,390080,0.0005544109360912173,0.11989946928132512,1920,encoder2.weight,1,0.004148240378701614,2
a1,False,0.0,L_corr2_raw,390080,0.0005544109360912173,0.11989946928132512,1920,decoder2.weight,1,0.0,2
