gene
Ppp1r14c
Ccdc170
Gm25694
Vip
Katna1
Sash1
Adgb
Adat2
Vta1
Txlnb
Perp
Pex7
Map7
Rps12
Slc18b1
Stx7
L3mbtl3
Arhgap18
Cenpw
Hint3
Hddc2
Tpd52l1
Trdn
Rwdd1
Nt5dc1
Lama4
Gtf3c6
Cdc40
Ak9
Cd164
Aim1
Atg5
Dcbld1
Hsf2
Pkib
Gcc2
Ccdc138
Edar
Sept10
Dnajb12
Ascc1
Sgpl1
Tbata
Col13a1
Rufy2
Dnajc12
Rtkn2
Cdk1
Fam13c
Tfam
Ube2d1
Ddt
Gstt2
Pcnt
Pcbp3
Col18a1
Itgb2
Mier2
Ndufs7
Gamt
Reep6
Gadd45b
Creb3l3
Mrpl54
Tdg
Txnrd1
D10Wsu102e
Polr3b
Fhl4
Cry1
Ascl4
Mybpc1
Gas2l3
Snrpf
Dcn
X4930430F08Rik
Nts
Lrriq1
Pawr
Syt1
Csrp2
Osbpl8
Tbc1d15
Cct2
Nup107
Mdm1
Msrb3
Usp15
Fam19a2
Cyp27b1
Arhgap9
Gli1
Myo1a
Tac2
Cnpy2
Thoc5
Mrps24
Ddx56
H2afv
Upp1
Ddc
Vstm2a
Sec61g
C1d
Etaa1
Gm12043
Wdpcp
X0610010F05Rik
Pus10
Fancl
A630052C17Rik
Ccdc104
Acyp2
Chac2
Snrnp25
Hba.a1
Hba.a2
Fbxw11
Npm1
Ranbp17
Dock2
Spdl1
Mat2b
Hmmr
Pttg1
Gnb2l1
Rufy1
Zfp879
Zfp454
Zfp354b
Zfp354a
Skp1a
Vdac1
Irf1
Atox1
Fam183b
Guk1
Mrpl55
Nlrp3
Pemt
Myo15
Shmt1
Tnfrsf13b
Slc47a1
Pmp22
Arhgap44
Gas7
Stx8
Ntn1
Rpl26
Inca1
Rpain
Nlrp1b
Txndc17
Slc13a5
Xaf1
Tekt1
Camkk1
P2rx5
Rap1gap2
Vps53
Gosr1
Nos2
Mmp28
Tada2a
Aatf
Dhrs11
Gm23473
Tbx4
Brip1
Gdpd1
Smg8
Ankfn1
Cox11
Abcc3
Mycbpap
Ngfr
Ttll6
Pnpo
Psmb3
Rpl19
Grb7
Top2a
Krt25
Acly
Psmc3ip
Brca1
Rdm1
Dhx8
Itga2b
Gm11627
Ccdc43
Higd1b
Myl4
Itgb3
March10
Ddx42
Ern1
Nol11
Psmd12
Prkca
Cep112
Rgs9
Fam20a
Abca8a
D11Wsu47e
Cd300a
AF251705
Gm11744
X1810032O08Rik
St6galnac2
Mxra7
Cbx2
Ccdc40
Oxld1
Ogfod3
Tbcd
X1700012B15Rik
Pfn4
Gen1
Ddx1
Nbas
Pdia6
Atp6v1c2
Cpsf3
Gm4425
Grhl1
Cys1
Colec11
Rps7
Sntg2
Dld
Cbll1
Cog5
Prkar2b
Bzw2
Sostdc1
Ispd
Dgkb
Ifrd1
Zfp277
Scfd1
Coch
Egln3
Snx6
Baz1a
Fam177a
X1700047I17Rik2
Psma6
Brms1l
Mipol1
Ttc6
Trappc6b
Fkbp3
Rps29
Dnaaf2
Pole2
Klhdc1
X3110056K07Rik
Rhoj
Atp6v1d
Plekhh1
Rdh12
Plekhd1
Smoc1
Med6
Rgs6
Dpf3
Dcaf4
Numb
Npc2
Ltbp2
Acyp1
Vipas39
Ttc7b
Rps6ka5
Ccdc88c
Atxn3
Ubr7
Ifi27
Syne3
Ak7
Vrk1
Meg3
Dio3os
A230065H16Rik
Exoc3l4
X2010107E04Rik
Adssl1
Siva1
Ahnak2
BC022687
Brf1
Ighm
Wdr60
Rapgef5
Sp8
Akr1e1
Dip2c
Actn2
Psma2
X5033411D12Rik
Vps41
Hist1h3e
Gmnn
Mrs2
X2610307P16Rik
Cdkal1
Dusp22
Gmds
Serpinb1a
Psmg4
Pxdc1
Eci2
Rreb1
Riok1
Eef1e1
Slc35b3
Sirt5
Kif13a
Kdm1b
Phf2
X1110007C09Rik
Fgd3
Aspn
Cenpp
Nol8
Cks2
Secisbp2
Sema4d
Syk
Ddx46
Pcbd2
Spock1
Gkap1
Ctla2a
Slc35d2
Rsl1
Zfp457
Zfp429
Srd5a1
Slc12a7
Cep72
Erap1
Cast
Pcsk1
Rhobtb3
Ttc37
Fam172a
Gpr98
Polr3g
Edil3
Xrcc4
Thbs4
Ap3b1
Wdr41
Hexb
Arhgef28
Utp15
Fcho2
Zfp366
Mrps27
Cartpt
Mccc2
Naip6
Mrps36
Nln
Cenpk
Cwc27
Srek1ip1
Dimt1
Kif2a
Ndufaf2
Depdc1b
Ddx4
Dhx29
Gzmk
Ndufs4
Mocs2
Parp8
Paip1
Gm10044
Pxk
X4930452B06Rik
Fhit
Il3ra
Slc4a7
Ngly1
Nid2
Ttc18
Vcl
Adk
Polr3a
Plac9a
Plac9b
Dnah12
Appl1
Il17rd
Dnah1
Hacl1
Vstm4
Wdfy4
Gm15512
Sncg
Dydc1
Txndc16
Ero1l
Gnpnat1
Fermt2
Dlgap5
Parp2
Tep1
Supt16
Rab2b
Dad1
Mrpl52
Haus4
Ajuba
Myh7
Parp4
Cryl1
Ift88
Atp8a2
Nupl1
Mipep
Tnfrsf19
Spryd7
Rnaseh2b
Wdfy2
Pinx1
Kif13b
Pbk
Ephx2
Dock5
R3hcc1
Sorbs3
Polr3d
Npm2
Itm2b
Esd
Tpt1
Gpalpp1
Nufip1
Ccdc122
Enox1
Dnajc15
Dgkh
Mtrf1
Wbp4
Sugt1
Lect1
Dach1
Mzt1
Bora
Dis3
Klf12
Scel
Rnf219
Abcc4
Dzip1
Uggt2
Farp1
Tm9sf2
Pcca
Oxct1
C7
Rpl37
Ttc33
Nadk2
Lmbrd2
Spef2
Rai14
Amacr
Tars
Golph3
Drosha
Ank
Dnah5
Dap
Matn2
Rpl30
Stk3
Rgs22
Spag1
Snx31
Rrm2b
Atp6v1c1
Dcaf13
Zfpm2
Eif3e
Emc2
Ebag9
Rad21
Med30
Enpp2
Col14a1
Mrpl13
Mtbp
Atad2
Tatdn1
Ndufb9
Mtss1
Pvt1
Asap1
Lrrc6
Col22a1
X2010109I03Rik
Top1mt
Tonsl
Zfp7
Eif3d
Ift27
Triobp
Gcat
Polr2f
Gm16576
Gm17597
Xrcc6
Mei1
Smdt1
Ndufa6
Arfgap3
Pacsin2
Tspo
Samm50
Arhgap8
Fam118a
Trmu
Celsr1
Creld2
Rabl2
Cpne8
Pdzrn4
Nell2
Rpap3
Endou
Ddx23
Fkbp11
Prph
Fam186b
Nckap5l
Racgap1
Tfcp2
Slc4a8
Rarg
Atp5g2
Ppp1r1a
Trap1
Pam16
Mgrn1
Glyr1
Sec14l5
Cldn26
Mettl22
Nubp1
Gspt1
Snx29
Ntan1
Myh11
Mzt2
Spidr
Yars2
Snap29
P2rx6
Ranbp1
Txnrd2
Gnb1l
Cdc45
Rfc4
Masp1
Ostn
Hrasls
X4632428C04Rik
Acap2
Ppp1r2
Apod
Pigz
Pak2
Tctex1d2
Lrch3
Iqcg
Slc12a8
Pdia5
Kpna1
Fam162a
Casr
Cd86
Ildr1
D930030I03Rik
X2610015P09Rik
Naa50
Gm608
Spice1
Wdr52
Cd200r1
C330027C09Rik
Ift57
Trmt10c
Abi3bp
Tfg
Nit2
Tbc1d23
Cmss1
Arl6
Chmp2b
Gbe1
Samsn1
Mrpl39
Jam2
Atp5j
Usp16
Map3k7cl
Mis18a
Eva1c
X1110004E09Rik
Ifnar2
Ifngr2
Tmem50b
Atp5o
Smim11
Rcan1
Cbr3
Chaf1b
Pigp
Ets2
Psmg1
Sh3bgr
Mx2
Prdm15
Snx9
Serac1
ENSMUSG00000079733
Ezr
Rnaset2b
Rnaset2a
Pde10a
X1700010I14Rik
ENSMUSG00000023826
Mrpl18
Wtap
Tcp10b
Smoc2
Thbs2
Wdr27
Gm16386
Flywch2
Tceb2
Kctd5
Hn1l
Rhbdl1
Itpr3
Uqcc2
Rps10
Ppard
Tulp1
Lhfpl5
Cpne5
Rsph1
Slc37a1
Pde9a
Wdr4
Sik1
Rrp1b
Rasal3
Cyp4f17
Ndufa7
H2.DMa
Gm20522
Cenpq
Cyp39a1
Supt3
Cdc5l
Spats1
Rsph9
X2310039H08Rik
Kif6
Kcnh8
Kat2b
Uhrf1
X2410015M20Rik
Ndufa11
Trip10
Cntnap5c
Nudt12
Rab31
Ndufv2
Ddx11
Arhgap28
L3mbtl4
Epb4.1l3
Gm26510
Spast
Slc30a6
Ttc27
Fam98a
Fez2
Gpatch11
Qpct
Rmdn2
Arhgef33
Map4k3
Thumpd2
Mta3
Plekhh2
Dync2li1
Srbd1
Rhoq
Msh2
Ppp1r21
Lhcgr
Cul2
Svil
Rab18
Armc4
Rbbp8
Ankrd29
Lama3
Impact
Taf4b
Mocos
Tpgs2
AW554918
Wdr33
Bin1
Wdr36
X2410004N09Rik
Epb4.1l4a
Srp19
Cdc25c
Slc4a9
Tmco6
Ndfip1
Arhgap26
Prelid2
Dpysl3
Dcp2
Mcc
Ap3s1
Hsd17b4
Srfbp1
Ppic
Gramd3
Slc12a2
Rps14
Afap1l1
Apcdd1
Napg
Txnl1
Fech
Oacyl
Sec11c
Lman1
Afg3l2
Slmo1
Seh1l
Cep192
Mbd2
Me2
Acaa2
Ier3ip1
Hdhd2
Loxhd1
Haus1
Pstpip2
Hsbp1l1
Mbp
Dok6
Mrpl21
Cpt1a
Cst6
Prdx5
Nudt22
Fermt3
Macrod1
Zbtb3
X1810009A15Rik
Fth1
Rab3il1
Fads2
Tmem258
Ppp1r32
Ms4a7
Patl1
A330040F15Rik
Kank1
D19Bwg1357e
X4430402I18Rik
Gldc
Asah2
Atad1
Lipo1
Fas
Kif20b
Cep55
Rbp4
Fra10ac1
Tbc1d12
Hells
Aldh18a1
Blnk
Crtac1
Hps1
Cox15
Cutc
Erlin1
Bloc1s2
Wnt8b
Ndufb8
Dpcd
Arl3
X2010012O05Rik
Pcgf6
Gsto1
Wdr96
Smc3
Gpam
Gucy2g
Acsl5
Nrap
Casp7
X4930506M07Rik
Prdx3
Grk5
Mybl1
Prex2
Tram1
Terf1
Tfap2d
Mcm3
Tram2
Gsta3
X1110058L19Rik
Col19a1
Khdrbs2
Ptpn18
Neurl3
ENSMUSG00000026115
Mrpl30
Rev1
Pdcl3
Rpl31
Il1r1
Slc9a2
ENSMUSG00000041907
Kdelc1
Gulp1
Col3a1
Col5a2
Wdr75
Dnah7b
Myo1b
Stat1
Hibch
X9430016H08Rik
Spats2l
Aox1
Aox3
Aox4
Orc2
Casp8
Tmem237
Gm973
Wdr12
Carf
Cyp20a1
Pard3b
D630023F18Rik
Pikfyve
Acadl
Bard1
Atic
Fn1
Mreg
Xrcc5
Rpl37a
Arpc2
Vil1
Plcd4
Resp18
Dnpep
Sgpp2
Farsb
Dock10
Slc19a3
Sphkap
Sp110
Sp140
Nppc
Dis3l2
Prss56
X3110079O15Rik
Dgkd
Dnajb3
Iqca
Col6a3
Mlph
Lrrfip1
Ilkap
Traf3ip1
Ndufa10
E030010N08Rik
Farp2
Thap4
Ing5
Pam
Pign
Sctr
Dbi
X3110009E18Rik
Ccdc93
Nckap5
Mgat5
Zranb3
R3hdm1
Dars
Rab7l1
Chi3l1
Ube2t
Tnnt2
X5730559C18Rik
Ddx59
Kif14
Gm19705
Ptprc
X2310009B15Rik
Uchl5
Pla2g4a
Ncf2
Lamc2
Dhx9
Rgsl1
Acbd6
Fam163a
Soat1
Ralgps2
X2810025M15Rik
Cacybp
Suco
Vamp4
Fmo1
Mpc2
Mpzl1
ENSMUSG00000026558
Mgst3
Uap1
Fcer1g
Ccdc19
Rgs7
Fh1
Adss
Gm16432
Cox20
Parp1
Lin9
H3f3a
Sde2
Nvl
Srp9
Trp53bp2
Capn2
Disp1
Brox
Bpnt1
Spata17
Cenpf
Smyd2
Tatdn3
Nenf
Tmem206
Dtl
Nek2
Rcor3
Irf6
Suv39h2
Fam107b
Phyh
Optn
Cdc123
Dhtkd1
Gm23608
Itih2
Rbm17
Itga8
Vim
St8sia6
Ptpla
Stam
Mrc1
Slc39a12
AA543186
Ptgds
Edf1
Ubac1
Qsox2
Ak8
Gm16323
X1700001O22Rik
BC005624
Hmcn2
Fubp3
Prdm12
Lamc3
Nup214
Ptrh1
Gm13523
Lrsam1
Ralgps1
Gm13530
Traf1
Gsn
Dennd1a
Golga1
Mmadhc
Nmi
Tnfaip6
Neb
Fmnl2
Nr4a2
Cd302
Ly75
Slc4a10
Dpp4
Slc38a11
Nostrin
Myo3b
Erich2
Tlk1
Mettl8
X1700011J10Rik
Ola1
D230022J07Rik
Mtx2
Prkra
Ttn
Sestd1
X2700094K13Rik
P2rx3
Agbl2
Spi1
Tspan18
Api5
Apip
Depdc7
Prrg4
Eif3m
Elp4
Immp1l
Mettl15
Kif18a
Emc4
Ryr3
Scg5
BC052040
X2700033N17Rik
Fam98b
Gm13986
Fsip1
Eif2ak4
Knstrn
Casc5
Nusap1
Tmem87a
Pdia3
Frmd5
Casc4
B2m
X4930417H01Rik
Bloc1s6
Dut
Fbn1
Cep152
Secisbp2l
Fgf7
Slc27a2
Blvra
Mrps5
Mal
Nphp1
Bub1
Zc3h8
Ptpra
Ddrgk1
Rnf24
Mcm8
Tmx4
Tasp1
Snx5
Dtd1
Gm14120
Nxt1
Cst3
X3300002I08Rik
Apmap
Gins1
Tpx2
Ttll9
Hck
Efcab8
Nfs1
X4930405A21Rik
Dsn1
Mroh8
Lbp
L3mbtl1
Ift52
Tox2
Oser1
Ada
Tomm34
Ube2c
Bcas1
Aurka
Rtfdc1
Rae1
Slmo2
Taf4a
Psma7
Col9a3
Gid8
Nkain4
Col20a1
Pex2
Zc2hc1a
Mrps28
Tpd52
Fabp5
Impa1
Car2
Tmem212
Pld1
Eif5a2
Gpr160
Mrpl47
Ndufb5
Fxr1
Dnajc19
Gm20515
A330050B17Rik
Qrfpr
Anxa5
Bbs7
Intu
Larp1b
X2610316D01Rik
Elf2
Ndufc1
Cog6
Supt20
Exosc8
Alg5
Ccna1
Ccdc169
Rnf13
Veph1
Rsrc1
Mlf1
Lxn
Gfm1
Mfsd1
Schip1
Smc4
Zbbx
Golim4
Glrb
Gucy1b3
Plrg1
D930015E06Rik
Arfip1
Iqgap3
X1700113A16Rik
X2810403A07Rik
Muc1
Krtcap2
Ube2q1
Ubap2l
Nup210l
S100a6
Rorc
Riiad1
Psmb4
Polr3gl
Rnf115
Gpr89
Chd1l
Spag17
Wdr3
Ttf2
Tspan2
Ap4b1
Ptpn22
Cttnbp2nl
Ddx20
Rap1a
Gstm5
Gstm7
Gnai3
Gpsm2
Henmt1
Vav3
Rnpc3
Col11a1
Cdc14a
Rtca
Sass6
Ptbp2
Cnn3
A730020M07Rik
F3
Arhgap29
Abca4
Fnbp1l
Sec24d
Camk2d
Alpk1
Tbck
Ppa2
Cenpe
Slc9b2
Dapp1
Adh5
Gbp5
Gbp3
Clca1
Odf2l
Col24a1
Wdr63
Gng5
Eltd1
Ak5
AI115009
St6galnac3
Acadm
Slc44a5
Tyw3
Zranb2
Ptger3
Ankrd13c
Srsf11
Chchd7
Car8
Rab2a
Ndufaf6
Rad54b
Gem
X1700123M08Rik
Triqk
Necab1
Calb1
Cpne3
Rmdn1
Ggh
Ankrd6
Rars2
X1700003M02Rik
Aco1
Ndufb6
Chmp5
Ubap2
Galt
Cd72
Tpm2
Glipr2
Melk
Frmpd1
E230008N13Rik
Ncbp1
Xpa
Trim14
Sec61b
Stx17
Erp44
Aldob
Smc2
Abca1
Fsd1l
Ikbkap
Ptpn3
Txn1
Svep1
Ptgr1
Zfp37
Alad
Astn2
Psip1
Ccdc171
Ptplad2
Mtap
Ift74
Fggy
Hook1
Cyp2j12
Cyp2j9
Dock7
Ak4
Wdr78
Mier1
Dab1
X1700024P16Rik
Ttc4
Mroh7
Hspb11
Echdc2
Kti12
Faf1
Agbl4
Spata6
Stil
Ipp
Mmachc
Mutyh
Zfp69
Trit1
Sf3a3
Inpp5b
Gnl2
Meaf6
X2610028E06Rik
Mrps15
Clspn
Psmb2
X1700086P04Rik
Eif3i
Col16a1
Zcchc17
Epb4.1
Taf12
Trnau1ap
Dnajc8
Stx12
Fam76a
Wasf2
Cd164l2
Sytl1
Nudc
Aim1l
Ldlrap1
Syf2
Tceb3
Rpl11
Tcea3
Kdm1a
Tmco4
Minos1
Igsf21
Fhad1
Gm13157
Draxin
Gm23303
Mtor
Masp2
Apitd1
Lzic
Park7
A430005L14Rik
Lrrc47
Mmel1
Fam213b
Rer1
X2010015L04Rik
Atad3a
Mrpl20
Fam133b
Cyp51
A330021E22Rik
Adam22
Slc25a40
Crot
Gnai1
Phtf2
Gsap
Ccdc146
Dnajc2
Slc26a5
X2700038G22Rik
Wdr86
Actr3b
Rnf32
Hadha
Drc1
Otof
Cenpa
Tcf23
Slc4a1ap
Bre
Plb1
Fam53a
Letm1
Poln
Nop14
Rgs12
Afap1
Wfs1
Evc
Evc2
Rab28
Cc2d2a
Fbxl5
Cd38
Ldb2
Lap3
Fam184b
Ncapg
Lcorl
Pacrgl
Tbc1d19
Tbc1d1
Fam114a1
Wdr19
Rfc1
Rpl9
Ube2k
Gnpda2
Corin
Nfxl1
Tec
Slc10a4
Dcun1d4
Usp46
Polr2b
Igfbp7
Uba6
Uso1
Ccdc158
Anxa3
Antxr2
Prkg2
Sec31a
X5430416N02Rik
Mrps18c
Agpat9
Gbp6
Zfp326
RP24.421H18.1
Cdc7
Glmn
Rpap2
Ccdc18
Pole
Hscb
Cryba4
Crybb1
Srrd
Myo18b
Sart3
Tchp
X2210016L21Rik
Rplp0
Srrm4
Suds3
Fbxo21
Rbm19
Sdsl
Slc8b1
Ptpn11
Acad10
Myl2
Ift81
Kntc1
Denr
Dnah10
Ncor2
Dhx37
Glt1d1
X5930412G12Rik
Gbas
Cct6a
Rabgef1
Rfc2
Srrm3
Hspb1
Polr2j
Prkrip1
Pcolce
Zcwpw1
Cyp3a13
Stag3
Micall2
Mad1l1
Eif2ak1
Pdap1
Atp5j2
Zscan25
Wasf3
Gtf3a
Flt3
Rxfp2
N4bp2l1
Col1a2
Casd1
Pdk4
Dync1i1
Slc25a13
Tac1
Col28a1
Gm16039
Ndufa4
Mdfic
Tes
Capza2
Tspan12
Fam3c
Ndufa5
Wasl
Snd1
X2210408F21Rik
Chchd3
Lrguk
Ptn
Creb3l2
Atp6v0a4
Gstk1
Zfp786
Sspo
Rarres2
Tmem176b
Tmem176a
Igf2bp3
Npy
Snx10
Hibadh
X2410066E13Rik
Ggct
Fam188b
Abcg2
Ccser1
Smarcad1
Mad2l1
Smyd1
Reep1
Mrpl35
Polr1a
Usp39
Capg
Dguok
Stambp
Paip2b
Dysf
Exoc6b
Fam136a
X1600020E01Rik
Snrnp27
Anxa4
Antxr1
Ruvbl1
Chchd6
Txnrd3
Ccdc37
Aldh1l1
Prok2
Shq1
Arl8b
Cpne9
Rpusd3
Fancd2
Irak2
Sec13
Tamm41
Rpl32
Zfand4
Rassf4
Cxcl12
Cacna1c
Ninj2
Cecr2
Slc25a18
A2m
Necap1
Ptpn6
Cdca3
Ndufa9
Rad51ap1
Ccnd2
BC048546
Ybx3
Mgp
Rerg
Ptpro
Dera
Slco1b2
Recql
Abcc9
Itpr2
Med21
Arntl2
Mrps35
Ccdc91
Caprin2
Cacng8
Ndufa3
Rps9
Tnnt1
Tnni3
Dnaaf3
Lig1
Pla2g4c
Sae1
Tmem160
Ercc1
Ppp1r13l
Mark4
Trappc6a
Clasrp
Apoc1
Ethe1
Rps19
Pafah1b3
Blvrb
X2310022A10Rik
ENSMUSG00000096916
BC089491
Eif3k
Map4k1
Ryr1
Psmd8
Yif1b
Zfp568
Zfp14
Cox7a1
Wdr62
Syne4
Tyrobp
Mag
Fxyd5
Uba2
Pepd
Gpatch1
Rhpn2
Ccne1
Gm7221
Zfp715
Etfb
Zfp658
Pold1
Vrk3
Fcgrt
Pih1d1
Lin7b
Gm16047
Rpl18
Sult2b1
Uevld
E2f8
Nell1
Gas2
Luzp2
Oca2
Snrpa1
Vimp
Lrrk1
Ticrr
Kif7
Vps33b
Prc1
Pde8a
Rps17
Whamm
X3110040N11Rik
Tmc3
X1700026D08Rik
Fah
Zfand6
Folh1
Ccdc81
l7Rn6
Ints4
Uvrag
Rps3
Ppme1
Mrpl48
Fchsd2
Lrrc51
Nup98
Hbb.bt
Hbb.bs
Trim30d
Ppfibp2
Lyve1
Mrvi1
Parva
Arntl
Rps15a
Arl6ip1
Syt17
Dnah3
Zp2
Cdr2
Ndufab1
Ern2
Arhgap17
Lcmt1
Nsmce1
Nfatc2ip
X2510046G10Rik
Gdpd3
Gm15676
Gm21984
Mvp
Dctpp1
Gm166
Rgs10
Ate1
Plekha1
Htra1
Fam175b
Fank1
Dock1
X5830432E09Rik
Ptpre
Tcerg1l
Jakmip3
X9330101J02Rik
Tubgcp2
Zfp511
Paox
Gm20501
Mrpl23
Cars
Nadsyn1
Tpcn2
Timm44
Myo16
Col4a1
Col4a2
Carkd
Cars2
Tfdp1
Tmem255b
Rasa3
Cdc16
Upf3a
Fbxo25
Erich1
Arhgef10
Angpt2
Mcph1
Nek3
Ckap2
Vps36
Mrps31
Gins4
Zmat4
Adam18
Ddhd2
Adrb3
Eif4ebp1
Fut10
Gsr
X6430573F11Rik
Ufsp2
Enpp6
Aga
Wdr17
Glra3
Hpgd
Sap30
Hmgb2
X2700029M09Rik
Nek1
Palld
Klhl2
Tmem192
Naf1
Nat2
Tm6sf2
Cope
X2810428I15Rik
Haus8
Tpm4
Rab8a
Arhgap10
Lsm6
Abce1
Hhip
Inpp4b
Zfp330
Ndufb7
X2210011C24Rik
Vps35
Orc6
X4921524J17Rik
Itfg1
Lonp2
Rpgrip1l
Mmp2
Lpcat2
Fam192a
Ccl17
Gtl3
Ccdc113
Fam96b
Plekhg4
Nrn1l
Chtf8
Cirh1a
Pmfbp1
Ap1g1
Hydin
Kars
Vat1l
Plcg2
Mphosph6
Hsbp1
Wfdc1
Klhl36
Cox4i1
Trappc2l
Spire2
Rab4a
Itgb1
Pgr
Arhgap42
Mtmr2
Cep57
Fam76b
Cwc15
Med17
Chordc1
Col5a3
Dnmt1
Zglp1
Cnn1
Anln
Rp9
Bmper
Sept7
Thyn1
Ncapd3
Igsf9b
Prdm10
Nfrkb
St3gal4
Srpr
Ddx25
Chek1
Ccdc15
Vsig2
Vwa5a
Tecta
Ccdc153
Ccdc84
Amica1
Cep164
X4931429L15Rik
Rexo2
Usp28
Zw10
Ttc12
Bco2
AU019823
Layn
Gm684
Fdx1
Rab39
Gldn
Cib2
Wdr61
Ube2q2
Etfa
Tspan3
Snupn
X1700017B05Rik
Cox5a
Ulk3
Ccdc33
Loxl1
Cd276
Bbs4
Gramd2
Kif23
Aagab
Zwilch
Tipin
Pdcd7
Gm514
Ankdd1a
Usp3
Rps27l
Lactb
Tpm1
Vps13c
Myo1e
Aqp9
Mns1
Nedd4
Gnb5
Leo1
Fbxo9
Gsta4
Ddx43
Col12a1
Cox7a2
Impg1
D430036J16Rik
Hmgn3
Ttk
Bckdhb
Ube2cbp
Snap91
Ripply2
Rasgrf1
U2surp
Pls1
Tfdp2
Rbp1
Mrps22
Faim
Pik3cb
Cep70
Mras
Dzip1l
Anapc13
X1300017J02Rik
Bfsp2
Cpne4
Nek11
Col6a5
Col6a4
Parp3
Sema3b
Uqcrc1
Col7a1
Lrrfip2
Stac
Fbxl2
Crtap
Cnot10
Cmtm8
Gadl1
Tgfbr2
Zcwpw2
Vill
Plcd1
Dlec1
