step,fraction_of_training,wall_seconds,gradient_norm,embedding_l2_mean,embedding_finite,total_loss,checkpoint_state_sha256,L_rna_recon_raw,rna_recon_coefficient,rna_recon_contribution,rna_recon_contribution_fraction,L_mod2_recon_raw,mod2_recon_coefficient,mod2_recon_contribution,mod2_recon_contribution_fraction,L_corr1_raw,corr1_coefficient,corr1_contribution,corr1_contribution_fraction,L_corr2_raw,corr2_coefficient,corr2_contribution,corr2_contribution_fraction,cross_omics_rna_attention,cross_omics_modality2_attention,rna_spatial_attention,rna_feature_attention,modality2_spatial_attention,modality2_feature_attention
0,0.0,0.037394843995571136,0.5620557087311279,2.2581753730773926,True,8.834521561861038,444eaef47d8295ef702a7983d43591a1a249f8b41c4ddc814f0d17e9e134c818,1.0024082660675049,3.4354841709136963,3.4437577724456787,0.3898069350254926,1.030371069908142,5.0,5.15185546875,0.583150477666018,0.08327516913414001,1.5,0.12491275370121002,0.014139164506707763,0.11399556696414948,1.0,0.11399556696414948,0.012903422801781663,0.49843108654022217,0.5015689134597778,0.5000206828117371,0.4999793469905853,0.49898669123649597,0.5010132789611816
1,0.000625,0.13508976809680462,0.5620557092091375,2.2448623180389404,True,8.815376698970795,fa58058a9c31dc7f769758d61fac01b30d8891f4fcee42ddc791b235724afc9b,1.0023391246795654,3.4354841709136963,3.4435203075408936,0.3906265636887563,1.0274858474731445,5.0,5.137429237365723,0.5827804542902317,0.0821441262960434,1.5,0.1232161894440651,0.01397741624115175,0.11121096462011337,1.0,0.11121096462011337,0.01261556577986025,0.4984515309333801,0.5015484690666199,0.5000270009040833,0.49997302889823914,0.49890753626823425,0.5010924935340881
5,0.003125,0.34415378980338573,0.4731431170827168,2.2013421058654785,True,8.747853577136993,0c571d0f2e996802483c1d23dfd0f0c821589adfefcdb199e1f71f8335ced90c,1.002105951309204,3.4354841709136963,3.4427192211151123,0.39355016527858355,1.0170090198516846,5.0,5.085044860839844,0.581290577854423,0.07950489968061447,1.5,0.11925734579563141,0.013632755137479344,0.10083214938640594,1.0,0.10083214938640594,0.011526501729514133,0.4982937276363373,0.5017063021659851,0.500016450881958,0.499983549118042,0.49858155846595764,0.5014184713363647
10,0.00625,0.5723181329667568,0.401849688323876,2.167410135269165,True,8.67902985215187,d6652f23610fd0ecc91a4b76a04f8e277d2a609f96a20aa476618ec359685480,1.0019004344940186,3.4354841709136963,3.4420130252838135,0.39658960551108186,1.00578773021698,5.0,5.0289387702941895,0.5794355885349696,0.07897594571113586,1.5,0.1184639185667038,0.013649442458978518,0.089614138007164,1.0,0.089614138007164,0.010325363494970022,0.49761685729026794,0.5023831129074097,0.49992987513542175,0.5000701546669006,0.4981662929058075,0.5018337368965149
20,0.0125,0.9436619766056538,0.3240873362561364,2.14845871925354,True,8.571934349834919,3ad5e40e8a6ee9f4a6891d13815f41423f5d1b02af36c7ca26ab56c813560748,1.0016841888427734,3.4354841709136963,3.441270112991333,0.4014578241674945,0.9874407052993774,5.0,4.937203407287598,0.5759730774632775,0.08052130788564682,1.5,0.12078195810317993,0.014090397006541001,0.07267887145280838,1.0,0.07267887145280838,0.008478701362686948,0.4956563413143158,0.5043436884880066,0.49957364797592163,0.5004263520240784,0.4974018633365631,0.5025981664657593
40,0.025,1.5733076725155115,0.2538119211196607,2.1880626678466797,True,8.4198008030653,c6e11b5418c8b3f35aa70d9d3931dd74a778e57eca0be0331b2b0be4683ec855,1.001430630683899,3.4354841709136963,3.440399169921875,0.4086081429229737,0.9597844481468201,5.0,4.798922061920166,0.5699567215619967,0.08415593951940536,1.5,0.12623390555381775,0.014992504989887792,0.05424566566944122,1.0,0.05424566566944122,0.006442630525141714,0.4945001006126404,0.5054998993873596,0.498463898897171,0.5015361309051514,0.49664872884750366,0.5033512711524963
80,0.05,2.704515065997839,0.1968259907033532,2.332949161529541,True,8.217249482870102,2cd52723fd2f26e8a23785329a4c261211a5d41e0fed968d5e54026eb7b07d15,1.0004150867462158,3.4354841709136963,3.4369101524353027,0.41825554397490033,0.9206722378730774,5.0,4.603361129760742,0.5602070546059277,0.09029680490493774,1.5,0.13544520735740662,0.016483034577416605,0.04153299331665039,1.0,0.04153299331665039,0.005054366841755405,0.5053959488868713,0.49460411071777344,0.49570801854133606,0.5042919516563416,0.497806191444397,0.502193808555603
320,0.2,9.020525010302663,0.08343017878907572,3.0335214138031006,True,7.6927070040255785,d2c8c0889461ac262396de9465cddd48aeda1b734a341db18236604d38a8ad35,0.9925004243850708,3.4354841709136963,3.409719467163086,0.44324052188375124,0.8245569467544556,5.0,4.122784614562988,0.5359341792694747,0.08675216883420944,1.5,0.13012824952602386,0.01691579433064694,0.030074672773480415,1.0,0.030074672773480415,0.00390950451612708,0.594379186630249,0.40562084317207336,0.5121092200279236,0.4878907799720764,0.5125153064727783,0.4874846935272217
800,0.5,21.337171733379364,0.03661861568515945,3.339942693710327,True,7.383318280801177,98a090f4d73f8c980069a9ab94ef76e7f2ee05a68797098bc4a809f4a99c03fc,0.9871423244476318,3.4354841709136963,3.3913118839263916,0.45932083041101057,0.7777342796325684,5.0,3.888671398162842,0.5266834301691347,0.05565991252660751,1.5,0.08348986506462097,0.011307905455155502,0.019845133647322655,1.0,0.019845133647322655,0.002687833964699301,0.6175256371498108,0.3824743926525116,0.6164476871490479,0.3835523724555969,0.5894081592559814,0.41059187054634094
1600,1.0,42.01894754357636,0.021804870525353102,3.5010921955108643,True,7.14036363735795,eef36aee31eee7c4a48d02b4ba7fc8b68423cb13a96e828947ebe646a172be23,0.9832363724708557,3.4354841709136963,3.3778929710388184,0.47307016037192934,0.735051691532135,5.0,3.6752583980560303,0.5147158582830853,0.0495854914188385,1.5,0.07437823712825775,0.010416589533215831,0.012834031134843826,1.0,0.012834031134843826,0.001797391811769495,0.5946413278579712,0.4053587019443512,0.759162962436676,0.2408370077610016,0.8075146079063416,0.19248537719249725
