dataset,method,seed,endpoint,k,total_observations,evaluated_observations,ordered_id_sha256,embedding_sha256,partition_sha256,processed_shapes,raw_shapes,source_sha256,status,dense_n_by_n_count,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,wall_seconds,gpu_seconds,peak_gpu_mib,peak_rss_mib
A1,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,e0b5eb1767951a8e89229b51b3ba6cab59cef16210cd3a02440302dc55ab7ef6,c0dabcf5f5aabcce32655d852f289d933187d894171d869ed3d84a2c3dbdf03a,"[[3484, 30], [3484, 30]]","[[3484, 18085], [3484, 31]]","{'rna': 'fd866f20ce43d878bb0b0b77a9a8d4cbb32d02123ffa3338d22c1f5477237ceb', 'other': 'c53377e20795f72c239189ddf55508afc0d0d4bc262d0678abcc3171903f9972'}",PASS,0,0.2211508402154819,0.3555763553356055,0.3516839585036503,0.3665198790841967,0.3963265861656383,0.3555763553356055,0.4771791267197429,0.5252407103927884,4.727961428463459,0.0,0.0,887.25390625
D1,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,10,3359,3359,ee9d54caeaf34a3d0f4029b7eb1b5708652a27d588c7147f14bbf6b5ea29df15,aca9a792a3edba8504c31fc237320e5305f11829a8f089a67cc83d99dfd1e971,e7abce458320311520b33b6f5b4309f8b4d8135e62a25f20b71990ade39cf378,"[[3359, 30], [3359, 30]]","[[3359, 18085], [3359, 31]]","{'rna': '4cf5a125027c8fe91d6b789dda066be703efd3f83a8745adf64a8667cd5bf9af', 'other': '5249ac7d8b04fde673f8e0e6e663a70e339461fc4156a549de636b7494095abc'}",PASS,0,0.2427545621080531,0.3630270844289118,0.358995061011796,0.389535588070449,0.3884687198691121,0.3630270844289118,0.475751882359951,0.540585196788267,3.1088027134537697,0.0,0.0,887.25390625
tonsil_s1,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,c8f2a343c719557ffc759bbf59b3fb44f4f093d5e4d21ddc40ca3dde4748526d,42f8b322f4866c59ecb38c0f77781f0d963071608e1bac5429dba6d0b3278029,"[[4326, 30], [4326, 30]]","[[4326, 18085], [4326, 31]]","{'rna': 'e1d99b34685805c93a7314f8ef4e07b2f92d244a8c29ac9fced9ee19ff3b96a9', 'other': 'f7e7c2b723faf59fbf1d949c131b2f345c268787cd2b72177e0c3a139afa38be'}",PASS,0,0.1418066616082619,0.2842230497175844,0.2835747377572314,0.4513103679211487,0.3094809839240393,0.2842230497175843,0.6878652668545209,0.310688861996281,9.070740271359682,0.0,0.0,1536.96484375
tonsil_s2,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,4,4519,4518,a5e06f660ef432696b1e4ee3573d3b7b4843ced9a4e0505485f5ec008f3a39c5,011a0a93b5c8abc491b9a7993868f787410f353d25baf4c0d6ba0bd842ee8b6b,d5940c85f79a936626af10c6c0030f506d80f3a53d448b4cca3d152707fa2095,"[[4519, 30], [4519, 30]]","[[4519, 18085], [4519, 31]]","{'rna': '74ae08874242a48be5dbee5c73a4cacb6944ebd99def6f4f1a5223bfed3ca7bd', 'other': 'cdd71c744a7fa5a0f068064f0fdccfd21dea21d5d949af123bae2904d3e1f28b'}",PASS,0,0.1489988887745713,0.2674062765696641,0.2667671528796968,0.4620370682583403,0.2809180858849486,0.267406276569664,0.6634545971705833,0.3336785862906534,9.08707607910037,0.0,0.0,1536.96484375
tonsil_s3,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,4,4521,4460,8c1a0339e72f5fa6067f7fe9135ea490b5574a198212ced689c50910935e535b,f2e7ffa5021ccee10d9360d9777118a94e4f32d309f85943ba62bbcd309c7544,f59c698fa60fb827c47bf147b245751f17abbd88a5e138c2a57fe9b23b9d7f57,"[[4521, 30], [4521, 30]]","[[4521, 18085], [4521, 35]]","{'rna': '23ef098c7e6b347e98dc5b46bc577073b3aa9575ea61a38669b747b58cc5f47a', 'other': '424d81555eb616f4d2378f341c498a2f9ab8ea8890da5354e5a1848ff5fdb2c2'}",PASS,0,0.1969333595315539,0.2497791360710971,0.2491368631597675,0.4790905934295121,0.2760546065715452,0.2497791360710971,0.731431116645029,0.2682233395620682,15.073726631700993,0.0,0.0,2418.38671875
P22,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,9,9196,9196,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,70098d7b02f5748df7b14ea8edef451b4b60a5b60b14c7912f38d992fd51c4c0,58d5df534c77544a99a470b225e5fa19530e8d4a0e215ce0e5589ca5a62641d7,"[[9196, 30], [9196, 50]]","[[9196, 22914], [9196, 121068]]","{'rna': '7478de043b784a1e1947064c6b3b9413c7c947b02adf6417f573203fa4e78d36', 'other': '1ee1b8a60ced6cd16c66f02ee77b8038878fec7c221d375c4b99c0e1aae9c34c'}",PASS,0,0.2753924835354813,0.4175294264074782,0.4164730035794694,0.3936214668884475,0.4080948719941171,0.4175294264074781,0.5868468340031645,0.4179264455135387,10.163123359903691,0.0,0.0,2604.26953125
MISAR_E15_5_S1,simple_standardized_concatenation_corrected,0,COMMON_KMEANS,7,1949,1949,9f0514cee55d307a0ff81d44ffffc2da742dbe2d02b849576b7ef5903743dd1b,d6b7a7cb224eed0e893b7064a377a4a76f17ef738f8bd74867a4b0ca9aeb4d33,febb72c42a5323a4825329dc3a85d077f6e9fc87a3034c50b2a315193f063c41,"[[1949, 30], [1949, 50]]","[[1949, 2000], [1949, 50]]","{'cache_manifest': 'c5a8b3c3e6ffd0de378ce60f890aabcce9eccd57014c42b482e9dee180a5c544', 'label_carrier': '2f5862cff045b6a296f3cbc0a978d8576bd36f2d4c9419b75c6760c9c7e9d2e3'}",PASS,0,0.2021466839622214,0.3561877505161702,0.3526184214495839,0.3681737620048534,0.3616561831842156,0.3561877505161702,0.6343601536892643,0.3694230493970406,0.7089137770235538,0.0,0.0,2604.26953125
