dataset,phase,method,candidate_id,config_sha256,seed,endpoint,k,total_observations,evaluated_observations,ordered_id_sha256,embedding_sha256,partition_sha256,processed_shapes,raw_shapes,status,discrepancy,gate,beta,parameter_count,label_in_loss,within_run_label_selection,dataset_name_routing,dense_n_by_n_count,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,wall_seconds,gpu_seconds,peak_gpu_mib,peak_rss_mib
A1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B11_T68_S20_M50,96bedca9683504167a8f3fc6757eff6ec45643a368054c79f77117e7f8756e33,0,COMMON_KMEANS,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,f956123c0d8b7d2a926b95f316d0967336e0e6bd7309b8b586536e91df31326b,cc8f5d847e23ea8794b71b0546c56c1449cdb4866ac3b754c91ab6d725322ccd,"[[3484, 30], [3484, 30]]","[[3484, 18085], [3484, 31]]",PASS,0.6047326922416687,0.1816295087337494,0.0908147543668747,1,False,False,False,0,0.2149982081979305,0.3399841201372742,0.3358887871779187,0.3692220014105483,0.3684899068880016,0.3399841201372742,0.5045676583576311,0.4952773389225013,0.6780483275651932,0.0,8.744140625,1929.08984375
tonsil_s1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B11_T68_S20_M50,96bedca9683504167a8f3fc6757eff6ec45643a368054c79f77117e7f8756e33,0,COMMON_KMEANS,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,2f8b53647b0c5ab73dbad2a8fe918523f5629a8f4da332c81dfd5a15eb0fb5e6,7364576ded154f70b4ac2eb6cf3d8f3e1a1aded8ac2a21f32c6a9f8d925c952c,"[[4326, 30], [4326, 30]]","[[4326, 18085], [4326, 31]]",PASS,0.4177672564983368,0.0052479542791843,0.0026239771395921,1,False,False,False,0,0.2066461779529959,0.2913880553229362,0.2907764076049137,0.4767734648780884,0.3323705496453245,0.2913880553229361,0.6781289206619875,0.3224924461125421,0.567449888214469,0.0,10.86083984375,1929.08984375
P22,discovery,NIGHT13B_UNIFIED_RESIDUAL,B11_T68_S20_M50,96bedca9683504167a8f3fc6757eff6ec45643a368054c79f77117e7f8756e33,0,COMMON_KMEANS,9,9196,9196,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,ba18df1a009188e2fb4524422bc4844404f73f2c5d26a5f8d169dcc251849d67,2542b28cf34bdf7f6076c6bf8a3e13649be7d0076afad83a6ff1d54068b15f72,"[[9196, 30], [9196, 50]]","[[9196, 22914], [9196, 121068]]",PASS,0.7251256704330444,0.7114656567573547,0.3557328283786773,1,False,False,False,0,0.4113762845375114,0.5478687434105581,0.5470782476043508,0.5008778019438022,0.5507540133708378,0.5478687434105582,0.7532212426566018,0.2496760287848059,1.0327081549912691,0.0,24.3818359375,1929.08984375
A1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B12_T68_S30_M60,66986b5d15c8569779f15a78a64930708501d3f7a061c4080c1a3b00678d975a,0,COMMON_KMEANS,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,de452c8a2558c20c9e38acb21e16947119541ddcde09672f662cb54beffc7832,db6db4e03470a3275efff22da84dd31fa355a6a2d87a017365d9a3ceb18bf59a,"[[3484, 30], [3484, 30]]","[[3484, 18085], [3484, 31]]",PASS,0.6047326922416687,0.0946599692106247,0.056795984506607,1,False,False,False,0,0.2147919975079287,0.3414271834861825,0.3373907367325733,0.3697946440486794,0.3668694339693052,0.3414271834861825,0.4611566052661869,0.5354363315898368,0.7027080934494734,0.0,8.744140625,1929.08984375
tonsil_s1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B12_T68_S30_M60,66986b5d15c8569779f15a78a64930708501d3f7a061c4080c1a3b00678d975a,0,COMMON_KMEANS,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,308fe5e9e6df0ec8dfbc2c2a3183646b886d2a97d0ad2a96e4b95b4e4c1a7176,d5c995f73c84c45ae0437b899fbe6c4047a629af7e7ab754cb88119f1c999589,"[[4326, 30], [4326, 30]]","[[4326, 18085], [4326, 31]]",PASS,0.4177672564983368,0.0003830421192105,0.0002298252802575,1,False,False,False,0,0.1417839133254965,0.2842034209675455,0.2835550625061156,0.4513270341892034,0.3094460037009155,0.2842034209675455,0.6881942054559338,0.310359649835894,0.4832394141703844,0.0,10.86083984375,1929.08984375
P22,discovery,NIGHT13B_UNIFIED_RESIDUAL,B12_T68_S30_M60,66986b5d15c8569779f15a78a64930708501d3f7a061c4080c1a3b00678d975a,0,COMMON_KMEANS,9,9196,9196,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,f951f650a51b4d214f03a742ace3cd10a86c40ec3c4a5776514d17ffdb048caa,af1c6144bce7fb73fc9037b9847bf0ce3568dc138ad8d861036e19167705d59b,"[[9196, 30], [9196, 50]]","[[9196, 22914], [9196, 121068]]",PASS,0.7251256704330444,0.7947452664375305,0.4768471717834472,1,False,False,False,0,0.3995836998213228,0.5512371485332344,0.550447727719329,0.4927542373629729,0.5508177923144338,0.5512371485332342,0.7996936530538606,0.2034356215193952,0.9718449600040912,0.0,24.3818359375,1929.08984375
A1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B13_T68_S40_M70,7cf8cfe6c0de67e86388d65dfb139e47286dbeaf9129a1874b93e6a138d93849,0,COMMON_KMEANS,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,48c9f4030e1286bce3700d80d254a048ff92822f167094a90584e4a7867d9b9d,3b2bff6e981748f465f9dbe33fe069fac293aa76c850e711665a1aeb4879fd06,"[[3484, 30], [3484, 30]]","[[3484, 18085], [3484, 31]]",PASS,0.6047326922416687,0.04694514721632,0.0328616015613079,1,False,False,False,0,0.2315889844515699,0.351601137846308,0.3475942820771392,0.3811840521235023,0.3826324189749093,0.351601137846308,0.4985339353278725,0.5006668259608331,0.7464608978480101,0.0,8.744140625,1929.08984375
tonsil_s1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B13_T68_S40_M70,7cf8cfe6c0de67e86388d65dfb139e47286dbeaf9129a1874b93e6a138d93849,0,COMMON_KMEANS,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,08c1e606732cd2c79d3b819bb7a01c00b00032f7113668930a5381f477667da9,3ac179651383fd20f7b964edede3e5231ee6c6de6dbe8b8e2b52d05a49c532d3,"[[4326, 30], [4326, 30]]","[[4326, 18085], [4326, 31]]",PASS,0.4177672564983368,2.7831614715978503e-05,1.948212957358919e-05,1,False,False,False,0,0.1418066616082619,0.2842230497175844,0.2835747377572314,0.4513103679211487,0.3094809839240393,0.2842230497175843,0.6878652668545209,0.310688861996281,0.5842478051781654,0.0,10.86083984375,1929.08984375
P22,discovery,NIGHT13B_UNIFIED_RESIDUAL,B13_T68_S40_M70,7cf8cfe6c0de67e86388d65dfb139e47286dbeaf9129a1874b93e6a138d93849,0,COMMON_KMEANS,9,9196,9196,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,52735a460dbb907ab110433b70d7637e138f21acc57356852e400562f725034a,dfa39840d2a77727af99884883cc33bf3479997339175f9393915e3b3e3ae592,"[[9196, 30], [9196, 50]]","[[9196, 22914], [9196, 121068]]",PASS,0.7251256704330444,0.8587597012519836,0.601131796836853,1,False,False,False,0,0.4581525749823542,0.5990229441989542,0.5983225154211247,0.5407707029002444,0.6024022984117474,0.5990229441989543,0.8451835047744627,0.1580018266769465,1.1329258885234594,0.0,24.3818359375,1929.08984375
A1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B14_T70_S40_M70,62d8adf99163c7d2ae47d459c6ae96615e99ef76aaa64298b6e5ac6c8c54244b,0,COMMON_KMEANS,10,3484,3484,7a65e31e47074141430212884f034ddcf80e16410aa13b96c82a18d1bfacfaad,abdf24d619d168cb62f4262c6fdadb029ff1402741d47dcda6dc3a4940c16b10,6fe2e1f1b4faa0aeecb294f7f6e3c7587faae6e442d355204deff505d6422c0f,"[[3484, 30], [3484, 30]]","[[3484, 18085], [3484, 31]]",PASS,0.6047326922416687,0.0216536056250333,0.0151575235649943,1,False,False,False,0,0.2203013686968769,0.3491486119712796,0.3451098380896042,0.3732434275795367,0.3781426203418507,0.3491486119712796,0.4890323291565424,0.5092780216779909,0.7838908694684505,0.0,8.744140625,1929.08984375
tonsil_s1,discovery,NIGHT13B_UNIFIED_RESIDUAL,B14_T70_S40_M70,62d8adf99163c7d2ae47d459c6ae96615e99ef76aaa64298b6e5ac6c8c54244b,0,COMMON_KMEANS,4,4326,4326,9a30299971a5d7e475f17257fe9e0b34c500544ec6da856aec78b09648d5ba83,1e84e301a1937fc6044ddba3ddc2543255fe69a400f76fba7769462fb7241811,3ac179651383fd20f7b964edede3e5231ee6c6de6dbe8b8e2b52d05a49c532d3,"[[4326, 30], [4326, 30]]","[[4326, 18085], [4326, 31]]",PASS,0.4177672564983368,1.2505749509728048e-05,8.754024747759104e-06,1,False,False,False,0,0.1418066616082619,0.2842230497175844,0.2835747377572314,0.4513103679211487,0.3094809839240393,0.2842230497175843,0.6878652668545209,0.310688861996281,0.4932930264621973,0.0,10.86083984375,1929.08984375
P22,discovery,NIGHT13B_UNIFIED_RESIDUAL,B14_T70_S40_M70,62d8adf99163c7d2ae47d459c6ae96615e99ef76aaa64298b6e5ac6c8c54244b,0,COMMON_KMEANS,9,9196,9196,47ac590e9225804548e509f74ecaa31567c00cf0139e3fc37e01a64685c5a087,6c01c2519fe1bb83974b1f941bfaf0d35448a2cb573882d4815b6ca37a54e2d4,88117ae28fa7211f54976884c6b9ca961d7449d81a52cbca553af3d896093303,"[[9196, 30], [9196, 50]]","[[9196, 22914], [9196, 121068]]",PASS,0.7251256704330444,0.7320458889007568,0.5124320983886719,1,False,False,False,0,0.4379646713618114,0.5772190659285991,0.5764801811518713,0.5234618137720867,0.5804246177856106,0.577219065928599,0.8138866286053597,0.1888678188415261,1.024919416755438,0.0,24.3818359375,1929.08984375
