step,fraction_of_training,state_sha256,state_file_saved
0,0.0,ab116fde7a1d5080986cfb07b9e615c489024f7aba859d8351fcf25b7519dafd,False
1,0.005,96ff164f88977f70b0060674da3f4f95f4a2e184fdec182d48e86649e0c503a7,False
5,0.025,d19d5f0893318d0e81215bffaeaa252771c9dbaad741ab470d5a654d8684e86d,False
10,0.05,bbefc12213c8beb37ad2791bf067a1272e35b5e7e6bae69526e9dfc7b52be1d4,False
20,0.1,11547b5120769d79a3a26a3e1d1482aaf43c569d97e4261b601ea2643b2f5714,False
40,0.2,b2ea3bcbbc3828231fcc20f0f4531a08a2e9dc225551a325385919d02ec9be0c,False
80,0.4,803b9c68a38146bed4277811cb5dcdf2fde87521deddb74440fc084dc6657951,False
100,0.5,537ccd5e84f73fe6c1ae116c5a0e1459d87c04f42099fd18192a2d0b3bbde6bc,False
200,1.0,5aa69a5adc192420ba2e9f97265b9477954dc9448ce03bd7bd84a4d2177f1cc9,True
