step,fraction_of_training,diagnostic_parameter_state_unchanged,diagnostic_grad_fields_unchanged,diagnostic_rng_state_unchanged,diagnostic_optimizer_state_unchanged,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share
0,0.0,True,True,True,True,6.772303464973764e-06,1.0158455197460646e-05,0.006911181666187174,0.00020789659003488199,0.0010394829501744098,0.7071996054434898,0.00020484190619525508,0.0003072628592928826,0.20904255603509997,0.00011295366819218447,0.00011295366819218447,0.07684665685522298
1,0.000625,True,True,True,True,6.502708101759498e-06,9.754062152639247e-06,0.006919451374714604,0.00019979223238662553,0.0009989611619331275,0.7086548226837331,0.0001939431482821548,0.0002909147224232322,0.20637250865286763,0.00011002836661724332,0.00011002836661724332,0.0780532172886847
5,0.003125,True,True,True,True,5.472148295029318e-06,8.208222442543978e-06,0.006725789173597565,0.00017413976806894457,0.0008706988403447229,0.713447628258902,0.00016165925491302253,0.0002424888823695338,0.19869455429296448,9.901436368335471e-05,9.901436368335471e-05,0.08113202827453601
10,0.00625,True,True,True,True,4.491049656445674e-06,6.73657448466851e-06,0.006274905394492394,0.00015271224277702808,0.0007635612138851403,0.7112330444704932,0.00014430657702838056,0.00021645986554257084,0.20162549691618425,8.681621870430246e-05,8.681621870430246e-05,0.0808665532188301
20,0.0125,True,True,True,True,4.075636856325981e-06,6.113455284488972e-06,0.006561583757789648,0.00012838715055869614,0.0006419357527934807,0.6889909246185428,0.00014424708292748448,0.00021637062439122673,0.2322310229814586,6.728438866969012e-05,6.728438866969012e-05,0.07221646864220896
40,0.025,True,True,True,True,4.6199370329800045e-06,6.929905549470007e-06,0.008572215799974525,0.0001058573113739623,0.0005292865568698115,0.6547215619497889,0.00015285368508929852,0.00022928052763394776,0.28361745302005426,4.2917743216854985e-05,4.2917743216854985e-05,0.05308876923018244
80,0.05,True,True,True,True,4.852580748368185e-06,7.278871122552277e-06,0.010495530641594602,8.693931757884567e-05,0.00043469658789422835,0.6267965569420243,0.00015176687358028746,0.0002276503103704312,0.32825293480723006,2.3895251237085858e-05,2.3895251237085858e-05,0.03445497760915119
320,0.2,True,True,True,True,5.993328759709459e-06,8.989993139564188e-06,0.022382893817696124,4.177060713494741e-05,0.00020885303567473704,0.5199932022682009,0.000113518809202259,0.0001702782138033885,0.423951288934239,1.3524461140982258e-05,1.3524461140982258e-05,0.03367261497986395
800,0.5,True,True,True,True,5.083652604381452e-06,7.625478906572177e-06,0.03510640554605868,2.063444641388522e-05,0.0001031722320694261,0.47498737646492634,6.447657895519188e-05,9.671486843278781e-05,0.44525877458120533,9.697892240547266e-06,9.697892240547266e-06,0.04464744340780971
1600,1.0,True,True,True,True,4.435194007033955e-06,6.6527910105509325e-06,0.041876268898002125,1.5187744785076923e-05,7.593872392538462e-05,0.4779994468227266,4.6682235139720125e-05,7.002335270958019e-05,0.44076489740254055,6.252939483030298e-06,6.252939483030298e-06,0.03935938687673082
