lane,representation_source,candidate_id,candidate_partition_sha256,ari,nmi,ami,fmi,homogeneity,v_measure,n_total,n_eval,observed_k_full,min_cluster_size_full,cluster_sizes_full,min_cluster_size_eval,cluster_sizes_eval,neighbor_agreement,moran_indicator_macro,geary_indicator_macro,label_access
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_AE_ONLY,HISTORICAL_CONCAT_KNN_S01,0be4d4abf1c37e10513f636cdd7cdb4347ee81b6c51be045f5f4406f1709ff46,0.1802321891946671,0.27219337956267553,0.2672429119343024,0.35760040500365553,0.2897136180758304,0.27219337956267553,3484,3484,10,68,68|112|140|156|192|225|226|423|637|1305,68,68|112|140|156|192|225|226|423|637|1305,0.504870817450233,0.4199048445911031,0.5899343950462754,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_AE_ONLY,HISTORICAL_CONCAT_KNN_S02,4515135cf9fb88b64cd6f9259eeb66515994b4344eea822230a01682ab4bb4e4,0.14119547446648126,0.27153631616906676,0.2668153051601504,0.30044837893941206,0.3039064463371532,0.2715363161690667,3484,3484,10,121,121|158|160|160|180|215|506|612|629|743,121,121|158|160|160|180|215|506|612|629|743,0.4238317097275166,0.40131780724175625,0.6084718843768548,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,COMMON_KMEANS_N20_S0,38feee8d326413f29e376995607299eebbeb98e07955bd7101c81ae95f7ff4a1,0.16187049982387278,0.3192456887588289,0.31481783445342976,0.3190652158807574,0.35363777217592346,0.3192456887588289,3484,3484,10,55,55|69|130|191|263|272|542|635|649|678,55,55|69|130|191|263|272|542|635|649|678,0.7296343357334463,0.6961505813294558,0.3180294452669244,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,OFFICIAL_KMEANS_N10_S0,f861462447143079aa5b5611b97e300db6cdd9a20538647c7e60bdeea90c9eb0,0.1641055140919304,0.32036247350937497,0.315997108870009,0.31647195307457016,0.3606970354408313,0.32036247350937497,3484,3484,10,75,75|89|129|261|320|352|451|472|645|690,75,75|89|129|261|320|352|451|472|645|690,0.7306226175349428,0.6944972815656858,0.31627785351955817,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,GMM_DIAG_N3_S0,f5f44d53dc1a333cc1ff2d3afabc3e370bb410cc166b64ab73ef8fb81253a9c7,0.16097916391448244,0.3298726506882649,0.3256481694676667,0.3079352086268632,0.3796862750858277,0.3298726506882648,3484,3484,10,133,133|133|200|253|320|412|446|490|529|568,133,133|133|200|253|320|412|446|490|529|568,0.6487364111252294,0.6306718199335607,0.3776667082650279,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,GMM_FULL_N3_S0,3e1f09268c19ce1bf77ff2687c84a814c1213870835985dc54d5dd70a023c640,0.20555902796136738,0.34910117741472446,0.34487804061243654,0.3557142148055553,0.3895143231415067,0.34910117741472446,3484,3484,10,75,75|113|152|222|223|292|401|487|746|773,75,75|113|152|222|223|292|401|487|746|773,0.6313708880417902,0.6094454111840364,0.4026806128767115,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,SPARSE_WARD_REGISTERED,b81326cc460628a801683b929fc93fe676d781087226923cd48663ebff000386,0.17009838159853694,0.3188251583738087,0.31421382429241607,0.3420648484186623,0.33913859354710657,0.3188251583738087,3484,3484,10,56,56|68|109|120|145|194|421|509|892|970,56,56|68|109|120|145|194|421|509|892|970,0.9073838768883241,0.8778672599745553,0.13607837250395252,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,SPARSE_GRAPH_FEATURE12_SPATIAL50,d0c71370367cb25ffd253eeda018182f2cfa20d7397615d527c897b422daa00f,0.16844111464912026,0.2988450711759428,0.29438197279506956,0.31831373199685553,0.34080049693964815,0.2988450711759428,3484,3484,10,156,156|180|187|194|273|284|334|537|655|684,156,156|180|187|194|273|284|334|537|655|684,0.90286601722434,0.8995286026480367,0.10581096015329199,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,HISTORICAL_CONCAT_KNN_S01,da5651f784c95219765fb9f39c9f2b2b80c03164349b7aeb9d173f70d5779725,0.15463744107749508,0.29356144529599004,0.2890038691004024,0.31092508835053595,0.33011704041933626,0.29356144529599004,3484,3484,10,124,124|137|156|228|238|264|299|609|676|753,124,124|137|156|228|238|264|299|609|676|753,0.6913737117040802,0.6622686747076627,0.34504062266816293,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_FULL,HISTORICAL_CONCAT_KNN_S02,7ab4cd44f50d567d88260830f484cd1f72eb3f8aa970eb24585ff0ccadac0359,0.18531803999115343,0.3172463324641486,0.3128270956800832,0.3385842892011088,0.35564019243911754,0.3172463324641485,3484,3484,10,126,126|139|159|211|233|288|295|465|773|795,126,126|139|159|211|233|288|295|465|773|795,0.7544825638853593,0.7189731890951847,0.2891690430426375,independent_evaluator_after_bank_lock
