lane,metric_profile,source,candidate,ari,nmi,old_ari,old_nmi
PLACENTA_K10,MAX_NMI,NIGHT21B_SPARSE_PORT_STABLE700,GMM_FULL_N3_S0,0.46994948871871556,0.6417609591073299,0.499999398,0.631180143
