formal_id,dataset,cluster_k,model_seed,endpoint_seed,fused_minus_coordinate_ari,fused_minus_coordinate_nmi,fused_minus_best_unimodal_ari,fused_minus_best_unimodal_nmi,with_minus_without_coordinate_ari,with_minus_without_coordinate_nmi
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,1,9,0.08328315402676764,0.04315618104035379,0.09859579479316494,0.08339110857942506,0.14750329922054864,0.12114711428062575
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,0,0.06994436636392729,0.04309197441088741,0.07175200390060035,0.024653419290770084,0.046588067263194866,0.11641740623257929
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,1,0.15200232024959398,0.04045858957444304,0.14077351009714914,0.03889708514806317,0.17093489179444482,0.1339878709452363
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,2,0.032264220351447936,-0.004679608832426185,-0.09164710533777815,-0.0479994559036937,0.09337713688718718,0.0960693367984054
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,3,0.08587405091545403,0.011827813211403915,0.009647993379062914,-0.04934241668753525,0.19808570086333152,0.1280972979985064
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,4,0.13796167476892202,0.041173097024498395,-0.04467367341042505,-0.013650205787044456,0.08768264012173621,0.10145662840797315
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,5,0.03237706760968803,0.017018869165564665,-0.03633021858523455,-0.022477357472002912,0.15639460917488662,0.11562541037304053
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,6,0.15615674579799949,0.058332299709861424,0.17944338058690296,0.11004150704193572,0.16303052414829583,0.10606540042171902
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,7,0.06078797304236627,0.017110529439928635,-0.04395878315216417,-0.049470796949745544,0.20078884872050837,0.11700571069603338
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,8,0.007712923607776756,-0.021418953966989007,-0.003679428177878863,-0.01896958668300125,0.04426532106110828,0.044161531654881014
F33_MISAR_K12_MAX_ARI,MISAR_E15_5_S1,12,2,9,0.02093178971896048,-0.005228854529192861,-0.009704673224973398,0.005627170650237212,0.07834965240634786,0.08560065010898449
