dataset,cluster_k,control_id,absolute_ari_total_variance,absolute_ari_between_backbone_seed_variance,absolute_ari_mean_within_backbone_endpoint_variance,absolute_nmi_total_variance,absolute_nmi_between_backbone_seed_variance,absolute_nmi_mean_within_backbone_endpoint_variance,run_count,backbone_seed_count,endpoint_seed_count,source_artifact,candidate_id,source_view,filter_id,algorithm
MISAR_E15_5_S1,12,,0.000995072790554411,0.0,0.000995072790554411,0.0006703293551477475,0.0,0.0006703293551477475,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K12/seed_4/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z2,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,12,,0.0007366850937242136,0.0,0.0007366850937242136,0.00048137248550075997,0.0,0.00048137248550075997,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K12/seed_5/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z2,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,12,,0.0008859535278726876,0.0,0.0008859535278726876,0.0004694087844139624,0.0,0.0004694087844139624,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K12/seed_6/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z2,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,12,,0.0009499401666450348,0.0,0.0009499401666450348,0.0005408883469578417,0.0,0.0005408883469578417,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K12/seed_7/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z2,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,7,,0.0006265232085629469,0.0,0.0006265232085629469,0.00034349045090171934,0.0,0.00034349045090171934,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K7/seed_3/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z1,NONE,GMM_DIAG
MISAR_E15_5_S1,7,,0.0009293173791889276,0.0,0.0009293173791889276,0.0004328059763859743,0.0,0.0004328059763859743,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K7/seed_4/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z1,NONE,GMM_DIAG
MISAR_E15_5_S1,7,,0.0002889103327207807,0.0,0.0002889103327207807,0.00012419687328913168,0.0,0.00012419687328913168,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K7/seed_5/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z1,NONE,GMM_DIAG
MISAR_E15_5_S1,7,,0.0016021712078544892,0.0,0.0016021712078544892,0.0006228141006665161,0.0,0.0006228141006665161,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K7/seed_6/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z1,NONE,GMM_DIAG
MISAR_E15_5_S1,7,,0.00043535644734521894,0.0,0.00043535644734521894,0.00014581998043193962,0.0,0.00014581998043193962,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/MISAR_E15_5_S1/K7/seed_7/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,z1,NONE,GMM_DIAG
P22,9,,3.7330312090255435e-07,0.0,3.7330312090255435e-07,5.018445722078604e-07,0.0,5.018445722078604e-07,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/P22/K9/seed_3/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,mcdf,LOW_K12_B80_S2,KMEANS
P22,9,,3.1213522571764065e-08,0.0,3.1213522571764065e-08,3.638338926299407e-08,0.0,3.638338926299407e-08,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/P22/K9/seed_4/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,mcdf,LOW_K12_B80_S2,KMEANS
P22,9,,5.970825625616617e-08,0.0,5.970825625616617e-08,1.0447219848821458e-07,0.0,1.0447219848821458e-07,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/P22/K9/seed_5/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,mcdf,LOW_K12_B80_S2,KMEANS
P22,9,,2.8743757457334593e-08,0.0,2.8743757457334593e-08,7.285923023579498e-09,0.0,7.285923023579498e-09,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/P22/K9/seed_6/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,mcdf,LOW_K12_B80_S2,KMEANS
P22,9,,9.45299518770635e-05,0.0,9.45299518770635e-05,4.3142648388792026e-05,0.0,4.3142648388792026e-05,11,1,11,unseen_evaluation_part1_v1/RAW_SVD_V2/R21_MCDF_STRONG_CONTRIBUTION/P22/K9/seed_7/frozen_endpoint_ledger.csv,R21_MCDF_STRONG_CONTRIBUTION,mcdf,LOW_K12_B80_S2,KMEANS
MISAR_E15_5_S1,12,,0.0006728508429695401,0.0,0.0006728508429695401,0.0005347632910727126,0.0,0.0005347632910727126,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K12/seed_3/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,NONE,GMM_DIAG
MISAR_E15_5_S1,12,,0.0004274864889418808,0.0,0.0004274864889418808,0.00029923587311072827,0.0,0.00029923587311072827,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K12/seed_4/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,NONE,GMM_DIAG
MISAR_E15_5_S1,12,,0.0001312168574760608,0.0,0.0001312168574760608,9.664126357097555e-05,0.0,9.664126357097555e-05,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K12/seed_5/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,NONE,GMM_DIAG
MISAR_E15_5_S1,12,,0.00010038103594692823,0.0,0.00010038103594692823,0.00010879130940089108,0.0,0.00010879130940089108,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K12/seed_6/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,NONE,GMM_DIAG
MISAR_E15_5_S1,12,,0.00026142400005876854,0.0,0.00026142400005876854,0.00014725171123496872,0.0,0.00014725171123496872,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K12/seed_7/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,NONE,GMM_DIAG
MISAR_E15_5_S1,7,,0.0018924730255651056,0.0,0.0018924730255651056,0.0007742515405053265,0.0,0.0007742515405053265,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K7/seed_3/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z1,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,7,,0.0008941713483185512,0.0,0.0008941713483185512,0.0003323236209049484,0.0,0.0003323236209049484,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K7/seed_4/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z1,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,7,,0.0007441900395610112,0.0,0.0007441900395610112,0.0003830973177288262,0.0,0.0003830973177288262,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K7/seed_5/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z1,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,7,,0.000819160819952018,0.0,0.000819160819952018,0.00037966837143071187,0.0,0.00037966837143071187,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K7/seed_6/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z1,LOW_K12_B80_S2,GMM_DIAG
MISAR_E15_5_S1,7,,0.0016302131143993452,0.0,0.0016302131143993452,0.0008181372661813398,0.0,0.0008181372661813398,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/MISAR_E15_5_S1/K7/seed_7/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z1,LOW_K12_B80_S2,GMM_DIAG
P22,9,,8.590190758036933e-05,0.0,8.590190758036933e-05,4.1770062464344564e-05,0.0,4.1770062464344564e-05,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/P22/K9/seed_3/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,LOW_K12_B80_S2,KMEANS
P22,9,,4.025123227645544e-08,0.0,4.025123227645544e-08,4.5998966578192395e-08,0.0,4.5998966578192395e-08,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/P22/K9/seed_4/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,LOW_K12_B80_S2,KMEANS
P22,9,,0.0003020193339956386,0.0,0.0003020193339956386,9.440852610177222e-05,0.0,9.440852610177222e-05,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/P22/K9/seed_5/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,LOW_K12_B80_S2,KMEANS
P22,9,,0.0005137205357424021,0.0,0.0005137205357424021,0.00013899499980770142,0.0,0.00013899499980770142,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/P22/K9/seed_6/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,LOW_K12_B80_S2,KMEANS
P22,9,,8.40409431838167e-05,0.0,8.40409431838167e-05,1.706446383082809e-05,0.0,1.706446383082809e-05,11,1,11,unseen_evaluation_r40_v2/MORAN_RAW_BANK_V1/R40_MCDF_MASKED_MODALITY/P22/K9/seed_7/frozen_endpoint_ledger.csv,R40_MCDF_MASKED_MODALITY,z2,LOW_K12_B80_S2,KMEANS
