result_role,formal_id,dataset,cluster_k,control_id,run_count,ari_best,ari_median,ari_mean,ari_min,nmi_best,nmi_median,nmi_mean,nmi_min,ami_mean,fmi_mean,morans_i_mean,gearys_c_mean,wall_seconds,peak_rss_mib,gpu_seconds,peak_gpu_mib,candidate_id,endpoint_role,source_view,filter_id,pca_dimension,coordinate_basis,coordinate_weight,algorithm,refinement_id,backbone_seed_count,endpoint_seed_count,endpoint_wall_seconds,training_wall_seconds,training_resource_reused_across_k
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,7,z2,1,0.4769406875688508,0.4769406875688508,0.4769406875688508,0.4769406875688508,0.5953947509843623,0.5953947509843623,0.5953947509843623,0.5953947509843623,0.5932109105515974,0.5817083471976567,0.9180656132662336,0.0838064623660986,0.1017785929143428,,,,R20_MCDF_GATED,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,12,z1,1,0.3662603162196856,0.3662603162196856,0.3662603162196856,0.3662603162196856,0.5768032773931698,0.5768032773931698,0.5768032773931698,0.5768032773931698,0.5730440674196855,0.4846559382537542,0.9025851563003204,0.0972836719795513,0.2122531868517398,,,,R20_MCDF_GATED,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,7,z2,1,0.4638232129724336,0.4638232129724336,0.4638232129724336,0.4638232129724336,0.6074912127867116,0.6074912127867116,0.6074912127867116,0.6074912127867116,0.6054322502235482,0.5686978260280333,0.913535963817268,0.085622909636985,0.3228598814457655,,,,R21_MCDF_STRONG_CONTRIBUTION,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,12,mcdf,1,0.3782143509845576,0.3782143509845576,0.3782143509845576,0.3782143509845576,0.5860885750671567,0.5860885750671567,0.5860885750671567,0.5860885750671567,0.5825186916785479,0.4982826603010914,0.9020556137496286,0.0992589424747487,0.704861594364047,,,,R21_MCDF_STRONG_CONTRIBUTION,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,7,base_fused,1,0.4471827086152733,0.4471827086152733,0.4471827086152733,0.4471827086152733,0.5656481035543491,0.5656481035543491,0.5656481035543491,0.5656481035543491,0.5632487288786487,0.5611435409625178,0.885763203418944,0.1156394046191971,0.70151212438941,,,,R30_MCDF_NO_GEOMETRY,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,12,z2,1,0.3568092724975738,0.3568092724975738,0.3568092724975738,0.3568092724975738,0.56808245818656,0.56808245818656,0.56808245818656,0.56808245818656,0.5642878502580729,0.4767637312011482,0.8917870092755154,0.1091351329860854,0.7970416247844696,,,,R30_MCDF_NO_GEOMETRY,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,7,z1,1,0.4275258922565695,0.4275258922565695,0.4275258922565695,0.4275258922565695,0.5609500194298123,0.5609500194298123,0.5609500194298123,0.5609500194298123,0.5586381978618316,0.538859170213628,0.9128083394401932,0.0894879665789145,0.0640933290123939,,,,R40_MCDF_MASKED_MODALITY,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,MISAR_E15_5_S1,12,z2,1,0.3331661168430448,0.3331661168430448,0.3331661168430448,0.3331661168430448,0.5566076716460907,0.5566076716460907,0.5566076716460907,0.5566076716460907,0.5527550320182149,0.4564892926119713,0.8419058928881423,0.1593107654447893,0.0628540404140949,,,,R40_MCDF_MASKED_MODALITY,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,P22,9,mcdf,1,0.4838207797263797,0.4838207797263797,0.4838207797263797,0.4838207797263797,0.6262092348847936,0.6262092348847936,0.6262092348847936,0.6262092348847936,0.6255774342835712,0.558093789495466,0.9426603732120729,0.0566599379127966,0.2738475520163774,,,,R10_FIXED_MULTISCALE,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,P22,9,z1,1,0.5302785267497452,0.5302785267497452,0.5302785267497452,0.5302785267497452,0.6493803638973586,0.6493803638973586,0.6493803638973586,0.6493803638973586,0.6487824359785225,0.5987044615368451,0.944915160417038,0.0563412908267052,0.481983084231615,,,,R20_MCDF_GATED,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,P22,9,mcdf,1,0.4830355157419618,0.4830355157419618,0.4830355157419618,0.4830355157419618,0.626013144808636,0.626013144808636,0.626013144808636,0.626013144808636,0.6253647617711269,0.5601368334435765,0.9075431476570772,0.0949911529003189,0.415374856442213,,,,R21_MCDF_STRONG_CONTRIBUTION,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,P22,9,z2,1,0.4583779800848936,0.4583779800848936,0.4583779800848936,0.4583779800848936,0.5991786583110272,0.5991786583110272,0.5991786583110272,0.5991786583110272,0.5984877360534026,0.5384279610438755,0.9179944201210888,0.0836319209842554,0.2764845881611109,,,,R40_MCDF_MASKED_MODALITY,,,,,,,,,,,,,
DEVELOPMENT_SCREEN_BEST_RUN,,P22_3DOT_K18,18,z2,1,0.6121772078368297,0.6121772078368297,0.6121772078368297,0.6121772078368297,0.7233302261338711,0.7233302261338711,0.7233302261338711,0.7233302261338711,0.7215678900736018,0.6533062213598678,0.8604819099360597,0.1433817829322083,0.6081849373877048,,,,LOCKED_C15_W02_REFERENCE,,,,,,,,,,,,,
