step,fraction_of_training,state_sha256,state_file_saved
0,0.0,93423d0b3e69c181cac2f7edec8b556b4be6d5ca7ad0073e4f8a9ed0f08b9252,False
1,0.005,109fbbfe741f490d8405a6d9818f4a5d2957428b0be86328b1ed13edee7deda0,False
5,0.025,db9329432ab6c2fced8526c35e71cd33fde58cd9e1757f5375159edf7912579d,False
10,0.05,7b0ac86486a423e90631d47d5dfaf79ee272d7082eefe74cdb65219b8931695c,False
20,0.1,03677cdd9062ea1aa6d3e3f52d419d14dd0b29c3abeeecdd5fd9bcea0ad2969b,False
40,0.2,ff97cdf2858f0653affbf2215ed48fdc3396027d1363879473a18d59d19b8146,False
80,0.4,6add066714458997ff3f74b9679654f49e9e2fc84698637c7f4f223168dfccb4,False
100,0.5,70de2cd67d38bbdd6bcda532ad80eb7d397f2e37eb5215195ed1a2791dd1804d,False
200,1.0,f30b6e02bd1789246a49c8e9337d02a5ca41fc09dd7e5df8d13107910f7e52a9,True
