step,fraction_of_training,diagnostic_parameter_state_unchanged,diagnostic_grad_fields_unchanged,diagnostic_rng_state_unchanged,diagnostic_optimizer_state_unchanged,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share
0,0.0,True,True,True,True,2.607016755321767e-05,2.6005159366860504e-05,0.001488802424235819,0.001634530335751117,0.0014851734054509853,0.08502658012024075,0.0020378274518909156,0.013388151450334252,0.7664753003088509,0.0005607258106299451,0.002567836173946889,0.14700931714667256
1,0.005,True,True,True,True,2.585395322170504e-05,2.578948418422474e-05,0.0018211943131906693,0.0016014359278492725,0.0014551030339137203,0.10275604395729482,0.0015566967207447633,0.010227211062561152,0.722222224139338,0.0005355732049784509,0.002452650160682461,0.17320053759017648
5,0.025,True,True,True,True,2.547777363472133e-05,2.541424263312609e-05,0.0030808747040431263,0.001554596461669062,0.0014125435732693864,0.1712374366636413,0.0007304934377145502,0.004799207493511196,0.5817901866939929,0.00043932208748853683,0.002011869485728787,0.24389150193832265
10,0.05,True,True,True,True,2.3745463917005946e-05,2.368625257744309e-05,0.00384309514638281,0.001461994057496449,0.0013284028112719726,0.215533393463108,0.0004976425730938288,0.003269420151609016,0.5304635114843104,0.0003366792276462482,0.0015418179141696276,0.25015999990619875
20,0.1,True,True,True,True,2.028624154869995e-05,2.0235656075154665e-05,0.00503223781484414,0.001335545369952874,0.001213508505680758,0.3017773858303253,0.0002889532185280323,0.001898369485662375,0.472089794213574,0.00019414636045554415,0.0008890906000167886,0.2211005821412565
40,0.2,True,True,True,True,1.6811327294494572e-05,1.6769406816022734e-05,0.005821883802052126,0.0012860431905052708,0.001168529639997205,0.4056818382399428,0.00018802407388567193,0.0012352835737659711,0.42885699583468323,0.0001004100465465454,0.00045982643363651253,0.15963928212332182
80,0.4,True,True,True,True,1.3971196651512276e-05,1.3936358281037667e-05,0.005333409087636722,0.0012469789689088162,0.0011330349527768312,0.4336096124890995,0.000174963251653461,0.001149476374560524,0.4399017030472282,6.913054331482119e-05,0.000316582376775149,0.12115527537603557
100,0.5,True,True,True,True,1.3188589258411317e-05,1.315570238622115e-05,0.005158376736498759,0.0012395772881097008,0.0011263096083533935,0.4416282089134444,0.0001703520297350952,0.001119181494904792,0.4388332616343921,6.369933373592518e-05,0.00029171022685697785,0.11438015271566472
200,1.0,True,True,True,True,1.1482000015688888e-05,1.1453368669332974e-05,0.004915834019404529,0.0011601493788872337,0.0010541395079596465,0.45244111178411683,0.00015820025465252923,0.0010393465682308825,0.44609191981578616,4.9122068356290526e-05,0.000224953839600617,0.09655113438069263
