mode,partition_sha256,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,dataset,lane,candidate_id,mechanism_family,config_sha256,training_seed,endpoint_seed,head,k,total_observations,evaluated_observations,delta_ari_vs_retained,delta_nmi_vs_retained,status,wall_seconds,peak_gpu_mib,peak_rss_mib,experiment_phase
RETAINED_TEACHER,2d2dd19e9e9bb20cc27f7029d5b14bcb154c0738e8d5bcda56355c7eb1ea1553,0.3561334252217696,0.5778900366307157,0.574222982664307,0.4774940691101633,0.8696600857674022,0.1306894984666931,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S12_STABILITY_TRUST_WEAK,STABILITY_TRUST,2b28ec93cd2c90c455398ad297ef81150878a6589315741b6b94c6e2c7d02513,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0,0.0,PASS,0.8317401744425297,30.74267578125,925.75,SCREEN
SAPR_FULL,769f4fd41235df10f3d5c44e42ee471a0383ed941410c42c10c73260b83fbc03,0.3538806654385651,0.5595043514883217,0.5556071374604004,0.4742775818748071,0.8435261745857788,0.1569130081751752,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S12_STABILITY_TRUST_WEAK,STABILITY_TRUST,2b28ec93cd2c90c455398ad297ef81150878a6589315741b6b94c6e2c7d02513,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,-0.0022527597832045,-0.018385685142394,PASS,0.8317401744425297,30.74267578125,925.75,SCREEN
SAPR_RESIDUAL_DISABLED,ec5f416860513a7c3c9f1019d073cf67d68e3c29dd07445a98f2687eaa51ec27,0.3445615735292398,0.5625950060983026,0.5588281807819542,0.467633102417787,0.8749174503409524,0.1254236832012675,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S12_STABILITY_TRUST_WEAK,STABILITY_TRUST,2b28ec93cd2c90c455398ad297ef81150878a6589315741b6b94c6e2c7d02513,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,-0.0115718516925298,-0.0152950305324131,PASS,0.8317401744425297,30.74267578125,925.75,SCREEN
RETAINED_TEACHER,778247f76e4d3e1a47fee244da2297fa1b48dcd34db7ff29a9bd5960b8065aa7,0.2389411529541879,0.3928634402768866,0.3889277017461162,0.3845863966718307,0.5687759284703141,0.4327094670922682,A1,A1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0,0.0,PASS,0.9597466662526132,41.298828125,925.8046875,SCREEN
SAPR_FULL,d570ef8d9a7aeb45bc0ed4f8ddcfbed29914027f95e72bd836e78cc079e9f542,0.2424397531969829,0.3965831533293397,0.3927428969682131,0.3826990210237014,0.5042219228334675,0.4954761724361569,A1,A1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0034986002427949,0.0037197130524531,PASS,0.9597466662526132,41.298828125,925.8046875,SCREEN
SAPR_RESIDUAL_DISABLED,9248b388a80de6b1815283ce060710e58924b46ae979aecfd659a4592f1667f2,0.2285309557240429,0.3900580141264694,0.3861764210462131,0.3705468305015378,0.5088545604322319,0.4908728034356203,A1,A1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,-0.0104101972301449,-0.0028054261504172,PASS,0.9597466662526132,41.298828125,925.8046875,SCREEN
RETAINED_TEACHER,fbf21dccbcc67855181353238b59953ff541b726bf30071dc89554854273d1a9,0.1607414481055021,0.2909157780169758,0.2902764283261132,0.4628878767302947,0.6797173099658796,0.3200961126889805,tonsil_s1,tonsil_s1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED,4,4326,4326,0.0,0.0,PASS,1.0615538526326418,46.55224609375,926.47265625,SCREEN
SAPR_FULL,97b7732f19da0329de656f727190879a99bf809aab1a62225d3cc1b8aefcd5e6,0.1625154008696004,0.2860635401428707,0.2854095321224329,0.4686406748932471,0.6802157558298012,0.3191513245167455,tonsil_s1,tonsil_s1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED,4,4326,4326,0.0017739527640983,-0.0048522378741051,PASS,1.0615538526326418,46.55224609375,926.47265625,SCREEN
SAPR_RESIDUAL_DISABLED,7994670ecb03a59afb977b068af14584b2560f31192f9f9d9f6d398dd123676d,0.1550029056155563,0.2792301518182301,0.2786051723986839,0.4435198806464078,0.6542460210141112,0.3458722217151291,tonsil_s1,tonsil_s1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED,4,4326,4326,-0.0057385424899457,-0.0116856261987456,PASS,1.0615538526326418,46.55224609375,926.47265625,SCREEN
RETAINED_TEACHER,ae3066fa154362eec0efeccedfa2790637233655c49a0018b29c865077fe4667,0.4107535716930893,0.6064179094949806,0.6057539990652927,0.4944280545021607,0.8997778442278445,0.1001896341368456,P22,P22,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0,0.0,PASS,1.0436131451278925,83.58642578125,928.70703125,SCREEN
SAPR_FULL,c28b8d23102d34e83c8b2ee2fb951cd6f706716a0db567630824ec0770dbc343,0.4376864826401762,0.6270265946955412,0.626397813818209,0.517790052608425,0.9188215796685996,0.0812211374889531,P22,P22,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0269329109470869,0.0206086852005605,PASS,1.0436131451278925,83.58642578125,928.70703125,SCREEN
SAPR_RESIDUAL_DISABLED,77e3f7e8e46426c2c951635cae26e8fae97e1e0918c654bcc8769b2165926ceb,0.4857357149746713,0.629801151930864,0.6291644920065972,0.5623133309104623,0.9025300152741648,0.0975207465921713,P22,P22,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.074982143281582,0.0233832424358833,PASS,1.0436131451278925,83.58642578125,928.70703125,SCREEN
RETAINED_TEACHER,f0e5245b581ecebb6fc50707f93ea024df435dab939a0688bf5d960bc44e2aca,0.3514171699802645,0.5366722568151729,0.534236822998133,0.4758400027867638,0.9214136163000596,0.0784680222496969,MISAR_E15_5_S1,MISAR_E15_5_S1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0,0.0,PASS,0.9158495161682368,30.62744140625,928.70703125,SCREEN
SAPR_FULL,38de6314f5a00e308d47eb086a002bdacb951147a3645545c9695e04aeadee51,0.4497035931932793,0.5874714312788586,0.5852687751124588,0.5594562535143748,0.9090766419618368,0.090742203246445,MISAR_E15_5_S1,MISAR_E15_5_S1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0982864232130147,0.0507991744636856,PASS,0.9158495161682368,30.62744140625,928.70703125,SCREEN
SAPR_RESIDUAL_DISABLED,1e86c6af7202960832f53d3c66abc5bf1bd77cf35fc662530c54e66c4c02ce65,0.3753898771076592,0.5391905292744518,0.5367001204349352,0.5013596156031903,0.9066279510945752,0.0934059712013131,MISAR_E15_5_S1,MISAR_E15_5_S1,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0239727071273946,0.0025182724592788,PASS,0.9158495161682368,30.62744140625,928.70703125,SCREEN
RETAINED_TEACHER,2d2dd19e9e9bb20cc27f7029d5b14bcb154c0738e8d5bcda56355c7eb1ea1553,0.3561334252217696,0.5778900366307157,0.574222982664307,0.4774940691101633,0.8696600857674022,0.1306894984666931,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0,0.0,PASS,0.9527173116803168,30.74267578125,928.70703125,SCREEN
SAPR_FULL,f6b064cf5bcd8c6a9d8f729c6855eec298fdc0fe72debba788f0fabf1e043ece,0.3471899517317929,0.5670284604403089,0.563280890880324,0.4695174338093453,0.8723677263847672,0.1276722723930372,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,-0.0089434734899767,-0.0108615761904068,PASS,0.9527173116803168,30.74267578125,928.70703125,SCREEN
SAPR_RESIDUAL_DISABLED,245379439abb910dc98cf5f7c6d639165c03721a76358f80155b74fae6f1cef8,0.3603687335785016,0.58359939806777,0.5800204976257193,0.4824863072542745,0.8764836317146741,0.1236220322172229,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S20_CROSS_VIEW,CROSS_VIEW,5da534e34e0cc9344fcfee2f33e810aa5f11c213529c26a001e425100bc4abf2,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0042353083567319,0.0057093614370542,PASS,0.9527173116803168,30.74267578125,928.70703125,SCREEN
RETAINED_TEACHER,778247f76e4d3e1a47fee244da2297fa1b48dcd34db7ff29a9bd5960b8065aa7,0.2389411529541879,0.3928634402768866,0.3889277017461162,0.3845863966718307,0.5687759284703141,0.4327094670922682,A1,A1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0,0.0,PASS,1.0804350636899471,41.298828125,928.70703125,SCREEN
SAPR_FULL,f1912f4c6ba33555c4aad685b77838391727e0c035bf2f45092f9ec43bd5039c,0.2499376827410539,0.4066088121115113,0.4027792587514091,0.3921351305286907,0.5248576115806738,0.4746994453155042,A1,A1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0109965297868659,0.0137453718346247,PASS,1.0804350636899471,41.298828125,928.70703125,SCREEN
SAPR_RESIDUAL_DISABLED,474c07564ec95fddfa93437ced0278109aef7e99f6cf92d9e9fabd4240ae1256,0.2291080084790584,0.3824700068108773,0.3785535700904907,0.370132517149686,0.4787637952147576,0.5203768161461878,A1,A1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,-0.0098331444751295,-0.0103934334660093,PASS,1.0804350636899471,41.298828125,928.70703125,SCREEN
RETAINED_TEACHER,fbf21dccbcc67855181353238b59953ff541b726bf30071dc89554854273d1a9,0.1607414481055021,0.2909157780169758,0.2902764283261132,0.4628878767302947,0.6797173099658796,0.3200961126889805,tonsil_s1,tonsil_s1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED,4,4326,4326,0.0,0.0,PASS,1.1841359958052635,46.55224609375,929.1328125,SCREEN
SAPR_FULL,14c30d67e7fedc3da2b646656d7955dad65b9060137f06afd02a46234e302bea,0.1625154008696004,0.2860635401428707,0.2854095321224329,0.4686406748932471,0.6802157558298012,0.3191513245167455,tonsil_s1,tonsil_s1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED,4,4326,4326,0.0017739527640983,-0.0048522378741051,PASS,1.1841359958052635,46.55224609375,929.1328125,SCREEN
SAPR_RESIDUAL_DISABLED,e0339a965e82a10d7c253422e6d1fb5a0883e489a661a4582cee653a9c013d22,0.1232946855971271,0.2427974789506737,0.2421269814103977,0.4327490185441565,0.5958181109593498,0.4044734643846566,tonsil_s1,tonsil_s1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED,4,4326,4326,-0.0374467625083749,-0.0481182990663021,PASS,1.1841359958052635,46.55224609375,929.1328125,SCREEN
RETAINED_TEACHER,ae3066fa154362eec0efeccedfa2790637233655c49a0018b29c865077fe4667,0.4107535716930893,0.6064179094949806,0.6057539990652927,0.4944280545021607,0.8997778442278445,0.1001896341368456,P22,P22,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0,0.0,PASS,1.31098760291934,83.58642578125,931.50390625,SCREEN
SAPR_FULL,0e5442335ba69ff4055228e78b4b0f19ccbf945a4eee72cb56994cf3d62fdf65,0.491343036318018,0.6349250700557537,0.6342992890365066,0.5660208891122631,0.90433509016141,0.0954010933771784,P22,P22,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0805894646249287,0.028507160560773,PASS,1.31098760291934,83.58642578125,931.50390625,SCREEN
SAPR_RESIDUAL_DISABLED,43a849f8adfab995a6c5a2e74600c573be7de304a5bacd7e5bd1bb24fd2c9f06,0.4751989846444104,0.6232716128674239,0.6226270947446354,0.5522914307818264,0.909771623644818,0.0902015900521889,P22,P22,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0644454129513211,0.0168537033724432,PASS,1.31098760291934,83.58642578125,931.50390625,SCREEN
RETAINED_TEACHER,f0e5245b581ecebb6fc50707f93ea024df435dab939a0688bf5d960bc44e2aca,0.3514171699802645,0.5366722568151729,0.534236822998133,0.4758400027867638,0.9214136163000596,0.0784680222496969,MISAR_E15_5_S1,MISAR_E15_5_S1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0,0.0,PASS,1.0412102602422235,30.62744140625,931.50390625,SCREEN
SAPR_FULL,bafa5db08cb9baa177565bea2290392360c9fef6e90952831a933da8f6a9a099,0.4219838253868085,0.5778242593277527,0.5754947977289463,0.5408908429063755,0.9110874990231242,0.0886844715259438,MISAR_E15_5_S1,MISAR_E15_5_S1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0705666554065439,0.0411520025125797,PASS,1.0412102602422235,30.62744140625,931.50390625,SCREEN
SAPR_RESIDUAL_DISABLED,adbb58a492dd30807a88cc684167bca6781a7993229c2a043420a5325a180823,0.374236632991178,0.5390851851413986,0.5365967316398559,0.5003359862009712,0.9066522814191456,0.0932921484857668,MISAR_E15_5_S1,MISAR_E15_5_S1,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0228194630109134,0.0024129283262256,PASS,1.0412102602422235,30.62744140625,931.50390625,SCREEN
RETAINED_TEACHER,2d2dd19e9e9bb20cc27f7029d5b14bcb154c0738e8d5bcda56355c7eb1ea1553,0.3561334252217696,0.5778900366307157,0.574222982664307,0.4774940691101633,0.8696600857674022,0.1306894984666931,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0,0.0,PASS,1.0949447453022003,30.74267578125,931.50390625,SCREEN
SAPR_FULL,0c9be665230ea46a69967b84ca008d1dd221f4d2506b5cb491e34c93f8d46af3,0.3532160096468501,0.5693414743974914,0.5656312895821222,0.4755609817250532,0.8686379693838252,0.1314388391611206,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,-0.0029174155749195,-0.0085485622332243,PASS,1.0949447453022003,30.74267578125,931.50390625,SCREEN
SAPR_RESIDUAL_DISABLED,bd3bfb85ed22a8a807aa49cc086fde6877fbe26fc0ceeb1babc2610a1eba5aca,0.3712563681254918,0.5823270723103802,0.5787396890306404,0.4928196881628776,0.875464676610665,0.1247538988101954,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S21_CROSS_VIEW_STRONG,CROSS_VIEW,63e1ac40ff1cb744d71fac96fa5ebc336a923c6a43b80559f862368569decd12,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0151229429037221,0.0044370356796644,PASS,1.0949447453022003,30.74267578125,931.50390625,SCREEN
RETAINED_TEACHER,778247f76e4d3e1a47fee244da2297fa1b48dcd34db7ff29a9bd5960b8065aa7,0.2389411529541879,0.3928634402768866,0.3889277017461162,0.3845863966718307,0.5687759284703141,0.4327094670922682,A1,A1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0,0.0,PASS,1.1062263678759336,37.12255859375,931.50390625,SCREEN
SAPR_FULL,eff41e1b4ba82cddb0bd6caef3284f67fdaf8e74f1c4f784ec16ac66efa7ecbb,0.2465294901347329,0.4021732180996414,0.3983420610775163,0.3876517004033962,0.4769822723877135,0.5232843720066953,A1,A1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0075883371805449,0.0093097778227548,PASS,1.1062263678759336,37.12255859375,931.50390625,SCREEN
SAPR_RESIDUAL_DISABLED,bff5632bf3ef1582a9bc33f2926a12ebdfa4c154a01265144bd573436e7119a8,0.2309350924591015,0.3907625867596666,0.386897086049699,0.3721141595264793,0.4998961325622656,0.4999916816544427,A1,A1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,-0.0080060604950864,-0.00210085351722,PASS,1.1062263678759336,37.12255859375,931.50390625,SCREEN
RETAINED_TEACHER,fbf21dccbcc67855181353238b59953ff541b726bf30071dc89554854273d1a9,0.1607414481055021,0.2909157780169758,0.2902764283261132,0.4628878767302947,0.6797173099658796,0.3200961126889805,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED,4,4326,4326,0.0,0.0,PASS,1.1089208740741014,41.15478515625,932.1171875,SCREEN
SAPR_FULL,76747e2fa60217299010556c041c3e2c8ac1aecdfb36f2426e6ae1bca1ccb826,0.1703657265691488,0.2852921876043309,0.28466357889883,0.4596618084732887,0.6966209013072358,0.303731538362308,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED,4,4326,4326,0.0096242784636467,-0.0056235904126448,PASS,1.1089208740741014,41.15478515625,932.1171875,SCREEN
SAPR_RESIDUAL_DISABLED,082e03a32aef1b8e132552991a8ca796af1041e2b962b2f41155f6110167c834,0.1651913727565144,0.2893149844023251,0.2886756817663062,0.4655701069453479,0.6802047521555661,0.3196457317421829,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED,4,4326,4326,0.0044499246510123,-0.0016007936146507,PASS,1.1089208740741014,41.15478515625,932.1171875,SCREEN
RETAINED_TEACHER,ae3066fa154362eec0efeccedfa2790637233655c49a0018b29c865077fe4667,0.4107535716930893,0.6064179094949806,0.6057539990652927,0.4944280545021607,0.8997778442278445,0.1001896341368456,P22,P22,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0,0.0,PASS,1.080335907638073,72.77880859375,934.109375,SCREEN
SAPR_FULL,3b10085e80abd29269e0f686abfa0df33831bf67f321b1572b35cb37e6c4ccdf,0.4505753497110897,0.6183137658837701,0.6176560712068151,0.5328488840493317,0.9093219058829236,0.0906860527832142,P22,P22,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0398217780180004,0.0118958563887894,PASS,1.080335907638073,72.77880859375,934.109375,SCREEN
SAPR_RESIDUAL_DISABLED,89b1a7e60e2da03838b229dba66000657823551d7639d622342d00e4f8292157,0.4493420067868441,0.6252775278378441,0.6246472436397051,0.5277927438121777,0.9100096550526248,0.0899891639740775,P22,P22,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_DIAG+REFINE_T0.50_S2,9,9196,9196,0.0385884350937548,0.0188596183428634,PASS,1.080335907638073,72.77880859375,934.109375,SCREEN
RETAINED_TEACHER,f0e5245b581ecebb6fc50707f93ea024df435dab939a0688bf5d960bc44e2aca,0.3514171699802645,0.5366722568151729,0.534236822998133,0.4758400027867638,0.9214136163000596,0.0784680222496969,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0,0.0,PASS,1.1255005951970816,28.22021484375,934.109375,SCREEN
SAPR_FULL,b60f403a090fb60d73517587c662a268edb94ee820ec60602e95e8d186e1c387,0.4435741067948788,0.583803110940536,0.5815809821775096,0.5544130976291066,0.9095275933087118,0.0904140520883366,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0921569368146142,0.0471308541253631,PASS,1.1255005951970816,28.22021484375,934.109375,SCREEN
SAPR_RESIDUAL_DISABLED,352e903f96031323d00360223216409f97ee81a205ba5bab8ab368983ce8ff61,0.4045124689607589,0.5554978161022328,0.5530511429921797,0.5264405697269667,0.9036763135645756,0.0960315872540506,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,0,GMM_TIED+REFINE_T0.50_S1,7,1949,1949,0.0530952989804943,0.0188255592870598,PASS,1.1255005951970816,28.22021484375,934.109375,SCREEN
RETAINED_TEACHER,2d2dd19e9e9bb20cc27f7029d5b14bcb154c0738e8d5bcda56355c7eb1ea1553,0.3561334252217696,0.5778900366307157,0.574222982664307,0.4774940691101633,0.8696600857674022,0.1306894984666931,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0,0.0,PASS,1.1533805020153522,28.33544921875,934.109375,SCREEN
SAPR_FULL,8d6e667aaf5c48b3f86a559a1aa7d755ed83483e3529ef0c2487ea195b30f040,0.3723378388719403,0.5826381874055134,0.5789820749714062,0.4922022675637212,0.8635282280744043,0.1365503363385609,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.0162044136501706,0.0047481507747977,PASS,1.1533805020153522,28.33544921875,934.109375,SCREEN
SAPR_RESIDUAL_DISABLED,24827eb82569199ffca4bf80247610e3239deb337c2a925d6d7e99d21550dc33,0.3662566224074897,0.5811647157686837,0.5775793765900462,0.4885631496224527,0.8805085941361083,0.119531993658287,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,CROSS_VIEW,53f39d014964b75a14c2006a6943f9748ec14c3513a530244a9ff059eea5a38f,0,1,GMM_TIED+REFINE_T0.50_S2,12,1949,1949,0.01012319718572,0.0032746791379679,PASS,1.1533805020153522,28.33544921875,934.109375,SCREEN
RETAINED_TEACHER,778247f76e4d3e1a47fee244da2297fa1b48dcd34db7ff29a9bd5960b8065aa7,0.2389411529541879,0.3928634402768866,0.3889277017461162,0.3845863966718307,0.5687759284703141,0.4327094670922682,A1,A1,S30_BOUNDARY_GRAPH,BOUNDARY_GRAPH,28fc2a227eccf611f1adbcbc2e9c7d472c65f80c749f3ef4d79b9988816d4900,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,0.0,0.0,PASS,0.9823615904897453,41.298828125,934.109375,SCREEN
SAPR_FULL,98069f497f5e621b5fc4ba04f88152078fe39ce27d30626979fa0df26e39f815,0.2365877891105472,0.3952093099966334,0.3913118745092278,0.3798727084845102,0.5365103184705309,0.4621778320103938,A1,A1,S30_BOUNDARY_GRAPH,BOUNDARY_GRAPH,28fc2a227eccf611f1adbcbc2e9c7d472c65f80c749f3ef4d79b9988816d4900,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,-0.0023533638436407,0.0023458697197468,PASS,0.9823615904897453,41.298828125,934.109375,SCREEN
SAPR_RESIDUAL_DISABLED,64f330fdf759f850cb742c20f3bc545e253e6b19ac7c39f6598b7abd70e6342c,0.2311854637177756,0.3831257614728086,0.3792000404259642,0.3728920981343854,0.4860432336576042,0.5134371075620558,A1,A1,S30_BOUNDARY_GRAPH,BOUNDARY_GRAPH,28fc2a227eccf611f1adbcbc2e9c7d472c65f80c749f3ef4d79b9988816d4900,0,0,GMM_TIED+REFINE_T0.90_S1,10,3484,3484,-0.0077556892364123,-0.0097376788040779,PASS,0.9823615904897453,41.298828125,934.109375,SCREEN
