export,dataset,lane,candidate_id,training_seed,endpoint_seed,head,mode,k,total_observations,evaluated_observations,partition_sha256,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,delta_ari_vs_retained,delta_nmi_vs_retained,status
FINAL_S10_STABILITY_TRUST_tonsil_s1_seed2.npz,tonsil_s1,tonsil_s1,S10_STABILITY_TRUST,2,0,GMM_TIED,SAPR_RESIDUAL_DISABLED,4,4326,4326,ceacb117dd24a1b033a17556f2b1c5b32634ba14cbb5cc901d77dad23dd9e48e,0.1825317282616988,0.292704292320234,0.29208535414146974,0.4657488153296262,0.7004822072173528,0.30010802689282967,-0.02541498501075956,-0.004223668329755459,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed1.npz,A1,A1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.90_S1,RETAINED_TEACHER,10,3484,3484,a69fa50a19237c276714f41eb1cca530ec0eecb425406a23113d1db59b2e2b13,0.25782914756718833,0.4140557787969627,0.41024789351203395,0.40073589352147043,0.5370720448976315,0.4656225601710234,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed1.npz,A1,A1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.90_S1,SAPR_FULL,10,3484,3484,06e1b14598a1f086d8d789c895f822d7e0c18adf67a742578229863d4b6d071e,0.2505250487220614,0.40761836290072134,0.4037956294454882,0.39261029395688973,0.5266832004952429,0.4734289795632366,-0.0073040988451269495,-0.006437415896241361,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed1.npz,A1,A1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.90_S1,SAPR_RESIDUAL_DISABLED,10,3484,3484,ce79193c3fe89961f2e81923822faa3d5c933c31f00ab7e0500497feb484cf22,0.23594806644243915,0.3889897329529778,0.3850933316271637,0.3773471773157962,0.5134412277381057,0.4870654728259101,-0.02188108112474918,-0.02506604584398492,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed2.npz,A1,A1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.90_S1,RETAINED_TEACHER,10,3484,3484,a69fa50a19237c276714f41eb1cca530ec0eecb425406a23113d1db59b2e2b13,0.25782914756718833,0.4140557787969627,0.41024789351203395,0.40073589352147043,0.5370720448976315,0.4656225601710234,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed2.npz,A1,A1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.90_S1,SAPR_FULL,10,3484,3484,9852bacaad2eaac54717770f13a8358352ed746dd39ee72710ad08403e3753b8,0.24966508600114184,0.4066554887576917,0.40283214577163035,0.3915161340520319,0.5186786672173394,0.481469425238841,-0.008164061566046488,-0.007400290039271007,PASS
FINAL_S22_CROSS_VIEW_BALANCED_A1_seed2.npz,A1,A1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.90_S1,SAPR_RESIDUAL_DISABLED,10,3484,3484,bb3c2f526e7e254932dcc2168e1dba7588cbbd3a8d064a7b4c5501b160cd9621,0.23174876086381035,0.38637369570653096,0.38247886076824994,0.37257615989817766,0.46596996964075954,0.5318305242791787,-0.026080386703377978,-0.02768208309043174,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,1,1,GMM_TIED+REFINE_T0.50_S2,RETAINED_TEACHER,12,1949,1949,490d71c6389b20a249adba2dcefc2951393ec9431701f1a6409314d50adaf39c,0.3649028845499023,0.5901197781116109,0.5865711181388696,0.48608808928280395,0.8641262084302346,0.13617967938932204,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,1,1,GMM_TIED+REFINE_T0.50_S2,SAPR_FULL,12,1949,1949,c1cf5170b4ca2201e5e3f48151036f240d0421e203be591aa586ca51cdacc3af,0.3489523437113374,0.5696257885615487,0.565916983328354,0.47139854499594563,0.8732091817904936,0.12577028295637374,-0.015950540838564897,-0.020493989550062208,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,1,1,GMM_TIED+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,12,1949,1949,6815a51b214f183b16afb2298b2327211164faa3f9a02b79e8be21b5664195fb,0.3789468238535673,0.5851058808172005,0.5815552229838022,0.500500450591411,0.8818317128731369,0.11801460682682884,0.014043939303665043,-0.005013897294410374,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,2,1,GMM_TIED+REFINE_T0.50_S2,RETAINED_TEACHER,12,1949,1949,490d71c6389b20a249adba2dcefc2951393ec9431701f1a6409314d50adaf39c,0.3649028845499023,0.5901197781116109,0.5865711181388696,0.48608808928280395,0.8641262084302346,0.13617967938932204,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,2,1,GMM_TIED+REFINE_T0.50_S2,SAPR_FULL,12,1949,1949,32283efcde07edbf534f5d682bc4499a2ed914ce1675c0893845e801e5f4b23f,0.3593296069564865,0.5821423258469387,0.578527968971499,0.48090542059007696,0.8777065323171597,0.12092297928907336,-0.005573277593415749,-0.007977452264672169,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S22_CROSS_VIEW_BALANCED,2,1,GMM_TIED+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,12,1949,1949,54d50d0fc3dd5460f406e5752e5a284bb0eb80b4af220318877bbe1ed6b15eb9,0.35184826256670976,0.5779751801389915,0.5743816655430692,0.47605705988489483,0.8794890695230898,0.11973771865079012,-0.013054621983192516,-0.012144597972619353,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.50_S1,RETAINED_TEACHER,7,1949,1949,f7048aa7545e1c749a2983955b0db6e78ccbbe7698780e39d34f8644286bc7fc,0.4202531069070573,0.5757809181210183,0.5735425061161218,0.5339403282518571,0.901507202268202,0.09838669799678657,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.50_S1,SAPR_FULL,7,1949,1949,b11b0f34a2579b8d3b0d51cde934c6a18d15068aa55ad7e86cbf500d671301a0,0.37961939212460594,0.564762203791794,0.5624667356779236,0.49944980204233086,0.9247792988462135,0.07747472530545176,-0.04063371478245137,-0.0110187143292243,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED+REFINE_T0.50_S1,SAPR_RESIDUAL_DISABLED,7,1949,1949,60d16f0c95730fc755974f21f9ed75314f87e6a7862f1f0b93f01dbe387a48da,0.4127714367337403,0.5647569998282884,0.5624625332099998,0.5266826118244932,0.9064772037081295,0.0934951471689246,-0.007481670173317023,-0.011023918292729862,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.50_S1,RETAINED_TEACHER,7,1949,1949,f7048aa7545e1c749a2983955b0db6e78ccbbe7698780e39d34f8644286bc7fc,0.4202531069070573,0.5757809181210183,0.5735425061161218,0.5339403282518571,0.901507202268202,0.09838669799678657,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.50_S1,SAPR_FULL,7,1949,1949,f00e93841ac2acb986816274f45dedf5cbc2476ea005a90f8eadc0f129041674,0.44878045459029087,0.5901570696804693,0.5879714720750557,0.558565010191339,0.9103598068132559,0.08974605603107853,0.02852734768323356,0.014376151559451045,PASS
FINAL_S22_CROSS_VIEW_BALANCED_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED+REFINE_T0.50_S1,SAPR_RESIDUAL_DISABLED,7,1949,1949,b05fd3008655cf5dfd9ada7568bfafcc82cffdd319f532a7cad2446f84c95d94,0.4143399692365626,0.565953808132436,0.5636674044417983,0.5279596567062578,0.9096293041600606,0.09119979886280252,-0.005913137670494728,-0.009827109988582272,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed1.npz,P22,P22,S22_CROSS_VIEW_BALANCED,1,0,GMM_DIAG+REFINE_T0.50_S2,RETAINED_TEACHER,9,9196,9196,3d9a3c72773b85ae5471552e850c9e99360b10931537c300faf0ce7c92416242,0.520475386018739,0.6523396202874471,0.6517471308210926,0.5908913418260602,0.9010260724031267,0.100586413756361,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed1.npz,P22,P22,S22_CROSS_VIEW_BALANCED,1,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_FULL,9,9196,9196,ebfedcde2bd126072d02885e1e4373680c0e19b14b345715f83e55e4be6c033e,0.48499801711565865,0.6353100138852115,0.6346818671304518,0.5619092803092655,0.9162884768895895,0.08470992641816949,-0.03547736890308034,-0.01702960640223561,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed1.npz,P22,P22,S22_CROSS_VIEW_BALANCED,1,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,9,9196,9196,f50ca3b9156c277882c44b7be2aebf50f8ae367f0d4975c1587c284516eb5fa5,0.48180381218375967,0.6259019798551665,0.6252588658277045,0.5589031563241506,0.9033566247015137,0.09958979113018344,-0.03867157383497932,-0.026437640432280585,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed2.npz,P22,P22,S22_CROSS_VIEW_BALANCED,2,0,GMM_DIAG+REFINE_T0.50_S2,RETAINED_TEACHER,9,9196,9196,3d9a3c72773b85ae5471552e850c9e99360b10931537c300faf0ce7c92416242,0.520475386018739,0.6523396202874471,0.6517471308210926,0.5908913418260602,0.9010260724031267,0.100586413756361,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed2.npz,P22,P22,S22_CROSS_VIEW_BALANCED,2,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_FULL,9,9196,9196,a6d5e92460bf45b384b8011af2f07d16dfd245b35a3dc41fa0cc35232f6545fb,0.4518783548616167,0.6171429175909703,0.6164834788732272,0.5338428173751043,0.9138394203466222,0.0874706415931828,-0.06859703115712229,-0.03519670269647679,PASS
FINAL_S22_CROSS_VIEW_BALANCED_P22_seed2.npz,P22,P22,S22_CROSS_VIEW_BALANCED,2,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,9,9196,9196,c6a2cab1cd0a9a029f64e54227a98b6cccf953d4f7fd170f2109f48ac6cca86a,0.46448793269956834,0.6163237761229475,0.6156649004373734,0.5439263654882388,0.9035535745700677,0.09807208063438617,-0.055987453319170655,-0.036015844164499544,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED,RETAINED_TEACHER,4,4326,4326,e00097201bac0e1b77f460806ab298a37815429cac695d94b7e6f70ec955dc3f,0.20794671327245837,0.29692796064998944,0.2963090322074574,0.4850370511068504,0.6896963427359472,0.31032697454286096,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED,SAPR_FULL,4,4326,4326,d72a08209ceed620f89dfce23646e92cabc69d2782a7a5a3ef703b8842d3aaf1,0.16251540086960042,0.286063540142871,0.2854095321224329,0.4686406748932471,0.6776605568426578,0.31970863047908304,-0.04543131240285794,-0.010864420507118444,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,1,0,GMM_TIED,SAPR_RESIDUAL_DISABLED,4,4326,4326,b8700f99661def19b1a454248c2d0b3df561b59ddd5787c9e26d3163ece0a801,0.17991937894441382,0.29261819410224654,0.29199854083799653,0.46443317240357207,0.698157491309672,0.30247513222533273,-0.02802733432804455,-0.004309766547742899,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed2.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED,RETAINED_TEACHER,4,4326,4326,e00097201bac0e1b77f460806ab298a37815429cac695d94b7e6f70ec955dc3f,0.20794671327245837,0.29692796064998944,0.2963090322074574,0.4850370511068504,0.6896963427359472,0.31032697454286096,0.0,0.0,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed2.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED,SAPR_FULL,4,4326,4326,5f2f274a339f86fd13edde7dbda009100315d8856b5c6a0247b36995108186d4,0.1703657265691488,0.28529218760433156,0.2846635788988309,0.45966180847328875,0.6959566004779657,0.3040080722484698,-0.03758098670330956,-0.011635773045657882,PASS
FINAL_S22_CROSS_VIEW_BALANCED_tonsil_s1_seed2.npz,tonsil_s1,tonsil_s1,S22_CROSS_VIEW_BALANCED,2,0,GMM_TIED,SAPR_RESIDUAL_DISABLED,4,4326,4326,b666663c5a35a1a35d5227bf69c141a0af9b2ca07a43d304d257191c5d6f8c9a,0.13386459268316275,0.261317901265733,0.2606745960690842,0.4303990688491658,0.6643216531991557,0.33636080429272425,-0.07408212058929561,-0.03561005938425643,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed1.npz,A1,A1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.90_S1,RETAINED_TEACHER,10,3484,3484,a69fa50a19237c276714f41eb1cca530ec0eecb425406a23113d1db59b2e2b13,0.25782914756718833,0.4140557787969627,0.41024789351203395,0.40073589352147043,0.5370720448976315,0.4656225601710234,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed1.npz,A1,A1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.90_S1,SAPR_FULL,10,3484,3484,f1aa96ed0234730c33d331e756a81c0840aea7a39db5b59f532664d4ae6ee95d,0.2713358069696804,0.4185936460819861,0.4148010241732823,0.4125085897337257,0.5470346900737207,0.456223758835897,0.013506659402492072,0.0045378672850234225,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed1.npz,A1,A1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.90_S1,SAPR_RESIDUAL_DISABLED,10,3484,3484,fc2a151b38faa3f8b21031e4b4e32bd6a38d65e2fabd946e74958cc254d4b747,0.2304306180558306,0.38356192454752064,0.37964381342035625,0.371904868369088,0.48111796208114993,0.5182324442455076,-0.02739852951135774,-0.030493854249442065,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed2.npz,A1,A1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.90_S1,RETAINED_TEACHER,10,3484,3484,a69fa50a19237c276714f41eb1cca530ec0eecb425406a23113d1db59b2e2b13,0.25782914756718833,0.4140557787969627,0.41024789351203395,0.40073589352147043,0.5370720448976315,0.4656225601710234,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed2.npz,A1,A1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.90_S1,SAPR_FULL,10,3484,3484,dd95c55531e24b1c3ffdecb747501fa1f4419f2a45a3bd0d9925e1b9a1a3ba91,0.25713197951421085,0.3961233008476911,0.39230825847226874,0.39346131884810787,0.4677882145120023,0.5339527209629693,-0.0006971680529774815,-0.017932477949271608,PASS
FINAL_S40_COMBINED_MINIMAL_A1_seed2.npz,A1,A1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.90_S1,SAPR_RESIDUAL_DISABLED,10,3484,3484,711c391a38b7a4e917ed04b6b6b36991878501f60b8647e1fb1d4e8fa8158e80,0.24046094094096945,0.390006321241655,0.3861002926933686,0.38192218459110633,0.49200553002550507,0.5067764668970125,-0.01736820662621888,-0.024049457555307685,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,1,1,GMM_TIED+REFINE_T0.50_S2,RETAINED_TEACHER,12,1949,1949,490d71c6389b20a249adba2dcefc2951393ec9431701f1a6409314d50adaf39c,0.3649028845499023,0.5901197781116109,0.5865711181388696,0.48608808928280395,0.8641262084302346,0.13617967938932204,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,1,1,GMM_TIED+REFINE_T0.50_S2,SAPR_FULL,12,1949,1949,c9f98e16d8f8b67dee7f41a49191d0980ddbda97528ca636e872cad7ec22f557,0.3775294200904013,0.5834914012319854,0.5798794126033947,0.4974505093305909,0.8593965713745733,0.1405463763765393,0.012626535540499029,-0.006628376879625475,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,1,1,GMM_TIED+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,12,1949,1949,1ac42a4c6f2b01acefc7b848e170c8062890a5d7cf77e6d4e93842d47ee153d4,0.37486859981166876,0.5912625696513816,0.5877579452771889,0.4965833262113528,0.8908724279853434,0.10851112776061407,0.009965715261766483,0.0011427915397707045,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,2,1,GMM_TIED+REFINE_T0.50_S2,RETAINED_TEACHER,12,1949,1949,490d71c6389b20a249adba2dcefc2951393ec9431701f1a6409314d50adaf39c,0.3649028845499023,0.5901197781116109,0.5865711181388696,0.48608808928280395,0.8641262084302346,0.13617967938932204,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,2,1,GMM_TIED+REFINE_T0.50_S2,SAPR_FULL,12,1949,1949,6943f06d04c8d68a21c13d45d02efb49895ff65200112749f00b19fefb1e06ea,0.42268231140546975,0.597408824227826,0.5938098727676893,0.5353769853059426,0.8628399394799646,0.1331311309588519,0.05777942685556747,0.00728904611621517,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_K12_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1_K12,S40_COMBINED_MINIMAL,2,1,GMM_TIED+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,12,1949,1949,08ad67e8dc1bd5e32cdbf0c5b34bc68fa0d0d14862add7a1d83d981bafd4c5d9,0.3548056036846499,0.5689703597496223,0.5652326307805038,0.47586770247193777,0.8691159339375704,0.12838240417122498,-0.010097280865252356,-0.02114941836198858,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.50_S1,RETAINED_TEACHER,7,1949,1949,f7048aa7545e1c749a2983955b0db6e78ccbbe7698780e39d34f8644286bc7fc,0.4202531069070573,0.5757809181210183,0.5735425061161218,0.5339403282518571,0.901507202268202,0.09838669799678657,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.50_S1,SAPR_FULL,7,1949,1949,b3fd0261d46731a468b1cca39d2dc4a92f8889c1ef19b17afbfca302d4fc5091,0.44766460924697943,0.5899064274103385,0.587755499981899,0.5553338981642736,0.9133756513800664,0.08865029465805625,0.027411502339922122,0.014125509289320215,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed1.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,1,0,GMM_TIED+REFINE_T0.50_S1,SAPR_RESIDUAL_DISABLED,7,1949,1949,36c68912a82205667f71cac2b3b46f6594ecc4eea3aabe878c005626661febf5,0.44293599352382623,0.5853278886472394,0.5831262436268266,0.5532536695362106,0.9071220117918468,0.09249723781261157,0.022682886616768927,0.00954697052622111,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.50_S1,RETAINED_TEACHER,7,1949,1949,f7048aa7545e1c749a2983955b0db6e78ccbbe7698780e39d34f8644286bc7fc,0.4202531069070573,0.5757809181210183,0.5735425061161218,0.5339403282518571,0.901507202268202,0.09838669799678657,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.50_S1,SAPR_FULL,7,1949,1949,ed384d70499de0fadb44f6c68aeb7e4aaf133ba12a0a460919506eb82ff7566d,0.38224749742274955,0.5698148339690173,0.5675439929111432,0.5017572427702482,0.9242415973844392,0.07829576400945526,-0.038005609484307756,-0.00596608415200095,PASS
FINAL_S40_COMBINED_MINIMAL_MISAR_E15_5_S1_seed2.npz,MISAR_E15_5_S1,MISAR_E15_5_S1,S40_COMBINED_MINIMAL,2,0,GMM_TIED+REFINE_T0.50_S1,SAPR_RESIDUAL_DISABLED,7,1949,1949,6bbeaf50caf03af3b7d5716d9c73c3558fa3bcfe9b693407538d19fdbc82077c,0.3675725465309225,0.5526630763333195,0.5503081155019905,0.48931844068282526,0.9188699742540438,0.08343550758973116,-0.05268056037613483,-0.023117841787698823,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed1.npz,P22,P22,S40_COMBINED_MINIMAL,1,0,GMM_DIAG+REFINE_T0.50_S2,RETAINED_TEACHER,9,9196,9196,3d9a3c72773b85ae5471552e850c9e99360b10931537c300faf0ce7c92416242,0.520475386018739,0.6523396202874471,0.6517471308210926,0.5908913418260602,0.9010260724031267,0.100586413756361,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed1.npz,P22,P22,S40_COMBINED_MINIMAL,1,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_FULL,9,9196,9196,861f2e49f2cdbae9d201cab388bba8b025e86155bee43998bef0c7ad6cf0e546,0.48005796126366074,0.6249570022618334,0.6243114716264309,0.5575788139202422,0.9121384251175689,0.0908750047376161,-0.04041742475507826,-0.027382618025613703,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed1.npz,P22,P22,S40_COMBINED_MINIMAL,1,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,9,9196,9196,cd189d638eecfc88d396bcf16f226f5b094f2717cf8a43e221979f3bff44cd27,0.48601887143763495,0.6326524475609162,0.6320320788847225,0.5599747576797645,0.9078542772891632,0.0936210654272632,-0.03445651458110405,-0.019687172726530866,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed2.npz,P22,P22,S40_COMBINED_MINIMAL,2,0,GMM_DIAG+REFINE_T0.50_S2,RETAINED_TEACHER,9,9196,9196,3d9a3c72773b85ae5471552e850c9e99360b10931537c300faf0ce7c92416242,0.520475386018739,0.6523396202874471,0.6517471308210926,0.5908913418260602,0.9010260724031267,0.100586413756361,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed2.npz,P22,P22,S40_COMBINED_MINIMAL,2,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_FULL,9,9196,9196,0c0ef5e6bf257eee4351fddac7e7091e568c0f903b789f4c7c893d8a4a27894f,0.44551727729391977,0.6298933233995758,0.6292696244963288,0.5245692798170852,0.9209928946510613,0.08037204122105339,-0.07495810872481923,-0.022446296887871253,PASS
FINAL_S40_COMBINED_MINIMAL_P22_seed2.npz,P22,P22,S40_COMBINED_MINIMAL,2,0,GMM_DIAG+REFINE_T0.50_S2,SAPR_RESIDUAL_DISABLED,9,9196,9196,25db594e961c54ec99b63e3b2fb0dab71870e36872198def3d2c94047b3ab60e,0.49521790382560793,0.6370314224249864,0.6364105328134212,0.5697138654285733,0.9064627963559787,0.09530727478725243,-0.025257482193131064,-0.015308197862460626,PASS
FINAL_S40_COMBINED_MINIMAL_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S40_COMBINED_MINIMAL,1,0,GMM_TIED,RETAINED_TEACHER,4,4326,4326,e00097201bac0e1b77f460806ab298a37815429cac695d94b7e6f70ec955dc3f,0.20794671327245837,0.29692796064998944,0.2963090322074574,0.4850370511068504,0.6896963427359472,0.31032697454286096,0.0,0.0,PASS
FINAL_S40_COMBINED_MINIMAL_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S40_COMBINED_MINIMAL,1,0,GMM_TIED,SAPR_FULL,4,4326,4326,4820b288a7a25da6f5b1bf9b98e7d37bae37a70e0ffc853cfe3bc8e94a8c0650,0.16970571117157465,0.28394572153347747,0.2833161063291164,0.4591159486498897,0.6973430552986621,0.3025852385709933,-0.038241002100883714,-0.012982239116511973,PASS
FINAL_S40_COMBINED_MINIMAL_tonsil_s1_seed1.npz,tonsil_s1,tonsil_s1,S40_COMBINED_MINIMAL,1,0,GMM_TIED,SAPR_RESIDUAL_DISABLED,4,4326,4326,59c4828aca8b586c5f0aa55f42e9a6910f483549d02a14e01f413a1374e549e0,0.18775910371321008,0.29163773567138895,0.29101726140172196,0.46956745972553504,0.6965037975961901,0.30385966224225625,-0.020187609559248282,-0.0052902249786004885,PASS
FINAL_S40_COMBINED_MINIMAL_tonsil_s1_seed2.npz,tonsil_s1,tonsil_s1,S40_COMBINED_MINIMAL,2,0,GMM_TIED,RETAINED_TEACHER,4,4326,4326,e00097201bac0e1b77f460806ab298a37815429cac695d94b7e6f70ec955dc3f,0.20794671327245837,0.29692796064998944,0.2963090322074574,0.4850370511068504,0.6896963427359472,0.31032697454286096,0.0,0.0,PASS
