fraction_of_training,state_file_saved,state_sha256,step
0.0,False,bb0b5521ab97b7c76c56720839435ddb3ad257f525aaefec31df79912fe04229,0
0.005,False,c7fede075d8eea9bec96ecc92402b7e5c10f2f9b2c6b5fc68ba3a65f918f1eba,1
0.025,False,e8671ea3e4a9a29246eb9870bf611b2948bb7c816e6ae26575c04485e59076a7,5
0.05,False,6d428deb8c40cb9a1a8ef392a53c3efb2608e5034903bbf689e4b32b10e40265,10
0.1,False,b8ce27bbe627be9bd75e7a83e6b3cf37241030b6adff195e3872af297851da9f,20
0.2,False,9b26e2884b820055dc4d78d4aaf68f98c0b5dc24bbeaf9f99b1898cfa4eda00d,40
0.4,False,04f472638fa01e622f7e37e311f3591313a678c6e9351ac098412fac7478a24b,80
0.5,False,fc8021ca448832dfcadd2d3676875f00bb99f607fdf833b4346d71c106f49cf6,100
1.0,False,7b8ddabd99bf8133d143f16b91167d965ab72289a9c716d320af02f3d3cc57f5,200
