step,fraction_of_training,state_sha256,state_file_saved
0,0.0,7738537747df9a95a022d0659f696a41c6125cd1632673ceb3bd9af5bd1352cd,False
1,0.005,ae7b2fa26881090ab8e14785bd4c8ed3a56ca22634c08604bf47eaab757a62ad,False
5,0.025,dfe07f7c5e4e4b14b55359ef5ad89cd667f47e2e28630a7bf2dd10fc1b887f13,False
10,0.05,0fcc6f15b7663907863b0cb79289bf95841a5abf8c213c3595d50e3e2371c04f,False
20,0.1,0ec981cbb54c57c300c0e8b911f4cc2e76a3f5b71d71e9d43eecdab293e8caf5,False
40,0.2,b14cb516cf62294cf39aaab545537c4ddc3426b287daf848d38b54690cf4049c,False
80,0.4,fce3ce5f21b060447c43633286ba983803c14db4a0304b54ebc9331bec46bb82,False
100,0.5,6d88e1f129aebac103157469da535497741aef2b539ec8fd9cd111f9ea805351,False
200,1.0,29dbe43a44711b0b366a3314e021f1b6143c4163ba11198b03849c4401631af8,True
