accepted_expansions,calibration_constant__expansion_cycles,calibration_constant__optional_factor,calibration_constant__pairwise_factor,calibration_constant__retained_prior,calibration_constant__scale_temperature,calibration_constant__self_return_factor,calibration_constant__size_factor,calibration_stat__calibrated_optional_weight,calibration_stat__calibrated_pairwise_beta,calibration_stat__calibrated_self_return_strength,calibration_stat__calibrated_size_prior,calibration_stat__k,calibration_stat__n,calibration_stat__observations_per_cluster,calibration_stat__optional_molecular_edge_correlation,calibration_stat__optional_reliability,calibration_stat__registered_conflict_median,calibration_stat__registered_conflict_scale,calibration_stat__registered_neighbor_overlap,calibration_stat__registered_similarity_correlation,calibration_stat__retained_effective_rank,calibration_stat__start_stability_median_ari,calibration_stat__view1_edge_coherence,calibration_stat__view1_edge_persistence,calibration_stat__view1_effective_rank,calibration_stat__view1_zero_fraction,calibration_stat__view2_edge_coherence,calibration_stat__view2_edge_persistence,calibration_stat__view2_effective_rank,calibration_stat__view2_zero_fraction,candidate_key,changed_observations,cluster_sizes,config_id,constants_index,cross_dynamic_cycle_global_monotonicity_claimed,cycle_energy_ledger_json,each_frozen_cycle_monotone,evaluated_observations,expansion_cycles_completed,failure,first_cycle_frozen_unary_start_energy,k,lane,last_cycle_frozen_unary_end_energy,mean_optional_conflict,mean_optional_consistency,mean_optional_presence,mean_optional_reliability,mean_pair_weight,mean_prototype_margin,mean_retained_weight,mean_self_return,mean_self_return_stay_cost,mean_view1_weight,mean_view2_weight,min_cluster_relative_to_equal,min_cluster_size,min_cluster_size_before,missing_view_exact_fallback,molecular_accepted_expansions,molecular_changed_observations,molecular_cross_dynamic_cycle_global_monotonicity_claimed,molecular_cycle_energy_ledger_json,molecular_each_frozen_cycle_monotone,molecular_expansion_cycles_completed,molecular_first_cycle_frozen_unary_start_energy,molecular_last_cycle_frozen_unary_end_energy,molecular_mean_pair_weight,molecular_mean_prototype_margin,molecular_mean_retained_weight,molecular_mean_self_return,molecular_mean_self_return_stay_cost,molecular_mean_view1_weight,molecular_mean_view2_weight,molecular_min_cluster_size,molecular_min_cluster_size_before,molecular_observed_cardinality,molecular_pair_edge_count,molecular_scale_broad_normalized,molecular_scale_fine_normalized,molecular_scale_registered_normalized,molecular_self_return_strength,molecular_total_move_assignments,observed_cardinality,optional_missing_exact_molecular_fallback,optional_view_present,pair_edge_count,partition_key,partition_sha256,scale_broad_normalized,scale_fine_normalized,scale_registered_normalized,selector_graph_same_fraction,selector_margin__optional,selector_margin__retained,selector_margin__view1,selector_margin__view2,selector_min_cluster_relative_to_equal,selector_normalized_cluster_entropy,selector_separation__optional,selector_separation__retained,selector_separation__view1,selector_separation__view2,self_return_strength,start_name,status,total_move_assignments,total_observations,wall_seconds
9.0,1,0.1043201065956865,17.88117159348263,0.4908041297318852,0.0587357750872139,0.8869955495056506,0.2247273438568827,0.0238881501609798,37.13353736617875,0.9328966129204136,0.1284630439563544,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_d0ebedf36c9924::kmeans::view1::s2::83bfb13c08dd7e36,161.0,"[90,371,712,158,1163,1,94,70,735,90]",SC_d0ebedf36c9924,8,,"[{""cycle_index"":0,""start_energy"":2160.1563894941382,""end_energy"":1970.8973176586323,""accepted_expansions"":9,""move_assignments"":206}]",1.0,3484,,,,10,A1,,0.2447864115238189,0.37477508187294,1.0,0.5390657186508179,0.0156220489526632,0.4583694338798523,0.455571711063385,0.6966703183080689,,0.4222206175327301,0.1222076565027237,0.0028702640642939,1.0,1.0,0.0,6.0,1828.0,0.0,"[{""cycle_index"":0,""start_energy"":11128.32535962223,""end_energy"":5142.043482499081,""accepted_expansions"":6,""move_assignments"":6159}]",1.0,1.0,11128.32535962223,5142.043482499081,0.0156220489526632,0.7829099297523499,0.3064507842063904,0.6966703183080689,0.6499214768409729,0.45211261510849,0.2414366006851196,1.0,155.0,10.0,33824.0,0.3437345325946808,0.3254901170730591,0.3307753205299377,0.9328966129204136,6159.0,10.0,,1.0,33824.0,A1__SC_d0ebedf36c9924__83bfb13c08dd,83bfb13c08dd7e36ac47731f46e621a08aa5f383067a749149fe0c20697c7bc5,0.3437345325946808,0.3254901170730591,0.3307753205299377,0.9230705600132352,0.0740712285041809,0.1381549388170242,0.1507209241390228,0.1476597338914871,0.0028702640642939,0.7665396185313949,0.048264741897583,0.1009691357612609,0.1136438250541687,0.083750307559967,,kmeans::view1::s2,PASS,206.0,3484,0.4061352999997325
7.0,1,1.4661197604912748,22.204939453185112,0.3629258718911001,0.0554564059144951,2.9880909736828816,0.340614215895154,0.3357252032758519,46.11263555007319,3.1427214601025035,0.1947085665577239,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_9b2dc21a55d906::kmeans::retained::s1::2aa89f4a0ec17c25,46.0,"[97,807,105,264,145,341,442,539,126,618]",SC_9b2dc21a55d906,9,,"[{""cycle_index"":0,""start_energy"":3063.798515834981,""end_energy"":3027.1777239142966,""accepted_expansions"":7,""move_assignments"":49}]",1.0,3484,,,,10,A1,,0.2447821646928787,0.3747742772102356,1.0,0.5372325778007507,0.015622114231512,0.7045127749443054,0.2599035799503326,0.6966690806445559,,0.4774189591407776,0.2626774609088897,0.2784156142365098,97.0,98.0,0.0,10.0,1270.0,0.0,"[{""cycle_index"":0,""start_energy"":11738.163515040289,""end_energy"":6324.132582887607,""accepted_expansions"":10,""move_assignments"":4394}]",1.0,1.0,11738.163515040287,6324.132582887607,0.015622114231512,0.7118626236915588,0.2629314363002777,0.6966690806445559,2.189436912536621,0.4971643388271332,0.2399042397737503,98.0,96.0,10.0,33824.0,0.3443540036678314,0.3250267803668976,0.330619215965271,3.1427214601025035,4394.0,10.0,,1.0,33824.0,A1__SC_9b2dc21a55d906__2aa89f4a0ec1,2aa89f4a0ec17c25ce82d0f91aac3a965d84137ada2295e9f0013183f5d1ebc2,0.3443540036678314,0.3250267803668976,0.330619215965271,0.8900653486640748,0.0660964027047157,0.1510037034749984,0.1532727181911468,0.161028191447258,0.2784156142365098,0.9019402958250972,0.0524860024452209,0.1270334124565124,0.1364783644676208,0.1060138344764709,,kmeans::retained::s1,PASS,49.0,3484,0.3435013999987859
6.0,1,1.4661197604912748,22.204939453185112,0.3629258718911001,0.0554564059144951,2.9880909736828816,0.340614215895154,0.3357252032758519,46.11263555007319,3.1427214601025035,0.1947085665577239,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_9b2dc21a55d906::kmeans::retained::s0::4632bb47c636ec97,46.0,"[608,713,101,617,187,361,101,545,125,126]",SC_9b2dc21a55d906,9,,"[{""cycle_index"":0,""start_energy"":3334.3301972853674,""end_energy"":3283.8231615089744,""accepted_expansions"":6,""move_assignments"":50}]",1.0,3484,,,,10,A1,,0.2447821646928787,0.3747742772102356,1.0,0.5299742221832275,0.015622114231512,0.7012661695480347,0.2395659834146499,0.6966690806445559,,0.4997492730617523,0.2606847286224365,0.2898966704936854,101.0,101.0,0.0,10.0,1219.0,0.0,"[{""cycle_index"":0,""start_energy"":11831.672561389052,""end_energy"":6406.437154368033,""accepted_expansions"":10,""move_assignments"":4028}]",1.0,1.0,11831.672561389052,6406.437154368033,0.015622114231512,0.7325574159622192,0.2618619501590729,0.6966690806445559,2.189436912536621,0.5038592219352722,0.2342788577079773,101.0,98.0,10.0,33824.0,0.3443540036678314,0.3250267803668976,0.330619215965271,3.1427214601025035,4028.0,10.0,,1.0,33824.0,A1__SC_9b2dc21a55d906__4632bb47c636,4632bb47c636ec97eec7e3fcfd58d6c82d37a53f462b022c03db3c82af6413ff,0.3443540036678314,0.3250267803668976,0.330619215965271,0.8830341632889404,0.0649267360568046,0.1523422747850418,0.1579834073781967,0.1555134505033493,0.2898966704936854,0.8958278337476047,0.0505978465080261,0.1258233189582824,0.1368975043296814,0.1038239002227783,,kmeans::retained::s0,PASS,50.0,3484,0.3340989000280387
10.0,1,1.4661197604912748,22.204939453185112,0.3629258718911001,0.0554564059144951,2.9880909736828816,0.340614215895154,0.3357252032758519,46.11263555007319,3.1427214601025035,0.1947085665577239,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_9b2dc21a55d906::gmm_tied::retained::s0::f16d64d5867e72f9,60.0,"[449,81,322,458,759,128,101,949,113,124]",SC_9b2dc21a55d906,9,,"[{""cycle_index"":0,""start_energy"":3266.61090720877,""end_energy"":3222.477673249673,""accepted_expansions"":10,""move_assignments"":64}]",1.0,3484,,,,10,A1,,0.2447821646928787,0.3747742772102356,1.0,0.5135544538497925,0.015622114231512,0.6358570456504822,0.2302272915840149,0.6966690806445559,,0.4065382480621338,0.3632344305515289,0.2324913892078071,81.0,95.0,0.0,10.0,1188.0,0.0,"[{""cycle_index"":0,""start_energy"":10514.597717114033,""end_energy"":6294.350301839185,""accepted_expansions"":10,""move_assignments"":4416}]",1.0,1.0,10514.597717114031,6294.350301839185,0.015622114231512,0.624047040939331,0.2360855489969253,0.6966690806445559,2.189436912536621,0.4424067735671997,0.3215076625347137,95.0,110.0,10.0,33824.0,0.3443540036678314,0.3250267803668976,0.330619215965271,3.1427214601025035,4416.0,10.0,,1.0,33824.0,A1__SC_9b2dc21a55d906__f16d64d5867e,f16d64d5867e72f9fcb120088c10a4cbaf6637cc98a7cf0bf7d13c48e607c639,0.3443540036678314,0.3250267803668976,0.330619215965271,0.8929605426420713,0.0851957723498344,0.1405778378248214,0.1449813544750213,0.1619011759757995,0.2324913892078071,0.8592645686403384,0.0544393062591552,0.1193814873695373,0.1319309473037719,0.1024426221847534,,gmm_tied::retained::s0,PASS,64.0,3484,0.3799446000193711
9.0,1,1.4661197604912748,22.204939453185112,0.3629258718911001,0.0554564059144951,2.9880909736828816,0.340614215895154,0.3357252032758519,46.11263555007319,3.1427214601025035,0.1947085665577239,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_9b2dc21a55d906::kmeans::view1::s1::90ae0e2d1c889541,50.0,"[722,464,317,127,126,554,937,70,144,23]",SC_9b2dc21a55d906,9,,"[{""cycle_index"":0,""start_energy"":3323.222086322774,""end_energy"":3250.509611092225,""accepted_expansions"":9,""move_assignments"":52}]",1.0,3484,,,,10,A1,,0.2447821646928787,0.3747742772102356,1.0,0.5189922451972961,0.015622114231512,0.815773069858551,0.2676373124122619,0.6966690806445559,,0.4543397724628448,0.2780228853225708,0.06601607347876,23.0,24.0,0.0,10.0,1506.0,0.0,"[{""cycle_index"":0,""start_energy"":13701.926416964301,""end_energy"":7195.566354089995,""accepted_expansions"":10,""move_assignments"":4607}]",1.0,1.0,13701.9264169643,7195.566354089995,0.015622114231512,0.7387556433677673,0.2659847438335418,0.6966690806445559,2.189436912536621,0.4914911091327667,0.2425241768360138,24.0,152.0,10.0,33824.0,0.3443540036678314,0.3250267803668976,0.330619215965271,3.1427214601025035,4607.0,10.0,,1.0,33824.0,A1__SC_9b2dc21a55d906__90ae0e2d1c88,90ae0e2d1c8895411f53549b396282722b83cc3c3211307da02582977ecbd6ea,0.3443540036678314,0.3250267803668976,0.330619215965271,0.8918024650508727,0.0663309022784233,0.1532525867223739,0.1650891155004501,0.1633750647306442,0.06601607347876,0.8435996861735968,0.0474085211753845,0.1199302077293396,0.1358037590980529,0.0989083051681518,,kmeans::view1::s1,PASS,52.0,3484,0.370505700004287
9.0,1,1.4661197604912748,22.204939453185112,0.3629258718911001,0.0554564059144951,2.9880909736828816,0.340614215895154,0.3357252032758519,46.11263555007319,3.1427214601025035,0.1947085665577239,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_9b2dc21a55d906::kmeans::view1::s2::c0a37454ce2d2c9d,72.0,"[583,341,568,158,870,374,117,244,94,135]",SC_9b2dc21a55d906,9,,"[{""cycle_index"":0,""start_energy"":3430.6343452582555,""end_energy"":3334.828895155051,""accepted_expansions"":9,""move_assignments"":79}]",1.0,3484,,,,10,A1,,0.2447821646928787,0.3747742772102356,1.0,0.5227612853050232,0.015622114231512,0.7813440561294556,0.2804693579673767,0.6966690806445559,,0.4194519519805908,0.3000786900520324,0.269804822043628,94.0,91.0,0.0,9.0,1464.0,0.0,"[{""cycle_index"":0,""start_energy"":13722.2644812322,""end_energy"":7213.784837320459,""accepted_expansions"":9,""move_assignments"":5418}]",1.0,1.0,13722.2644812322,7213.784837320459,0.015622114231512,0.7829357385635376,0.260825514793396,0.6966690806445559,2.189436912536621,0.4851180613040924,0.2540563941001892,91.0,155.0,10.0,33824.0,0.3443540036678314,0.3250267803668976,0.330619215965271,3.1427214601025035,5418.0,10.0,,1.0,33824.0,A1__SC_9b2dc21a55d906__c0a37454ce2d,c0a37454ce2d2c9d474361819327b6ebd11caac52735cfcd8854996c9e8363bc,0.3443540036678314,0.3250267803668976,0.330619215965271,0.89171974522293,0.0711022317409515,0.1416046321392059,0.1531790643930435,0.1499626040458679,0.269804822043628,0.8999663913066559,0.0495851635932922,0.1148648262023925,0.1337688565254211,0.0910235047340393,,kmeans::view1::s2,PASS,79.0,3484,0.3937471000244841
1.0,1,1.1590058207013865,7.6247185391810675,1.6467796533434669,0.1821674263745954,12.306731068399804,0.0347655321090302,0.2653995091250147,15.834128614059766,12.943591133271475,0.0198733540958532,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_f51142ff19b148::kmeans::retained::s1::2e248a6220698298,1.0,"[96,664,152,421,249,278,508,436,128,552]",SC_f51142ff19b148,10,,"[{""cycle_index"":0,""start_energy"":4479.660183713206,""end_energy"":4479.512114669986,""accepted_expansions"":1,""move_assignments"":1}]",1.0,3484,,,,10,A1,,0.2448353171348571,0.3747841715812683,1.0,0.5528040528297424,0.0156213103557777,0.7116197347640991,0.5139902830123901,0.6966846896493664,,0.3186465501785278,0.167363166809082,0.2755453501722159,96.0,96.0,0.0,0.0,0.0,0.0,"[{""cycle_index"":0,""start_energy"":4201.575783011789,""end_energy"":4201.575783011789,""accepted_expansions"":0,""move_assignments"":0}]",1.0,1.0,4201.575783011789,4201.575783011789,0.0156213103557777,0.7116197347640991,0.5139902830123901,0.6966846896493664,9.01760196685791,0.3186465501785278,0.167363166809082,96.0,96.0,10.0,33824.0,0.3366714715957641,0.3308030366897583,0.3325254917144775,12.943591133271475,0.0,10.0,,1.0,33824.0,A1__SC_f51142ff19b148__2e248a622069,2e248a62206982982b3ed96862fb484564b7d60a1c8e5111829e9af478a887c0,0.3366714715957641,0.3308030366897583,0.3325254917144775,0.5144346099760112,0.0453663505613803,0.1782939881086349,0.1830821633338928,0.1562193036079406,0.2755453501722159,0.9343149879942284,0.0389714837074279,0.1632339358329773,0.1785522103309631,0.1092591881752014,,kmeans::retained::s1,PASS,1.0,3484,0.3615167000098154
0.0,1,1.1590058207013865,7.6247185391810675,1.6467796533434669,0.1821674263745954,12.306731068399804,0.0347655321090302,0.2653995091250147,15.834128614059766,12.943591133271475,0.0198733540958532,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_f51142ff19b148::kmeans::retained::s0::d65b217eb99e8878,0.0,"[520,635,153,564,447,292,98,442,202,131]",SC_f51142ff19b148,10,,"[{""cycle_index"":0,""start_energy"":4526.40154789571,""end_energy"":4526.40154789571,""accepted_expansions"":0,""move_assignments"":0}]",1.0,3484,,,,10,A1,,0.2448353171348571,0.3747841715812683,1.0,0.5470452904701233,0.0156213103557777,0.7322323322296143,0.5117381811141968,0.6966846896493664,,0.3250415623188019,0.1632202714681625,0.2812858783008037,98.0,98.0,0.0,0.0,0.0,0.0,"[{""cycle_index"":0,""start_energy"":4244.881247303668,""end_energy"":4244.881247303668,""accepted_expansions"":0,""move_assignments"":0}]",1.0,1.0,4244.881247303668,4244.881247303668,0.0156213103557777,0.7322323322296143,0.5117381811141968,0.6966846896493664,9.01760196685791,0.3250415623188019,0.1632202714681625,98.0,98.0,10.0,33824.0,0.3366714715957641,0.3308030366897583,0.3325254917144775,12.943591133271475,0.0,10.0,,1.0,33824.0,A1__SC_f51142ff19b148__d65b217eb99e,d65b217eb99e8878d94154129fdc18c5cd46042d8c081eba244b1f58c7a4f13d,0.3366714715957641,0.3308030366897583,0.3325254917144775,0.5095541401273885,0.0469129271805286,0.1787764579057693,0.1852515786886215,0.1520184278488159,0.2812858783008037,0.932978884537578,0.0374692678451538,0.1635602116584777,0.1801802515983581,0.1110037565231323,,kmeans::retained::s0,PASS,0.0,3484,0.2991445999941788
1.0,1,1.1590058207013865,7.6247185391810675,1.6467796533434669,0.1821674263745954,12.306731068399804,0.0347655321090302,0.2653995091250147,15.834128614059766,12.943591133271475,0.0198733540958532,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_f51142ff19b148::gmm_tied::retained::s0::2c0f7951122ac5dc,1.0,"[270,170,256,483,787,160,178,959,111,110]",SC_f51142ff19b148,10,,"[{""cycle_index"":0,""start_energy"":4001.2835509759793,""end_energy"":4000.9484286555653,""accepted_expansions"":1,""move_assignments"":1}]",1.0,3484,,,,10,A1,,0.2448353171348571,0.3747841715812683,1.0,0.5426830649375916,0.0156213103557777,0.6238141655921936,0.4869135916233063,0.6966846896493664,,0.2802326679229736,0.2328537702560424,0.3157290470723307,110.0,110.0,0.0,0.0,0.0,0.0,"[{""cycle_index"":0,""start_energy"":3773.471273720621,""end_energy"":3773.471273720621,""accepted_expansions"":0,""move_assignments"":0}]",1.0,1.0,3773.471273720621,3773.471273720621,0.0156213103557777,0.6238141655921936,0.4869135916233063,0.6966846896493664,9.01760196685791,0.2802326679229736,0.2328537702560424,110.0,110.0,10.0,33824.0,0.3366714715957641,0.3308030366897583,0.3325254917144775,12.943591133271475,0.0,10.0,,1.0,33824.0,A1__SC_f51142ff19b148__2c0f7951122a,2c0f7951122ac5dc9e1724ca1e3d684501455a61f12a085b513f2c5ae0ab1fec,0.3366714715957641,0.3308030366897583,0.3325254917144775,0.5658863429564066,0.0565003342926502,0.1620603650808334,0.1739646345376968,0.1640210896730423,0.3157290470723307,0.8750245899286359,0.0412060618400573,0.1468797326087951,0.1738972663879394,0.1075229048728942,,gmm_tied::retained::s0,PASS,1.0,3484,0.2932357999961823
0.0,1,1.1590058207013865,7.6247185391810675,1.6467796533434669,0.1821674263745954,12.306731068399804,0.0347655321090302,0.2653995091250147,15.834128614059766,12.943591133271475,0.0198733540958532,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_f51142ff19b148::kmeans::view1::s1::146918ca7a84f5c9,0.0,"[523,516,263,154,181,392,601,356,152,346]",SC_f51142ff19b148,10,,"[{""cycle_index"":0,""start_energy"":5283.303740617721,""end_energy"":5283.303740617721,""accepted_expansions"":0,""move_assignments"":0}]",1.0,3484,,,,10,A1,,0.2448353171348571,0.3747841715812683,1.0,0.5639408230781555,0.0156213103557777,0.7384238243103027,0.5192466974258423,0.6966846896493664,,0.306970864534378,0.1737824380397796,0.4362801377726751,152.0,152.0,0.0,0.0,0.0,0.0,"[{""cycle_index"":0,""start_energy"":4936.81278559874,""end_energy"":4936.81278559874,""accepted_expansions"":0,""move_assignments"":0}]",1.0,1.0,4936.81278559874,4936.81278559874,0.0156213103557777,0.7384238243103027,0.5192466974258423,0.6966846896493664,9.01760196685791,0.306970864534378,0.1737824380397796,152.0,152.0,10.0,33824.0,0.3366714715957641,0.3308030366897583,0.3325254917144775,12.943591133271475,0.0,10.0,,1.0,33824.0,A1__SC_f51142ff19b148__146918ca7a84,146918ca7a84f5c9ae970b2cfcf7d535d7f85c2dc5f63b09ac65d524486270da,0.3366714715957641,0.3308030366897583,0.3325254917144775,0.4346099760112499,0.0497664511203765,0.1668057590723037,0.1951553374528885,0.1290315240621566,0.4362801377726751,0.956366764302306,0.0324980616569519,0.152231752872467,0.19547039270401,0.087210476398468,,kmeans::view1::s1,PASS,0.0,3484,0.243621899979189
1.0,1,1.1590058207013865,7.6247185391810675,1.6467796533434669,0.1821674263745954,12.306731068399804,0.0347655321090302,0.2653995091250147,15.834128614059766,12.943591133271475,0.0198733540958532,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_f51142ff19b148::kmeans::view1::s2::8ae2ec567ad5f81c,1.0,"[375,287,483,159,599,492,206,356,372,155]",SC_f51142ff19b148,10,,"[{""cycle_index"":0,""start_energy"":5309.744013808226,""end_energy"":5309.451820690139,""accepted_expansions"":1,""move_assignments"":1}]",1.0,3484,,,,10,A1,,0.2448353171348571,0.3747841715812683,1.0,0.5537467002868652,0.0156213103557777,0.7826140522956848,0.5138424634933472,0.6966846896493664,,0.3047530055046081,0.1814045459032058,0.4448909299655568,155.0,155.0,0.0,0.0,0.0,0.0,"[{""cycle_index"":0,""start_energy"":4977.063475852949,""end_energy"":4977.063475852949,""accepted_expansions"":0,""move_assignments"":0}]",1.0,1.0,4977.063475852949,4977.063475852949,0.0156213103557777,0.7826140522956848,0.5138424634933472,0.6966846896493664,9.01760196685791,0.3047530055046081,0.1814045459032058,155.0,155.0,10.0,33824.0,0.3366714715957641,0.3308030366897583,0.3325254917144775,12.943591133271475,0.0,10.0,,1.0,33824.0,A1__SC_f51142ff19b148__8ae2ec567ad5,8ae2ec567ad5f81c7bf29a332ea680cfa1f626d92dce91606831485746e7253c,0.3366714715957641,0.3308030366897583,0.3325254917144775,0.4413102820746132,0.0492930226027965,0.1659628599882125,0.1966779083013534,0.1346028596162796,0.4448909299655568,0.9628921051817588,0.0331214666366577,0.1515911221504211,0.1960154175758361,0.0874925851821899,,kmeans::view1::s2,PASS,1.0,3484,0.260371699987445
14.0,2,0.4363315143844435,0.9248890697534544,0.5879043326554281,0.062533046470687,0.7267508471694019,0.0253814590473839,0.0999150890056156,1.920702044142237,0.7643594199984844,0.0145090465331045,10.0,3484.0,348.4,-0.0034207452740057,0.2289889355037104,0.1656913191545754,0.1452122653223108,0.4482510781025395,0.3659940028667679,25.90706982199842,0.4283604222271859,0.3816626049923401,0.2656893283128738,11.26469649393845,0.0,0.3657880735281369,0.3789787590503692,15.999864774781855,0.0,A1::SC_d80532f78b6ff2::kmeans::retained::s1::5ab4cf595f61eedc,60.0,"[112,717,167,358,231,271,447,537,133,511]",SC_d80532f78b6ff2,11,,"[{""cycle_index"":0,""start_energy"":517.2067377249772,""end_energy"":514.9275378694535,""accepted_expansions"":9,""move_assignments"":46},{""cycle_index"":1,""start_energy"":494.1116905213891,""end_energy"":493.7583761576477,""accepted_expansions"":5,""move_assignments"":14}]",1.0,3484,,,,10,A1,,0.2447908073663711,0.3747759461402893,1.0,0.5476089715957642,0.0156219829108816,0.7448390126228333,0.3132509589195251,0.6966716303228075,,0.4589664936065674,0.2277825325727462,0.3214695752009185,112.0,111.0,0.0,20.0,409.0,0.0,"[{""cycle_index"":0,""start_energy"":803.0225316047013,""end_energy"":663.506942511257,""accepted_expansions"":10,""move_assignments"":337},{""cycle_index"":1,""start_energy"":531.6757519251669,""end_energy"":519.1023762424295,""accepted_expansions"":10,""move_assignments"":94}]",1.0,2.0,803.0225316047013,519.1023762424295,0.0156219829108816,0.7350152134895325,0.3167876005172729,0.6966716303228075,0.5325075387954712,0.4589825868606567,0.2242297828197479,111.0,110.0,10.0,33824.0,0.3430989384651184,0.3259660005569458,0.3309350609779358,0.7643594199984844,431.0,10.0,,1.0,33824.0,A1__SC_d80532f78b6ff2__5ab4cf595f61,5ab4cf595f61eedcdc51381bf8797d4aaacab369ab0a617100c41db2c5eb8f5a,0.3430989384651184,0.3259660005569458,0.3309350609779358,0.6572917528331541,0.0478555746376514,0.173563927412033,0.1775837540626526,0.1670192033052444,0.3214695752009185,0.9344743934558398,0.0450994968414306,0.1528412699699401,0.168896198272705,0.1108123064041137,,kmeans::retained::s1,PASS,60.0,3484,0.4998423999932129
