absolute_ari,absolute_nmi,ami,candidate,cluster_sizes,fmi,graph_same_fraction,k,lane,margin__molecular_fused,margin__molecular_morph_coord,margin__morph_handcrafted,margin__morph_resnet,margin__retained,margin__view1,margin__view2,min_cluster_relative_to_equal,min_cluster_size,normalized_cluster_entropy,partition_centrality_median_ari,partition_sha256,separation__molecular_fused,separation__molecular_morph_coord,separation__morph_handcrafted,separation__morph_resnet,separation__retained,separation__view1,separation__view2,wall_seconds_lane
0.17231052296680252,0.32340536819765503,0.31909443311645697,kmeans::retained::s1,"[96,664,152,421,249,279,508,435,128,552]",0.32100284243885396,0.5139382910083548,10,A1,0.13458147644996643,0.10009121894836426,0.05668686702847481,0.06602346897125244,0.17829182744026184,0.18308044970035553,0.15616492927074432,0.2755453501722159,96,0.9343707179304305,0.2238202344534371,610aff3f20ce42fdc1ba918da9d6d37f205d9754c64bfa507174b4c711dab868,0.1083911657333374,0.0831899642944336,0.048249244689941406,0.05321061611175537,0.1632339358329773,0.17858171463012695,0.1091994047164917,27.45046450002701
0.17884993643736852,0.31657203702789494,0.312210771168334,kmeans::retained::s2,"[282,98,468,203,425,589,449,165,674,131]",0.3272242549193536,0.49458185126974935,10,A1,0.13553722202777863,0.09959889948368073,0.056835997849702835,0.05409105494618416,0.176804319024086,0.18303094804286957,0.15229655802249908,0.2812858783008037,98,0.9320054911400228,0.20635679111257485,944c484ba625808a99b9fd5f1d643cd432647678edf961d9c4317b8b4104e6f3,0.10918605327606201,0.08312243223190308,0.047327399253845215,0.05207580327987671,0.1628648042678833,0.17891478538513184,0.10988134145736694,27.460833500023
0.2423908602675065,0.38788573560246914,0.3838441996453067,gmm_diag::retained::s0,"[980,93,129,288,136,360,332,106,295,765]",0.39264802894363293,0.5692778559020597,10,A1,0.11909077316522598,0.08923754841089249,0.08025006949901581,0.08210629224777222,0.1543794721364975,0.15973594784736633,0.15390294790267944,0.26693455797933413,93,0.8750946424820445,0.2124263535068297,af3d09c5e613607fa3d4766a095f15d139a7d686540126f11b47279f09d2705c,0.09617894887924194,0.07309472560882568,0.05296045541763306,0.05839282274246216,0.13984107971191406,0.1568005084991455,0.10596609115600586,27.470626599999378
0.21019744898411197,0.3839690414556272,0.38005492215079417,gmm_diag::retained::s1,"[227,542,315,127,327,674,319,92,576,285]",0.35367626208955577,0.522044834146745,10,A1,0.10974166542291641,0.08080091327428818,0.08327682316303253,0.08589615672826767,0.14109084010124207,0.1523360013961792,0.14595596492290497,0.2640642939150402,92,0.9391556122249132,0.19597172809839616,3be200ededa8ae0ad04ef398c728e5862c2353220424432791bf34b98150c23e,0.09318041801452637,0.07001328468322754,0.05528157949447632,0.05911678075790405,0.13384515047073364,0.15920490026474,0.097461998462677,27.481574100005673
0.255063859409325,0.39914792249463354,0.395176865499051,gmm_tied::retained::s0,"[270,171,256,483,787,160,177,959,111,110]",0.40330623768226764,0.5653900239887502,10,A1,0.12589925527572632,0.09075231105089188,0.07156390696763992,0.06841566413640976,0.16202886402606964,0.17394347488880157,0.1639881432056427,0.3157290470723307,110,0.8750296054344314,0.23147584239965976,768713191725ea9f1c394d0aad757b4b3d4f4b9706f89c3e44475cb3d83c9410,0.10205453634262085,0.07566732168197632,0.0505216121673584,0.056407928466796875,0.14689242839813232,0.17392569780349731,0.1074945330619812,27.491356100013945
0.24005001533869913,0.3906629799865014,0.38668340667973894,gmm_tied::retained::s1,"[133,267,218,743,147,703,311,161,88,713]",0.3863617337453375,0.538423360079411,10,A1,0.114885613322258,0.08733058720827103,0.058497462421655655,0.05691014230251312,0.15162698924541473,0.15754549205303192,0.14594444632530212,0.25258323765786456,88,0.8930543294809002,0.20959333945607767,ef23e30c32831f9c77cb66c3abe63c1ef0cde0d992fbe8a4e719d955e0ccb629,0.10199224948883057,0.0769205093383789,0.05214446783065796,0.05800288915634155,0.14830774068832397,0.16592341661453247,0.11282157897949219,27.500121800025227
0.16543853006118364,0.29892145268511333,0.2945232314130004,kmeans::view1::s0,"[558,410,157,488,380,274,516,144,337,220]",0.3106935025720186,0.4231946397551493,10,A1,0.13649915158748627,0.09033176302909851,0.06333879381418228,0.055691804736852646,0.16470038890838623,0.19597473740577698,0.13261543214321136,0.4133180252583238,144,0.9627137619984008,0.18602925017536823,2eadba400a4c450259adf3e42cb064a09ec17d2ace0a929cab4061ec19a396b7,0.10787761211395264,0.07642161846160889,0.04004400968551636,0.043389320373535156,0.15071219205856323,0.19586288928985596,0.08747023344039917,27.51061440000194
0.15510872347511856,0.28738807955794005,0.28290083994203447,kmeans::view1::s1,"[523,516,263,154,181,392,601,356,152,346]",0.30262790452329,0.4346099760112499,10,A1,0.13508085906505585,0.09162739664316177,0.06362584978342056,0.05916116386651993,0.16680575907230377,0.1951553374528885,0.12903152406215668,0.4362801377726751,152,0.9563667643023059,0.20157702527391327,146918ca7a84f5c9ae970b2cfcf7d535d7f85c2dc5f63b09ac65d524486270da,0.10704159736633301,0.07709342241287231,0.03962165117263794,0.044013261795043945,0.15223181247711182,0.19547039270401,0.08721047639846802,27.524267300002975
0.16311616502350068,0.30072876712733176,0.29634206070165653,kmeans::view1::s2,"[374,288,483,159,599,492,206,356,372,155]",0.30870406849345294,0.4408966829348995,10,A1,0.13652510941028595,0.09108710289001465,0.06353674829006195,0.05679049715399742,0.16594992578029633,0.196678027510643,0.13454478979110718,0.44489092996555685,155,0.962925059849644,0.18905472738151455,184483ae5ea70ec891c3d3e11653c058854cee9f9d37d52bb4761317de244510,0.10778933763504028,0.076937735080719,0.04110628366470337,0.044834673404693604,0.1515858769416809,0.19603365659713745,0.0874406099319458,27.538021100015612
0.21375555353967748,0.367247044255513,0.36326683018782113,gmm_diag::view1::s0,"[418,191,137,412,233,529,173,600,417,374]",0.35446924646079186,0.4913557779799818,10,A1,0.11229501664638519,0.08093370497226715,0.08851786702871323,0.09136787056922913,0.14128006994724274,0.1613454967737198,0.13136859238147736,0.3932261768082664,137,0.9580876612734729,0.16154336345134596,308153ba3d74af51a26d0a5bb6a6a2fef4f9996c3381c859659e29a36d092370,0.09230685234069824,0.0690658688545227,0.05053901672363281,0.05422508716583252,0.1327541470527649,0.1670008897781372,0.08983337879180908,27.551331200025743
0.2030370440645833,0.3671930196367555,0.3632376003564865,gmm_diag::view1::s1,"[171,446,449,390,225,430,386,264,163,560]",0.3436346301893397,0.4919348167755811,10,A1,0.11280103772878647,0.08073794841766357,0.08501642197370529,0.09014298766851425,0.1415395885705948,0.16086186468601227,0.13600735366344452,0.46785304247990817,163,0.96924519595502,0.16427848961773903,56cf85696405802759b48d1044fb10c5d89e60d63e91163b651309fc86502d4e,0.09227532148361206,0.0687795877456665,0.05125147104263306,0.05460226535797119,0.1321570873260498,0.16608291864395142,0.09011775255203247,27.563943500019377
0.19198421837464394,0.35486761988783305,0.35074136546602225,gmm_tied::view1::s0,"[289,252,529,190,765,231,629,142,143,314]",0.34023698181008194,0.4769625279179419,10,A1,0.12242923676967621,0.08257827162742615,0.07196728140115738,0.07174397259950638,0.15036316215991974,0.17475545406341553,0.13804291188716888,0.40757749712973596,142,0.9300677627223057,0.20140748451880228,07a55db0ed778ba158c7fe8989538f329239c60f15934f31da14794c12e316e6,0.10081088542938232,0.0720217227935791,0.04273331165313721,0.04629850387573242,0.14126801490783691,0.17953842878341675,0.09464555978775024,27.57690260000527
0.21171680585502886,0.36429814006677264,0.3602125673748677,gmm_tied::view1::s1,"[142,290,127,686,742,425,248,212,137,475]",0.35812994840970785,0.48713706675490115,10,A1,0.12284290790557861,0.08277627825737,0.07226596772670746,0.07313641905784607,0.15163308382034302,0.17619633674621582,0.13893772661685944,0.36452353616532723,127,0.9213278091221393,0.2008201648732194,3795175c869b9e093ba3f156a8a540733350508bd371b149aa61212b542e25eb,0.10020273923873901,0.07121962308883667,0.04346811771392822,0.04669994115829468,0.13989311456680298,0.1786254644393921,0.09522098302841187,27.589952700014692
0.10918653071914317,0.21096234627250712,0.20615852023501957,kmeans::view2::s0,"[43,321,1076,259,861,699,133,1,1,90]",0.3054689841148676,0.5652245843328646,10,A1,0.13087013363838196,0.07574417442083359,0.07466248422861099,0.08934492617845535,0.13813342154026031,0.13992959260940552,0.2301282286643982,0.0028702640642939152,1,0.7476512648240301,0.17347692427216285,2d491cef89bf9eeac3b1b459d5aedfcc9a7a315ef1774307dec9006b23969f8c,0.11479544639587402,0.04988807439804077,0.03192538022994995,0.035279154777526855,0.09478533267974854,0.09617334604263306,0.18433690071105957,27.60220710001886
0.11218786747909906,0.21381630583787017,0.20903669718389944,kmeans::view2::s1,"[846,1080,55,687,98,136,264,1,1,316]",0.30667033443248404,0.5476052609810571,10,A1,0.13113684952259064,0.07466519623994827,0.07978449761867523,0.08596742153167725,0.1369694620370865,0.13600094616413116,0.22884374856948853,0.0028702640642939152,1,0.7545155139888174,0.17932570211298515,3d61ebadaa9ff8c2ae8c580845aaadcadb2b8393adabf083f1fdd99669c66ded,0.11496907472610474,0.04867678880691528,0.032933175563812256,0.03634822368621826,0.09282779693603516,0.09665429592132568,0.18215644359588623,27.61351600001217
0.09694300897441609,0.18520750478473655,0.18042905951585153,kmeans::view2::s2,"[274,950,1,735,147,79,1,1205,1,91]",0.3115246031278041,0.5542228472164777,10,A1,0.12681229412555695,0.06782218813896179,0.08070094883441925,0.0897803008556366,0.12616217136383057,0.1283712089061737,0.22656966745853424,0.0028702640642939152,1,0.6824706204708609,0.1633081650729815,72980aae395d28f978a4c4f9eb2b6d87599d9a1ba2fda920300ea1bfe225bee7,0.11518806219100952,0.04437971115112305,0.029546618461608887,0.03181678056716919,0.08504486083984375,0.08553391695022583,0.18802666664123535,27.621889400004875
0.10447033402178552,0.206017320876855,0.2010737945982709,gmm_diag::view2::s0,"[108,732,206,352,790,123,33,700,439,1]",0.28076272161378696,0.4094631483166515,10,A1,0.09465242177248001,0.05250163748860359,0.07423155754804611,0.0847189873456955,0.10425291955471039,0.10197915881872177,0.16632477939128876,0.0028702640642939152,1,0.8333018015863669,0.13875035969932642,95c14a36e03ce625c2603bc921c63ef3d9991b56c069ecbceee982f9b3b7fc04,0.0776706337928772,0.044548213481903076,0.02901291847229004,0.030990660190582275,0.08445614576339722,0.0805700421333313,0.11811405420303345,27.629802500014193
0.11828203516577258,0.22765490057960128,0.22285053852774359,gmm_diag::view2::s1,"[286,569,699,220,927,198,112,1,404,68]",0.29145560301321055,0.4357680536024485,10,A1,0.10404496639966965,0.0645003691315651,0.06917532533407211,0.07674144953489304,0.11690840870141983,0.10418137162923813,0.17911866307258606,0.0028702640642939152,1,0.8480121824974168,0.1494004958517453,abaf95b6e4d00b1fd4c2f873c5f26ffed6d8e83710a4c0eab5c285454ebdb5b4,0.08246850967407227,0.04818969964981079,0.03191453218460083,0.0346909761428833,0.09174573421478271,0.089866042137146,0.12298351526260376,27.63835670001572
0.10018008354160166,0.2200306105939935,0.21429259322981453,gmm_tied::view2::s0,"[2402,583,18,51,1,134,41,211,42,1]",0.41486676857160365,0.7651584084705104,10,A1,0.14686498045921326,0.08191721886396408,0.07966829091310501,0.08798600733280182,0.14832989871501923,0.13814511895179749,0.26023608446121216,0.0028702640642939152,1,0.4559821778410959,0.11487924621999519,701c3bb4e995791d782c8fb286086c1fa8b1acb90262d5de69d5a3668da7b212,0.09657502174377441,0.040109992027282715,0.029811501502990723,0.03265976905822754,0.07580512762069702,0.07650017738342285,0.16146504878997803,27.650622600020142
0.11196497181733156,0.26142724627475755,0.2552287301850719,gmm_tied::view2::s1,"[116,24,68,39,208,20,2936,71,1,1]",0.48954035954836345,0.8670692364959881,10,A1,0.2633298337459564,0.1464860886335373,0.1495363414287567,0.15990020334720612,0.24713174998760223,0.22361315786838531,0.425162672996521,0.0028702640642939152,1,0.3043590863222709,0.08030025799889427,e62335ea0bf7dfce6e459a3e2df19400cb776251d1fb2f17d5627190d1ab5a61,0.09398192167282104,0.03899019956588745,0.025549709796905518,0.027436792850494385,0.07333928346633911,0.07089972496032715,0.15363144874572754,27.66128720002598
0.14483655065807535,0.27951974558721393,0.27517309631464687,kmeans::molecular_fused::s0,"[147,235,643,148,572,272,447,626,1,393]",0.30048705421076993,0.4762180494664571,10,A1,0.14406922459602356,0.08861042559146881,0.06626247614622116,0.06041521579027176,0.16045530140399933,0.18071316182613373,0.15802842378616333,0.0028702640642939152,1,0.9022826459324316,0.21675906650965998,7a5ef720f691512502cc0d928e229e3597d1c718b146dd397f960b73259c9d9c,0.12184256315231323,0.0697396993637085,0.042125821113586426,0.04659551382064819,0.13575464487075806,0.16727977991104126,0.1337231993675232,27.67231900000479
0.1263256721114134,0.2623075072430702,0.2577326426341186,kmeans::molecular_fused::s1,"[581,72,126,220,569,796,1,698,147,274]",0.29531132197077536,0.44354371742906773,10,A1,0.1413189172744751,0.08846151828765869,0.05860627442598343,0.054156187921762466,0.1596585363149643,0.17716504633426666,0.14880633354187012,0.0028702640642939152,1,0.8532061543616741,0.18577398321127903,2371e615072471d0339c648e5fd3e212b20924e1cb175e4ba9ebf3b383f33fbd,0.12329107522964478,0.06988859176635742,0.03982245922088623,0.04338884353637695,0.1368197202682495,0.16103386878967285,0.14098072052001953,27.680039300001226
