lane,family_multistart_ari,family_multistart_nmi,family_single_start_ari,family_single_start_nmi,multistart_minus_single_ari,multistart_minus_single_nmi,global_multistart_ari,global_multistart_nmi,family_minus_global_ari,family_minus_global_nmi
A1,0.1885477769267961,0.3279280802180525,0.1885477769267961,0.3279280802180525,0.0,0.0,0.1765742553516691,0.3438581233056792,0.011973521575127016,-0.015930043087626744
D1,0.133634234754387,0.256964857302403,0.0596228997082822,0.119638973205337,0.0740113350461048,0.13732588409706598,0.1592985268672501,0.3069003585569587,-0.025664292112863113,-0.0499355012545557
tonsil_s1,0.101531590938211,0.2302636207137904,0.1438667870123249,0.266829395282451,-0.04233519607411389,-0.036565774568660586,0.0931344005413593,0.2195562673659129,0.008397190396851703,0.01070735334787748
tonsil_s2,0.1471085765369763,0.2277186689476447,0.1320078631097467,0.1605256192393519,0.0151007134272296,0.06719304970829279,0.1375092551503792,0.2436466345788613,0.009599321386597082,-0.015927965631216595
tonsil_s3,0.0680940094536045,0.1786575475884353,0.0521148022871038,0.0720704910050161,0.015979207166500697,0.1065870565834192,0.0533215046349516,0.103025092094852,0.014772504818652901,0.0756324554935833
P22,0.4417796088743956,0.5755917907885308,0.4462038251342476,0.5811945237832117,-0.00442421625985201,-0.005602732994680837,0.4401288472306051,0.5770796934474985,0.0016507616437905215,-0.0014879026589676991
P22_3DOT_K18,0.3606051987188641,0.5451496075555058,0.6653659884646963,0.6867511688512183,-0.3047607897458322,-0.14160156129571255,0.3148149817352919,0.4186101135472734,0.04579021698357222,0.1265394940082324
MISAR_E15_5_S1,0.348855256607842,0.5270065266916829,0.3268224159520915,0.500802746263415,0.022032840655750507,0.026203780428267875,0.348855256607842,0.5270065266916829,0.0,0.0
MISAR_E15_5_S1_K12,0.3186160310074261,0.5450540791022462,0.2915958789549779,0.5473573255417686,0.027020152052448176,-0.0023032464395223995,0.2873704718647165,0.5381179580411811,0.0312455591427096,0.006936121061065115
