lane,held_out_study,family,total_observations,evaluated_observations,k,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,delta_ari_vs_current_best,delta_nmi_vs_current_best,min_cluster_size,cluster_sizes,partition_sha256,candidate_key,parameter_source
A1,LYMPH_NODE,RNA_PROTEIN,3484,3484,10,0.18854777692679614,0.32792808021805253,0.323642163079359,0.3352629282667154,0.48243198681839383,0.5164060534707146,-0.08745488207167917,-0.0938117591941297,98,"[520,635,153,564,447,292,98,442,202,131]",d65b217eb99e8878d94154129fdc18c5cd46042d8c081eba244b1f58c7a4f13d,A1::SC_f51142ff19b148::kmeans::retained::s0::d65b217eb99e8878::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
D1,LYMPH_NODE,RNA_PROTEIN,3359,3359,10,0.059622899708282266,0.11963897320533703,0.11000091891148805,0.4811006901285059,0.5590348474935353,0.4384432831918428,-0.22925310862659287,-0.29412263178198095,18,"[19,18,19,23,3090,37,18,77,38,20]",833c327d7f9279c433c6a3f30a7dc9cafd1da2319803aac45fef5432a2dffdff,D1::SC_76b334708e3ca1::kmeans::retained::s0::b525ac8c03a0b6dc::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
MISAR_E15_5_S1,MISAR,RNA_ATAC,1949,1949,7,0.32682241595209155,0.500802746263415,0.4981684730433693,0.4560199949850712,0.9125075045294275,0.088180414487526,-0.2146013693570989,-0.1659950152931443,132,"[132,424,293,259,319,154,368]",fe3d78126b791f41ffa0dfbd07831ae222ae8742e104f68e50973ef0bd731b8d,MISAR_E15_5_S1::SC_1299dd5a14c3c8::kmeans::retained::s0::fe3d78126b791f41::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
MISAR_E15_5_S1_K12,MISAR,RNA_ATAC,1949,1949,12,0.29159587895497796,0.5473573255417686,0.5434466815863999,0.41783788644551434,0.8855673880963529,0.11793517112194646,-0.1615804140725896,-0.05127157917792968,71,"[195,75,349,109,76,225,158,217,71,204,127,143]",8dac300ad02cf2b47409cb73096d523618cb26efd93f3fe74e2e52fdfddf5e6a,MISAR_E15_5_S1_K12::SC_d713ea793025e1::kmeans::retained::s0::8dac300ad02cf2b4::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
P22,P22,RNA_ATAC,9196,9196,9,0.44620382513424767,0.5811945237832117,0.5804637028273192,0.5303999863930215,0.8673520227925353,0.13522479962449785,-0.14770832915572968,-0.13304832757753782,155,"[1731,155,860,670,691,1208,954,2272,655]",f93d1326f41deaa0e4f19bf45872a7acc3eb94e441647b40b9f75d3770024df3,P22::SC_3994dc0c218bbe::kmeans::retained::s0::f93d1326f41deaa0::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
P22_3DOT_K18,P22,RNA_ATAC,9196,9196,18,0.6653659884646963,0.6867511688512183,0.6847045941143561,0.700658182756519,0.7484582523914545,0.25718437232052344,-0.07431928585005221,-0.06746704471708387,37,"[777,123,665,928,697,2098,449,50,37,639,618,454,171,656,165,510,37,122]",674f850ec87ffc3a477b06c6ee19aca0f029e2c6dd4c24f73a0244a8e6c19d1f,P22_3DOT_K18::SC_aad9c40e4ae087::kmeans::retained::s0::c80ceb92a83b484f::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
tonsil_s1,TONSIL,RNA_PROTEIN,4326,4326,4,0.14386678701232494,0.26682939528245103,0.26617249749769806,0.4494110887039858,0.7223087604808328,0.27717162802201706,-0.09235326922683201,-0.05005491275958779,323,"[1126,323,1278,1599]",de06b9f1ffb2d49617d5ce1fdcb5a64cec0d0c63742fed2867621643e4fd0225,tonsil_s1::SC_111d830a61e8e2::kmeans::retained::s0::de06b9f1ffb2d496::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
tonsil_s2,TONSIL,RNA_PROTEIN,4519,4518,4,0.13200786310974677,0.1605256192393519,0.15978987848822718,0.44826042353101514,0.8672557238014047,0.12952427764967014,-0.1255524295140426,-0.15134541094783224,204,"[878,1688,1749,204]",e5e0506dd4d4f291a5541589893e80ed0fda760df27d1e07c60cf212413e17ae,tonsil_s2::SC_d713ea793025e1::kmeans::retained::s0::e5e0506dd4d4f291::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
tonsil_s3,TONSIL,RNA_PROTEIN,4521,4460,4,0.05211480228710382,0.07207049100501617,0.07130211216067948,0.3641724747526663,0.5091435412387082,0.49048619925241943,-0.2977657647246852,-0.23719602824794406,909,"[909,1401,1082,1129]",3c2525fe2b3bed3676d21a4c796f74bca71fc73b0094039626e36c5bfa6ae386,tonsil_s3::SC_6c459407942c6e::kmeans::retained::s0::3c2525fe2b3bed36::STRUCTURAL_GUARD_005,cross-study ridge over observable candidate and calibration descriptors
