lane,dataset,study,family,total_observations,evaluated_observations,k,old_best_ari,old_best_nmi,internal_frontier_ari,internal_frontier_nmi,internal_delta_ari,internal_delta_nmi,internal_ami,internal_fmi,internal_morans_i,internal_gearys_c,internal_min_cluster_size,internal_cluster_sizes,automatic_ari,automatic_nmi,automatic_ami,automatic_fmi,automatic_morans_i,automatic_gearys_c,automatic_delta_ari_vs_old,automatic_delta_nmi_vs_old,automatic_gap_ari_to_internal,automatic_gap_nmi_to_internal,automatic_min_cluster_size,automatic_cluster_sizes,automatic_start,automatic_config_id,start_stability_median_ari,pairwise_beta,self_return_strength,size_prior,scale_weights,optional_weight,partition_sha256,automatic_fresh_process_exact_rate,automatic_replay_wall_seconds_shared_job,gpu_time_seconds,peak_gpu_mib,measured_peak_rss_mib,internal_selection_labels_used,automatic_current_study_labels_used_before_lock
A1,A1 lymph node K10,LYMPH_NODE,RNA_PROTEIN,3484,3484,10,0.2760026589984753,0.4217398394121822,0.2760026589984753,0.4217398394121822,0.0,0.0,0.4179696235567275,0.4162745769516491,0.5620517715044797,0.4410940841343784,114,"[277, 773, 568, 182, 307, 790, 168, 114, 121, 184]",0.1885477769267961,0.3279280802180525,0.323642163079359,0.3352629282667154,0.4824319868183938,0.5164060534707146,-0.0874548820716791,-0.0938117591941297,-0.0874548820716792,-0.0938117591941297,98,"[520,635,153,564,447,292,98,442,202,131]",kmeans::retained::s0,SC_f51142ff19b148,0.4283604222271859,15.834128614059766,12.943591133271477,0.019873354095853234,"[0.330803038935786,0.33252550345451887,0.3366714576096951]",0.26539950912501475,d65b217eb99e8878d94154129fdc18c5cd46042d8c081eba244b1f58c7a4f13d,1.0,8.100580799975432,0.0,0.0,377.79,True,False
D1,D1 lymph node K10,LYMPH_NODE,RNA_PROTEIN,3359,3359,10,0.2888760083348751,0.4137616049873179,0.3387748726151306,0.4359716632344803,0.0498988642802554,0.0222100582471623,0.4317867966948716,0.4975035193876575,0.512091275796626,0.493645855504517,51,"[1081, 86, 1243, 116, 193, 292, 58, 188, 51, 51]",0.133634234754387,0.256964857302403,0.252209680556844,0.2790289947115856,0.352117273076262,0.6481568534787114,-0.1552417735804881,-0.1567967476849149,-0.20514063786074363,-0.1790068059320773,130,"[445,450,236,138,481,249,130,361,457,412]",kmeans::view1::s2,SC_f51142ff19b148,0.2435501376057289,15.168913953899912,13.950033141894222,0.026298381979939507,"[0.3291330455920221,0.33186133202206664,0.3390056223859112]",0.2729130446621357,8b59ef6d92ffa53a159e29b2365cd0868c5ea8a9a0e820c8e722fc9f2d09914e,1.0,8.100580799975432,0.0,0.0,377.79,True,False
tonsil_s1,tonsil s1 K4,TONSIL,RNA_PROTEIN,4326,4326,4,0.2362200562391569,0.3168843080420388,0.2365355019438236,0.3171179292228705,0.0003154457046666,0.0002336211808317,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925176,478,"[478, 1301, 1141, 1406]",0.101531590938211,0.2302636207137904,0.2295727085213369,0.4237162944490926,0.6979420530824986,0.3001237256068186,-0.1346884653009459,-0.0866206873282483,-0.1350039110056126,-0.08685430850908013,356,"[1500,903,356,1567]",gmm_tied::retained::s0,SC_f51142ff19b148,0.6559120868050295,17.008533449366645,13.135522819168862,0.011962399394508943,"[0.3254126265466765,0.32950799471820164,0.3450793787351218]",0.0,36b67ac8cefb99374b9a167c02d0f495d34a96fb7883820a04a13f4ed2b78778,1.0,8.100580799975432,0.0,0.0,377.79,True,False
tonsil_s2,tonsil s2 K4,TONSIL,RNA_PROTEIN,4519,4518,4,0.2575602926237894,0.3118710301871841,0.2582642450087792,0.3143240809985105,0.0007039523849898,0.0024530508113264,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697512,445,"[1008, 1395, 445, 1671]",0.1471085765369763,0.2277186689476447,0.2270791965611276,0.4367908683148743,0.6526590772797911,0.3464164816745505,-0.110451716086813,-0.0841523612395394,-0.11115566847180292,-0.0866054120508658,723,"[771,1312,1713,723]",gmm_tied::molecular_fused::s0,SC_f51142ff19b148,0.4836919288043511,17.259706377914654,12.810616065511118,0.017949724827303785,"[0.3267926571490076,0.33153015026751376,0.3416771925834786]",0.0,e864d334eafe4d976a40343d352a7ff60f53edd0790ff0c772b93b97cc836d1c,1.0,8.100580799975432,0.0,0.0,377.79,True,False
tonsil_s3,tonsil s3 K4,TONSIL,RNA_PROTEIN,4521,4460,4,0.349880567011789,0.3092665192529602,0.350644182009914,0.3097714630576775,0.0007636149981249,0.0005049438047172,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992174,294,"[2470, 573, 1184, 294]",0.0680940094536045,0.1786575475884353,0.1778400444201391,0.4777074093498436,0.7138320233657469,0.293688049821495,-0.2817865575581844,-0.1306089716645249,-0.2825501725563095,-0.1311139154692422,138,"[138,2782,1120,481]",gmm_tied::molecular_fused::s1,SC_f51142ff19b148,0.6551647596949239,17.4044274661238,12.577844062284994,0.011988380619151268,"[0.3277463590025716,0.3298882570847339,0.34236538391269444]",0.35841169349355645,21d351e5252d4c6559e53bedbab66eff80cc84f2def6ae96d3d5654109724def,1.0,8.100580799975432,0.0,0.0,377.79,True,False
P22,P22 K9,P22,RNA_ATAC,9196,9196,9,0.5939121542899773,0.7142428513607495,0.5939627712461424,0.7145174964254815,5.061695616503936e-05,0.0002746450647319,0.7140242970558602,0.6541148582557571,0.9295472778402624,0.0730755195890298,167,"[1147, 620, 1490, 793, 1033, 1519, 613, 1814, 167]",0.4417796088743956,0.5755917907885308,0.5748517391206355,0.5265002553734783,0.8564741422753346,0.1460075808382374,-0.1521325454155817,-0.1386510605722186,-0.15218316237174678,-0.1389257056369506,159,"[1713,159,887,662,695,1209,944,2268,659]",kmeans::retained::s0,SC_c7bdee968c6d55,0.7094399870316364,42.0635524120624,11.863640068465237,0.08716800389050909,"[0.3319143506617513,0.33330811948767797,0.33477752985057063]",0.0,75370f46fabb37fc8a0e9abeaa4643a54a8e62f3b10bb0a00ee2d011df080fb1,1.0,8.100580799975432,0.0,0.0,377.79,True,False
P22_3DOT_K18,P22 author assignment K18,P22,RNA_ATAC,9196,9196,18,0.7396852743147485,0.7542182135683022,0.7410612434972846,0.7543363429866353,0.0013759691825361,0.0001181294183331,0.7527305195473025,0.7691503786743163,0.8716572513710692,0.1278583865629614,24,"[764, 2270, 453, 146, 359, 153, 47, 431, 680, 286, 1013, 578, 597, 583, 586, 174, 52, 24]",0.3606051987188641,0.5451496075555058,0.5421590150427601,0.4277538689747129,0.4406086320193954,0.5659679931127721,-0.3790800755958844,-0.2090686060127964,-0.38045604477842054,-0.20918673543112953,39,"[376,113,53,1255,39,121,922,1475,288,192,376,853,354,650,327,120,179,1503]",gmm_tied::molecular_fused::s0,SC_c7bdee968c6d55,0.2878920997593597,39.98704262586862,11.863640068465237,0.21363237007219207,"[0.3319143506617513,0.33330811948767797,0.33477752985057063]",0.0,2abe17cc9c6b1595c216aa0779510cc94ad1ab1080d5813ee4e71bfa1f829b05,1.0,8.100580799975432,0.0,0.0,377.79,True,False
MISAR_E15_5_S1,MISAR E15.5 K7,MISAR,RNA_ATAC,1949,1949,7,0.5414237853091904,0.6667977615565593,0.5414237853091904,0.6667977615565593,0.0,0.0,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590484,125,"[295, 438, 178, 267, 355, 291, 125]",0.348855256607842,0.5270065266916829,0.5244134524029441,0.4830405349352224,0.9129801254961616,0.0917249674170342,-0.1925685287013484,-0.1397912348648764,-0.19256852870134844,-0.13979123486487643,71,"[388,613,221,122,305,229,71]",kmeans::retained::s2,SC_d0ebedf36c9924,0.3665706660339292,35.46501472329484,0.985931054722758,0.14234889174322937,"[0.33479596872474604,0.3378684235124139,0.32733560776284]",0.0,f5a5d7623ba7eeec3beceb1802f66f05846591c5f17b2d0f77c24774b46118f3,1.0,8.100580799975432,0.0,0.0,377.79,True,False
MISAR_E15_5_S1_K12,MISAR E15.5 K12,MISAR,RNA_ATAC,1949,1949,12,0.4531762930275675,0.5986289047196983,0.4531762930275675,0.5986289047196983,0.0,0.0,0.5950271423252708,0.5601395681667659,0.9124088776058108,0.0864729661389303,42,"[281, 64, 478, 135, 42, 147, 143, 108, 63, 242, 68, 178]",0.3186160310074261,0.5450540791022462,0.5410810369237642,0.4423369881836719,0.8508560970888293,0.1524967765325759,-0.1345602620201414,-0.053574825617452,-0.13456026202014143,-0.05357482561745208,64,"[214,106,356,85,64,255,163,106,64,276,113,147]",gmm_tied::retained::s0,SC_592a55b145ad14,0.5822736218701428,22.83486542497102,6.669240146282,0.08354527562597146,"[0.33368169278282633,0.3343986302739805,0.33191967694319324]",0.0,58bc225e561d076cfdbc7a6bc1a64925cf3873a6639f6a60c30c59650c532655,1.0,8.100580799975432,0.0,0.0,377.79,True,False
