candidate_rows,gpu_time_seconds,lane,peak_gpu_mib,peak_rss_mib,producer_wall_seconds
47,0.0,P22_K9,0.0,237.96484375,28.74026053212583
47,0.0,MISAR_K7,0.0,111.078125,4.937633426859975
47,0.0,HUMAN_HIPPOCAMPUS_K7,0.0,118.85546875,8.920981450006366
47,0.0,MELANOMA_TUMOR_K2,0.0,94.01953125,1.750737775117159
