stage,config_id,dataset,unit_id,seed,family,status,transform_status,raw_root,phase,runtime_seconds,cuda_used,cuda_device,peak_gpu_allocated_mib,process_peak_rss_mib,cpu_workers_stage_max,threads_per_worker
R2,B04_SP_RR10_PROTO,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u010/attempt_001,cpu_transform,4.264790304005146,False,,,598.12890625,3.0,3.0
R2,B04_SP_RR10_PROTO,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u011/attempt_001,training_and_reload,3.4969065180048347,True,NVIDIA GeForce RTX 4080,88.35546875,869.5859375,,
R2,B04_SP_RR10_PROTO,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u011/attempt_001,cpu_transform,4.190005048178136,False,,,599.03125,3.0,3.0
R2,B04_SP_RR10_PROTO,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u012/attempt_001,training_and_reload,3.5418199310079217,True,NVIDIA GeForce RTX 4080,88.35546875,853.453125,,
R2,B04_SP_RR10_PROTO,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u012/attempt_001,cpu_transform,4.213918385095894,False,,,599.63671875,3.0,3.0
R2,B04_SP_RR10_PROTO,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u020/attempt_001,training_and_reload,3.9868877585977316,True,NVIDIA GeForce RTX 4080,149.08984375,897.84765625,,
R2,B04_SP_RR10_PROTO,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u020/attempt_001,cpu_transform,88.53157478570938,False,,,1175.1015625,3.0,3.0
R2,B04_SP_RR10_PROTO,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u021/attempt_001,training_and_reload,3.812108302488923,True,NVIDIA GeForce RTX 4080,149.08984375,876.6015625,,
R2,B04_SP_RR10_PROTO,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u021/attempt_001,cpu_transform,63.586800038814545,False,,,1171.1015625,3.0,3.0
R2,B04_SP_RR10_PROTO,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u022/attempt_001,training_and_reload,4.3375431932508945,True,NVIDIA GeForce RTX 4080,149.08984375,875.75390625,,
R2,B04_SP_RR10_PROTO,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u022/attempt_001,cpu_transform,86.9300596350804,False,,,1186.859375,3.0,3.0
R2,B05_SP_RR10_PROTO_RNAANCHOR,a1,u000,0,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u000/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,a1,u001,1,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u001/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,a1,u002,2,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u002/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,tonsil,u005,0,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u005/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,tonsil,u006,1,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u006/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,tonsil,u007,2,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u007/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,d1,u010,0,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u010/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,d1,u011,1,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u011/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,d1,u012,2,RNA_PROTEIN,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,CONTENT_ADDRESSED_NOOP_ALIAS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u012/attempt_001,alias,0.0,False,,0.0,0.0,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u020/attempt_001,training_and_reload,5.68700775783509,True,NVIDIA GeForce RTX 4080,149.08984375,1462.41015625,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u020/attempt_001,cpu_transform,76.72602993063629,False,,,1166.29296875,3.0,3.0
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u021/attempt_001,training_and_reload,5.8726862808689475,True,NVIDIA GeForce RTX 4080,149.08984375,1462.78515625,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u021/attempt_001,cpu_transform,92.13974428828806,False,,,1175.12109375,3.0,3.0
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u022/attempt_001,training_and_reload,6.217574207112193,True,NVIDIA GeForce RTX 4080,149.08984375,1463.69921875,,
R2,B05_SP_RR10_PROTO_RNAANCHOR,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B05_SP_RR10_PROTO_RNAANCHOR/u022/attempt_001,cpu_transform,62.91869882401079,False,,,1157.98046875,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u000/attempt_001,training_and_reload,3.6734210047870874,True,NVIDIA GeForce RTX 4080,89.6982421875,876.25,,
R2,B06_SP_RR10_PROTO_DGI,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u000/attempt_001,cpu_transform,4.628414010629058,False,,,599.16796875,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u001/attempt_001,training_and_reload,4.290819606743753,True,NVIDIA GeForce RTX 4080,89.6982421875,866.1875,,
R2,B06_SP_RR10_PROTO_DGI,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u001/attempt_001,cpu_transform,4.227824336849153,False,,,599.72265625,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u002/attempt_001,training_and_reload,3.7980263074859977,True,NVIDIA GeForce RTX 4080,89.6982421875,866.0625,,
R2,B06_SP_RR10_PROTO_DGI,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u002/attempt_001,cpu_transform,4.431109813973308,False,,,600.26171875,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u005/attempt_001,training_and_reload,3.5788807198405266,True,NVIDIA GeForce RTX 4080,96.12109375,866.9765625,,
R2,B06_SP_RR10_PROTO_DGI,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u005/attempt_001,cpu_transform,3.8912060521543026,False,,,600.45703125,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u006/attempt_001,training_and_reload,3.3952857833355665,True,NVIDIA GeForce RTX 4080,96.12109375,866.51953125,,
R2,B06_SP_RR10_PROTO_DGI,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u006/attempt_001,cpu_transform,4.273272331804037,False,,,605.83203125,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u007/attempt_001,training_and_reload,3.559649845585227,True,NVIDIA GeForce RTX 4080,96.12109375,866.0625,,
R2,B06_SP_RR10_PROTO_DGI,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u007/attempt_001,cpu_transform,4.206143165007234,False,,,601.21484375,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u010/attempt_001,training_and_reload,4.277524830773473,True,NVIDIA GeForce RTX 4080,88.7890625,866.3828125,,
R2,B06_SP_RR10_PROTO_DGI,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u010/attempt_001,cpu_transform,4.495776502415538,False,,,596.25,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u011/attempt_001,training_and_reload,3.693006287328899,True,NVIDIA GeForce RTX 4080,88.7890625,888.8203125,,
R2,B06_SP_RR10_PROTO_DGI,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u011/attempt_001,cpu_transform,4.572284026071429,False,,,604.125,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u012/attempt_001,training_and_reload,3.746299800463021,True,NVIDIA GeForce RTX 4080,88.7890625,866.52734375,,
R2,B06_SP_RR10_PROTO_DGI,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u012/attempt_001,cpu_transform,4.278950314037502,False,,,598.64453125,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u020/attempt_001,training_and_reload,3.8438665438443422,True,NVIDIA GeForce RTX 4080,150.6318359375,884.26171875,,
R2,B06_SP_RR10_PROTO_DGI,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u020/attempt_001,cpu_transform,90.17326801735908,False,,,1183.65625,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u021/attempt_001,training_and_reload,3.903821377083659,True,NVIDIA GeForce RTX 4080,150.6318359375,885.1015625,,
R2,B06_SP_RR10_PROTO_DGI,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u021/attempt_001,cpu_transform,76.74419765081257,False,,,1190.90625,3.0,3.0
R2,B06_SP_RR10_PROTO_DGI,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u022/attempt_001,training_and_reload,4.429270337335765,True,NVIDIA GeForce RTX 4080,150.6318359375,891.05078125,,
R2,B06_SP_RR10_PROTO_DGI,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B06_SP_RR10_PROTO_DGI/u022/attempt_001,cpu_transform,90.10455440916121,False,,,1186.55859375,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u000/attempt_001,training_and_reload,6.807325986213982,True,NVIDIA GeForce RTX 4080,91.21435546875,858.36328125,,
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u000/attempt_001,cpu_transform,4.189652957953513,False,,,597.734375,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u001/attempt_001,training_and_reload,7.022718818858266,True,NVIDIA GeForce RTX 4080,91.21435546875,858.25,,
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u001/attempt_001,cpu_transform,4.5204603131860495,False,,,600.74609375,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u002/attempt_001,training_and_reload,6.883952768519521,True,NVIDIA GeForce RTX 4080,91.21435546875,856.64453125,,
R2,B07_SP_RR10_PROTO_TRIPLET,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u002/attempt_001,cpu_transform,4.4744134256616235,False,,,602.23828125,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u005/attempt_001,training_and_reload,8.687330030836165,True,NVIDIA GeForce RTX 4080,98.00390625,861.74609375,,
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u005/attempt_001,cpu_transform,4.20627604983747,False,,,603.3828125,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u006/attempt_001,training_and_reload,8.582413841038942,True,NVIDIA GeForce RTX 4080,98.00390625,859.63671875,,
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u006/attempt_001,cpu_transform,3.8534394903108478,False,,,601.02734375,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u007/attempt_001,training_and_reload,8.531114352867007,True,NVIDIA GeForce RTX 4080,98.00390625,859.6796875,,
R2,B07_SP_RR10_PROTO_TRIPLET,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u007/attempt_001,cpu_transform,4.013047573156655,False,,,602.5703125,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u010/attempt_001,training_and_reload,6.68414266500622,True,NVIDIA GeForce RTX 4080,90.25,859.51171875,,
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u010/attempt_001,cpu_transform,4.457344672642648,False,,,600.51171875,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u011/attempt_001,training_and_reload,6.5384615594521165,True,NVIDIA GeForce RTX 4080,90.25,862.41015625,,
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u011/attempt_001,cpu_transform,4.822864227928221,False,,,604.7734375,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u012/attempt_001,training_and_reload,6.685314605012536,True,NVIDIA GeForce RTX 4080,90.25,863.390625,,
R2,B07_SP_RR10_PROTO_TRIPLET,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u012/attempt_001,cpu_transform,4.980187842622399,False,,,601.61328125,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u020/attempt_001,training_and_reload,42.50228360015899,True,NVIDIA GeForce RTX 4080,154.27685546875,878.41015625,,
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u020/attempt_001,cpu_transform,84.2150188088417,False,,,1184.86328125,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u021/attempt_001,training_and_reload,41.018571227788925,True,NVIDIA GeForce RTX 4080,154.27685546875,878.1171875,,
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u021/attempt_001,cpu_transform,78.61565430276096,False,,,1185.796875,3.0,3.0
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u022/attempt_001,training_and_reload,41.174898110330105,True,NVIDIA GeForce RTX 4080,154.27685546875,878.12890625,,
R2,B07_SP_RR10_PROTO_TRIPLET,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B07_SP_RR10_PROTO_TRIPLET/u022/attempt_001,cpu_transform,78.39675230439752,False,,,1189.59375,3.0,3.0
