stage,config_id,dataset,unit_id,seed,family,status,transform_status,raw_root,phase,runtime_seconds,cuda_used,cuda_device,peak_gpu_allocated_mib,process_peak_rss_mib,cpu_workers_stage_max,threads_per_worker
R2,B00_FAMILY_REFERENCE,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B00_FAMILY_REFERENCE/u020/attempt_001,cpu_transform,93.37247625272721,False,,,1170.8984375,3.0,3.0
R2,B00_FAMILY_REFERENCE,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B00_FAMILY_REFERENCE/u021/attempt_001,training_and_reload,2.867188958451152,True,NVIDIA GeForce RTX 4080,134.2392578125,793.01953125,,
R2,B00_FAMILY_REFERENCE,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B00_FAMILY_REFERENCE/u021/attempt_001,cpu_transform,80.99131668638438,False,,,1189.84765625,3.0,3.0
R2,B00_FAMILY_REFERENCE,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B00_FAMILY_REFERENCE/u022/attempt_001,training_and_reload,2.4209730457514524,True,NVIDIA GeForce RTX 4080,134.2392578125,791.90625,,
R2,B00_FAMILY_REFERENCE,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B00_FAMILY_REFERENCE/u022/attempt_001,cpu_transform,87.1549143800512,False,,,1189.2890625,3.0,3.0
R2,B01_SP_RR10,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u000/attempt_001,training_and_reload,2.96625714097172,True,NVIDIA GeForce RTX 4080,87.01025390625,856.59765625,,
R2,B01_SP_RR10,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u000/attempt_001,cpu_transform,4.674180582165718,False,,,601.56640625,3.0,3.0
R2,B01_SP_RR10,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u001/attempt_001,training_and_reload,2.7702778298407793,True,NVIDIA GeForce RTX 4080,87.01025390625,852.84765625,,
R2,B01_SP_RR10,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u001/attempt_001,cpu_transform,4.4778975155204535,False,,,600.42578125,3.0,3.0
R2,B01_SP_RR10,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u002/attempt_001,training_and_reload,2.9991211211308837,True,NVIDIA GeForce RTX 4080,87.01025390625,840.7109375,,
R2,B01_SP_RR10,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u002/attempt_001,cpu_transform,4.358119796030223,False,,,601.38671875,3.0,3.0
R2,B01_SP_RR10,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u005/attempt_001,training_and_reload,2.8415219746530056,True,NVIDIA GeForce RTX 4080,93.47705078125,842.54296875,,
R2,B01_SP_RR10,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u005/attempt_001,cpu_transform,4.373020821250975,False,,,604.2265625,3.0,3.0
R2,B01_SP_RR10,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u006/attempt_001,training_and_reload,2.994927397929132,True,NVIDIA GeForce RTX 4080,93.47705078125,843.6484375,,
R2,B01_SP_RR10,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u006/attempt_001,cpu_transform,3.9103754153475165,False,,,599.51953125,3.0,3.0
R2,B01_SP_RR10,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u007/attempt_001,training_and_reload,3.2115962086245418,True,NVIDIA GeForce RTX 4080,93.47705078125,844.9453125,,
R2,B01_SP_RR10,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u007/attempt_001,cpu_transform,4.3239049250259995,False,,,602.61328125,3.0,3.0
R2,B01_SP_RR10,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u010/attempt_001,training_and_reload,2.8161675287410617,True,NVIDIA GeForce RTX 4080,86.19873046875,842.640625,,
R2,B01_SP_RR10,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u010/attempt_001,cpu_transform,4.094566499814391,False,,,599.42578125,3.0,3.0
R2,B01_SP_RR10,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u011/attempt_001,training_and_reload,2.8207637034356594,True,NVIDIA GeForce RTX 4080,86.19873046875,847.55859375,,
R2,B01_SP_RR10,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u011/attempt_001,cpu_transform,5.444149083457887,False,,,603.51171875,3.0,3.0
R2,B01_SP_RR10,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u012/attempt_001,training_and_reload,2.9226963287219405,True,NVIDIA GeForce RTX 4080,86.19873046875,840.8984375,,
R2,B01_SP_RR10,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u012/attempt_001,cpu_transform,4.161421054042876,False,,,599.17578125,3.0,3.0
R2,B01_SP_RR10,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u020/attempt_001,training_and_reload,3.3887770185247064,True,NVIDIA GeForce RTX 4080,146.45654296875,870.8984375,,
R2,B01_SP_RR10,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u020/attempt_001,cpu_transform,86.95132471900433,False,,,1179.484375,3.0,3.0
R2,B01_SP_RR10,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u021/attempt_001,training_and_reload,3.641376443207264,True,NVIDIA GeForce RTX 4080,146.45654296875,873.36328125,,
R2,B01_SP_RR10,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u021/attempt_001,cpu_transform,79.46481910999864,False,,,1196.16015625,3.0,3.0
R2,B01_SP_RR10,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u022/attempt_001,training_and_reload,3.117459219880402,True,NVIDIA GeForce RTX 4080,146.45654296875,863.22265625,,
R2,B01_SP_RR10,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B01_SP_RR10/u022/attempt_001,cpu_transform,104.12637292593718,False,,,1207.49609375,3.0,3.0
R2,B02_SP_RR30,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u000/attempt_001,training_and_reload,2.886832741089165,True,NVIDIA GeForce RTX 4080,87.01025390625,851.18359375,,
R2,B02_SP_RR30,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u000/attempt_001,cpu_transform,4.126090178266168,False,,,598.1875,3.0,3.0
R2,B02_SP_RR30,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u001/attempt_001,training_and_reload,2.9854437364265323,True,NVIDIA GeForce RTX 4080,87.01025390625,847.39453125,,
R2,B02_SP_RR30,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u001/attempt_001,cpu_transform,3.9385813642293215,False,,,597.38671875,3.0,3.0
R2,B02_SP_RR30,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u002/attempt_001,training_and_reload,3.0329744014889,True,NVIDIA GeForce RTX 4080,87.01025390625,842.46875,,
R2,B02_SP_RR30,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u002/attempt_001,cpu_transform,4.050848461687565,False,,,600.234375,3.0,3.0
R2,B02_SP_RR30,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u005/attempt_001,training_and_reload,2.8114309571683407,True,NVIDIA GeForce RTX 4080,93.47705078125,843.125,,
R2,B02_SP_RR30,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u005/attempt_001,cpu_transform,3.962642499245703,False,,,600.4765625,3.0,3.0
R2,B02_SP_RR30,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u006/attempt_001,training_and_reload,2.9230863889679313,True,NVIDIA GeForce RTX 4080,93.47705078125,842.23046875,,
R2,B02_SP_RR30,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u006/attempt_001,cpu_transform,4.001088626682758,False,,,603.2578125,3.0,3.0
R2,B02_SP_RR30,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u007/attempt_001,training_and_reload,2.9219821002334356,True,NVIDIA GeForce RTX 4080,93.47705078125,842.90234375,,
R2,B02_SP_RR30,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u007/attempt_001,cpu_transform,3.819704534485936,False,,,603.5390625,3.0,3.0
R2,B02_SP_RR30,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u010/attempt_001,training_and_reload,2.8801444098353386,True,NVIDIA GeForce RTX 4080,86.19873046875,856.31640625,,
R2,B02_SP_RR30,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u010/attempt_001,cpu_transform,4.103717687539756,False,,,600.16015625,3.0,3.0
R2,B02_SP_RR30,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u011/attempt_001,training_and_reload,3.0018408549949527,True,NVIDIA GeForce RTX 4080,86.19873046875,840.86328125,,
R2,B02_SP_RR30,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u011/attempt_001,cpu_transform,4.049217842519283,False,,,602.11328125,3.0,3.0
R2,B02_SP_RR30,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u012/attempt_001,training_and_reload,2.800397325307131,True,NVIDIA GeForce RTX 4080,86.19873046875,841.63671875,,
R2,B02_SP_RR30,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u012/attempt_001,cpu_transform,3.9894619677215815,False,,,598.4921875,3.0,3.0
R2,B02_SP_RR30,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u020/attempt_001,training_and_reload,3.3837303556501865,True,NVIDIA GeForce RTX 4080,146.45654296875,864.6484375,,
R2,B02_SP_RR30,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u020/attempt_001,cpu_transform,82.32432215753943,False,,,1188.1953125,3.0,3.0
R2,B02_SP_RR30,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u021/attempt_001,training_and_reload,3.0805463129654527,True,NVIDIA GeForce RTX 4080,146.45654296875,863.8359375,,
R2,B02_SP_RR30,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u021/attempt_001,cpu_transform,81.49457017146051,False,,,1187.24609375,3.0,3.0
R2,B02_SP_RR30,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u022/attempt_001,training_and_reload,3.0103047639131546,True,NVIDIA GeForce RTX 4080,146.45654296875,863.9921875,,
R2,B02_SP_RR30,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B02_SP_RR30/u022/attempt_001,cpu_transform,84.91108859702945,False,,,1190.80078125,3.0,3.0
R2,B03_RR10_PROTO,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u000/attempt_001,training_and_reload,2.6069002225995064,True,NVIDIA GeForce RTX 4080,89.2724609375,859.72265625,,
R2,B03_RR10_PROTO,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u000/attempt_001,cpu_transform,3.9669232722371817,False,,,595.56640625,3.0,3.0
R2,B03_RR10_PROTO,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u001/attempt_001,training_and_reload,2.949699506163597,True,NVIDIA GeForce RTX 4080,89.2724609375,862.33203125,,
R2,B03_RR10_PROTO,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u001/attempt_001,cpu_transform,4.556341145187616,False,,,599.4140625,3.0,3.0
R2,B03_RR10_PROTO,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u002/attempt_001,training_and_reload,3.244234804995358,True,NVIDIA GeForce RTX 4080,89.2724609375,856.078125,,
R2,B03_RR10_PROTO,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u002/attempt_001,cpu_transform,4.521927568130195,False,,,601.140625,3.0,3.0
R2,B03_RR10_PROTO,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u005/attempt_001,training_and_reload,3.3759288964793086,True,NVIDIA GeForce RTX 4080,95.58154296875,866.23828125,,
R2,B03_RR10_PROTO,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u005/attempt_001,cpu_transform,4.282235315069556,False,,,594.2578125,3.0,3.0
R2,B03_RR10_PROTO,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u006/attempt_001,training_and_reload,3.275704201310873,True,NVIDIA GeForce RTX 4080,95.58154296875,858.1796875,,
R2,B03_RR10_PROTO,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u006/attempt_001,cpu_transform,4.066974601708353,False,,,595.4140625,3.0,3.0
R2,B03_RR10_PROTO,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u007/attempt_001,training_and_reload,2.7583711929619312,True,NVIDIA GeForce RTX 4080,95.58154296875,866.1640625,,
R2,B03_RR10_PROTO,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u007/attempt_001,cpu_transform,4.21342127583921,False,,,595.85546875,3.0,3.0
R2,B03_RR10_PROTO,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u010/attempt_001,training_and_reload,2.9684087308123708,True,NVIDIA GeForce RTX 4080,88.3837890625,853.875,,
R2,B03_RR10_PROTO,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u010/attempt_001,cpu_transform,4.5090621411800385,False,,,600.44140625,3.0,3.0
R2,B03_RR10_PROTO,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u011/attempt_001,training_and_reload,2.7945261634886265,True,NVIDIA GeForce RTX 4080,88.3837890625,877.91796875,,
R2,B03_RR10_PROTO,d1,u011,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u011/attempt_001,cpu_transform,4.001580812968314,False,,,598.71484375,3.0,3.0
R2,B03_RR10_PROTO,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u012/attempt_001,training_and_reload,2.760773191228509,True,NVIDIA GeForce RTX 4080,88.3837890625,854.1875,,
R2,B03_RR10_PROTO,d1,u012,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u012/attempt_001,cpu_transform,4.432112731970847,False,,,597.078125,3.0,3.0
R2,B03_RR10_PROTO,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u020/attempt_001,training_and_reload,3.216419310308993,True,NVIDIA GeForce RTX 4080,143.56005859375,878.2265625,,
R2,B03_RR10_PROTO,p22,u020,0,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u020/attempt_001,cpu_transform,77.84485787432641,False,,,1183.51953125,3.0,3.0
R2,B03_RR10_PROTO,p22,u021,1,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SCIENTIFIC_NUMERICAL_FAILURE_NO_RETRY,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u021/attempt_001,training_and_reload,3.1608921717852354,True,NVIDIA GeForce RTX 4080,143.56005859375,901.578125,,
R2,B03_RR10_PROTO,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u022/attempt_001,training_and_reload,3.189561686478555,True,NVIDIA GeForce RTX 4080,143.56005859375,879.45703125,,
R2,B03_RR10_PROTO,p22,u022,2,RNA_EPIGENOME,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B03_RR10_PROTO/u022/attempt_001,cpu_transform,77.0929013742134,False,,,1176.29296875,3.0,3.0
R2,B04_SP_RR10_PROTO,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u000/attempt_001,training_and_reload,3.428925421088934,True,NVIDIA GeForce RTX 4080,89.2490234375,853.34765625,,
R2,B04_SP_RR10_PROTO,a1,u000,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u000/attempt_001,cpu_transform,3.870286140590906,False,,,597.96875,3.0,3.0
R2,B04_SP_RR10_PROTO,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u001/attempt_001,training_and_reload,3.3756869109347463,True,NVIDIA GeForce RTX 4080,89.2490234375,852.9765625,,
R2,B04_SP_RR10_PROTO,a1,u001,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u001/attempt_001,cpu_transform,4.196664662100375,False,,,597.2421875,3.0,3.0
R2,B04_SP_RR10_PROTO,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u002/attempt_001,training_and_reload,3.6151925483718514,True,NVIDIA GeForce RTX 4080,89.2490234375,859.73828125,,
R2,B04_SP_RR10_PROTO,a1,u002,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u002/attempt_001,cpu_transform,3.8056121869012713,False,,,599.640625,3.0,3.0
R2,B04_SP_RR10_PROTO,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u005/attempt_001,training_and_reload,3.574228236451745,True,NVIDIA GeForce RTX 4080,95.56201171875,856.69921875,,
R2,B04_SP_RR10_PROTO,tonsil,u005,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u005/attempt_001,cpu_transform,4.107823741622269,False,,,603.984375,3.0,3.0
R2,B04_SP_RR10_PROTO,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u006/attempt_001,training_and_reload,3.289724428206682,True,NVIDIA GeForce RTX 4080,95.56201171875,854.4453125,,
R2,B04_SP_RR10_PROTO,tonsil,u006,1,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u006/attempt_001,cpu_transform,4.02479388192296,False,,,602.20703125,3.0,3.0
R2,B04_SP_RR10_PROTO,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u007/attempt_001,training_and_reload,3.378480363637209,True,NVIDIA GeForce RTX 4080,95.56201171875,857.75,,
R2,B04_SP_RR10_PROTO,tonsil,u007,2,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u007/attempt_001,cpu_transform,4.057714742608368,False,,,600.921875,3.0,3.0
R2,B04_SP_RR10_PROTO,d1,u010,0,RNA_PROTEIN,SUCCESS_PRE_LABEL,SUCCESS_PRE_LABEL,/root/autodl-fs/night8a_raw_runs_20260820/R2/B04_SP_RR10_PROTO/u010/attempt_001,training_and_reload,3.501649282872677,True,NVIDIA GeForce RTX 4080,88.35546875,862.609375,,
