dataset,variant,metric,mean,sample_sd,median,minimum,maximum,bootstrap_95_low,bootstrap_95_high,n
p22,locked_uniform_legacy_scale,hungarian_balanced_accuracy,0.575906470237805,0.015905547271806503,0.5749775853605341,0.5566747210812462,0.5981230782332884,0.5639562259515388,0.5888252402427643,5
p22,locked_uniform_legacy_scale,spatial_neighbor_agreement,0.8295005980861244,0.00935380787297833,0.8307008481948673,0.8205197912135711,0.8437296107003045,0.8228224227925185,0.8367483144845584,5
p22,locked_uniform_legacy_scale,spatial_cluster_moran_mean,0.7830606699111469,0.016308467723082237,0.7907277660787417,0.7545355896615428,0.7932888739862125,0.7682759393383602,0.7923679292535442,5
p22,locked_uniform_legacy_scale,embedding_silhouette,0.14281771183013917,0.008453574073929337,0.14742863178253174,0.12991803884506226,0.14934974908828735,0.13542925119400023,0.1487821102142334,5
p22,locked_uniform_legacy_scale,embedding_davies_bouldin,2.5200626775000616,0.059500871277273513,2.5185767976002476,2.4363755503577336,2.598368680461871,2.4747126511434367,2.566451927317222,5
p22,locked_legacy_shape_normalized,ari,0.41080432742861783,0.017751762371126113,0.4077763358142566,0.39476014208424737,0.4361668867978471,0.3973781031377501,0.4247637865680559,5
p22,locked_legacy_shape_normalized,nmi,0.5555238625875877,0.01599216234238186,0.5576379091723926,0.5346905456040022,0.5718934998142937,0.543073079532981,0.5679746456421942,5
p22,locked_legacy_shape_normalized,ami,0.554740179227289,0.01601524916917821,0.5568535807192047,0.5338807951003429,0.5711306364098492,0.5422706403459026,0.5672097181086753,5
p22,locked_legacy_shape_normalized,fmi,0.5050009433568272,0.015527185710493835,0.5057038639867055,0.4873735000533102,0.5255447487616155,0.49312824498135466,0.5168736417322999,5
p22,locked_legacy_shape_normalized,homogeneity,0.5528474657525635,0.013049934410318405,0.5523581247576769,0.5388534714253348,0.5680722787012508,0.5425042643610611,0.5631906671440657,5
p22,locked_legacy_shape_normalized,v_measure,0.5555238625875876,0.015992162342381835,0.5576379091723926,0.5346905456040022,0.5718934998142937,0.543073079532981,0.5679746456421941,5
p22,locked_legacy_shape_normalized,hungarian_macro_f1,0.5374064444044114,0.01747813817058694,0.5290233425864632,0.5204450571158136,0.5627212400458651,0.5247261692947697,0.5526012604823022,5
p22,locked_legacy_shape_normalized,hungarian_weighted_f1,0.5839601683480694,0.012402560561798033,0.5915712460746572,0.56710781324751,0.5944035735750048,0.5736083297171412,0.5930367934425138,5
p22,locked_legacy_shape_normalized,hungarian_balanced_accuracy,0.5765639359439353,0.02013335594039747,0.5742399283402002,0.5529076401212607,0.5971223385176666,0.5606837222385154,0.5924441496493553,5
p22,locked_legacy_shape_normalized,spatial_neighbor_agreement,0.8295835145715529,0.019114858573460163,0.8277376033057852,0.8036374510656807,0.851606676816007,0.8151696389734667,0.8439511744236625,5
p22,locked_legacy_shape_normalized,spatial_cluster_moran_mean,0.7822145378047949,0.020854828952244463,0.7855327277778053,0.7478129143753466,0.8034715244474941,0.7635388531098738,0.7965136704889412,5
p22,locked_legacy_shape_normalized,embedding_silhouette,0.14508460462093353,0.009209602682491377,0.14887486398220062,0.1313703954219818,0.15406107902526855,0.13704557418823243,0.15173547565937043,5
p22,locked_legacy_shape_normalized,embedding_davies_bouldin,2.468222942592475,0.11396641205305832,2.4682667166918217,2.314721740315577,2.5846001042528925,2.3805906098997403,2.55585527528521,5
p22,locked_legacy_loss_replay,ari,0.4109544383136471,0.02079349688817989,0.4061139960653309,0.3924019755037086,0.4419764802456389,0.39559611679703605,0.42804183609809476,5
p22,locked_legacy_loss_replay,nmi,0.5561206411232226,0.017157297948451312,0.5572429172031342,0.534056411272014,0.5738674929972273,0.542722642151648,0.5695186400947969,5
p22,locked_legacy_loss_replay,ami,0.5553388311142624,0.01718303365428053,0.5564582057188346,0.5332459894679424,0.5731195263957642,0.5419203756794829,0.568757286549042,5
p22,locked_legacy_loss_replay,fmi,0.5047433502373935,0.01780104242669317,0.5039423163956843,0.48516214220243403,0.5298638674214425,0.49141049272307624,0.5188680054863467,5
p22,locked_legacy_loss_replay,homogeneity,0.5540169945692609,0.014699997404851327,0.5521865387081688,0.538493644834399,0.5735836866926385,0.5426655730844412,0.5653684160540807,5
p22,locked_legacy_loss_replay,v_measure,0.5561206411232226,0.017157297948451302,0.5572429172031343,0.5340564112720141,0.5738674929972273,0.542722642151648,0.569518640094797,5
p22,locked_legacy_loss_replay,hungarian_macro_f1,0.5386453882285773,0.017650738310571897,0.5296624780756993,0.5216321061823606,0.5639903438851943,0.5258519727249534,0.5539826089310431,5
p22,locked_legacy_loss_replay,hungarian_weighted_f1,0.5852466260638342,0.012876263215590223,0.5918748269047015,0.5688840042383428,0.5974847360960298,0.574928315159025,0.5949529346158569,5
p22,locked_legacy_loss_replay,hungarian_balanced_accuracy,0.5782825846224734,0.01962228859000162,0.5731418547130782,0.5550486390047786,0.5992682748142377,0.5630750373581409,0.5934901318868059,5
p22,locked_legacy_loss_replay,spatial_neighbor_agreement,0.8294489451935624,0.019327895497113265,0.8306940517616355,0.802482057416268,0.8521571879077859,0.8138715202261853,0.8438138864723793,5
p22,locked_legacy_loss_replay,spatial_cluster_moran_mean,0.782639579452068,0.02190735966858055,0.7893690405681473,0.7461804097914642,0.8048136938312724,0.7634558621021375,0.7974551669126546,5
p22,locked_legacy_loss_replay,embedding_silhouette,0.14176191985607148,0.008638862446621098,0.14649061858654022,0.12883557379245758,0.1488148719072342,0.13423505127429963,0.14792424142360688,5
p22,locked_legacy_loss_replay,embedding_davies_bouldin,2.518602542314639,0.11792658015106991,2.5241957584662575,2.3599175204851095,2.647870125541595,2.428156373707112,2.608959617180152,5
p22,locked_asr_hvg_legacy_scale_diagnostic,ari,0.4121809497076671,0.02106219136324011,0.4074897689315407,0.39330432636859014,0.44315232391319703,0.3964877353332459,0.42928306021291984,5
p22,locked_asr_hvg_legacy_scale_diagnostic,nmi,0.556960702735096,0.017233492289382715,0.5563849333352401,0.5346056232077957,0.5752773114810461,0.5435976124743115,0.5703237929958805,5
p22,locked_asr_hvg_legacy_scale_diagnostic,ami,0.5561803231942268,0.017259574788039873,0.5555984754234885,0.5337960564318345,0.5745320780126122,0.5427967485364331,0.5695638978520206,5
p22,locked_asr_hvg_legacy_scale_diagnostic,fmi,0.505797094241194,0.017924027120609642,0.5051265817495444,0.48669602559724856,0.5307496587043437,0.4922220769894176,0.5197324362535728,5
p22,locked_asr_hvg_legacy_scale_diagnostic,homogeneity,0.5548273289491351,0.014935792010164125,0.5511922338510528,0.5389828840196655,0.5751849680636835,0.5434567094231086,0.5668662926004648,5
p22,locked_asr_hvg_legacy_scale_diagnostic,v_measure,0.556960702735096,0.017233492289382684,0.5563849333352402,0.5346056232077957,0.575277311481046,0.5435976124743115,0.5703237929958805,5
p22,locked_asr_hvg_legacy_scale_diagnostic,hungarian_macro_f1,0.5383837238197721,0.017013719781948336,0.5294011041711233,0.5228628284503594,0.5636126495616711,0.5262385705906696,0.553375997120144,5
p22,locked_asr_hvg_legacy_scale_diagnostic,hungarian_weighted_f1,0.5852925010340829,0.013416957117953175,0.5929886227213897,0.5676153360340004,0.5977369626717807,0.574193518369049,0.5952201343062428,5
p22,locked_asr_hvg_legacy_scale_diagnostic,hungarian_balanced_accuracy,0.5778725013714509,0.01823148943658545,0.5723209131404698,0.5572280605965644,0.5974691879364135,0.5637137605284274,0.5920312422144743,5
p22,locked_asr_hvg_legacy_scale_diagnostic,spatial_neighbor_agreement,0.830064702044367,0.018937334397037438,0.8316591452805567,0.8026043932144411,0.8506823618964767,0.8146381578947368,0.8440531209221401,5
p22,locked_asr_hvg_legacy_scale_diagnostic,spatial_cluster_moran_mean,0.7833199073392036,0.02169787480483408,0.7918507794289604,0.7462064364796177,0.8020740801373312,0.7644641736593549,0.7965380962124204,5
p22,locked_asr_hvg_legacy_scale_diagnostic,embedding_silhouette,0.14288618564605712,0.008800215029105551,0.14664226770401,0.1295817345380783,0.15077893435955048,0.13523463904857635,0.14922310113906861,5
p22,locked_asr_hvg_legacy_scale_diagnostic,embedding_davies_bouldin,2.503430194855219,0.11701534531199885,2.5044236980785937,2.3461340885914117,2.6326525450116036,2.4139243592556676,2.5929360304547706,5
