dataset,variant,metric,mean,sample_sd,median,minimum,maximum,bootstrap_95_low,bootstrap_95_high,n
a1,locked_unweighted,embedding_davies_bouldin,1.9756468683752135,0.02421388369865499,1.982824385511271,1.9351116483651332,1.9977361157112203,1.9535794274767688,1.9911541078844208,5
a1,locked_uniform_legacy_scale,ari,0.2297654405919351,0.025043135380761937,0.22447833278814125,0.19863540651236164,0.26752687782695367,0.21081856107386082,0.2503074598114287,5
a1,locked_uniform_legacy_scale,nmi,0.36572398698117076,0.013968891008250729,0.3686965732796056,0.3450337227285565,0.38321800728823124,0.3533545599590259,0.37626513069483075,5
a1,locked_uniform_legacy_scale,ami,0.36166884641052943,0.014040806879770516,0.364676631177681,0.34091631336824685,0.3792645721347917,0.3492471310953336,0.37225608635526053,5
a1,locked_uniform_legacy_scale,fmi,0.37247324137669724,0.02312488344010306,0.37545918409195417,0.34084976684615065,0.40512253250942615,0.3537043199788057,0.3912014958040783,5
a1,locked_uniform_legacy_scale,homogeneity,0.41497548338005324,0.01568023947265427,0.4201446269819553,0.3983953898065053,0.43380326885046666,0.40299599078089676,0.4269549759792097,5
a1,locked_uniform_legacy_scale,v_measure,0.36572398698117076,0.013968891008250696,0.3686965732796056,0.34503372272855654,0.3832180072882312,0.35335455995902604,0.37626513069483075,5
a1,locked_uniform_legacy_scale,hungarian_macro_f1,0.3249565928884926,0.023196434266954852,0.32324582912837024,0.2906538769334651,0.35336983327714744,0.3058950111807751,0.3413202316176365,5
a1,locked_uniform_legacy_scale,hungarian_weighted_f1,0.493395021236344,0.03494197693877876,0.49673159436395997,0.44396823479795977,0.5420100724934872,0.4635766023370652,0.522059084401355,5
a1,locked_uniform_legacy_scale,hungarian_balanced_accuracy,0.39063267644876104,0.030136333991201435,0.39995197194565624,0.34001000974558987,0.4189951067205679,0.3639867946256164,0.40999796136850736,5
a1,locked_uniform_legacy_scale,spatial_neighbor_agreement,0.5957041714504401,0.032870030642476386,0.589281158311009,0.5560179869881362,0.6385380788365863,0.5708795764765914,0.6220340604668962,5
