dataset,variant,seed,domain,support,hungarian_f1
p22,locked_legacy_shape_normalized,4,CP,1693,0.8295308895155089
p22,locked_legacy_shape_normalized,4,L1-L3,1023,0.728171334431631
p22,locked_legacy_shape_normalized,4,L4,304,0.0
p22,locked_legacy_shape_normalized,4,L5,970,0.37485101311084623
p22,locked_legacy_shape_normalized,4,L6a/b,834,0.7059401080019637
p22,locked_legacy_shape_normalized,4,VL,147,0.6354166666666667
p22,locked_legacy_shape_normalized,4,ccg/aco,744,0.7357992073976222
p22,locked_legacy_shape_normalized,4,others,2370,0.35592060232717315
p22,locked_uniform_legacy_scale,0,ACB,1111,0.6038356164383563
p22,locked_uniform_legacy_scale,0,CP,1693,0.8372819578234835
p22,locked_uniform_legacy_scale,0,L1-L3,1023,0.7647610121836926
p22,locked_uniform_legacy_scale,0,L4,304,0.0
p22,locked_uniform_legacy_scale,0,L5,970,0.00149812734082397
p22,locked_uniform_legacy_scale,0,L6a/b,834,0.7201625190452006
p22,locked_uniform_legacy_scale,0,VL,147,0.6246719160104987
p22,locked_uniform_legacy_scale,0,ccg/aco,744,0.7876169906407487
p22,locked_uniform_legacy_scale,0,others,2370,0.598018984729674
p22,locked_uniform_legacy_scale,1,ACB,1111,0.6092865232163082
p22,locked_uniform_legacy_scale,1,CP,1693,0.8318122555410691
p22,locked_uniform_legacy_scale,1,L1-L3,1023,0.7024280067758328
p22,locked_uniform_legacy_scale,1,L4,304,0.45691382765531063
p22,locked_uniform_legacy_scale,1,L5,970,0.3535457348406989
p22,locked_uniform_legacy_scale,1,L6a/b,834,0.646112600536193
p22,locked_uniform_legacy_scale,1,VL,147,0.0
p22,locked_uniform_legacy_scale,1,ccg/aco,744,0.7960618846694797
p22,locked_uniform_legacy_scale,1,others,2370,0.3690958164642375
p22,locked_uniform_legacy_scale,2,ACB,1111,0.6154696132596684
p22,locked_uniform_legacy_scale,2,CP,1693,0.8365058670143415
p22,locked_uniform_legacy_scale,2,L1-L3,1023,0.7002457002457002
p22,locked_uniform_legacy_scale,2,L4,304,0.47706422018348627
p22,locked_uniform_legacy_scale,2,L5,970,0.0015552099533437014
p22,locked_uniform_legacy_scale,2,L6a/b,834,0.6773749426342358
p22,locked_uniform_legacy_scale,2,VL,147,0.0794871794871795
p22,locked_uniform_legacy_scale,2,ccg/aco,744,0.8071942446043165
p22,locked_uniform_legacy_scale,2,others,2370,0.5715524718126626
p22,locked_uniform_legacy_scale,3,ACB,1111,0.6114725014784151
p22,locked_uniform_legacy_scale,3,CP,1693,0.8351818416301263
p22,locked_uniform_legacy_scale,3,L1-L3,1023,0.7169398907103824
p22,locked_uniform_legacy_scale,3,L4,304,0.0
p22,locked_uniform_legacy_scale,3,L5,970,0.35868331441543694
p22,locked_uniform_legacy_scale,3,L6a/b,834,0.7049180327868853
p22,locked_uniform_legacy_scale,3,VL,147,0.6335078534031414
p22,locked_uniform_legacy_scale,3,ccg/aco,744,0.7854077253218885
p22,locked_uniform_legacy_scale,3,others,2370,0.4339378238341969
p22,locked_uniform_legacy_scale,4,ACB,1111,0.5700272479564032
p22,locked_uniform_legacy_scale,4,CP,1693,0.8300921187308087
p22,locked_uniform_legacy_scale,4,L1-L3,1023,0.7082184225041368
p22,locked_uniform_legacy_scale,4,L4,304,0.4309623430962343
p22,locked_uniform_legacy_scale,4,L5,970,0.0
p22,locked_uniform_legacy_scale,4,L6a/b,834,0.7166582788122798
p22,locked_uniform_legacy_scale,4,VL,147,0.08587257617728532
p22,locked_uniform_legacy_scale,4,ccg/aco,744,0.7875
p22,locked_uniform_legacy_scale,4,others,2370,0.48005409060175797
p22,locked_unweighted,0,ACB,1111,0.5972602739726027
p22,locked_unweighted,0,CP,1693,0.8406395048994326
p22,locked_unweighted,0,L1-L3,1023,0.6811677160847167
p22,locked_unweighted,0,L4,304,0.42782969885773625
p22,locked_unweighted,0,L5,970,0.0015209125475285172
p22,locked_unweighted,0,L6a/b,834,0.7162162162162162
p22,locked_unweighted,0,VL,147,0.07003891050583658
p22,locked_unweighted,0,ccg/aco,744,0.7897362794012829
p22,locked_unweighted,0,others,2370,0.5610615799295046
p22,locked_unweighted,1,ACB,1111,0.6066134549600912
p22,locked_unweighted,1,CP,1693,0.8290263638736622
p22,locked_unweighted,1,L1-L3,1023,0.733934611048478
p22,locked_unweighted,1,L4,304,0.0030257186081694403
p22,locked_unweighted,1,L5,970,0.3826865671641791
p22,locked_unweighted,1,L6a/b,834,0.643140714600794
p22,locked_unweighted,1,VL,147,0.6335078534031414
p22,locked_unweighted,1,ccg/aco,744,0.7855626326963906
p22,locked_unweighted,1,others,2370,0.37297297297297294
p22,locked_unweighted,2,ACB,1111,0.6133184107442641
p22,locked_unweighted,2,CP,1693,0.8371005455962589
p22,locked_unweighted,2,L1-L3,1023,0.6866043613707165
p22,locked_unweighted,2,L4,304,0.47264260768335276
p22,locked_unweighted,2,L5,970,0.0015491866769945777
p22,locked_unweighted,2,L6a/b,834,0.6796476587853499
p22,locked_unweighted,2,VL,147,0.08258064516129032
p22,locked_unweighted,2,ccg/aco,744,0.8011611030478955
p22,locked_unweighted,2,others,2370,0.567469622681731
p22,locked_unweighted,3,ACB,1111,0.6023809523809524
p22,locked_unweighted,3,CP,1693,0.8351761378246336
p22,locked_unweighted,3,L1-L3,1023,0.6930469191633691
p22,locked_unweighted,3,L4,304,0.43829787234042555
p22,locked_unweighted,3,L5,970,0.0
p22,locked_unweighted,3,L6a/b,834,0.7087682672233822
p22,locked_unweighted,3,VL,147,0.6329787234042553
p22,locked_unweighted,3,ccg/aco,744,0.7885304659498208
p22,locked_unweighted,3,others,2370,0.5959765297569152
p22,locked_unweighted,4,ACB,1111,0.5717391304347826
p22,locked_unweighted,4,CP,1693,0.8312419974391806
p22,locked_unweighted,4,L1-L3,1023,0.7073036792970895
p22,locked_unweighted,4,L4,304,0.44206008583690987
p22,locked_unweighted,4,L5,970,0.0
p22,locked_unweighted,4,L6a/b,834,0.7173038229376258
p22,locked_unweighted,4,VL,147,0.08659217877094973
p22,locked_unweighted,4,ccg/aco,744,0.7766179540709812
p22,locked_unweighted,4,others,2370,0.48204667863554757
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,EVT,59,0.8251748251748251
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,EVT-progenitor,19,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,Endothelial,53,0.9423076923076923
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,Erythroblasts,24,0.25806451612903225
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,FIB1,104,0.8855721393034824
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,FIB2,347,0.7775891341256366
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,Hofbauer cells,225,0.9382151029748284
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,STB,353,0.847723704866562
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,STB-progenitor,40,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,0,vCTB,438,0.8408262454434994
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,EVT,59,0.8194444444444444
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,EVT-progenitor,19,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,Endothelial,53,0.9423076923076923
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,Erythroblasts,24,0.1925133689839572
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,FIB1,104,0.6749999999999999
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,FIB2,347,0.9299552906110282
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,Hofbauer cells,225,0.930648769574944
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,STB,353,0.8244514106583073
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,STB-progenitor,40,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,1,vCTB,438,0.8381430363864493
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,EVT,59,0.8137931034482759
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,EVT-progenitor,19,0.012048192771084336
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,Endothelial,53,0.9433962264150944
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,Erythroblasts,24,0.2675159235668789
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,FIB1,104,0.9246231155778896
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,FIB2,347,0.6976744186046512
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,Hofbauer cells,225,0.9387755102040817
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,STB,353,0.8452950558213718
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,STB-progenitor,40,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,2,vCTB,438,0.8298653610771113
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,EVT,59,0.8194444444444444
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,EVT-progenitor,19,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,Endothelial,53,0.9411764705882353
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,Erythroblasts,24,0.1990049751243781
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,FIB1,104,0.5945945945945945
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,FIB2,347,0.9269005847953217
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,Hofbauer cells,225,0.6775956284153006
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,STB,353,0.8394276629570747
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,STB-progenitor,40,0.015151515151515152
placenta,locked_asr_hvg_legacy_scale_diagnostic,3,vCTB,438,0.8471720818291215
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,EVT,59,0.8489208633093526
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,EVT-progenitor,19,0.011976047904191617
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,Endothelial,53,0.9306930693069307
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,Erythroblasts,24,0.24203821656050953
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,FIB1,104,0.6225165562913908
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,FIB2,347,0.6644844517184944
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,Hofbauer cells,225,0.9295154185022027
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,STB,353,0.8235294117647058
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,STB-progenitor,40,0.0
placenta,locked_asr_hvg_legacy_scale_diagnostic,4,vCTB,438,0.8370370370370369
placenta,locked_legacy_loss_replay,0,EVT,59,0.8137931034482759
placenta,locked_legacy_loss_replay,0,EVT-progenitor,19,0.0
placenta,locked_legacy_loss_replay,0,Endothelial,53,0.9333333333333333
placenta,locked_legacy_loss_replay,0,Erythroblasts,24,0.18848167539267016
placenta,locked_legacy_loss_replay,0,FIB1,104,0.5906040268456376
placenta,locked_legacy_loss_replay,0,FIB2,347,0.7181328545780968
placenta,locked_legacy_loss_replay,0,Hofbauer cells,225,0.9321663019693653
placenta,locked_legacy_loss_replay,0,STB,353,0.8522012578616353
placenta,locked_legacy_loss_replay,0,STB-progenitor,40,0.0
placenta,locked_legacy_loss_replay,0,vCTB,438,0.8550898203592815
placenta,locked_legacy_loss_replay,1,EVT,59,0.8194444444444444
placenta,locked_legacy_loss_replay,1,EVT-progenitor,19,0.0
placenta,locked_legacy_loss_replay,1,Endothelial,53,0.9333333333333333
placenta,locked_legacy_loss_replay,1,Erythroblasts,24,0.26250000000000007
placenta,locked_legacy_loss_replay,1,FIB1,104,0.6875
placenta,locked_legacy_loss_replay,1,FIB2,347,0.944206008583691
placenta,locked_legacy_loss_replay,1,Hofbauer cells,225,0.9241071428571428
placenta,locked_legacy_loss_replay,1,STB,353,0.8282504012841092
placenta,locked_legacy_loss_replay,1,STB-progenitor,40,0.0
placenta,locked_legacy_loss_replay,1,vCTB,438,0.8391089108910891
placenta,locked_legacy_loss_replay,2,EVT,59,0.8137931034482759
placenta,locked_legacy_loss_replay,2,EVT-progenitor,19,0.011904761904761906
placenta,locked_legacy_loss_replay,2,Endothelial,53,0.9433962264150944
placenta,locked_legacy_loss_replay,2,Erythroblasts,24,0.2777777777777778
placenta,locked_legacy_loss_replay,2,FIB1,104,0.9313725490196078
placenta,locked_legacy_loss_replay,2,FIB2,347,0.7001795332136446
placenta,locked_legacy_loss_replay,2,Hofbauer cells,225,0.9438202247191012
placenta,locked_legacy_loss_replay,2,STB,353,0.8421052631578948
placenta,locked_legacy_loss_replay,2,STB-progenitor,40,0.0
placenta,locked_legacy_loss_replay,2,vCTB,438,0.8349514563106796
placenta,locked_legacy_loss_replay,3,EVT,59,0.8194444444444444
placenta,locked_legacy_loss_replay,3,EVT-progenitor,19,0.0
placenta,locked_legacy_loss_replay,3,Endothelial,53,0.9504950495049505
placenta,locked_legacy_loss_replay,3,Erythroblasts,24,0.19999999999999998
placenta,locked_legacy_loss_replay,3,FIB1,104,0.5850340136054422
placenta,locked_legacy_loss_replay,3,FIB2,347,0.7075812274368231
placenta,locked_legacy_loss_replay,3,Hofbauer cells,225,0.9362637362637363
placenta,locked_legacy_loss_replay,3,STB,353,0.8357256778309411
placenta,locked_legacy_loss_replay,3,STB-progenitor,40,0.0
placenta,locked_legacy_loss_replay,3,vCTB,438,0.8464328899637242
placenta,locked_legacy_loss_replay,4,EVT,59,0.8489208633093526
placenta,locked_legacy_loss_replay,4,EVT-progenitor,19,0.012195121951219513
placenta,locked_legacy_loss_replay,4,Endothelial,53,0.9333333333333333
placenta,locked_legacy_loss_replay,4,Erythroblasts,24,0.26415094339622647
placenta,locked_legacy_loss_replay,4,FIB1,104,0.8979591836734695
placenta,locked_legacy_loss_replay,4,FIB2,347,0.7256637168141594
placenta,locked_legacy_loss_replay,4,Hofbauer cells,225,0.9251101321585904
placenta,locked_legacy_loss_replay,4,STB,353,0.8081761006289309
placenta,locked_legacy_loss_replay,4,STB-progenitor,40,0.0
placenta,locked_legacy_loss_replay,4,vCTB,438,0.849624060150376
placenta,locked_legacy_shape_normalized,0,EVT,59,0.8358208955223881
placenta,locked_legacy_shape_normalized,0,EVT-progenitor,19,0.012422360248447206
placenta,locked_legacy_shape_normalized,0,Endothelial,53,0.8627450980392157
placenta,locked_legacy_shape_normalized,0,Erythroblasts,24,0.12709030100334448
placenta,locked_legacy_shape_normalized,0,FIB1,104,0.5753424657534247
placenta,locked_legacy_shape_normalized,0,FIB2,347,0.6442953020134228
placenta,locked_legacy_shape_normalized,0,Hofbauer cells,225,0.8232323232323232
placenta,locked_legacy_shape_normalized,0,STB,353,0.8038277511961721
placenta,locked_legacy_shape_normalized,0,STB-progenitor,40,0.0
placenta,locked_legacy_shape_normalized,0,vCTB,438,0.7387387387387387
placenta,locked_legacy_shape_normalized,1,EVT,59,0.8925619834710744
placenta,locked_legacy_shape_normalized,1,EVT-progenitor,19,0.0
placenta,locked_legacy_shape_normalized,1,Endothelial,53,0.912621359223301
placenta,locked_legacy_shape_normalized,1,Erythroblasts,24,0.12377850162866451
placenta,locked_legacy_shape_normalized,1,FIB1,104,0.6052631578947368
placenta,locked_legacy_shape_normalized,1,FIB2,347,0.6523178807947021
placenta,locked_legacy_shape_normalized,1,Hofbauer cells,225,0.8132992327365729
placenta,locked_legacy_shape_normalized,1,STB,353,0.7831513260530422
placenta,locked_legacy_shape_normalized,1,STB-progenitor,40,0.0
placenta,locked_legacy_shape_normalized,1,vCTB,438,0.7964148527528809
placenta,locked_legacy_shape_normalized,2,EVT,59,0.8194444444444444
placenta,locked_legacy_shape_normalized,2,EVT-progenitor,19,0.009900990099009901
placenta,locked_legacy_shape_normalized,2,Endothelial,53,0.6984126984126985
placenta,locked_legacy_shape_normalized,2,Erythroblasts,24,0.023121387283236997
placenta,locked_legacy_shape_normalized,2,FIB1,104,0.6103896103896104
placenta,locked_legacy_shape_normalized,2,FIB2,347,0.4817813765182187
placenta,locked_legacy_shape_normalized,2,Hofbauer cells,225,0.45643153526970953
placenta,locked_legacy_shape_normalized,2,STB,353,0.820754716981132
placenta,locked_legacy_shape_normalized,2,STB-progenitor,40,0.0
placenta,locked_legacy_shape_normalized,2,vCTB,438,0.8004895960832312
placenta,locked_legacy_shape_normalized,3,EVT,59,0.8285714285714285
placenta,locked_legacy_shape_normalized,3,EVT-progenitor,19,0.0
placenta,locked_legacy_shape_normalized,3,Endothelial,53,0.9183673469387755
placenta,locked_legacy_shape_normalized,3,Erythroblasts,24,0.13008130081300812
placenta,locked_legacy_shape_normalized,3,FIB1,104,0.581081081081081
placenta,locked_legacy_shape_normalized,3,FIB2,347,0.6320610687022901
placenta,locked_legacy_shape_normalized,3,Hofbauer cells,225,0.8163265306122448
placenta,locked_legacy_shape_normalized,3,STB,353,0.8083067092651757
placenta,locked_legacy_shape_normalized,3,STB-progenitor,40,0.0
placenta,locked_legacy_shape_normalized,3,vCTB,438,0.8034825870646767
placenta,locked_legacy_shape_normalized,4,EVT,59,0.8444444444444443
placenta,locked_legacy_shape_normalized,4,EVT-progenitor,19,0.0
placenta,locked_legacy_shape_normalized,4,Endothelial,53,0.8333333333333334
placenta,locked_legacy_shape_normalized,4,Erythroblasts,24,0.13194444444444445
placenta,locked_legacy_shape_normalized,4,FIB1,104,0.5850340136054422
placenta,locked_legacy_shape_normalized,4,FIB2,347,0.630048465266559
placenta,locked_legacy_shape_normalized,4,Hofbauer cells,225,0.8691588785046729
placenta,locked_legacy_shape_normalized,4,STB,353,0.7784810126582278
placenta,locked_legacy_shape_normalized,4,STB-progenitor,40,0.0
placenta,locked_legacy_shape_normalized,4,vCTB,438,0.7820343461030383
placenta,locked_uniform_legacy_scale,0,EVT,59,0.8309859154929577
placenta,locked_uniform_legacy_scale,0,EVT-progenitor,19,0.0
placenta,locked_uniform_legacy_scale,0,Endothelial,53,0.9514563106796116
placenta,locked_uniform_legacy_scale,0,Erythroblasts,24,0.25806451612903225
placenta,locked_uniform_legacy_scale,0,FIB1,104,0.8899999999999999
placenta,locked_uniform_legacy_scale,0,FIB2,347,0.7837837837837838
placenta,locked_uniform_legacy_scale,0,Hofbauer cells,225,0.9406392694063926
placenta,locked_uniform_legacy_scale,0,STB,353,0.8522012578616353
placenta,locked_uniform_legacy_scale,0,STB-progenitor,40,0.0
placenta,locked_uniform_legacy_scale,0,vCTB,438,0.8422330097087378
placenta,locked_uniform_legacy_scale,1,EVT,59,0.8489208633093526
placenta,locked_uniform_legacy_scale,1,EVT-progenitor,19,0.0
placenta,locked_uniform_legacy_scale,1,Endothelial,53,0.9423076923076923
placenta,locked_uniform_legacy_scale,1,Erythroblasts,24,0.2011173184357542
placenta,locked_uniform_legacy_scale,1,FIB1,104,0.6749999999999999
placenta,locked_uniform_legacy_scale,1,FIB2,347,0.9285714285714285
placenta,locked_uniform_legacy_scale,1,Hofbauer cells,225,0.930957683741648
placenta,locked_uniform_legacy_scale,1,STB,353,0.8294209702660407
placenta,locked_uniform_legacy_scale,1,STB-progenitor,40,0.0
placenta,locked_uniform_legacy_scale,1,vCTB,438,0.8493150684931507
placenta,locked_uniform_legacy_scale,2,EVT,59,0.8194444444444444
placenta,locked_uniform_legacy_scale,2,EVT-progenitor,19,0.012658227848101266
placenta,locked_uniform_legacy_scale,2,Endothelial,53,0.9433962264150944
placenta,locked_uniform_legacy_scale,2,Erythroblasts,24,0.25974025974025977
placenta,locked_uniform_legacy_scale,2,FIB1,104,0.9353233830845771
placenta,locked_uniform_legacy_scale,2,FIB2,347,0.7079646017699115
placenta,locked_uniform_legacy_scale,2,Hofbauer cells,225,0.9387755102040817
placenta,locked_uniform_legacy_scale,2,STB,353,0.8439490445859873
placenta,locked_uniform_legacy_scale,2,STB-progenitor,40,0.0
placenta,locked_uniform_legacy_scale,2,vCTB,438,0.8337408312958436
placenta,locked_uniform_legacy_scale,3,EVT,59,0.8251748251748251
placenta,locked_uniform_legacy_scale,3,EVT-progenitor,19,0.012195121951219513
placenta,locked_uniform_legacy_scale,3,Endothelial,53,0.9411764705882353
placenta,locked_uniform_legacy_scale,3,Erythroblasts,24,0.20100502512562812
placenta,locked_uniform_legacy_scale,3,FIB1,104,0.5850340136054422
placenta,locked_uniform_legacy_scale,3,FIB2,347,0.7018181818181818
placenta,locked_uniform_legacy_scale,3,Hofbauer cells,225,0.9377777777777777
placenta,locked_uniform_legacy_scale,3,STB,353,0.8375796178343949
placenta,locked_uniform_legacy_scale,3,STB-progenitor,40,0.0
placenta,locked_uniform_legacy_scale,3,vCTB,438,0.8485576923076923
placenta,locked_uniform_legacy_scale,4,EVT,59,0.855072463768116
placenta,locked_uniform_legacy_scale,4,EVT-progenitor,19,0.012048192771084336
placenta,locked_uniform_legacy_scale,4,Endothelial,53,0.9306930693069307
placenta,locked_uniform_legacy_scale,4,Erythroblasts,24,0.25477707006369427
placenta,locked_uniform_legacy_scale,4,FIB1,104,0.6040268456375839
placenta,locked_uniform_legacy_scale,4,FIB2,347,0.6623164763458401
placenta,locked_uniform_legacy_scale,4,Hofbauer cells,225,0.9298245614035088
placenta,locked_uniform_legacy_scale,4,STB,353,0.8253968253968254
placenta,locked_uniform_legacy_scale,4,STB-progenitor,40,0.0
placenta,locked_uniform_legacy_scale,4,vCTB,438,0.8380716934487021
placenta,locked_unweighted,0,EVT,59,0.8270676691729323
placenta,locked_unweighted,0,EVT-progenitor,19,0.0
placenta,locked_unweighted,0,Endothelial,53,0.3042071197411004
placenta,locked_unweighted,0,Erythroblasts,24,0.12307692307692307
placenta,locked_unweighted,0,FIB1,104,0.5655172413793104
placenta,locked_unweighted,0,FIB2,347,0.40353982300884955
placenta,locked_unweighted,0,Hofbauer cells,225,0.639225181598063
placenta,locked_unweighted,0,STB,353,0.7890499194847022
placenta,locked_unweighted,0,STB-progenitor,40,0.061224489795918366
placenta,locked_unweighted,0,vCTB,438,0.7342747111681645
placenta,locked_unweighted,1,EVT,59,0.8717948717948718
placenta,locked_unweighted,1,EVT-progenitor,19,0.0
placenta,locked_unweighted,1,Endothelial,53,0.8761904761904762
placenta,locked_unweighted,1,Erythroblasts,24,0.13333333333333336
placenta,locked_unweighted,1,FIB1,104,0.6
placenta,locked_unweighted,1,FIB2,347,0.7699115044247788
placenta,locked_unweighted,1,Hofbauer cells,225,0.7971014492753622
placenta,locked_unweighted,1,STB,353,0.766355140186916
placenta,locked_unweighted,1,STB-progenitor,40,0.03076923076923077
placenta,locked_unweighted,1,vCTB,438,0.7602649006622516
placenta,locked_unweighted,2,EVT,59,0.8592592592592594
placenta,locked_unweighted,2,EVT-progenitor,19,0.0945945945945946
placenta,locked_unweighted,2,Endothelial,53,0.6825396825396826
placenta,locked_unweighted,2,Erythroblasts,24,0.11715481171548116
placenta,locked_unweighted,2,FIB1,104,0.5906040268456376
placenta,locked_unweighted,2,FIB2,347,0.6051282051282052
placenta,locked_unweighted,2,Hofbauer cells,225,0.4903846153846153
placenta,locked_unweighted,2,STB,353,0.804416403785489
placenta,locked_unweighted,2,STB-progenitor,40,0.0
placenta,locked_unweighted,2,vCTB,438,0.7797029702970297
placenta,locked_unweighted,3,EVT,59,0.8358208955223881
placenta,locked_unweighted,3,EVT-progenitor,19,0.0
placenta,locked_unweighted,3,Endothelial,53,0.8958333333333334
placenta,locked_unweighted,3,Erythroblasts,24,0.0962962962962963
placenta,locked_unweighted,3,FIB1,104,0.5753424657534247
placenta,locked_unweighted,3,FIB2,347,0.6128550074738416
placenta,locked_unweighted,3,Hofbauer cells,225,0.5523809523809524
placenta,locked_unweighted,3,STB,353,0.8012820512820512
placenta,locked_unweighted,3,STB-progenitor,40,0.0
placenta,locked_unweighted,3,vCTB,438,0.8014888337468982
placenta,locked_unweighted,4,EVT,59,0.7913669064748202
placenta,locked_unweighted,4,EVT-progenitor,19,0.02843601895734597
placenta,locked_unweighted,4,Endothelial,53,0.8367346938775511
placenta,locked_unweighted,4,Erythroblasts,24,0.11920529801324505
placenta,locked_unweighted,4,FIB1,104,0.5850340136054422
placenta,locked_unweighted,4,FIB2,347,0.5226860254083484
placenta,locked_unweighted,4,Hofbauer cells,225,0.4157303370786517
placenta,locked_unweighted,4,STB,353,0.780564263322884
placenta,locked_unweighted,4,STB-progenitor,40,0.0
placenta,locked_unweighted,4,vCTB,438,0.7747035573122529
